aaasqzop_tc4tl20.csv	10.0	-53.0	-75.0	-63.04554455445545	4.1523450238292705	505	-31838.0	TXPower,8
aabadzsd_tc4tl20.csv	10.0	-47.0	-91.0	-62.49243098842386	6.5607462881035294	1123	-70179.0	TXPower,8
aacevzem_tc4tl20.csv	15.0	-71.0	-102.0	-80.08	5.911707232477691	950	-76076.0	TXPower,12
aacjnxug_tc4tl20.csv	15.0	-55.0	-91.0	-67.1012084592145	4.4266110144182775	662	-44421.0	TXPower,7
aadmezin_tc4tl20.csv	6.0	-55.0	-63.0	-59.56969696969697	2.006769769458549	165	-9829.0	TXPower,12
aaidcbne_tc4tl20.csv	6.0	-55.0	-96.0	-64.07115384615385	6.817907591219665	1040	-66634.0	TXPower,12
aajnbvls_tc4tl20.csv	15.0	-54.0	-94.0	-67.0740045078888	7.2685228688128385	2662	-178551.0	TXPower,7
aakpgvjw_tc4tl20.csv	4.0	-46.0	-54.0	-49.35918367346939	1.879998078058285	245	-12093.0	TXPower,8
aalrpupv_tc4tl20.csv	4.0	-43.0	-96.0	-58.06581986143187	10.965276158609242	866	-50285.0	TXPower,12
aanqzbfd_tc4tl20.csv	4.0	-50.0	-66.0	-57.62023217247098	3.436667910162975	603	-34745.0	TXPower,12
aaoodsxr_tc4tl20.csv	10.0	-53.0	-69.0	-60.37066246056782	3.3823943214242167	634	-38275.0	TXPower,12
aarodjxc_tc4tl20.csv	10.0	-52.0	-77.0	-61.848837209302324	4.489982213427805	258	-15957.0	TXPower,8
aavqtpeu_tc4tl20.csv	10.0	-53.0	-77.0	-61.765625	3.9227528849111093	256	-15812.0	TXPower,8
aazfodbn_tc4tl20.csv	15.0	-53.0	-82.0	-61.90120160213618	4.529860659187563	749	-46364.0	TXPower,8
abbiugqs_tc4tl20.csv	6.0	-56.0	-88.0	-67.66625463535229	6.427613768103418	809	-54742.0	TXPower,12
abbqtgic_tc4tl20.csv	15.0	-49.0	-80.0	-63.270833333333336	6.75803319044942	768	-48592.0	TXPower,12
abcrnrla_tc4tl20.csv	6.0	-57.0	-77.0	-65.24647887323944	5.144971544584671	142	-9265.0	TXPower,8
abfalwfs_tc4tl20.csv	10.0	-49.0	-76.0	-58.4375	5.149102599070791	496	-28985.0	TXPower,8
abhwqwtr_tc4tl20.csv	6.0	-46.0	-62.0	-52.0	3.433406438678197	530	-27560.0	TXPower,8
