aaafrwlt_tc4tl20.csv	1.8
aaasqzop_tc4tl20.csv	3.0
aabadzsd_tc4tl20.csv	3.0
aacevzem_tc4tl20.csv	4.5
aacjnxug_tc4tl20.csv	4.5
aadmezin_tc4tl20.csv	1.8
aaidcbne_tc4tl20.csv	1.8
aajnbvls_tc4tl20.csv	4.5
aakpgvjw_tc4tl20.csv	1.2
aalrpupv_tc4tl20.csv	1.2
aanqzbfd_tc4tl20.csv	1.2
aaoodsxr_tc4tl20.csv	3.0
aarodjxc_tc4tl20.csv	3.0
aavqtpeu_tc4tl20.csv	3.0
aazfodbn_tc4tl20.csv	4.5
abbiugqs_tc4tl20.csv	1.8
abbqtgic_tc4tl20.csv	4.5
abcrnrla_tc4tl20.csv	1.8
abfalwfs_tc4tl20.csv	3.0
abhwqwtr_tc4tl20.csv	1.8
abjaudou_tc4tl20.csv	3.0
abjwixqj_tc4tl20.csv	1.8
abkawxoy_tc4tl20.csv	1.8
abszsehx_tc4tl20.csv	1.2
acapbfef_tc4tl20.csv	1.8
acaxigmh_tc4tl20.csv	4.5
acfxxmdm_tc4tl20.csv	1.8
acgglrty_tc4tl20.csv	4.5
achttthw_tc4tl20.csv	3.0
acioethx_tc4tl20.csv	1.2
acsepowm_tc4tl20.csv	4.5
acvfbpfd_tc4tl20.csv	1.2
adbokhqo_tc4tl20.csv	1.8
addjofhy_tc4tl20.csv	1.8
adpbfams_tc4tl20.csv	3.0
adpnpulc_tc4tl20.csv	1.8
adpxqzvz_tc4tl20.csv	1.2
adrrgadh_tc4tl20.csv	1.2
adscwqst_tc4tl20.csv	1.2
adtmfsdu_tc4tl20.csv	1.2
adtqpvbf_tc4tl20.csv	4.5
adulaayt_tc4tl20.csv	1.8
adwzafjp_tc4tl20.csv	1.8
adyaeigs_tc4tl20.csv	3.0
adzstlcg_tc4tl20.csv	1.8
aeakoukf_tc4tl20.csv	1.2
aeavlkxg_tc4tl20.csv	4.5
aeeptcvz_tc4tl20.csv	4.5
aekdvywf_tc4tl20.csv	1.8
aekjjqid_tc4tl20.csv	4.5
aemumvum_tc4tl20.csv	1.8
aeqrjdub_tc4tl20.csv	3.0
aequwgfk_tc4tl20.csv	4.5
aevkbhbu_tc4tl20.csv	1.8
afbcaciy_tc4tl20.csv	1.8
afdagfsj_tc4tl20.csv	4.5
afiavvul_tc4tl20.csv	1.8
afkcdrga_tc4tl20.csv	1.8
afkwydbo_tc4tl20.csv	4.5
afmemufv_tc4tl20.csv	1.8
afokytch_tc4tl20.csv	3.0
afphiqdf_tc4tl20.csv	1.2
afrorzwc_tc4tl20.csv	1.2
afrpbymx_tc4tl20.csv	4.5
aftmsbdn_tc4tl20.csv	1.8
afuclbqt_tc4tl20.csv	4.5
afunfane_tc4tl20.csv	4.5
afvhpbbm_tc4tl20.csv	3.0
afweztcs_tc4tl20.csv	1.2
afwugsuu_tc4tl20.csv	4.5
afwwhvyb_tc4tl20.csv	1.8
afxanylk_tc4tl20.csv	1.8
afxgpzgk_tc4tl20.csv	4.5
afzczujy_tc4tl20.csv	4.5
agefkoef_tc4tl20.csv	3.0
agfrchat_tc4tl20.csv	3.0
aggkvpot_tc4tl20.csv	1.8
agojcran_tc4tl20.csv	1.8
agpfawtd_tc4tl20.csv	1.2
agqhjjvy_tc4tl20.csv	4.5
agrexbvs_tc4tl20.csv	1.8
agruadit_tc4tl20.csv	4.5
agwpcyrl_tc4tl20.csv	1.8
agyxqzvq_tc4tl20.csv	1.2
ahcyrmvu_tc4tl20.csv	1.8
ahdnouee_tc4tl20.csv	1.2
ahfryrpq_tc4tl20.csv	1.8
ahknrbxn_tc4tl20.csv	4.5
ahmpnrhe_tc4tl20.csv	1.8
ahmsowfr_tc4tl20.csv	4.5
ahpphwid_tc4tl20.csv	4.5
ahrdkckc_tc4tl20.csv	4.5
ahsmzybv_tc4tl20.csv	4.5
ahtpnavy_tc4tl20.csv	1.8
ahudoejz_tc4tl20.csv	1.8
ahugoclb_tc4tl20.csv	4.5
ahxidrot_tc4tl20.csv	4.5
ahxqrlky_tc4tl20.csv	3.0
ahzfuwqq_tc4tl20.csv	4.5
aiashtft_tc4tl20.csv	3.0
aibczdqd_tc4tl20.csv	3.0
aickpoel_tc4tl20.csv	1.8
aifarfdd_tc4tl20.csv	1.2
aiffslyg_tc4tl20.csv	1.8
aijzrevs_tc4tl20.csv	4.5
ainhdvfn_tc4tl20.csv	1.8
aiqbgfcl_tc4tl20.csv	4.5
aishqvtg_tc4tl20.csv	4.5
aiuqzhqz_tc4tl20.csv	1.8
aiyiegnu_tc4tl20.csv	4.5
ajaopmft_tc4tl20.csv	4.5
ajgbbotd_tc4tl20.csv	4.5
ajhfhdbn_tc4tl20.csv	3.0
ajpeokcf_tc4tl20.csv	4.5
ajrtlijx_tc4tl20.csv	1.2
akdcjbcn_tc4tl20.csv	4.5
akdnbchb_tc4tl20.csv	1.8
akhczzoi_tc4tl20.csv	1.8
akigdqaw_tc4tl20.csv	1.8
akjnxuvj_tc4tl20.csv	1.2
akojkvjt_tc4tl20.csv	4.5
akqlzisp_tc4tl20.csv	3.0
akscmeig_tc4tl20.csv	1.8
aksybebp_tc4tl20.csv	1.2
aktnaatj_tc4tl20.csv	1.2
akvpfkqv_tc4tl20.csv	1.8
akvustda_tc4tl20.csv	1.8
akxwprno_tc4tl20.csv	4.5
alchakbo_tc4tl20.csv	1.8
alcipwws_tc4tl20.csv	4.5
alcrjcfn_tc4tl20.csv	1.8
aldnfsnw_tc4tl20.csv	1.2
alduljvj_tc4tl20.csv	3.0
aldwbcpf_tc4tl20.csv	4.5
aleaavtd_tc4tl20.csv	1.8
algxbyji_tc4tl20.csv	1.8
alplzkgi_tc4tl20.csv	1.8
alrjhmfb_tc4tl20.csv	4.5
alzbwtzd_tc4tl20.csv	3.0
ambrjuvy_tc4tl20.csv	4.5
ambxeahi_tc4tl20.csv	1.2
ambzepma_tc4tl20.csv	4.5
amgtguvw_tc4tl20.csv	4.5
amoztuun_tc4tl20.csv	1.8
ampakosf_tc4tl20.csv	4.5
amplllnw_tc4tl20.csv	4.5
amplskpe_tc4tl20.csv	1.8
amqkqnok_tc4tl20.csv	4.5
amyjogjj_tc4tl20.csv	4.5
anapidpn_tc4tl20.csv	1.2
andqxjxb_tc4tl20.csv	3.0
angzpaxa_tc4tl20.csv	1.8
anhvpsau_tc4tl20.csv	4.5
anlclnsx_tc4tl20.csv	1.8
anncnbcb_tc4tl20.csv	4.5
annjsbut_tc4tl20.csv	1.8
anpuxpui_tc4tl20.csv	1.2
anqjeuzf_tc4tl20.csv	3.0
anrjadrp_tc4tl20.csv	3.0
anuuyvub_tc4tl20.csv	4.5
anxhyqwq_tc4tl20.csv	3.0
anxynkzx_tc4tl20.csv	1.2
aoakeubi_tc4tl20.csv	1.2
aoataqpf_tc4tl20.csv	1.2
aocsnhbw_tc4tl20.csv	3.0
aoftydlu_tc4tl20.csv	4.5
aofxqdyb_tc4tl20.csv	1.8
aojaatic_tc4tl20.csv	1.8
aokzdssu_tc4tl20.csv	1.2
aoplihqd_tc4tl20.csv	1.2
aoryvbfr_tc4tl20.csv	1.8
aozyyddl_tc4tl20.csv	1.8
apavcfmc_tc4tl20.csv	4.5
aphngvmo_tc4tl20.csv	1.8
apmkdsux_tc4tl20.csv	4.5
apqrabpp_tc4tl20.csv	4.5
aprxsvdf_tc4tl20.csv	4.5
apseriqd_tc4tl20.csv	1.8
aptwthlq_tc4tl20.csv	4.5
apwpbufz_tc4tl20.csv	4.5
aqagnyxb_tc4tl20.csv	4.5
aqbsvmte_tc4tl20.csv	1.8
aqijvkgy_tc4tl20.csv	1.2
aqjpdtxg_tc4tl20.csv	1.2
