aaasqzop_tc4tl20.csv	10.0	-53.0	-75.0	-63.04554455445545	4.1523450238292705	505	-31838.0	 TXDevice,iPhone11 TXPower,8 RXDevice,iPhone11_Pro_max
aabadzsd_tc4tl20.csv	10.0	-47.0	-91.0	-62.49243098842386	6.5607462881035294	1123	-70179.0	 TXDevice,iPhone11 TXPower,8 RXDevice,iPhone11_Pro_max
aacevzem_tc4tl20.csv	15.0	-71.0	-102.0	-80.08	5.911707232477691	950	-76076.0	 TXDevice,iPhone6s TXPower,12 RXDevice,iPhone6s
aadmezin_tc4tl20.csv	6.0	-55.0	-63.0	-59.56969696969697	2.006769769458549	165	-9829.0	 TXDevice,iPhoneXS TXPower,12 RXDevice,iPhone8
aaidcbne_tc4tl20.csv	6.0	-55.0	-96.0	-64.07115384615385	6.817907591219665	1040	-66634.0	 TXDevice,iPhoneXR TXPower,12 RXDevice,iPhone11_Pro
aalrpupv_tc4tl20.csv	4.0	-43.0	-96.0	-58.06581986143187	10.965276158609242	866	-50285.0	 TXDevice,iPhoneXR TXPower,12 RXDevice,iPhoneXR
aanqzbfd_tc4tl20.csv	4.0	-50.0	-66.0	-57.62023217247098	3.436667910162975	603	-34745.0	 TXDevice,iPhoneXS TXPower,12 RXDevice,iPhone8
aarodjxc_tc4tl20.csv	10.0	-52.0	-77.0	-61.848837209302324	4.489982213427805	258	-15957.0	 TXDevice,iPhone11 TXPower,8 RXDevice,iPhone11_Pro_max
aavqtpeu_tc4tl20.csv	10.0	-53.0	-77.0	-61.765625	3.9227528849111093	256	-15812.0	 TXDevice,iPhone11 TXPower,8 RXDevice,iPhone11_Pro_max
aazfodbn_tc4tl20.csv	15.0	-53.0	-82.0	-61.90120160213618	4.529860659187563	749	-46364.0	 TXDevice,iPhone11 TXPower,8 RXDevice,iPhone11_Pro_max
abcrnrla_tc4tl20.csv	6.0	-57.0	-77.0	-65.24647887323944	5.144971544584671	142	-9265.0	 TXDevice,iPhone11 TXPower,8 RXDevice,iPhone11_Pro_max
abfalwfs_tc4tl20.csv	10.0	-49.0	-76.0	-58.4375	5.149102599070791	496	-28985.0	 TXDevice,iPhone11 TXPower,8 RXDevice,iPhone11_Pro_max
abjaudou_tc4tl20.csv	10.0	-49.0	-59.0	-54.152	2.3727485083486974	125	-6769.0	 TXDevice,iPhone11 TXPower,8 RXDevice,iPhone11_Pro_max
abszsehx_tc4tl20.csv	4.0	-46.0	-90.0	-59.51143583227446	7.3366636343467935	1574	-93671.0	 TXDevice,iPhone11_Pro TXPower,7 RXDevice,iPhoneXR
acaxigmh_tc4tl20.csv	15.0	-73.0	-103.0	-85.49757281553399	7.786488214777648	824	-70450.0	 TXDevice,iPhone6s TXPower,12 RXDevice,iPhone6s
acgglrty_tc4tl20.csv	15.0	-70.0	-75.0	-72.25	1.1394864279015033	192	-13872.0	 TXDevice,iPhoneXR TXPower,12 RXDevice,iPhoneXR
achttthw_tc4tl20.csv	10.0	-49.0	-91.0	-60.54330708661417	5.8499717382137675	762	-46134.0	 TXDevice,iPhone11 TXPower,8 RXDevice,iPhone11_Pro_max
acvfbpfd_tc4tl20.csv	4.0	-54.0	-87.0	-67.05187835420394	5.694349763170434	559	-37482.0	 TXDevice,iPhoneXS TXPower,12 RXDevice,iPhone8
adpnpulc_tc4tl20.csv	6.0	-64.0	-94.0	-76.22714681440443	5.705770969923068	722	-55036.0	 TXDevice,iPhone6s TXPower,12 RXDevice,iPhone6s
adtqpvbf_tc4tl20.csv	15.0	-52.0	-89.0	-62.93909973521624	5.4617848305381855	1133	-71310.0	 TXDevice,iPhone11 TXPower,8 RXDevice,iPhone11_Pro_max
adulaayt_tc4tl20.csv	6.0	-65.0	-101.0	-76.28467153284672	6.868166828365989	2877	-219471.0	 TXDevice,iPhone6s TXPower,12 RXDevice,iPhone6s
adyaeigs_tc4tl20.csv	10.0	-51.0	-91.0	-60.922077922077925	6.121525872225735	385	-23455.0	 TXDevice,iPhone11 TXPower,8 RXDevice,iPhone11_Pro_max
aeavlkxg_tc4tl20.csv	15.0	-72.0	-82.0	-77.17791411042944	2.7753772858833443	163	-12579.999999999998	 TXDevice,iPhoneXR TXPower,12 RXDevice,iPhone11_Pro
