Distance,4.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
TXCarry,hand
RXCarry,pocket
RXPose,standing
TXPose,standing
0.061,Bluetooth,-54
0.062,Bluetooth,-54
0.091,Bluetooth,-54
0.092,Bluetooth,-54
0.125,Bluetooth,-55
0.125,Bluetooth,-56
0.215,Bluetooth,-54
0.216,Bluetooth,-55
0.279,Bluetooth,-59
0.280,Bluetooth,-59
0.343,Bluetooth,-53
0.344,Bluetooth,-54
0.374,Bluetooth,-58
0.375,Bluetooth,-58
0.407,Bluetooth,-63
0.408,Bluetooth,-63
0.437,Bluetooth,-54
0.438,Bluetooth,-55
0.501,Bluetooth,-62
0.503,Bluetooth,-64
0.534,Bluetooth,-61
0.534,Bluetooth,-60
0.562,Bluetooth,-61
0.563,Bluetooth,-61
0.595,Bluetooth,-58
0.597,Bluetooth,-58
0.625,Bluetooth,-56
0.626,Bluetooth,-57
0.658,Bluetooth,-66
0.659,Bluetooth,-66
0.688,Bluetooth,-57
0.689,Bluetooth,-57
0.718,Bluetooth,-55
0.719,Bluetooth,-55
0.781,Bluetooth,-65
0.782,Bluetooth,-65
0.841,Bluetooth,-56
0.843,Bluetooth,-56
0.904,Bluetooth,-62
0.904,Bluetooth,-61
0.936,Bluetooth,-63
0.937,Bluetooth,-63
0.967,Bluetooth,-58
0.968,Bluetooth,-58
1.000,Bluetooth,-65
1.002,Bluetooth,-65
1.060,Bluetooth,-69
1.062,Bluetooth,-67
1.093,Bluetooth,-73
1.094,Bluetooth,-74
1.124,Bluetooth,-70
1.125,Bluetooth,-70
1.215,Bluetooth,-69
1.216,Bluetooth,-68
1.250,Bluetooth,-59
1.251,Bluetooth,-60
1.279,Bluetooth,-59
1.280,Bluetooth,-59
1.344,Bluetooth,-68
1.345,Bluetooth,-67
1.375,Bluetooth,-56
1.377,Bluetooth,-56
1.407,Bluetooth,-59
1.408,Bluetooth,-60
1.441,Bluetooth,-60
1.442,Bluetooth,-60
1.498,Bluetooth,-57
1.501,Bluetooth,-57
1.535,Bluetooth,-60
1.536,Bluetooth,-62
1.566,Bluetooth,-59
1.567,Bluetooth,-58
1.596,Bluetooth,-55
1.597,Bluetooth,-54
1.691,Bluetooth,-61
1.693,Bluetooth,-61
1.724,Bluetooth,-61
1.726,Bluetooth,-60
1.780,Bluetooth,-62
1.781,Bluetooth,-62
1.810,Bluetooth,-60
1.812,Bluetooth,-59
1.844,Bluetooth,-57
1.845,Bluetooth,-56
1.902,Bluetooth,-62
1.903,Bluetooth,-62
1.936,Bluetooth,-62
1.937,Bluetooth,-63
1.967,Bluetooth,-61
1.968,Bluetooth,-61
1.998,Bluetooth,-67
1.999,Bluetooth,-66
2.065,Bluetooth,-58
2.066,Bluetooth,-58
2.124,Bluetooth,-65
2.125,Bluetooth,-65
2.157,Bluetooth,-55
2.157,Bluetooth,-57
2.249,Bluetooth,-61
2.250,Bluetooth,-60
2.282,Bluetooth,-56
2.283,Bluetooth,-55
2.313,Bluetooth,-61
2.314,Bluetooth,-61
2.346,Bluetooth,-61
2.347,Bluetooth,-60
2.375,Bluetooth,-57
2.376,Bluetooth,-57
2.406,Bluetooth,-56
2.407,Bluetooth,-55
2.439,Bluetooth,-59
2.440,Bluetooth,-59
2.500,Bluetooth,-57
2.501,Bluetooth,-57
2.533,Bluetooth,-56
2.535,Bluetooth,-54
2.570,Bluetooth,-58
2.571,Bluetooth,-57
2.663,Bluetooth,-55
2.664,Bluetooth,-55
2.697,Bluetooth,-57
2.698,Bluetooth,-56
2.728,Bluetooth,-58
2.729,Bluetooth,-57
2.764,Bluetooth,-54
2.765,Bluetooth,-55
2.796,Bluetooth,-58
2.797,Bluetooth,-59
2.894,Bluetooth,-54
2.894,Bluetooth,-54
2.927,Bluetooth,-58
2.928,Bluetooth,-58
2.958,Bluetooth,-58
2.959,Bluetooth,-59
3.024,Bluetooth,-55
3.025,Bluetooth,-56
3.086,Bluetooth,-60
3.147,Bluetooth,-56
3.149,Bluetooth,-56
3.187,Bluetooth,-59
3.188,Bluetooth,-59
3.249,Bluetooth,-60
3.250,Bluetooth,-60
3.284,Bluetooth,-55
3.287,Bluetooth,-54
