Distance,15.0
TXDevice,iPhoneXS
TXPower,12
RXDevice,iPhone8
TXCarry,pocket
RXCarry,pocket
RXPose,standing
TXPose,standing
0.000,Bluetooth,-46
0.001,Bluetooth,-47
0.032,Bluetooth,-55
0.033,Bluetooth,-56
0.062,Bluetooth,-56
0.063,Bluetooth,-56
0.096,Bluetooth,-47
0.097,Bluetooth,-48
0.134,Bluetooth,-48
0.136,Bluetooth,-47
0.199,Bluetooth,-56
0.200,Bluetooth,-55
0.234,Bluetooth,-49
0.235,Bluetooth,-51
0.307,Bluetooth,-54
0.308,Bluetooth,-55
0.374,Bluetooth,-64
0.375,Bluetooth,-65
0.407,Bluetooth,-60
0.408,Bluetooth,-60
0.439,Bluetooth,-55
0.440,Bluetooth,-55
0.471,Bluetooth,-52
0.472,Bluetooth,-52
0.508,Bluetooth,-60
0.509,Bluetooth,-59
0.546,Bluetooth,-57
0.547,Bluetooth,-56
0.618,Bluetooth,-54
0.619,Bluetooth,-56
0.690,Bluetooth,-60
0.691,Bluetooth,-61
0.728,Bluetooth,-58
0.729,Bluetooth,-56
0.767,Bluetooth,-55
0.768,Bluetooth,-56
0.796,Bluetooth,-63
0.832,Bluetooth,-58
0.834,Bluetooth,-59
0.867,Bluetooth,-64
0.869,Bluetooth,-64
0.974,Bluetooth,-69
0.975,Bluetooth,-69
1.011,Bluetooth,-59
1.012,Bluetooth,-59
1.051,Bluetooth,-59
1.052,Bluetooth,-60
1.157,Bluetooth,-61
1.158,Bluetooth,-60
1.195,Bluetooth,-57
1.196,Bluetooth,-57
1.229,Bluetooth,-56
1.230,Bluetooth,-57
1.259,Bluetooth,-58
1.260,Bluetooth,-58
1.334,Bluetooth,-61
1.336,Bluetooth,-62
1.367,Bluetooth,-60
1.368,Bluetooth,-59
1.396,Bluetooth,-61
1.397,Bluetooth,-61
1.427,Bluetooth,-72
1.428,Bluetooth,-72
1.462,Bluetooth,-73
1.463,Bluetooth,-72
1.615,Bluetooth,-59
1.616,Bluetooth,-58
1.642,Bluetooth,-60
1.643,Bluetooth,-60
1.716,Bluetooth,-65
1.717,Bluetooth,-65
1.793,Bluetooth,-65
1.794,Bluetooth,-65
1.859,Bluetooth,-63
1.860,Bluetooth,-61
1.897,Bluetooth,-73
1.898,Bluetooth,-73
1.934,Bluetooth,-63
1.935,Bluetooth,-63
2.010,Bluetooth,-73
2.011,Bluetooth,-72
2.048,Bluetooth,-66
2.048,Bluetooth,-67
2.083,Bluetooth,-66
2.085,Bluetooth,-66
2.122,Bluetooth,-75
2.124,Bluetooth,-74
2.195,Bluetooth,-71
2.197,Bluetooth,-73
2.234,Bluetooth,-73
2.236,Bluetooth,-73
2.331,Bluetooth,-64
2.333,Bluetooth,-64
2.370,Bluetooth,-69
2.371,Bluetooth,-69
2.438,Bluetooth,-72
2.439,Bluetooth,-72
2.473,Bluetooth,-74
2.474,Bluetooth,-74
2.504,Bluetooth,-62
2.505,Bluetooth,-63
2.579,Bluetooth,-64
2.580,Bluetooth,-63
2.630,Bluetooth,-66
2.631,Bluetooth,-68
2.695,Bluetooth,-63
2.696,Bluetooth,-65
2.812,Bluetooth,-69
2.850,Bluetooth,-69
2.852,Bluetooth,-71
2.917,Bluetooth,-64
2.919,Bluetooth,-65
2.957,Bluetooth,-70
2.958,Bluetooth,-70
3.027,Bluetooth,-63
3.028,Bluetooth,-63
3.066,Bluetooth,-71
3.068,Bluetooth,-72
3.106,Bluetooth,-64
3.139,Bluetooth,-63
3.140,Bluetooth,-64
3.176,Bluetooth,-67
3.177,Bluetooth,-66
3.249,Bluetooth,-69
3.250,Bluetooth,-70
3.279,Bluetooth,-64
3.280,Bluetooth,-64
3.315,Bluetooth,-77
3.316,Bluetooth,-78
3.351,Bluetooth,-65
3.353,Bluetooth,-66
3.389,Bluetooth,-62
3.390,Bluetooth,-62
3.429,Bluetooth,-69
3.430,Bluetooth,-69
3.460,Bluetooth,-78
3.527,Bluetooth,-63
3.528,Bluetooth,-63
3.564,Bluetooth,-79
3.565,Bluetooth,-79
3.599,Bluetooth,-62
3.601,Bluetooth,-62
3.663,Bluetooth,-71
3.664,Bluetooth,-71
3.770,Bluetooth,-69
3.771,Bluetooth,-70
3.803,Bluetooth,-67
3.804,Bluetooth,-67
3.842,Bluetooth,-61
3.843,Bluetooth,-61
3.875,Bluetooth,-69
3.877,Bluetooth,-68
31.179,Bluetooth,-69
31.180,Bluetooth,-67
31.213,Bluetooth,-78
31.214,Bluetooth,-77
31.245,Bluetooth,-75
31.246,Bluetooth,-76
31.279,Bluetooth,-67
31.280,Bluetooth,-68
31.319,Bluetooth,-78
31.320,Bluetooth,-80
31.359,Bluetooth,-74
31.360,Bluetooth,-75
31.393,Bluetooth,-68
31.394,Bluetooth,-68
31.433,Bluetooth,-79
31.434,Bluetooth,-80
31.463,Bluetooth,-75
31.465,Bluetooth,-76
31.501,Bluetooth,-76
31.502,Bluetooth,-75
31.531,Bluetooth,-67
31.532,Bluetooth,-68
31.565,Bluetooth,-78
31.566,Bluetooth,-80
31.598,Bluetooth,-76
31.600,Bluetooth,-75
31.634,Bluetooth,-67
31.636,Bluetooth,-66
31.678,Bluetooth,-78
31.679,Bluetooth,-79
31.707,Bluetooth,-76
31.708,Bluetooth,-75
31.740,Bluetooth,-75
31.741,Bluetooth,-76
31.769,Bluetooth,-68
31.770,Bluetooth,-69
31.810,Bluetooth,-76
31.811,Bluetooth,-77
31.848,Bluetooth,-78
31.849,Bluetooth,-78
31.910,Bluetooth,-77
31.911,Bluetooth,-75
31.976,Bluetooth,-84
31.977,Bluetooth,-86
32.006,Bluetooth,-79
32.043,Bluetooth,-84
32.077,Bluetooth,-85
32.078,Bluetooth,-86
32.105,Bluetooth,-70
32.107,Bluetooth,-69
32.166,Bluetooth,-83
32.168,Bluetooth,-81
32.207,Bluetooth,-76
32.208,Bluetooth,-74
32.236,Bluetooth,-66
32.237,Bluetooth,-66
32.317,Bluetooth,-75
32.318,Bluetooth,-74
32.355,Bluetooth,-64
32.356,Bluetooth,-64
32.395,Bluetooth,-69
32.396,Bluetooth,-68
32.466,Bluetooth,-64
32.467,Bluetooth,-62
32.504,Bluetooth,-68
32.506,Bluetooth,-68
32.544,Bluetooth,-72
32.611,Bluetooth,-62
32.612,Bluetooth,-63
32.644,Bluetooth,-69
32.645,Bluetooth,-69
32.680,Bluetooth,-71
32.715,Bluetooth,-63
32.716,Bluetooth,-63
32.789,Bluetooth,-72
32.790,Bluetooth,-72
32.828,Bluetooth,-63
32.829,Bluetooth,-63
32.868,Bluetooth,-71
32.869,Bluetooth,-71
32.906,Bluetooth,-71
32.907,Bluetooth,-71
32.937,Bluetooth,-72
32.939,Bluetooth,-71
32.971,Bluetooth,-64
33.005,Bluetooth,-70
33.114,Bluetooth,-72
33.116,Bluetooth,-72
33.151,Bluetooth,-71
33.152,Bluetooth,-71
33.188,Bluetooth,-62
33.189,Bluetooth,-63
33.261,Bluetooth,-73
33.262,Bluetooth,-72
33.292,Bluetooth,-71
33.293,Bluetooth,-71
33.330,Bluetooth,-63
33.331,Bluetooth,-63
33.370,Bluetooth,-75
33.371,Bluetooth,-75
33.406,Bluetooth,-71
33.408,Bluetooth,-70
33.435,Bluetooth,-63
33.436,Bluetooth,-64
33.504,Bluetooth,-70
33.505,Bluetooth,-69
33.578,Bluetooth,-64
33.579,Bluetooth,-64
33.614,Bluetooth,-73
33.616,Bluetooth,-72
33.645,Bluetooth,-71
33.681,Bluetooth,-64
33.682,Bluetooth,-63
33.711,Bluetooth,-71
33.712,Bluetooth,-72
33.747,Bluetooth,-70
33.748,Bluetooth,-71
33.818,Bluetooth,-64
33.819,Bluetooth,-63
33.848,Bluetooth,-72
