Distance,6.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
TXCarry,pocket
RXCarry,hand
RXPose,standing
TXPose,standing
0.000,Bluetooth,-77
0.002,Bluetooth,-77
0.030,Bluetooth,127
0.062,Bluetooth,-77
0.064,Bluetooth,-75
0.092,Bluetooth,127
0.122,Bluetooth,-79
0.123,Bluetooth,-78
0.153,Bluetooth,-69
0.155,Bluetooth,-68
0.186,Bluetooth,-76
0.187,Bluetooth,-75
0.214,Bluetooth,-77
0.215,Bluetooth,-76
0.309,Bluetooth,-76
0.310,Bluetooth,-74
0.341,Bluetooth,-75
0.342,Bluetooth,-77
0.402,Bluetooth,-66
0.404,Bluetooth,-66
0.465,Bluetooth,-74
0.468,Bluetooth,-73
0.495,Bluetooth,127
0.527,Bluetooth,-64
0.528,Bluetooth,-65
0.561,Bluetooth,127
0.591,Bluetooth,-74
0.593,Bluetooth,-75
0.623,Bluetooth,128
0.655,Bluetooth,-65
0.656,Bluetooth,-66
0.689,Bluetooth,127
0.718,Bluetooth,-74
0.720,Bluetooth,-74
0.750,Bluetooth,127
0.784,Bluetooth,-75
0.786,Bluetooth,-75
0.813,Bluetooth,128
0.846,Bluetooth,-74
0.846,Bluetooth,-74
0.881,Bluetooth,127
0.912,Bluetooth,-75
0.912,Bluetooth,-74
0.944,Bluetooth,127
0.975,Bluetooth,-74
0.976,Bluetooth,-74
1.010,Bluetooth,-65
1.011,Bluetooth,-64
1.044,Bluetooth,-75
1.045,Bluetooth,-74
1.076,Bluetooth,-75
1.077,Bluetooth,-74
1.109,Bluetooth,-66
1.110,Bluetooth,-65
1.144,Bluetooth,-75
1.146,Bluetooth,-74
1.175,Bluetooth,-74
1.176,Bluetooth,-74
1.206,Bluetooth,-74
1.207,Bluetooth,-74
1.242,Bluetooth,-67
1.243,Bluetooth,-66
1.272,Bluetooth,-76
1.273,Bluetooth,-74
1.301,Bluetooth,-75
1.303,Bluetooth,-75
1.334,Bluetooth,-76
1.335,Bluetooth,-76
1.368,Bluetooth,-67
1.369,Bluetooth,-67
1.402,Bluetooth,-75
1.403,Bluetooth,-74
1.433,Bluetooth,-75
1.435,Bluetooth,-75
1.466,Bluetooth,-67
1.468,Bluetooth,-67
1.496,Bluetooth,-67
1.497,Bluetooth,-66
1.529,Bluetooth,-77
1.530,Bluetooth,-75
1.558,Bluetooth,-76
1.559,Bluetooth,-75
1.593,Bluetooth,-65
1.594,Bluetooth,-66
1.624,Bluetooth,-82
1.625,Bluetooth,-80
1.655,Bluetooth,-79
1.656,Bluetooth,-78
1.688,Bluetooth,-71
1.688,Bluetooth,-70
1.719,Bluetooth,-62
1.721,Bluetooth,-63
1.751,Bluetooth,-74
1.751,Bluetooth,-73
1.780,Bluetooth,-73
1.781,Bluetooth,-74
1.843,Bluetooth,-70
1.844,Bluetooth,-68
1.874,Bluetooth,-73
1.875,Bluetooth,-72
1.905,Bluetooth,-86
1.906,Bluetooth,-84
1.936,Bluetooth,-87
1.938,Bluetooth,-86
1.968,Bluetooth,-75
1.969,Bluetooth,-73
1.999,Bluetooth,-74
2.000,Bluetooth,-71
2.063,Bluetooth,127
2.252,Bluetooth,-73
2.252,Bluetooth,-72
2.280,Bluetooth,127
2.316,Bluetooth,-78
2.317,Bluetooth,-78
2.348,Bluetooth,-74
2.348,Bluetooth,-74
2.380,Bluetooth,-87
2.381,Bluetooth,-88
2.414,Bluetooth,-90
2.414,Bluetooth,-87
2.514,Bluetooth,-87
2.515,Bluetooth,-90
2.610,Bluetooth,-75
2.611,Bluetooth,-73
2.640,Bluetooth,-87
2.640,Bluetooth,-88
2.676,Bluetooth,-76
2.677,Bluetooth,-76
2.708,Bluetooth,-74
2.709,Bluetooth,-75
2.800,Bluetooth,-77
2.802,Bluetooth,-75
2.890,Bluetooth,-95
2.891,Bluetooth,-93
2.923,Bluetooth,-75
2.924,Bluetooth,-74
2.955,Bluetooth,-78
2.956,Bluetooth,-76
2.986,Bluetooth,-75
2.988,Bluetooth,-76
3.022,Bluetooth,-72
3.023,Bluetooth,-72
3.052,Bluetooth,-68
3.053,Bluetooth,-69
3.086,Bluetooth,-78
3.088,Bluetooth,-76
3.118,Bluetooth,-71
3.119,Bluetooth,-72
3.149,Bluetooth,-64
3.150,Bluetooth,-65
3.184,Bluetooth,-74
3.185,Bluetooth,-73
3.246,Bluetooth,-69
3.247,Bluetooth,-70
3.280,Bluetooth,-63
3.281,Bluetooth,-64
3.314,Bluetooth,-74
3.315,Bluetooth,-73
3.346,Bluetooth,-69
3.347,Bluetooth,-70
3.379,Bluetooth,-66
3.379,Bluetooth,-65
3.409,Bluetooth,-66
3.410,Bluetooth,-65
3.442,Bluetooth,-70
3.443,Bluetooth,-71
3.469,Bluetooth,-70
3.470,Bluetooth,-70
3.505,Bluetooth,-66
3.506,Bluetooth,-67
3.537,Bluetooth,-66
3.539,Bluetooth,-66
3.572,Bluetooth,-70
3.573,Bluetooth,-70
3.603,Bluetooth,-71
3.605,Bluetooth,-70
3.637,Bluetooth,-66
3.640,Bluetooth,-66
3.735,Bluetooth,-71
3.736,Bluetooth,-71
3.769,Bluetooth,-66
3.770,Bluetooth,-66
3.805,Bluetooth,-71
3.806,Bluetooth,-70
3.836,Bluetooth,-72
3.837,Bluetooth,-72
3.869,Bluetooth,-66
3.870,Bluetooth,-67
3.930,Bluetooth,-71
