Distance,15.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
TXCarry,pocket
RXCarry,hand
RXPose,standing
TXPose,standing
0.000,Bluetooth,-75
0.000,Bluetooth,-75
0.030,Bluetooth,-76
0.031,Bluetooth,-76
0.063,Bluetooth,-75
0.063,Bluetooth,-74
0.095,Bluetooth,-74
0.096,Bluetooth,-74
0.124,Bluetooth,-73
0.124,Bluetooth,-74
0.157,Bluetooth,-75
0.157,Bluetooth,-76
0.189,Bluetooth,-74
0.190,Bluetooth,-76
0.221,Bluetooth,-74
0.222,Bluetooth,-73
0.254,Bluetooth,-76
0.255,Bluetooth,-74
0.284,Bluetooth,-75
0.285,Bluetooth,-76
0.313,Bluetooth,-74
0.314,Bluetooth,-74
0.344,Bluetooth,-73
0.344,Bluetooth,-74
0.373,Bluetooth,127
0.410,Bluetooth,-76
0.411,Bluetooth,-75
0.438,Bluetooth,-75
0.439,Bluetooth,-75
0.501,Bluetooth,-75
0.502,Bluetooth,-74
0.563,Bluetooth,-76
0.565,Bluetooth,-75
0.593,Bluetooth,-74
0.594,Bluetooth,-72
0.624,Bluetooth,-74
0.625,Bluetooth,-76
0.688,Bluetooth,-74
0.690,Bluetooth,-74
0.718,Bluetooth,-75
0.719,Bluetooth,-74
0.753,Bluetooth,-75
0.754,Bluetooth,-75
0.782,Bluetooth,-75
0.783,Bluetooth,-75
0.812,Bluetooth,-75
0.814,Bluetooth,-75
0.875,Bluetooth,-75
0.876,Bluetooth,-75
0.907,Bluetooth,-74
0.909,Bluetooth,-75
1.065,Bluetooth,-74
1.068,Bluetooth,-72
1.159,Bluetooth,-76
1.160,Bluetooth,-76
1.258,Bluetooth,-77
1.259,Bluetooth,-77
1.382,Bluetooth,-77
1.383,Bluetooth,-76
1.480,Bluetooth,-75
1.482,Bluetooth,-75
1.510,Bluetooth,-77
1.511,Bluetooth,-77
1.545,Bluetooth,-75
1.547,Bluetooth,-76
1.575,Bluetooth,-75
1.576,Bluetooth,-74
1.605,Bluetooth,-76
1.606,Bluetooth,-73
1.634,Bluetooth,-76
1.634,Bluetooth,-76
1.668,Bluetooth,-75
1.669,Bluetooth,-76
1.705,Bluetooth,-73
1.706,Bluetooth,-74
1.735,Bluetooth,-76
1.736,Bluetooth,-77
1.765,Bluetooth,-77
1.767,Bluetooth,-78
1.796,Bluetooth,-76
1.798,Bluetooth,-76
1.830,Bluetooth,-76
1.831,Bluetooth,-75
1.859,Bluetooth,-77
1.860,Bluetooth,-76
1.922,Bluetooth,-76
1.923,Bluetooth,-73
1.985,Bluetooth,-77
1.986,Bluetooth,-77
2.018,Bluetooth,128
2.052,Bluetooth,-75
2.053,Bluetooth,-76
2.083,Bluetooth,-75
2.084,Bluetooth,-74
2.115,Bluetooth,-78
2.116,Bluetooth,-76
2.146,Bluetooth,-76
