Distance,15.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
TXCarry,pocket
RXCarry,hand
RXPose,standing
TXPose,standing
0.000,Bluetooth,-75
0.001,Bluetooth,-75
0.032,Bluetooth,-76
0.032,Bluetooth,-76
0.066,Bluetooth,-76
0.066,Bluetooth,-75
0.098,Bluetooth,-75
0.099,Bluetooth,-75
0.131,Bluetooth,-76
0.131,Bluetooth,-76
0.164,Bluetooth,-75
0.165,Bluetooth,-77
0.197,Bluetooth,-77
0.197,Bluetooth,-76
0.230,Bluetooth,-74
0.231,Bluetooth,-74
0.263,Bluetooth,-75
0.263,Bluetooth,-74
0.293,Bluetooth,-76
0.294,Bluetooth,-77
0.324,Bluetooth,-74
0.325,Bluetooth,-75
0.358,Bluetooth,-76
0.358,Bluetooth,-75
0.388,Bluetooth,-76
0.389,Bluetooth,-76
0.421,Bluetooth,-74
0.421,Bluetooth,-75
0.453,Bluetooth,-74
0.454,Bluetooth,-73
0.482,Bluetooth,-73
0.482,Bluetooth,-73
0.515,Bluetooth,-75
0.515,Bluetooth,-74
0.547,Bluetooth,-74
0.548,Bluetooth,-76
0.579,Bluetooth,-74
0.580,Bluetooth,-73
0.612,Bluetooth,-76
0.613,Bluetooth,-74
0.642,Bluetooth,-76
0.643,Bluetooth,-76
0.671,Bluetooth,-74
0.672,Bluetooth,-75
0.702,Bluetooth,-74
0.702,Bluetooth,-73
0.731,Bluetooth,126
0.768,Bluetooth,-75
0.769,Bluetooth,-74
0.796,Bluetooth,-75
0.797,Bluetooth,-74
0.859,Bluetooth,-74
0.860,Bluetooth,-73
0.921,Bluetooth,-75
0.923,Bluetooth,-75
0.951,Bluetooth,-74
0.952,Bluetooth,-73
0.982,Bluetooth,-75
0.983,Bluetooth,-77
1.046,Bluetooth,-75
1.048,Bluetooth,-74
1.076,Bluetooth,-74
1.077,Bluetooth,-74
1.111,Bluetooth,-75
1.112,Bluetooth,-76
1.140,Bluetooth,-74
1.141,Bluetooth,-76
1.170,Bluetooth,-75
1.172,Bluetooth,-76
1.233,Bluetooth,-76
1.234,Bluetooth,-75
1.265,Bluetooth,-75
1.267,Bluetooth,-74
1.423,Bluetooth,-75
1.426,Bluetooth,-73
1.517,Bluetooth,-75
1.518,Bluetooth,-76
1.616,Bluetooth,-77
1.617,Bluetooth,-77
1.740,Bluetooth,-78
1.741,Bluetooth,-76
1.838,Bluetooth,-75
1.840,Bluetooth,-74
1.868,Bluetooth,-77
1.869,Bluetooth,-77
1.903,Bluetooth,-75
1.905,Bluetooth,-75
1.933,Bluetooth,-75
1.934,Bluetooth,-74
1.963,Bluetooth,-76
1.964,Bluetooth,-73
1.992,Bluetooth,-77
1.992,Bluetooth,-76
2.026,Bluetooth,-75
2.027,Bluetooth,-75
2.063,Bluetooth,-74
2.064,Bluetooth,-74
2.093,Bluetooth,-77
2.094,Bluetooth,-78
2.123,Bluetooth,-78
2.125,Bluetooth,-77
2.154,Bluetooth,-77
2.156,Bluetooth,-75
2.188,Bluetooth,-75
2.189,Bluetooth,-74
2.217,Bluetooth,-78
2.218,Bluetooth,-77
2.280,Bluetooth,-76
2.281,Bluetooth,-74
2.343,Bluetooth,-77
2.344,Bluetooth,-77
2.376,Bluetooth,127
2.410,Bluetooth,-75
2.411,Bluetooth,-75
2.441,Bluetooth,-75
2.442,Bluetooth,-74
2.473,Bluetooth,-77
2.474,Bluetooth,-76
2.504,Bluetooth,-76
2.507,Bluetooth,-75
2.534,Bluetooth,-74
2.535,Bluetooth,-75
2.568,Bluetooth,-75
2.570,Bluetooth,-73
2.602,Bluetooth,-78
2.603,Bluetooth,-77
2.633,Bluetooth,-76
2.634,Bluetooth,-75
2.665,Bluetooth,-76
2.666,Bluetooth,-76
2.693,Bluetooth,-77
2.694,Bluetooth,-77
2.723,Bluetooth,-77
2.724,Bluetooth,-77
2.754,Bluetooth,-75
2.756,Bluetooth,-74
2.786,Bluetooth,-74
2.787,Bluetooth,-74
2.817,Bluetooth,-77
2.818,Bluetooth,-75
2.885,Bluetooth,-75
2.887,Bluetooth,-73
2.923,Bluetooth,-75
2.924,Bluetooth,-74
2.951,Bluetooth,-77
2.952,Bluetooth,-76
2.983,Bluetooth,-75
2.984,Bluetooth,-75
3.014,Bluetooth,-76
3.016,Bluetooth,-78
3.043,Bluetooth,-76
3.044,Bluetooth,-77
3.077,Bluetooth,-78
3.078,Bluetooth,-77
3.108,Bluetooth,-77
3.109,Bluetooth,-76
3.138,Bluetooth,-77
3.140,Bluetooth,-76
3.168,Bluetooth,-76
3.170,Bluetooth,-75
3.197,Bluetooth,-78
3.198,Bluetooth,-77
3.233,Bluetooth,-77
3.234,Bluetooth,-76
3.268,Bluetooth,-76
3.269,Bluetooth,-76
3.301,Bluetooth,-77
3.302,Bluetooth,-76
3.361,Bluetooth,-77
3.362,Bluetooth,-76
3.396,Bluetooth,-74
3.397,Bluetooth,-74
3.426,Bluetooth,-78
3.427,Bluetooth,-77
3.456,Bluetooth,-77
3.457,Bluetooth,-75
3.493,Bluetooth,-74
3.494,Bluetooth,-74
3.526,Bluetooth,-74
3.527,Bluetooth,-75
3.555,Bluetooth,-76
3.556,Bluetooth,-75
3.589,Bluetooth,-76
3.590,Bluetooth,-77
3.619,Bluetooth,-76
3.621,Bluetooth,-75
3.680,Bluetooth,-76
3.682,Bluetooth,-75
3.714,Bluetooth,-77
3.715,Bluetooth,-75
3.744,Bluetooth,-77
3.745,Bluetooth,-76
3.777,Bluetooth,-75
3.778,Bluetooth,-75
3.807,Bluetooth,-75
3.808,Bluetooth,-74
3.840,Bluetooth,-77
3.841,Bluetooth,-77
3.872,Bluetooth,-77
3.873,Bluetooth,-78
3.905,Bluetooth,-76
3.906,Bluetooth,-75
3.935,Bluetooth,-77
3.937,Bluetooth,-77
3.973,Bluetooth,-79
3.974,Bluetooth,-76
108.375,Bluetooth,128
108.437,Bluetooth,128
108.467,Bluetooth,-75
108.468,Bluetooth,-74
108.498,Bluetooth,-78
108.499,Bluetooth,-77
108.528,Bluetooth,-84
108.530,Bluetooth,-86
108.563,Bluetooth,-83
108.565,Bluetooth,-84
108.592,Bluetooth,-75
108.593,Bluetooth,-75
108.623,Bluetooth,-76
108.624,Bluetooth,-76
108.657,Bluetooth,-83
108.658,Bluetooth,-84
108.717,Bluetooth,-75
108.718,Bluetooth,-74
108.750,Bluetooth,-76
108.751,Bluetooth,-76
108.784,Bluetooth,-83
108.785,Bluetooth,-83
108.882,Bluetooth,-76
108.883,Bluetooth,-75
108.975,Bluetooth,-76
108.976,Bluetooth,-75
109.072,Bluetooth,-74
109.074,Bluetooth,-73
109.173,Bluetooth,-73
109.174,Bluetooth,-74
109.267,Bluetooth,-83
109.268,Bluetooth,-82
109.300,Bluetooth,-75
109.302,Bluetooth,-75
109.332,Bluetooth,-77
109.333,Bluetooth,-76
109.363,Bluetooth,-78
109.364,Bluetooth,-77
109.395,Bluetooth,-82
109.396,Bluetooth,-83
109.426,Bluetooth,-76
109.427,Bluetooth,-74
109.523,Bluetooth,-83
109.524,Bluetooth,-81
109.554,Bluetooth,-74
109.555,Bluetooth,-75
109.587,Bluetooth,-76
109.588,Bluetooth,-77
109.621,Bluetooth,-81
109.622,Bluetooth,-82
109.649,Bluetooth,-74
109.650,Bluetooth,-76
109.682,Bluetooth,-73
109.684,Bluetooth,-74
109.713,Bluetooth,-77
109.714,Bluetooth,-78
109.743,Bluetooth,-79
109.745,Bluetooth,-81
109.775,Bluetooth,-74
109.777,Bluetooth,-75
109.839,Bluetooth,-79
109.840,Bluetooth,-78
109.874,Bluetooth,-82
109.875,Bluetooth,-81
109.903,Bluetooth,-75
109.904,Bluetooth,-75
109.937,Bluetooth,-80
109.938,Bluetooth,-77
109.968,Bluetooth,-81
109.969,Bluetooth,-82
109.998,Bluetooth,127
110.059,Bluetooth,-79
110.060,Bluetooth,-79
110.243,Bluetooth,-80
110.343,Bluetooth,-79
110.346,Bluetooth,-80
110.372,Bluetooth,-75
110.373,Bluetooth,-76
110.405,Bluetooth,-74
110.439,Bluetooth,-81
110.440,Bluetooth,-78
110.470,Bluetooth,-80
110.471,Bluetooth,-80
110.503,Bluetooth,-75
110.504,Bluetooth,-74
110.570,Bluetooth,-79
110.570,Bluetooth,-80
110.602,Bluetooth,-79
110.602,Bluetooth,-79
110.633,Bluetooth,-75
110.634,Bluetooth,-75
110.665,Bluetooth,-79
110.666,Bluetooth,-78
110.697,Bluetooth,-80
110.698,Bluetooth,-81
110.799,Bluetooth,-81
110.800,Bluetooth,-81
110.831,Bluetooth,-80
110.832,Bluetooth,-80
110.859,Bluetooth,-76
110.861,Bluetooth,-75
110.894,Bluetooth,-81
110.896,Bluetooth,-80
110.924,Bluetooth,-82
110.925,Bluetooth,-80
110.954,Bluetooth,-80
110.955,Bluetooth,-79
110.983,Bluetooth,-77
110.984,Bluetooth,-75
111.018,Bluetooth,-82
111.019,Bluetooth,-79
111.050,Bluetooth,-80
111.051,Bluetooth,-80
111.083,Bluetooth,-80
111.084,Bluetooth,-80
111.115,Bluetooth,-75
111.116,Bluetooth,-74
111.148,Bluetooth,-81
111.149,Bluetooth,-81
111.178,Bluetooth,-80
111.180,Bluetooth,-79
111.238,Bluetooth,-74
111.239,Bluetooth,-75
111.269,Bluetooth,-80
111.270,Bluetooth,-79
111.300,Bluetooth,-80
111.301,Bluetooth,-81
111.333,Bluetooth,-77
111.334,Bluetooth,-76
111.364,Bluetooth,-74
111.366,Bluetooth,-75
111.395,Bluetooth,-79
111.397,Bluetooth,-77
111.430,Bluetooth,-78
111.431,Bluetooth,-80
111.461,Bluetooth,-77
111.463,Bluetooth,-75
111.494,Bluetooth,-79
111.496,Bluetooth,-78
111.525,Bluetooth,-78
111.526,Bluetooth,-77
111.558,Bluetooth,-80
111.559,Bluetooth,-80
111.588,Bluetooth,-76
111.589,Bluetooth,-75
111.619,Bluetooth,-80
111.620,Bluetooth,-78
111.653,Bluetooth,-78
111.654,Bluetooth,-79
111.683,Bluetooth,-79
111.683,Bluetooth,-79
111.717,Bluetooth,-76
111.718,Bluetooth,-77
111.753,Bluetooth,-79
111.754,Bluetooth,-77
111.785,Bluetooth,-79
111.786,Bluetooth,-81
111.815,Bluetooth,-75
111.816,Bluetooth,-75
111.849,Bluetooth,-78
111.850,Bluetooth,-79
111.879,Bluetooth,-79
111.881,Bluetooth,-77
111.909,Bluetooth,-80
111.911,Bluetooth,-80
111.942,Bluetooth,-75
111.943,Bluetooth,-75
111.973,Bluetooth,-78
111.974,Bluetooth,-77
112.038,Bluetooth,-79
112.040,Bluetooth,-79
112.067,Bluetooth,-76
112.068,Bluetooth,-76
112.099,Bluetooth,-79
112.100,Bluetooth,-78
112.133,Bluetooth,-80
112.134,Bluetooth,-80
112.166,Bluetooth,-79
112.167,Bluetooth,-80
112.197,Bluetooth,-76
112.198,Bluetooth,-75
112.229,Bluetooth,-79
112.230,Bluetooth,-79
112.258,Bluetooth,-80
112.258,Bluetooth,-80
112.289,Bluetooth,-75
112.290,Bluetooth,-74
112.322,Bluetooth,-75
112.323,Bluetooth,-75
112.352,Bluetooth,-77
112.354,Bluetooth,-77
211.948,Bluetooth,-86
211.949,Bluetooth,-87
212.046,Bluetooth,-90
212.047,Bluetooth,-92
212.078,Bluetooth,-87
212.079,Bluetooth,-89
212.109,Bluetooth,-85
212.110,Bluetooth,-85
212.140,Bluetooth,-91
212.141,Bluetooth,-92
212.200,Bluetooth,-88
212.203,Bluetooth,-87
212.230,Bluetooth,-85
212.231,Bluetooth,-86
212.266,Bluetooth,-92
212.267,Bluetooth,-92
212.366,Bluetooth,-84
212.368,Bluetooth,-85
212.397,Bluetooth,-81
212.463,Bluetooth,-84
212.464,Bluetooth,-83
212.498,Bluetooth,-93
212.499,Bluetooth,-94
212.560,Bluetooth,-85
212.561,Bluetooth,-85
212.592,Bluetooth,-84
212.592,Bluetooth,-81
212.624,Bluetooth,-94
212.625,Bluetooth,-94
212.686,Bluetooth,-84
212.687,Bluetooth,-84
212.718,Bluetooth,-83
212.719,Bluetooth,-83
212.749,Bluetooth,-93
212.751,Bluetooth,-94
212.783,Bluetooth,-83
212.787,Bluetooth,-84
212.818,Bluetooth,-83
212.819,Bluetooth,-83
212.852,Bluetooth,-95
212.853,Bluetooth,-96
212.882,Bluetooth,-94
212.884,Bluetooth,-95
212.913,Bluetooth,-84
212.914,Bluetooth,-83
212.947,Bluetooth,-82
212.948,Bluetooth,-83
212.978,Bluetooth,-95
212.979,Bluetooth,-95
