Distance,15.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
TXCarry,hand
RXCarry,pocket
RXPose,standing
TXPose,standing
0.030,Bluetooth,-63
0.032,Bluetooth,-63
0.063,Bluetooth,-70
0.065,Bluetooth,-68
0.094,Bluetooth,-60
0.095,Bluetooth,-61
0.130,Bluetooth,-62
0.131,Bluetooth,-62
0.192,Bluetooth,-69
0.192,Bluetooth,-70
0.225,Bluetooth,-62
0.226,Bluetooth,-62
0.256,Bluetooth,-61
0.257,Bluetooth,-60
0.351,Bluetooth,-62
0.352,Bluetooth,-62
0.383,Bluetooth,-62
0.383,Bluetooth,-63
0.416,Bluetooth,-65
0.417,Bluetooth,-65
0.448,Bluetooth,-64
0.449,Bluetooth,-64
0.509,Bluetooth,-64
0.510,Bluetooth,-65
0.546,Bluetooth,-67
0.547,Bluetooth,-66
0.575,Bluetooth,-67
0.576,Bluetooth,-68
0.608,Bluetooth,-65
0.609,Bluetooth,-64
0.700,Bluetooth,-71
0.728,Bluetooth,-64
0.729,Bluetooth,-63
0.763,Bluetooth,-67
0.764,Bluetooth,-67
0.828,Bluetooth,-70
0.829,Bluetooth,-70
0.857,Bluetooth,-66
0.858,Bluetooth,-66
0.889,Bluetooth,-70
0.891,Bluetooth,-70
0.923,Bluetooth,-67
0.924,Bluetooth,-67
0.988,Bluetooth,-68
0.990,Bluetooth,-68
1.022,Bluetooth,-67
1.023,Bluetooth,-67
1.059,Bluetooth,-65
1.060,Bluetooth,-67
1.088,Bluetooth,-67
1.089,Bluetooth,-68
1.149,Bluetooth,-64
1.150,Bluetooth,-63
1.180,Bluetooth,-63
1.181,Bluetooth,-62
1.214,Bluetooth,-63
1.215,Bluetooth,-63
1.245,Bluetooth,-64
1.246,Bluetooth,-64
1.305,Bluetooth,-69
1.306,Bluetooth,-68
1.335,Bluetooth,-65
1.336,Bluetooth,-65
1.365,Bluetooth,-68
1.367,Bluetooth,-68
1.429,Bluetooth,-68
1.459,Bluetooth,-60
1.460,Bluetooth,-62
1.491,Bluetooth,-65
1.491,Bluetooth,-66
1.526,Bluetooth,-67
1.527,Bluetooth,-66
1.623,Bluetooth,-60
1.625,Bluetooth,-61
1.660,Bluetooth,-64
1.661,Bluetooth,-64
