Distance,10.0
TXDevice,iPhoneXS
TXPower,12
RXDevice,iPhone8
TXCarry,pocket
RXCarry,pocket
RXPose,standing
TXPose,standing
0.000,Bluetooth,-51
0.001,Bluetooth,-50
0.069,Bluetooth,-51
0.070,Bluetooth,-51
0.134,Bluetooth,-50
0.135,Bluetooth,-49
0.207,Bluetooth,-48
0.269,Bluetooth,-49
0.270,Bluetooth,-50
0.408,Bluetooth,-50
0.409,Bluetooth,-51
0.479,Bluetooth,-49
0.480,Bluetooth,-48
0.517,Bluetooth,-51
0.518,Bluetooth,-50
0.666,Bluetooth,-49
0.668,Bluetooth,-50
0.699,Bluetooth,-70
0.700,Bluetooth,-69
0.769,Bluetooth,-52
0.770,Bluetooth,-54
0.925,Bluetooth,-55
0.926,Bluetooth,-55
0.959,Bluetooth,-67
0.960,Bluetooth,-68
0.994,Bluetooth,-57
0.995,Bluetooth,-57
1.067,Bluetooth,-62
1.068,Bluetooth,-63
1.166,Bluetooth,-54
1.167,Bluetooth,-54
1.200,Bluetooth,-50
1.201,Bluetooth,-50
1.235,Bluetooth,-49
1.236,Bluetooth,-49
1.272,Bluetooth,-53
1.274,Bluetooth,-53
1.306,Bluetooth,-57
1.307,Bluetooth,-54
1.334,Bluetooth,-53
1.335,Bluetooth,-52
1.375,Bluetooth,-53
1.376,Bluetooth,-52
1.524,Bluetooth,-65
1.525,Bluetooth,-64
1.590,Bluetooth,-64
1.591,Bluetooth,-64
1.622,Bluetooth,-53
1.624,Bluetooth,-54
1.658,Bluetooth,-57
1.659,Bluetooth,-59
1.689,Bluetooth,-53
1.690,Bluetooth,-53
1.752,Bluetooth,-54
1.753,Bluetooth,-55
1.790,Bluetooth,-57
1.791,Bluetooth,-57
1.827,Bluetooth,-56
1.897,Bluetooth,-58
1.898,Bluetooth,-58
1.928,Bluetooth,-56
1.963,Bluetooth,-56
2.004,Bluetooth,-59
2.067,Bluetooth,-57
2.147,Bluetooth,-60
2.148,Bluetooth,-61
2.176,Bluetooth,-53
2.177,Bluetooth,-54
2.213,Bluetooth,-56
2.214,Bluetooth,-55
2.244,Bluetooth,-58
2.245,Bluetooth,-58
2.280,Bluetooth,-55
2.281,Bluetooth,-55
2.310,Bluetooth,-54
2.311,Bluetooth,-55
2.343,Bluetooth,-55
2.344,Bluetooth,-62
2.378,Bluetooth,-55
2.379,Bluetooth,-55
2.410,Bluetooth,-59
2.411,Bluetooth,-60
2.650,Bluetooth,-62
2.651,Bluetooth,-64
2.686,Bluetooth,-65
2.687,Bluetooth,-65
2.721,Bluetooth,-65
2.722,Bluetooth,-66
2.761,Bluetooth,-64
2.762,Bluetooth,-63
2.798,Bluetooth,-65
2.799,Bluetooth,-66
2.865,Bluetooth,-62
2.866,Bluetooth,-63
2.939,Bluetooth,-54
2.940,Bluetooth,-53
2.967,Bluetooth,-53
3.004,Bluetooth,-57
3.005,Bluetooth,-55
3.073,Bluetooth,-53
3.074,Bluetooth,-54
3.110,Bluetooth,-52
3.111,Bluetooth,-51
3.143,Bluetooth,-53
3.144,Bluetooth,-52
3.179,Bluetooth,-56
3.181,Bluetooth,-56
3.215,Bluetooth,-53
3.216,Bluetooth,-54
3.250,Bluetooth,-52
3.251,Bluetooth,-53
3.285,Bluetooth,-55
3.286,Bluetooth,-55
3.511,Bluetooth,-58
3.512,Bluetooth,-51
3.545,Bluetooth,-77
3.546,Bluetooth,-77
3.584,Bluetooth,-59
3.585,Bluetooth,-60
3.614,Bluetooth,-50
3.615,Bluetooth,-49
3.644,Bluetooth,-66
3.646,Bluetooth,-66
3.688,Bluetooth,-64
3.689,Bluetooth,-64
3.794,Bluetooth,-65
3.795,Bluetooth,-64
3.825,Bluetooth,-57
3.826,Bluetooth,-57
3.859,Bluetooth,-51
3.861,Bluetooth,-51
3.888,Bluetooth,-59
3.890,Bluetooth,-60
3.925,Bluetooth,-57
3.926,Bluetooth,-57
29.740,Bluetooth,-64
29.741,Bluetooth,-64
29.772,Bluetooth,-62
29.773,Bluetooth,-62
29.804,Bluetooth,-62
29.806,Bluetooth,-62
29.840,Bluetooth,-64
29.842,Bluetooth,-65
29.874,Bluetooth,-64
29.875,Bluetooth,-63
29.902,Bluetooth,-62
29.903,Bluetooth,-61
29.940,Bluetooth,-62
29.942,Bluetooth,-62
30.045,Bluetooth,-62
30.047,Bluetooth,-62
30.077,Bluetooth,-64
30.079,Bluetooth,-63
30.112,Bluetooth,-64
30.113,Bluetooth,-64
30.141,Bluetooth,-62
30.142,Bluetooth,-61
30.172,Bluetooth,-62
30.173,Bluetooth,-62
30.206,Bluetooth,-62
30.207,Bluetooth,-63
30.305,Bluetooth,-62
30.306,Bluetooth,-63
30.342,Bluetooth,-63
30.343,Bluetooth,-62
30.380,Bluetooth,-64
30.381,Bluetooth,-62
30.415,Bluetooth,-62
30.442,Bluetooth,-63
30.443,Bluetooth,-64
30.506,Bluetooth,-63
30.507,Bluetooth,-61
30.544,Bluetooth,-62
30.545,Bluetooth,-62
30.578,Bluetooth,-63
30.579,Bluetooth,-63
30.606,Bluetooth,-63
30.607,Bluetooth,-63
30.641,Bluetooth,-62
30.642,Bluetooth,-63
30.680,Bluetooth,-63
30.681,Bluetooth,-63
30.711,Bluetooth,-63
30.713,Bluetooth,-63
30.783,Bluetooth,-63
30.785,Bluetooth,-63
30.820,Bluetooth,-64
30.822,Bluetooth,-64
30.855,Bluetooth,-63
30.856,Bluetooth,-64
30.888,Bluetooth,-62
30.890,Bluetooth,-62
30.926,Bluetooth,-63
30.927,Bluetooth,-62
30.959,Bluetooth,-64
30.960,Bluetooth,-64
30.998,Bluetooth,-62
31.038,Bluetooth,-63
31.039,Bluetooth,-64
31.070,Bluetooth,-63
31.098,Bluetooth,-63
31.099,Bluetooth,-63
31.130,Bluetooth,-62
31.132,Bluetooth,-62
31.199,Bluetooth,-64
31.201,Bluetooth,-62
31.238,Bluetooth,-62
31.239,Bluetooth,-64
31.279,Bluetooth,-63
31.280,Bluetooth,-63
31.313,Bluetooth,-64
31.314,Bluetooth,-63
31.349,Bluetooth,-64
31.350,Bluetooth,-62
31.382,Bluetooth,-62
31.384,Bluetooth,-62
31.420,Bluetooth,-63
31.421,Bluetooth,-65
31.456,Bluetooth,-64
31.457,Bluetooth,-64
31.487,Bluetooth,-62
31.488,Bluetooth,-63
31.523,Bluetooth,-62
31.524,Bluetooth,-63
31.600,Bluetooth,-63
31.601,Bluetooth,-62
31.700,Bluetooth,-64
31.702,Bluetooth,-65
31.735,Bluetooth,-62
31.736,Bluetooth,-62
31.812,Bluetooth,-62
31.813,Bluetooth,-62
31.851,Bluetooth,-62
31.853,Bluetooth,-62
31.884,Bluetooth,-62
31.920,Bluetooth,-63
31.921,Bluetooth,-63
31.953,Bluetooth,-62
31.954,Bluetooth,-63
31.990,Bluetooth,-62
31.991,Bluetooth,-62
32.021,Bluetooth,-63
32.023,Bluetooth,-64
32.052,Bluetooth,-63
32.053,Bluetooth,-62
32.093,Bluetooth,-63
32.094,Bluetooth,-62
32.157,Bluetooth,-63
32.193,Bluetooth,-63
32.194,Bluetooth,-62
32.224,Bluetooth,-62
32.226,Bluetooth,-62
32.259,Bluetooth,-63
32.260,Bluetooth,-62
32.297,Bluetooth,-63
32.298,Bluetooth,-62
32.331,Bluetooth,-62
32.332,Bluetooth,-62
32.371,Bluetooth,-62
32.373,Bluetooth,-62
32.414,Bluetooth,-62
32.415,Bluetooth,-63
32.438,Bluetooth,-64
32.439,Bluetooth,-64
32.477,Bluetooth,-63
32.478,Bluetooth,-61
32.546,Bluetooth,-63
32.547,Bluetooth,-63
32.583,Bluetooth,-64
