Distance,4.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
TXCarry,pocket
RXCarry,pocket
RXPose,standing
TXPose,standing
0.000,Bluetooth,-65
0.144,Bluetooth,-63
0.147,Bluetooth,-63
0.178,Bluetooth,-63
0.179,Bluetooth,-62
0.251,Bluetooth,-64
0.254,Bluetooth,-65
0.283,Bluetooth,-63
0.314,Bluetooth,-63
0.316,Bluetooth,-63
0.347,Bluetooth,-63
0.349,Bluetooth,-62
0.387,Bluetooth,-67
0.389,Bluetooth,-66
0.450,Bluetooth,-63
0.452,Bluetooth,-65
0.490,Bluetooth,-66
0.491,Bluetooth,-66
0.598,Bluetooth,-62
0.628,Bluetooth,-62
0.630,Bluetooth,-62
0.662,Bluetooth,-63
0.702,Bluetooth,-70
0.704,Bluetooth,-69
0.732,Bluetooth,-64
0.734,Bluetooth,-64
0.769,Bluetooth,-63
0.771,Bluetooth,-63
0.804,Bluetooth,-68
0.806,Bluetooth,-69
0.836,Bluetooth,-66
0.838,Bluetooth,-66
0.872,Bluetooth,-63
0.909,Bluetooth,-66
0.949,Bluetooth,-61
0.951,Bluetooth,-64
1.054,Bluetooth,-66
1.056,Bluetooth,-66
1.089,Bluetooth,-64
1.091,Bluetooth,-62
1.126,Bluetooth,-63
1.128,Bluetooth,-64
1.271,Bluetooth,-71
1.273,Bluetooth,-72
1.301,Bluetooth,-68
1.302,Bluetooth,-68
1.334,Bluetooth,-61
1.336,Bluetooth,-62
1.368,Bluetooth,-61
1.370,Bluetooth,-62
1.449,Bluetooth,-62
1.451,Bluetooth,-62
1.477,Bluetooth,-72
1.514,Bluetooth,-65
1.516,Bluetooth,-63
1.547,Bluetooth,-63
1.549,Bluetooth,-63
1.683,Bluetooth,-72
1.685,Bluetooth,-72
1.760,Bluetooth,-63
1.792,Bluetooth,-64
1.823,Bluetooth,-67
1.825,Bluetooth,-67
1.854,Bluetooth,-74
1.856,Bluetooth,-75
1.889,Bluetooth,-74
1.892,Bluetooth,-74
1.923,Bluetooth,-71
1.925,Bluetooth,-70
2.109,Bluetooth,-66
2.111,Bluetooth,-66
2.175,Bluetooth,-66
2.178,Bluetooth,-66
2.249,Bluetooth,-66
2.251,Bluetooth,-66
2.282,Bluetooth,-65
2.283,Bluetooth,-65
2.322,Bluetooth,-65
2.325,Bluetooth,-64
2.362,Bluetooth,-59
2.364,Bluetooth,-58
2.466,Bluetooth,-64
2.468,Bluetooth,-64
2.500,Bluetooth,-68
2.502,Bluetooth,-67
2.578,Bluetooth,-66
2.580,Bluetooth,-66
2.611,Bluetooth,-58
2.613,Bluetooth,-60
2.644,Bluetooth,-73
2.646,Bluetooth,-73
2.685,Bluetooth,-71
2.720,Bluetooth,-66
2.723,Bluetooth,-65
2.759,Bluetooth,-55
2.761,Bluetooth,-55
2.793,Bluetooth,-60
2.794,Bluetooth,-60
2.972,Bluetooth,-55
3.011,Bluetooth,-69
3.013,Bluetooth,-69
3.049,Bluetooth,-55
3.051,Bluetooth,-56
3.152,Bluetooth,-59
3.153,Bluetooth,-59
