Distance,15.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
TXCarry,pocket
RXCarry,hand
RXPose,standing
TXPose,standing
0.000,Bluetooth,127
0.033,Bluetooth,-71
0.034,Bluetooth,-71
0.065,Bluetooth,128
0.093,Bluetooth,-74
0.094,Bluetooth,-75
0.125,Bluetooth,127
0.158,Bluetooth,127
0.191,Bluetooth,-75
0.192,Bluetooth,-75
0.252,Bluetooth,-73
0.253,Bluetooth,-73
0.284,Bluetooth,127
0.318,Bluetooth,-74
0.319,Bluetooth,-76
0.349,Bluetooth,127
0.381,Bluetooth,-72
0.382,Bluetooth,-72
0.413,Bluetooth,127
0.414,Bluetooth,-74
0.475,Bluetooth,-74
0.476,Bluetooth,-75
0.509,Bluetooth,-73
0.511,Bluetooth,-74
0.540,Bluetooth,-74
0.541,Bluetooth,-75
0.568,Bluetooth,-75
0.569,Bluetooth,-75
0.600,Bluetooth,-74
0.601,Bluetooth,-75
0.639,Bluetooth,-73
0.640,Bluetooth,-74
0.666,Bluetooth,-76
0.667,Bluetooth,-74
0.695,Bluetooth,-75
0.696,Bluetooth,-75
0.725,Bluetooth,-74
0.726,Bluetooth,-73
0.756,Bluetooth,-73
0.756,Bluetooth,-73
0.791,Bluetooth,-74
0.792,Bluetooth,-74
0.821,Bluetooth,-75
0.822,Bluetooth,-75
0.853,Bluetooth,-73
0.854,Bluetooth,-75
0.884,Bluetooth,-73
0.885,Bluetooth,-72
0.918,Bluetooth,-74
0.919,Bluetooth,-73
0.948,Bluetooth,-75
0.949,Bluetooth,-76
0.980,Bluetooth,-73
0.982,Bluetooth,-74
1.013,Bluetooth,-73
1.015,Bluetooth,-76
1.079,Bluetooth,-76
1.083,Bluetooth,-75
1.109,Bluetooth,-72
1.111,Bluetooth,-73
1.141,Bluetooth,-74
1.142,Bluetooth,-74
1.170,Bluetooth,-75
1.171,Bluetooth,-75
1.202,Bluetooth,-73
1.203,Bluetooth,-74
1.233,Bluetooth,-74
1.234,Bluetooth,-75
1.264,Bluetooth,-75
1.265,Bluetooth,-75
1.296,Bluetooth,-76
1.297,Bluetooth,-75
1.332,Bluetooth,-73
1.333,Bluetooth,-74
1.362,Bluetooth,-73
1.364,Bluetooth,-75
1.395,Bluetooth,-74
1.397,Bluetooth,-74
1.429,Bluetooth,-75
1.430,Bluetooth,-76
1.459,Bluetooth,-73
1.461,Bluetooth,-73
1.490,Bluetooth,-75
1.491,Bluetooth,-74
1.523,Bluetooth,-73
1.524,Bluetooth,-74
1.552,Bluetooth,-74
1.554,Bluetooth,-75
1.584,Bluetooth,-74
1.585,Bluetooth,-74
1.615,Bluetooth,127
1.645,Bluetooth,-73
1.647,Bluetooth,-73
1.678,Bluetooth,126
1.711,Bluetooth,-71
1.713,Bluetooth,-72
1.740,Bluetooth,-75
1.741,Bluetooth,-73
1.770,Bluetooth,127
1.800,Bluetooth,-74
1.801,Bluetooth,-74
1.835,Bluetooth,128
1.865,Bluetooth,-73
1.866,Bluetooth,-73
1.895,Bluetooth,127
1.928,Bluetooth,127
1.961,Bluetooth,-73
1.962,Bluetooth,-74
1.995,Bluetooth,-75
1.996,Bluetooth,-76
2.023,Bluetooth,-75
2.024,Bluetooth,-75
2.059,Bluetooth,-73
2.060,Bluetooth,-75
2.090,Bluetooth,-75
2.091,Bluetooth,-75
2.125,Bluetooth,-74
2.126,Bluetooth,-74
2.154,Bluetooth,-75
2.154,Bluetooth,-75
2.184,Bluetooth,-74
2.185,Bluetooth,-74
2.219,Bluetooth,-75
2.220,Bluetooth,-75
2.279,Bluetooth,-75
2.280,Bluetooth,-74
2.309,Bluetooth,-73
2.311,Bluetooth,-75
2.343,Bluetooth,-74
2.344,Bluetooth,-74
2.374,Bluetooth,-76
2.374,Bluetooth,-75
2.407,Bluetooth,-74
2.408,Bluetooth,-75
2.439,Bluetooth,-74
2.440,Bluetooth,-73
2.471,Bluetooth,-77
2.471,Bluetooth,-76
2.503,Bluetooth,-75
2.504,Bluetooth,-75
2.533,Bluetooth,-74
2.534,Bluetooth,-73
2.563,Bluetooth,-75
2.564,Bluetooth,-75
2.597,Bluetooth,-76
2.598,Bluetooth,-76
2.631,Bluetooth,-74
2.633,Bluetooth,-75
2.659,Bluetooth,-74
2.661,Bluetooth,-75
2.694,Bluetooth,-76
2.696,Bluetooth,-75
2.758,Bluetooth,-74
2.759,Bluetooth,-74
2.793,Bluetooth,-74
2.795,Bluetooth,-75
2.828,Bluetooth,-76
2.830,Bluetooth,-77
2.859,Bluetooth,-76
2.860,Bluetooth,-75
2.889,Bluetooth,-74
2.890,Bluetooth,-73
2.919,Bluetooth,-73
2.920,Bluetooth,-75
2.950,Bluetooth,-75
2.951,Bluetooth,-75
2.981,Bluetooth,-75
2.982,Bluetooth,-75
3.016,Bluetooth,-73
3.017,Bluetooth,-73
3.050,Bluetooth,-74
3.050,Bluetooth,-74
3.084,Bluetooth,-75
3.086,Bluetooth,-75
3.244,Bluetooth,-75
3.246,Bluetooth,-75
3.277,Bluetooth,-72
3.278,Bluetooth,-74
3.339,Bluetooth,-74
3.340,Bluetooth,-75
3.433,Bluetooth,-75
3.434,Bluetooth,-74
3.463,Bluetooth,-74
3.464,Bluetooth,-75
3.498,Bluetooth,-72
3.500,Bluetooth,-73
3.530,Bluetooth,-75
3.531,Bluetooth,-75
3.564,Bluetooth,-74
3.565,Bluetooth,-74
3.594,Bluetooth,-75
3.596,Bluetooth,-75
3.625,Bluetooth,-73
3.626,Bluetooth,-73
3.660,Bluetooth,-74
3.664,Bluetooth,-74
3.691,Bluetooth,-75
3.692,Bluetooth,-75
3.721,Bluetooth,-74
3.721,Bluetooth,-75
3.752,Bluetooth,-73
3.753,Bluetooth,-73
3.783,Bluetooth,-76
3.784,Bluetooth,-76
3.814,Bluetooth,-77
3.815,Bluetooth,-76
3.844,Bluetooth,-76
3.846,Bluetooth,-77
3.875,Bluetooth,-72
3.876,Bluetooth,-72
3.907,Bluetooth,-76
3.908,Bluetooth,-75
3.937,Bluetooth,-76
3.939,Bluetooth,-77
3.970,Bluetooth,-72
3.970,Bluetooth,-72
80.272,Bluetooth,-78
80.273,Bluetooth,-78
80.331,Bluetooth,-77
80.332,Bluetooth,-76
80.361,Bluetooth,-75
80.361,Bluetooth,-75
80.461,Bluetooth,-75
80.462,Bluetooth,-77
80.491,Bluetooth,-78
80.492,Bluetooth,-76
80.557,Bluetooth,-87
80.558,Bluetooth,-87
80.587,Bluetooth,-76
80.588,Bluetooth,-75
80.619,Bluetooth,-77
80.620,Bluetooth,-77
80.650,Bluetooth,-86
80.652,Bluetooth,-86
80.681,Bluetooth,-87
80.682,Bluetooth,-85
80.713,Bluetooth,-77
80.714,Bluetooth,-75
80.748,Bluetooth,-77
80.749,Bluetooth,-77
80.778,Bluetooth,-85
80.779,Bluetooth,-84
80.807,Bluetooth,-77
80.808,Bluetooth,-76
80.840,Bluetooth,-78
80.841,Bluetooth,-77
80.875,Bluetooth,-77
80.876,Bluetooth,-75
80.911,Bluetooth,-83
80.912,Bluetooth,-84
80.939,Bluetooth,-76
80.940,Bluetooth,-76
80.975,Bluetooth,-77
80.976,Bluetooth,-78
81.004,Bluetooth,-81
81.005,Bluetooth,-82
81.036,Bluetooth,-82
81.037,Bluetooth,-81
81.063,Bluetooth,-75
81.064,Bluetooth,-75
81.094,Bluetooth,-80
81.095,Bluetooth,-80
81.126,Bluetooth,-82
81.127,Bluetooth,-82
81.159,Bluetooth,-83
81.160,Bluetooth,-82
81.189,Bluetooth,-77
81.190,Bluetooth,-76
81.224,Bluetooth,-82
81.225,Bluetooth,-82
81.255,Bluetooth,-82
81.256,Bluetooth,-82
81.286,Bluetooth,-76
81.287,Bluetooth,-77
81.317,Bluetooth,-75
81.319,Bluetooth,-77
81.350,Bluetooth,-84
81.352,Bluetooth,-84
81.672,Bluetooth,-79
81.673,Bluetooth,-78
81.705,Bluetooth,-87
81.706,Bluetooth,-85
81.738,Bluetooth,-81
81.738,Bluetooth,-81
81.769,Bluetooth,-79
81.772,Bluetooth,-78
81.804,Bluetooth,-86
81.805,Bluetooth,-85
81.837,Bluetooth,-85
81.838,Bluetooth,-85
81.869,Bluetooth,-81
81.871,Bluetooth,-81
81.900,Bluetooth,-77
81.902,Bluetooth,-78
81.934,Bluetooth,-86
81.935,Bluetooth,-87
82.025,Bluetooth,-80
82.026,Bluetooth,-81
82.057,Bluetooth,-92
82.058,Bluetooth,-91
82.087,Bluetooth,-82
82.088,Bluetooth,-81
82.116,Bluetooth,-80
82.119,Bluetooth,-80
82.144,Bluetooth,-81
82.145,Bluetooth,-81
82.176,Bluetooth,-89
82.177,Bluetooth,-88
82.212,Bluetooth,-79
82.213,Bluetooth,-80
82.275,Bluetooth,-79
82.276,Bluetooth,-80
82.309,Bluetooth,-83
82.310,Bluetooth,-83
82.339,Bluetooth,-81
82.340,Bluetooth,-80
82.368,Bluetooth,-80
82.370,Bluetooth,-81
82.404,Bluetooth,-84
82.405,Bluetooth,-84
82.435,Bluetooth,-82
82.436,Bluetooth,-83
82.466,Bluetooth,-79
82.468,Bluetooth,-80
82.494,Bluetooth,-81
82.495,Bluetooth,-81
82.525,Bluetooth,-80
82.525,Bluetooth,-80
82.556,Bluetooth,-80
82.557,Bluetooth,-79
82.588,Bluetooth,-80
82.590,Bluetooth,-80
82.617,Bluetooth,-80
82.619,Bluetooth,-81
82.653,Bluetooth,-79
82.654,Bluetooth,-78
82.713,Bluetooth,-81
82.714,Bluetooth,-82
82.744,Bluetooth,-83
82.745,Bluetooth,-82
82.777,Bluetooth,-78
82.778,Bluetooth,-78
82.812,Bluetooth,-83
82.813,Bluetooth,-82
82.844,Bluetooth,-84
82.846,Bluetooth,-85
82.877,Bluetooth,-84
82.878,Bluetooth,-84
82.908,Bluetooth,-77
82.909,Bluetooth,-78
82.942,Bluetooth,-81
82.943,Bluetooth,-81
82.975,Bluetooth,-82
82.976,Bluetooth,-84
83.004,Bluetooth,-77
83.005,Bluetooth,-77
83.035,Bluetooth,-77
83.036,Bluetooth,-78
83.069,Bluetooth,-81
83.071,Bluetooth,-81
83.098,Bluetooth,-84
83.099,Bluetooth,-84
83.133,Bluetooth,-77
83.135,Bluetooth,-77
83.168,Bluetooth,-81
83.170,Bluetooth,-81
83.198,Bluetooth,-81
83.200,Bluetooth,-79
83.227,Bluetooth,-83
83.228,Bluetooth,-82
83.261,Bluetooth,-79
83.262,Bluetooth,-79
83.296,Bluetooth,-80
83.297,Bluetooth,-80
83.327,Bluetooth,-82
83.328,Bluetooth,-83
83.358,Bluetooth,-83
83.359,Bluetooth,-82
83.391,Bluetooth,-78
83.392,Bluetooth,-79
83.423,Bluetooth,-81
83.424,Bluetooth,-80
83.453,Bluetooth,-82
83.455,Bluetooth,-83
83.486,Bluetooth,-79
83.487,Bluetooth,-79
83.518,Bluetooth,-79
83.519,Bluetooth,-80
83.552,Bluetooth,-80
83.554,Bluetooth,-81
83.585,Bluetooth,-85
83.586,Bluetooth,-85
83.618,Bluetooth,-79
83.619,Bluetooth,-79
83.807,Bluetooth,-82
83.808,Bluetooth,-83
83.872,Bluetooth,-77
83.873,Bluetooth,-77
83.907,Bluetooth,-79
83.908,Bluetooth,-79
83.936,Bluetooth,-82
83.937,Bluetooth,-83
83.999,Bluetooth,-79
84.002,Bluetooth,-78
84.031,Bluetooth,-79
84.032,Bluetooth,-79
84.060,Bluetooth,-81
84.061,Bluetooth,-81
84.091,Bluetooth,-78
84.092,Bluetooth,-78
84.126,Bluetooth,-79
84.127,Bluetooth,-79
84.156,Bluetooth,-79
84.157,Bluetooth,-79
84.185,Bluetooth,-81
84.186,Bluetooth,-81
170.513,Bluetooth,-76
170.541,Bluetooth,-76
170.543,Bluetooth,-75
170.573,Bluetooth,-72
170.575,Bluetooth,-73
170.638,Bluetooth,-77
170.640,Bluetooth,-76
170.666,Bluetooth,-78
170.667,Bluetooth,-76
170.701,Bluetooth,-74
170.702,Bluetooth,-74
170.732,Bluetooth,127
170.766,Bluetooth,-76
170.768,Bluetooth,-76
170.796,Bluetooth,-77
170.797,Bluetooth,-75
170.829,Bluetooth,128
170.865,Bluetooth,-77
170.865,Bluetooth,-76
170.893,Bluetooth,128
170.959,Bluetooth,-72
170.960,Bluetooth,-72
170.992,Bluetooth,126
171.026,Bluetooth,127
171.058,Bluetooth,-72
171.060,Bluetooth,-71
171.094,Bluetooth,126
171.160,Bluetooth,-75
171.161,Bluetooth,-75
171.190,Bluetooth,127
171.633,Bluetooth,-75
171.634,Bluetooth,-75
171.666,Bluetooth,-73
171.667,Bluetooth,-74
171.698,Bluetooth,-75
171.699,Bluetooth,-75
171.731,Bluetooth,-74
171.733,Bluetooth,-75
171.761,Bluetooth,-74
171.762,Bluetooth,-75
171.796,Bluetooth,-72
171.797,Bluetooth,-73
171.828,Bluetooth,-75
171.829,Bluetooth,-75
171.858,Bluetooth,-76
171.859,Bluetooth,-75
171.892,Bluetooth,-74
171.894,Bluetooth,-73
171.922,Bluetooth,-71
171.924,Bluetooth,-73
171.958,Bluetooth,-75
171.959,Bluetooth,-75
171.986,Bluetooth,-76
171.987,Bluetooth,-76
172.020,Bluetooth,-72
172.117,Bluetooth,-76
172.118,Bluetooth,-75
172.148,Bluetooth,-73
172.149,Bluetooth,-73
172.184,Bluetooth,-75
172.185,Bluetooth,127
172.280,Bluetooth,-73
172.281,Bluetooth,-74
172.469,Bluetooth,-74
172.471,Bluetooth,-76
172.505,Bluetooth,-74
172.508,Bluetooth,-73
172.540,Bluetooth,-76
172.542,Bluetooth,127
172.570,Bluetooth,-76
172.571,Bluetooth,-75
172.606,Bluetooth,-75
172.607,Bluetooth,-77
172.636,Bluetooth,-73
172.637,Bluetooth,-72
172.666,Bluetooth,-76
172.667,Bluetooth,128
172.695,Bluetooth,-77
172.695,Bluetooth,-77
172.726,Bluetooth,-75
172.727,Bluetooth,-75
172.757,Bluetooth,-74
172.758,Bluetooth,-73
172.793,Bluetooth,-75
172.794,Bluetooth,127
172.824,Bluetooth,-75
172.825,Bluetooth,-78
172.857,Bluetooth,-73
172.858,Bluetooth,-73
172.889,Bluetooth,-76
172.891,Bluetooth,-75
172.919,Bluetooth,-75
172.920,Bluetooth,127
172.953,Bluetooth,-75
172.954,Bluetooth,-75
172.989,Bluetooth,-72
172.991,Bluetooth,-72
173.024,Bluetooth,-76
173.026,Bluetooth,128
173.053,Bluetooth,-76
173.054,Bluetooth,-77
173.085,Bluetooth,-76
173.086,Bluetooth,-76
173.116,Bluetooth,-74
173.117,Bluetooth,-73
173.146,Bluetooth,-75
173.147,Bluetooth,127
173.241,Bluetooth,-73
173.242,Bluetooth,-72
173.273,Bluetooth,-75
173.274,Bluetooth,126
173.302,Bluetooth,-76
173.303,Bluetooth,-76
173.333,Bluetooth,-72
173.334,Bluetooth,-71
173.365,Bluetooth,-71
173.365,Bluetooth,-71
173.398,Bluetooth,-76
173.399,Bluetooth,127
173.428,Bluetooth,-76
173.429,Bluetooth,-77
173.457,Bluetooth,-73
173.457,Bluetooth,-73
173.489,Bluetooth,-76
173.491,Bluetooth,128
173.520,Bluetooth,-76
173.522,Bluetooth,127
173.549,Bluetooth,-75
173.550,Bluetooth,-77
173.580,Bluetooth,-74
173.581,Bluetooth,-73
173.615,Bluetooth,-76
173.615,Bluetooth,127
173.645,Bluetooth,-75
173.646,Bluetooth,128
173.675,Bluetooth,-77
173.677,Bluetooth,-78
173.707,Bluetooth,-73
173.708,Bluetooth,-73
173.737,Bluetooth,-75
173.738,Bluetooth,127
173.769,Bluetooth,-78
173.770,Bluetooth,-78
173.800,Bluetooth,-78
173.802,Bluetooth,-78
173.831,Bluetooth,-73
173.832,Bluetooth,-74
173.866,Bluetooth,-75
173.867,Bluetooth,127
173.898,Bluetooth,-77
173.899,Bluetooth,-79
173.929,Bluetooth,-73
173.930,Bluetooth,-73
173.960,Bluetooth,-72
173.961,Bluetooth,-73
