Distance,15.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
TXCarry,pocket
RXCarry,pocket
RXPose,standing
TXPose,standing
0.014,Bluetooth,-65
0.016,Bluetooth,-67
0.091,Bluetooth,-65
0.093,Bluetooth,-64
0.155,Bluetooth,-68
0.157,Bluetooth,-68
0.186,Bluetooth,-66
0.188,Bluetooth,-66
0.301,Bluetooth,-56
0.302,Bluetooth,-56
0.328,Bluetooth,-61
0.330,Bluetooth,-61
0.395,Bluetooth,-61
0.397,Bluetooth,-62
0.469,Bluetooth,-61
0.472,Bluetooth,-61
0.508,Bluetooth,-58
0.543,Bluetooth,-62
0.545,Bluetooth,-62
0.579,Bluetooth,-62
0.582,Bluetooth,-61
0.619,Bluetooth,-60
0.620,Bluetooth,-60
0.651,Bluetooth,-62
0.653,Bluetooth,-62
0.801,Bluetooth,-60
0.841,Bluetooth,-62
0.843,Bluetooth,-62
0.914,Bluetooth,-60
0.916,Bluetooth,-59
0.948,Bluetooth,-62
0.950,Bluetooth,-61
1.013,Bluetooth,-60
1.049,Bluetooth,-60
1.050,Bluetooth,-60
1.080,Bluetooth,-61
1.112,Bluetooth,-60
1.220,Bluetooth,-59
1.222,Bluetooth,-60
1.258,Bluetooth,-60
1.260,Bluetooth,-60
1.289,Bluetooth,-61
1.291,Bluetooth,-61
1.429,Bluetooth,-60
1.431,Bluetooth,-60
1.494,Bluetooth,-60
1.496,Bluetooth,-59
1.528,Bluetooth,-59
1.529,Bluetooth,-59
1.600,Bluetooth,-60
1.602,Bluetooth,-59
1.637,Bluetooth,-59
1.639,Bluetooth,-59
1.673,Bluetooth,-59
1.675,Bluetooth,-59
1.709,Bluetooth,-59
1.742,Bluetooth,-59
1.745,Bluetooth,-59
1.774,Bluetooth,-59
1.776,Bluetooth,-60
1.814,Bluetooth,-59
1.816,Bluetooth,-60
1.875,Bluetooth,-59
1.877,Bluetooth,-58
1.913,Bluetooth,-59
1.915,Bluetooth,-59
1.945,Bluetooth,-59
1.947,Bluetooth,-59
2.014,Bluetooth,-60
2.051,Bluetooth,-59
2.052,Bluetooth,-58
2.076,Bluetooth,-59
2.078,Bluetooth,-59
2.110,Bluetooth,-59
2.113,Bluetooth,-59
2.149,Bluetooth,-59
2.151,Bluetooth,-59
2.179,Bluetooth,-60
2.181,Bluetooth,-58
2.221,Bluetooth,-57
2.223,Bluetooth,-59
2.299,Bluetooth,-59
2.334,Bluetooth,-59
2.336,Bluetooth,-59
2.407,Bluetooth,-58
2.410,Bluetooth,-57
2.553,Bluetooth,-59
2.554,Bluetooth,-58
2.699,Bluetooth,-58
2.701,Bluetooth,-58
2.731,Bluetooth,-58
2.733,Bluetooth,-58
2.769,Bluetooth,-59
2.771,Bluetooth,-59
2.834,Bluetooth,-58
2.869,Bluetooth,-59
2.871,Bluetooth,-59
2.905,Bluetooth,-58
2.944,Bluetooth,-59
2.946,Bluetooth,-59
2.982,Bluetooth,-58
2.984,Bluetooth,-58
3.015,Bluetooth,-59
3.018,Bluetooth,-58
3.051,Bluetooth,-58
3.053,Bluetooth,-59
3.191,Bluetooth,-59
3.272,Bluetooth,-58
3.309,Bluetooth,-58
3.311,Bluetooth,-59
3.379,Bluetooth,-59
3.381,Bluetooth,-58
3.410,Bluetooth,-58
3.442,Bluetooth,-58
3.444,Bluetooth,-58
3.482,Bluetooth,-59
3.484,Bluetooth,-60
3.512,Bluetooth,-57
3.514,Bluetooth,-56
3.580,Bluetooth,-57
3.582,Bluetooth,-58
3.636,Bluetooth,-58
3.639,Bluetooth,-58
3.680,Bluetooth,-57
3.682,Bluetooth,-57
3.748,Bluetooth,-59
3.751,Bluetooth,-60
3.778,Bluetooth,-59
3.816,Bluetooth,-58
3.851,Bluetooth,-59
3.853,Bluetooth,-57
3.889,Bluetooth,-60
3.891,Bluetooth,-58
