Distance,4.0
TXDevice,iPhoneXS
TXPower,12
RXDevice,iPhone8
TXCarry,pocket
RXCarry,pocket
RXPose,standing
TXPose,standing
0.000,Bluetooth,-46
0.001,Bluetooth,-46
0.067,Bluetooth,-47
0.068,Bluetooth,-46
0.104,Bluetooth,-43
0.176,Bluetooth,-46
0.178,Bluetooth,-45
0.210,Bluetooth,-44
0.211,Bluetooth,-44
0.252,Bluetooth,-46
0.253,Bluetooth,-45
0.284,Bluetooth,-46
0.285,Bluetooth,-46
0.319,Bluetooth,-46
0.320,Bluetooth,-44
0.349,Bluetooth,-44
0.350,Bluetooth,-46
0.381,Bluetooth,-46
0.382,Bluetooth,-47
0.454,Bluetooth,-45
0.455,Bluetooth,-46
0.524,Bluetooth,-46
0.526,Bluetooth,-46
0.562,Bluetooth,-44
0.563,Bluetooth,-45
0.592,Bluetooth,-45
0.593,Bluetooth,-45
0.631,Bluetooth,-45
0.632,Bluetooth,-45
0.700,Bluetooth,-43
0.701,Bluetooth,-44
0.735,Bluetooth,-45
0.737,Bluetooth,-45
0.803,Bluetooth,-44
0.805,Bluetooth,-44
0.876,Bluetooth,-46
0.877,Bluetooth,-46
0.948,Bluetooth,-44
0.949,Bluetooth,-44
0.979,Bluetooth,-45
0.980,Bluetooth,-45
1.015,Bluetooth,-46
1.016,Bluetooth,-46
1.046,Bluetooth,-45
1.047,Bluetooth,-44
1.081,Bluetooth,-46
1.082,Bluetooth,-46
1.116,Bluetooth,-48
1.117,Bluetooth,-47
1.191,Bluetooth,-45
1.192,Bluetooth,-43
1.224,Bluetooth,-43
1.225,Bluetooth,-44
1.256,Bluetooth,-44
1.257,Bluetooth,-45
1.294,Bluetooth,-44
1.295,Bluetooth,-44
1.367,Bluetooth,-44
1.368,Bluetooth,-44
1.396,Bluetooth,-42
1.397,Bluetooth,-44
1.434,Bluetooth,-43
1.435,Bluetooth,-43
1.473,Bluetooth,-44
1.474,Bluetooth,-44
1.541,Bluetooth,-45
1.579,Bluetooth,-45
1.581,Bluetooth,-45
1.619,Bluetooth,-45
1.620,Bluetooth,-45
1.655,Bluetooth,-46
1.656,Bluetooth,-45
1.692,Bluetooth,-45
1.693,Bluetooth,-45
1.723,Bluetooth,-46
1.723,Bluetooth,-46
