Distance,15.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
TXCarry,hand
RXCarry,pocket
RXPose,standing
TXPose,standing
0.000,Bluetooth,-57
0.001,Bluetooth,-58
0.065,Bluetooth,-56
0.067,Bluetooth,-57
0.130,Bluetooth,-58
0.132,Bluetooth,-58
0.162,Bluetooth,-57
0.164,Bluetooth,-57
0.257,Bluetooth,-58
0.258,Bluetooth,-58
0.289,Bluetooth,-56
0.290,Bluetooth,-55
0.321,Bluetooth,-63
0.322,Bluetooth,-63
0.383,Bluetooth,-57
0.384,Bluetooth,-57
0.416,Bluetooth,-58
0.417,Bluetooth,-57
0.450,Bluetooth,-60
0.450,Bluetooth,-60
0.477,Bluetooth,-58
0.478,Bluetooth,-58
0.610,Bluetooth,-57
0.610,Bluetooth,-57
0.640,Bluetooth,-56
0.641,Bluetooth,-57
0.705,Bluetooth,-61
0.706,Bluetooth,-60
0.737,Bluetooth,-58
0.738,Bluetooth,-58
0.766,Bluetooth,-57
0.767,Bluetooth,-56
0.799,Bluetooth,-60
0.801,Bluetooth,-61
0.890,Bluetooth,-58
0.892,Bluetooth,-58
0.922,Bluetooth,-59
1.018,Bluetooth,-58
1.019,Bluetooth,-58
1.053,Bluetooth,-59
1.054,Bluetooth,-59
1.088,Bluetooth,-63
1.089,Bluetooth,-63
1.118,Bluetooth,-58
1.120,Bluetooth,-59
1.151,Bluetooth,-58
1.152,Bluetooth,-58
1.183,Bluetooth,-60
1.184,Bluetooth,-59
1.217,Bluetooth,-61
1.218,Bluetooth,-62
1.246,Bluetooth,-58
1.247,Bluetooth,-59
1.307,Bluetooth,-59
1.309,Bluetooth,-59
1.338,Bluetooth,-59
1.340,Bluetooth,-60
1.372,Bluetooth,-59
1.373,Bluetooth,-58
1.402,Bluetooth,-58
1.404,Bluetooth,-58
1.467,Bluetooth,-60
1.468,Bluetooth,-60
1.501,Bluetooth,-59
1.501,Bluetooth,-58
1.530,Bluetooth,-60
1.531,Bluetooth,-58
1.629,Bluetooth,-57
1.631,Bluetooth,-59
1.662,Bluetooth,-60
1.663,Bluetooth,-59
1.697,Bluetooth,-60
1.698,Bluetooth,-60
1.725,Bluetooth,-58
1.726,Bluetooth,-58
1.790,Bluetooth,-61
1.791,Bluetooth,-62
1.820,Bluetooth,-62
1.822,Bluetooth,-63
1.852,Bluetooth,-60
1.853,Bluetooth,-60
1.883,Bluetooth,-62
1.884,Bluetooth,-63
1.947,Bluetooth,-63
1.948,Bluetooth,-64
1.980,Bluetooth,-61
1.981,Bluetooth,-61
2.012,Bluetooth,-60
2.013,Bluetooth,-61
2.043,Bluetooth,-63
2.044,Bluetooth,-63
2.112,Bluetooth,-61
2.113,Bluetooth,-61
2.176,Bluetooth,-61
2.177,Bluetooth,-62
2.211,Bluetooth,-63
2.212,Bluetooth,-63
2.313,Bluetooth,-60
2.313,Bluetooth,-59
2.346,Bluetooth,-64
2.347,Bluetooth,-64
2.375,Bluetooth,-62
2.376,Bluetooth,-61
2.408,Bluetooth,-60
2.409,Bluetooth,-58
2.445,Bluetooth,-62
2.446,Bluetooth,-62
2.503,Bluetooth,-59
2.504,Bluetooth,-60
2.532,Bluetooth,-59
2.533,Bluetooth,-58
2.567,Bluetooth,-61
2.568,Bluetooth,-61
2.630,Bluetooth,-58
2.631,Bluetooth,-58
2.660,Bluetooth,-61
2.661,Bluetooth,-61
2.694,Bluetooth,-61
2.696,Bluetooth,-61
2.726,Bluetooth,-58
2.727,Bluetooth,-59
2.855,Bluetooth,-59
2.856,Bluetooth,-61
2.886,Bluetooth,-61
2.886,Bluetooth,-61
2.982,Bluetooth,-59
2.983,Bluetooth,-60
3.017,Bluetooth,-60
3.018,Bluetooth,-60
3.052,Bluetooth,-61
3.053,Bluetooth,-61
3.084,Bluetooth,-59
3.085,Bluetooth,-60
3.149,Bluetooth,-59
3.150,Bluetooth,-60
3.182,Bluetooth,-60
3.183,Bluetooth,-59
3.211,Bluetooth,-58
3.212,Bluetooth,-59
3.242,Bluetooth,-59
3.243,Bluetooth,-59
3.302,Bluetooth,-60
3.304,Bluetooth,-60
3.333,Bluetooth,-58
3.334,Bluetooth,-59
3.366,Bluetooth,-60
3.368,Bluetooth,-58
3.461,Bluetooth,-58
3.462,Bluetooth,-59
3.494,Bluetooth,-60
3.495,Bluetooth,-59
3.525,Bluetooth,-60
3.526,Bluetooth,-59
3.622,Bluetooth,-60
3.623,Bluetooth,-60
3.654,Bluetooth,-60
3.655,Bluetooth,-61
3.683,Bluetooth,-59
3.684,Bluetooth,-58
3.748,Bluetooth,-60
3.749,Bluetooth,-60
3.779,Bluetooth,-60
3.780,Bluetooth,-60
3.807,Bluetooth,-59
3.808,Bluetooth,-58
3.841,Bluetooth,-61
3.846,Bluetooth,-61
3.911,Bluetooth,-59
3.912,Bluetooth,-60
