Distance,4.0
TXDevice,iPhoneXS
TXPower,12
RXDevice,iPhone8
0.000,Bluetooth,-58
0.001,Bluetooth,-60
0.037,Bluetooth,-58
0.038,Bluetooth,-59
0.070,Bluetooth,-59
0.071,Bluetooth,-58
0.100,Bluetooth,-57
0.101,Bluetooth,-56
0.139,Bluetooth,-58
0.140,Bluetooth,-58
0.180,Bluetooth,-56
0.181,Bluetooth,-56
0.211,Bluetooth,-55
0.213,Bluetooth,-55
0.290,Bluetooth,-56
0.291,Bluetooth,-56
0.420,Bluetooth,-57
0.422,Bluetooth,-59
0.452,Bluetooth,-59
0.490,Bluetooth,-59
0.491,Bluetooth,-60
0.521,Bluetooth,-58
0.522,Bluetooth,-58
0.557,Bluetooth,-64
0.558,Bluetooth,-65
0.592,Bluetooth,-54
0.594,Bluetooth,-55
0.631,Bluetooth,-55
0.632,Bluetooth,-55
0.667,Bluetooth,-54
0.668,Bluetooth,-54
0.749,Bluetooth,-54
0.751,Bluetooth,-54
0.788,Bluetooth,-51
0.789,Bluetooth,-52
0.892,Bluetooth,-56
0.893,Bluetooth,-55
0.967,Bluetooth,-57
0.968,Bluetooth,-57
1.003,Bluetooth,-53
1.004,Bluetooth,-52
1.039,Bluetooth,-56
1.040,Bluetooth,-55
1.080,Bluetooth,-57
1.082,Bluetooth,-57
1.149,Bluetooth,-57
1.150,Bluetooth,-56
1.182,Bluetooth,-55
1.183,Bluetooth,-56
1.215,Bluetooth,-55
1.216,Bluetooth,-56
1.313,Bluetooth,-61
1.314,Bluetooth,-61
1.384,Bluetooth,-53
1.386,Bluetooth,-51
1.514,Bluetooth,-62
1.516,Bluetooth,-63
1.587,Bluetooth,-53
1.588,Bluetooth,-53
1.621,Bluetooth,-55
1.622,Bluetooth,-56
1.660,Bluetooth,-61
1.661,Bluetooth,-59
1.700,Bluetooth,-61
1.701,Bluetooth,-60
1.737,Bluetooth,-66
1.738,Bluetooth,-67
1.769,Bluetooth,-65
1.770,Bluetooth,-64
1.882,Bluetooth,-66
1.884,Bluetooth,-66
1.954,Bluetooth,-58
1.955,Bluetooth,-59
1.991,Bluetooth,-64
1.992,Bluetooth,-65
2.028,Bluetooth,-55
2.029,Bluetooth,-57
2.059,Bluetooth,-55
2.061,Bluetooth,-55
2.136,Bluetooth,-63
2.137,Bluetooth,-63
2.178,Bluetooth,-55
2.179,Bluetooth,-54
2.214,Bluetooth,-58
2.215,Bluetooth,-58
2.250,Bluetooth,-64
2.251,Bluetooth,-63
2.289,Bluetooth,-54
2.290,Bluetooth,-53
2.321,Bluetooth,-59
2.322,Bluetooth,-59
2.357,Bluetooth,-63
2.358,Bluetooth,-62
2.392,Bluetooth,-54
2.393,Bluetooth,-54
2.423,Bluetooth,-54
2.424,Bluetooth,-55
2.456,Bluetooth,-58
2.457,Bluetooth,-58
2.487,Bluetooth,-62
2.488,Bluetooth,-63
2.520,Bluetooth,-53
2.521,Bluetooth,-53
2.557,Bluetooth,-57
2.559,Bluetooth,-57
2.620,Bluetooth,-64
2.621,Bluetooth,-63
2.652,Bluetooth,-54
2.653,Bluetooth,-52
2.684,Bluetooth,-58
2.685,Bluetooth,-58
2.723,Bluetooth,-64
2.724,Bluetooth,-64
2.797,Bluetooth,-57
2.798,Bluetooth,-59
2.858,Bluetooth,-63
2.859,Bluetooth,-62
2.899,Bluetooth,-53
2.900,Bluetooth,-54
2.935,Bluetooth,-58
2.936,Bluetooth,-58
2.972,Bluetooth,-62
2.973,Bluetooth,-61
3.003,Bluetooth,-53
3.004,Bluetooth,-54
3.038,Bluetooth,-57
3.039,Bluetooth,-59
3.067,Bluetooth,-62
3.068,Bluetooth,-63
3.101,Bluetooth,-60
3.102,Bluetooth,-63
3.138,Bluetooth,-55
3.139,Bluetooth,-55
3.172,Bluetooth,-58
3.173,Bluetooth,-58
3.206,Bluetooth,-61
3.207,Bluetooth,-63
3.318,Bluetooth,-61
3.319,Bluetooth,-62
3.353,Bluetooth,-54
3.354,Bluetooth,-54
3.393,Bluetooth,-58
3.394,Bluetooth,-58
3.429,Bluetooth,-61
3.430,Bluetooth,-61
3.463,Bluetooth,-60
3.463,Bluetooth,-61
3.563,Bluetooth,-59
3.565,Bluetooth,-61
3.598,Bluetooth,-53
3.599,Bluetooth,-54
3.664,Bluetooth,-58
3.665,Bluetooth,-57
3.702,Bluetooth,-58
3.704,Bluetooth,-59
3.739,Bluetooth,-54
3.740,Bluetooth,-55
3.771,Bluetooth,-58
3.772,Bluetooth,-59
3.809,Bluetooth,-61
3.811,Bluetooth,-60
3.844,Bluetooth,-54
3.914,Bluetooth,-59
3.915,Bluetooth,-59
3.950,Bluetooth,-54
3.951,Bluetooth,-54
92.894,Bluetooth,-55
92.895,Bluetooth,-55
92.932,Bluetooth,-78
92.934,Bluetooth,-77
92.971,Bluetooth,-56
92.973,Bluetooth,-55
93.007,Bluetooth,-56
93.008,Bluetooth,-56
93.080,Bluetooth,-54
93.081,Bluetooth,-55
93.146,Bluetooth,-75
93.147,Bluetooth,-77
93.176,Bluetooth,-75
93.178,Bluetooth,-77
93.211,Bluetooth,-55
93.212,Bluetooth,-55
93.250,Bluetooth,-57
93.251,Bluetooth,-56
93.324,Bluetooth,-54
93.324,Bluetooth,-55
93.364,Bluetooth,-56
93.366,Bluetooth,-56
93.471,Bluetooth,-56
93.471,Bluetooth,-57
93.538,Bluetooth,-73
93.540,Bluetooth,-72
93.575,Bluetooth,-54
93.576,Bluetooth,-55
93.607,Bluetooth,-57
93.608,Bluetooth,-56
93.640,Bluetooth,-75
93.641,Bluetooth,-76
93.710,Bluetooth,-57
93.711,Bluetooth,-56
93.773,Bluetooth,-75
93.775,Bluetooth,-76
93.807,Bluetooth,-55
93.808,Bluetooth,-56
93.837,Bluetooth,-56
93.839,Bluetooth,-55
93.940,Bluetooth,-54
93.942,Bluetooth,-55
93.980,Bluetooth,-57
93.981,Bluetooth,-57
94.013,Bluetooth,-73
94.015,Bluetooth,-74
94.048,Bluetooth,-54
94.050,Bluetooth,-55
94.078,Bluetooth,-57
94.079,Bluetooth,-55
94.114,Bluetooth,-73
94.115,Bluetooth,-73
94.149,Bluetooth,-54
94.150,Bluetooth,-53
94.186,Bluetooth,-55
94.283,Bluetooth,-54
94.284,Bluetooth,-54
94.323,Bluetooth,-56
94.324,Bluetooth,-56
94.360,Bluetooth,-77
94.361,Bluetooth,-77
94.391,Bluetooth,-54
94.489,Bluetooth,-76
94.490,Bluetooth,-76
94.528,Bluetooth,-54
94.529,Bluetooth,-54
94.566,Bluetooth,-56
94.567,Bluetooth,-56
94.598,Bluetooth,-73
94.599,Bluetooth,-73
94.634,Bluetooth,-53
94.635,Bluetooth,-54
94.663,Bluetooth,-54
94.664,Bluetooth,-54
94.733,Bluetooth,-72
94.734,Bluetooth,-72
94.810,Bluetooth,-55
94.811,Bluetooth,-57
94.839,Bluetooth,-71
94.840,Bluetooth,-73
94.879,Bluetooth,-54
94.880,Bluetooth,-54
94.913,Bluetooth,-57
94.914,Bluetooth,-55
95.013,Bluetooth,-55
95.014,Bluetooth,-55
95.088,Bluetooth,-73
95.089,Bluetooth,-73
95.128,Bluetooth,-54
95.129,Bluetooth,-55
95.168,Bluetooth,-56
95.169,Bluetooth,-56
95.204,Bluetooth,-75
95.205,Bluetooth,-76
95.270,Bluetooth,-56
95.272,Bluetooth,-56
95.341,Bluetooth,-75
95.342,Bluetooth,-75
95.557,Bluetooth,-72
95.557,Bluetooth,-73
95.586,Bluetooth,-55
95.587,Bluetooth,-55
95.617,Bluetooth,-55
