Distance,10.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.000,Bluetooth,-59
0.001,Bluetooth,-61
0.030,Bluetooth,-62
0.031,Bluetooth,-64
0.069,Bluetooth,-66
0.070,Bluetooth,-66
0.096,Bluetooth,-60
0.097,Bluetooth,-61
0.162,Bluetooth,-63
0.163,Bluetooth,-63
0.187,Bluetooth,-60
0.188,Bluetooth,-60
0.286,Bluetooth,-60
0.287,Bluetooth,-60
0.348,Bluetooth,-64
0.349,Bluetooth,-64
0.450,Bluetooth,-65
0.450,Bluetooth,-64
0.481,Bluetooth,-60
0.482,Bluetooth,-62
0.544,Bluetooth,-64
0.545,Bluetooth,-64
0.607,Bluetooth,-61
0.608,Bluetooth,-61
0.637,Bluetooth,-65
0.639,Bluetooth,-65
0.705,Bluetooth,-61
0.706,Bluetooth,-61
0.736,Bluetooth,-64
0.737,Bluetooth,-65
0.800,Bluetooth,-61
0.801,Bluetooth,-61
0.831,Bluetooth,-65
0.832,Bluetooth,-66
0.926,Bluetooth,-65
0.927,Bluetooth,-66
0.957,Bluetooth,-69
0.958,Bluetooth,-69
0.985,Bluetooth,-61
0.986,Bluetooth,-62
1.015,Bluetooth,-63
1.016,Bluetooth,-61
1.045,Bluetooth,-65
1.046,Bluetooth,-65
1.078,Bluetooth,-61
1.079,Bluetooth,-61
1.140,Bluetooth,-65
1.141,Bluetooth,-65
1.221,Bluetooth,-61
1.328,Bluetooth,-65
1.329,Bluetooth,-65
1.369,Bluetooth,-69
1.447,Bluetooth,-61
1.448,Bluetooth,-62
1.477,Bluetooth,-62
1.478,Bluetooth,-62
1.509,Bluetooth,-63
1.510,Bluetooth,-62
1.542,Bluetooth,-65
1.543,Bluetooth,-65
1.605,Bluetooth,-61
1.606,Bluetooth,-62
1.635,Bluetooth,-65
1.636,Bluetooth,-66
1.664,Bluetooth,-69
1.698,Bluetooth,-62
1.699,Bluetooth,-62
1.731,Bluetooth,-66
1.732,Bluetooth,-64
1.795,Bluetooth,-62
1.796,Bluetooth,-62
1.825,Bluetooth,-65
1.826,Bluetooth,-64
1.889,Bluetooth,-62
1.890,Bluetooth,-62
1.920,Bluetooth,-65
1.921,Bluetooth,-65
1.984,Bluetooth,-62
1.985,Bluetooth,-63
2.046,Bluetooth,-65
2.047,Bluetooth,-65
2.080,Bluetooth,-62
2.081,Bluetooth,-62
2.212,Bluetooth,-63
2.213,Bluetooth,-62
2.243,Bluetooth,-65
2.245,Bluetooth,-65
2.279,Bluetooth,-62
2.279,Bluetooth,-62
2.308,Bluetooth,-62
2.309,Bluetooth,-63
2.342,Bluetooth,-65
2.343,Bluetooth,-65
2.411,Bluetooth,-61
2.411,Bluetooth,-62
2.438,Bluetooth,-64
2.439,Bluetooth,-65
2.497,Bluetooth,-61
2.498,Bluetooth,-62
2.533,Bluetooth,-65
2.534,Bluetooth,-66
2.596,Bluetooth,-62
2.597,Bluetooth,-62
2.626,Bluetooth,-65
2.627,Bluetooth,-65
2.717,Bluetooth,-63
2.718,Bluetooth,-62
2.750,Bluetooth,-65
2.752,Bluetooth,-65
2.785,Bluetooth,-62
2.786,Bluetooth,-62
2.881,Bluetooth,-61
2.942,Bluetooth,-65
2.944,Bluetooth,-65
3.007,Bluetooth,-62
3.008,Bluetooth,-62
3.037,Bluetooth,-64
3.038,Bluetooth,-66
3.104,Bluetooth,-62
3.105,Bluetooth,-62
3.135,Bluetooth,-64
3.136,Bluetooth,-65
3.198,Bluetooth,-63
3.199,Bluetooth,-62
3.228,Bluetooth,-65
3.229,Bluetooth,-64
3.295,Bluetooth,-62
3.296,Bluetooth,-63
3.325,Bluetooth,-64
3.326,Bluetooth,-64
3.369,Bluetooth,-70
3.391,Bluetooth,-61
3.392,Bluetooth,-63
3.423,Bluetooth,-65
3.424,Bluetooth,-66
3.453,Bluetooth,-66
3.455,Bluetooth,-65
3.485,Bluetooth,-62
3.486,Bluetooth,-62
3.544,Bluetooth,-64
3.545,Bluetooth,-65
3.640,Bluetooth,-66
3.641,Bluetooth,-66
3.704,Bluetooth,-63
3.705,Bluetooth,-62
3.734,Bluetooth,-66
3.735,Bluetooth,-66
3.798,Bluetooth,-61
3.799,Bluetooth,-61
3.829,Bluetooth,-66
3.830,Bluetooth,-66
3.890,Bluetooth,-61
3.891,Bluetooth,-62
3.920,Bluetooth,-66
3.921,Bluetooth,-66
17.382,Bluetooth,-74
17.383,Bluetooth,-75
17.447,Bluetooth,-79
17.448,Bluetooth,-78
17.513,Bluetooth,-75
17.514,Bluetooth,-75
17.547,Bluetooth,-79
17.549,Bluetooth,-79
17.611,Bluetooth,-75
17.612,Bluetooth,-74
17.643,Bluetooth,-79
17.644,Bluetooth,-78
17.702,Bluetooth,-76
17.703,Bluetooth,-75
17.739,Bluetooth,-79
17.740,Bluetooth,-80
17.806,Bluetooth,-75
17.807,Bluetooth,-75
17.840,Bluetooth,-80
17.841,Bluetooth,-78
17.903,Bluetooth,-75
17.904,Bluetooth,-75
17.938,Bluetooth,-79
17.939,Bluetooth,-79
18.002,Bluetooth,-74
18.003,Bluetooth,-75
18.031,Bluetooth,-79
18.032,Bluetooth,-79
18.091,Bluetooth,-75
18.092,Bluetooth,-76
18.124,Bluetooth,-79
18.126,Bluetooth,-79
18.157,Bluetooth,-73
18.158,Bluetooth,-74
18.188,Bluetooth,-75
18.189,Bluetooth,-76
18.253,Bluetooth,-80
18.254,Bluetooth,-79
18.318,Bluetooth,-78
18.319,Bluetooth,-80
18.409,Bluetooth,-75
18.410,Bluetooth,-75
18.441,Bluetooth,-79
18.442,Bluetooth,-80
18.506,Bluetooth,-74
18.507,Bluetooth,-75
18.537,Bluetooth,-79
18.538,Bluetooth,-79
18.596,Bluetooth,-76
18.627,Bluetooth,-79
18.628,Bluetooth,-79
18.688,Bluetooth,-75
18.689,Bluetooth,-75
18.717,Bluetooth,-79
18.719,Bluetooth,-79
18.842,Bluetooth,-80
18.843,Bluetooth,-79
18.941,Bluetooth,-79
18.942,Bluetooth,-79
19.003,Bluetooth,-75
19.004,Bluetooth,-75
19.034,Bluetooth,-78
19.035,Bluetooth,-78
19.132,Bluetooth,-79
19.133,Bluetooth,-79
19.169,Bluetooth,-72
19.192,Bluetooth,-75
19.193,Bluetooth,-74
19.227,Bluetooth,-78
19.229,Bluetooth,-79
19.264,Bluetooth,-72
19.264,Bluetooth,-72
19.291,Bluetooth,-74
19.292,Bluetooth,-75
19.321,Bluetooth,-79
19.323,Bluetooth,-80
19.355,Bluetooth,-80
19.356,Bluetooth,-80
19.387,Bluetooth,-75
19.387,Bluetooth,-76
19.424,Bluetooth,-79
19.425,Bluetooth,-79
19.452,Bluetooth,-79
19.453,Bluetooth,-80
19.482,Bluetooth,-75
19.483,Bluetooth,-75
19.542,Bluetooth,-79
19.543,Bluetooth,-78
19.607,Bluetooth,-74
19.608,Bluetooth,-74
19.640,Bluetooth,-80
19.641,Bluetooth,-79
19.736,Bluetooth,-79
19.737,Bluetooth,-79
19.804,Bluetooth,-75
19.805,Bluetooth,-75
19.837,Bluetooth,-79
19.839,Bluetooth,-79
19.904,Bluetooth,-74
19.905,Bluetooth,-75
19.934,Bluetooth,-81
19.935,Bluetooth,-80
20.029,Bluetooth,-80
20.030,Bluetooth,-80
20.089,Bluetooth,-75
20.090,Bluetooth,-76
20.119,Bluetooth,-80
20.120,Bluetooth,-79
20.149,Bluetooth,-81
20.150,Bluetooth,-79
20.180,Bluetooth,-75
20.181,Bluetooth,-75
20.277,Bluetooth,-75
20.278,Bluetooth,-75
20.311,Bluetooth,-75
20.312,Bluetooth,-74
20.343,Bluetooth,-79
20.344,Bluetooth,-80
20.405,Bluetooth,-75
20.407,Bluetooth,-75
20.437,Bluetooth,-80
20.438,Bluetooth,-79
20.536,Bluetooth,-80
20.538,Bluetooth,-80
20.701,Bluetooth,-76
20.702,Bluetooth,-75
20.731,Bluetooth,-80
