Distance,15.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
0.000,Bluetooth,-73
0.001,Bluetooth,-75
0.030,Bluetooth,127
0.063,Bluetooth,127
0.096,Bluetooth,-73
0.097,Bluetooth,-73
0.130,Bluetooth,-75
0.131,Bluetooth,-74
0.158,Bluetooth,-74
0.159,Bluetooth,-75
0.194,Bluetooth,-73
0.195,Bluetooth,-74
0.225,Bluetooth,-74
0.226,Bluetooth,-74
0.260,Bluetooth,-73
0.261,Bluetooth,-75
0.289,Bluetooth,-76
0.289,Bluetooth,-75
0.319,Bluetooth,-74
0.320,Bluetooth,-74
0.354,Bluetooth,-74
0.355,Bluetooth,-75
0.414,Bluetooth,-75
0.415,Bluetooth,-74
0.444,Bluetooth,-72
0.446,Bluetooth,-75
0.478,Bluetooth,-74
0.479,Bluetooth,-74
0.509,Bluetooth,-75
0.509,Bluetooth,-75
0.542,Bluetooth,-74
0.543,Bluetooth,-74
0.574,Bluetooth,-73
0.575,Bluetooth,-73
0.606,Bluetooth,-75
0.606,Bluetooth,-75
0.638,Bluetooth,-75
0.639,Bluetooth,-75
0.668,Bluetooth,-74
0.669,Bluetooth,-73
0.698,Bluetooth,-74
0.699,Bluetooth,-76
0.732,Bluetooth,-76
0.733,Bluetooth,-75
0.766,Bluetooth,-75
0.768,Bluetooth,-76
0.794,Bluetooth,-74
0.796,Bluetooth,-74
0.829,Bluetooth,-76
0.831,Bluetooth,-76
0.893,Bluetooth,-73
0.894,Bluetooth,-74
0.928,Bluetooth,-74
0.930,Bluetooth,-74
0.963,Bluetooth,-77
0.965,Bluetooth,-76
0.994,Bluetooth,-75
0.995,Bluetooth,-76
1.024,Bluetooth,-73
1.025,Bluetooth,-73
1.054,Bluetooth,-73
1.055,Bluetooth,-73
1.085,Bluetooth,-75
1.086,Bluetooth,-75
1.116,Bluetooth,-75
1.117,Bluetooth,-75
1.151,Bluetooth,-73
1.152,Bluetooth,-73
1.185,Bluetooth,-74
1.185,Bluetooth,-74
1.219,Bluetooth,-75
1.221,Bluetooth,-75
1.379,Bluetooth,-75
1.381,Bluetooth,-76
1.412,Bluetooth,-72
1.413,Bluetooth,-74
1.474,Bluetooth,-76
1.475,Bluetooth,-76
1.568,Bluetooth,-75
1.569,Bluetooth,-75
1.598,Bluetooth,-74
1.599,Bluetooth,-75
1.633,Bluetooth,-73
1.635,Bluetooth,-73
1.665,Bluetooth,-75
1.666,Bluetooth,-76
1.699,Bluetooth,-74
1.700,Bluetooth,-75
1.729,Bluetooth,-75
1.731,Bluetooth,-76
1.760,Bluetooth,-72
1.761,Bluetooth,-73
1.795,Bluetooth,-74
1.799,Bluetooth,-75
1.826,Bluetooth,-76
1.827,Bluetooth,-75
1.856,Bluetooth,-75
1.856,Bluetooth,-75
1.887,Bluetooth,-73
1.888,Bluetooth,-73
1.918,Bluetooth,-75
1.919,Bluetooth,-75
1.949,Bluetooth,-77
1.950,Bluetooth,-75
1.979,Bluetooth,-77
1.981,Bluetooth,-78
2.010,Bluetooth,-73
2.011,Bluetooth,-72
2.042,Bluetooth,-75
2.043,Bluetooth,-75
2.072,Bluetooth,-76
2.074,Bluetooth,-77
2.105,Bluetooth,-72
2.105,Bluetooth,-72
2.135,Bluetooth,-72
2.136,Bluetooth,-74
2.166,Bluetooth,-75
2.168,Bluetooth,-75
2.197,Bluetooth,-77
2.199,Bluetooth,-77
2.228,Bluetooth,-74
2.229,Bluetooth,-74
2.263,Bluetooth,-76
2.265,Bluetooth,-76
2.295,Bluetooth,-75
2.297,Bluetooth,-75
2.323,Bluetooth,-76
2.324,Bluetooth,-77
2.357,Bluetooth,-73
2.358,Bluetooth,-73
2.393,Bluetooth,-75
2.394,Bluetooth,-75
2.454,Bluetooth,-77
2.455,Bluetooth,-78
2.487,Bluetooth,-75
2.488,Bluetooth,-74
2.519,Bluetooth,-74
2.521,Bluetooth,-74
2.551,Bluetooth,-77
2.552,Bluetooth,-77
2.584,Bluetooth,-74
