Distance,10.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.000,Bluetooth,-61
0.001,Bluetooth,-62
0.032,Bluetooth,-66
0.032,Bluetooth,-66
0.067,Bluetooth,-67
0.068,Bluetooth,-66
0.164,Bluetooth,-60
0.166,Bluetooth,-61
0.201,Bluetooth,-64
0.202,Bluetooth,-64
0.235,Bluetooth,-59
0.235,Bluetooth,-58
0.269,Bluetooth,-57
0.270,Bluetooth,-58
0.364,Bluetooth,-62
0.366,Bluetooth,-63
0.399,Bluetooth,-55
0.399,Bluetooth,-56
0.465,Bluetooth,-65
0.466,Bluetooth,-64
0.558,Bluetooth,-58
0.559,Bluetooth,-58
0.589,Bluetooth,-64
0.590,Bluetooth,-65
0.646,Bluetooth,-55
0.647,Bluetooth,-54
0.679,Bluetooth,-58
0.680,Bluetooth,-59
0.713,Bluetooth,-63
0.714,Bluetooth,-63
0.743,Bluetooth,-55
0.744,Bluetooth,-55
0.840,Bluetooth,-63
0.841,Bluetooth,-63
0.869,Bluetooth,-56
0.871,Bluetooth,-57
0.933,Bluetooth,-58
0.934,Bluetooth,-60
0.992,Bluetooth,-56
0.993,Bluetooth,-56
1.089,Bluetooth,-62
1.090,Bluetooth,-62
1.118,Bluetooth,-57
1.119,Bluetooth,-57
1.153,Bluetooth,-61
1.154,Bluetooth,-61
1.184,Bluetooth,-61
1.185,Bluetooth,-62
1.245,Bluetooth,-57
1.246,Bluetooth,-57
1.275,Bluetooth,-60
1.276,Bluetooth,-61
1.308,Bluetooth,-60
1.309,Bluetooth,-60
1.369,Bluetooth,-57
1.371,Bluetooth,-57
1.406,Bluetooth,-61
1.407,Bluetooth,-60
1.435,Bluetooth,-60
1.436,Bluetooth,-59
1.467,Bluetooth,-57
1.468,Bluetooth,-56
1.529,Bluetooth,-59
1.530,Bluetooth,-59
1.590,Bluetooth,-61
1.591,Bluetooth,-60
1.652,Bluetooth,-57
1.653,Bluetooth,-56
1.685,Bluetooth,-61
1.686,Bluetooth,-60
1.715,Bluetooth,-62
1.716,Bluetooth,-62
1.749,Bluetooth,-57
1.750,Bluetooth,-57
1.842,Bluetooth,-65
1.843,Bluetooth,-65
1.872,Bluetooth,-58
1.873,Bluetooth,-58
1.905,Bluetooth,-62
1.906,Bluetooth,-61
1.973,Bluetooth,-65
1.974,Bluetooth,-65
2.006,Bluetooth,-58
2.007,Bluetooth,-56
2.042,Bluetooth,-61
2.042,Bluetooth,-60
2.073,Bluetooth,-63
2.074,Bluetooth,-63
2.168,Bluetooth,-59
2.169,Bluetooth,-59
2.199,Bluetooth,-62
2.200,Bluetooth,-62
2.232,Bluetooth,-56
2.233,Bluetooth,-56
2.267,Bluetooth,-60
2.329,Bluetooth,-61
2.331,Bluetooth,-62
2.361,Bluetooth,-57
2.362,Bluetooth,-58
2.391,Bluetooth,-60
2.392,Bluetooth,-60
2.426,Bluetooth,-61
2.427,Bluetooth,-61
2.487,Bluetooth,-56
2.488,Bluetooth,-56
2.519,Bluetooth,-59
2.520,Bluetooth,-58
2.550,Bluetooth,-61
2.551,Bluetooth,-61
2.612,Bluetooth,-57
2.614,Bluetooth,-56
2.678,Bluetooth,-61
2.679,Bluetooth,-61
2.710,Bluetooth,-56
2.711,Bluetooth,-56
2.741,Bluetooth,-58
2.743,Bluetooth,-58
2.811,Bluetooth,-61
2.813,Bluetooth,-61
2.870,Bluetooth,-57
2.871,Bluetooth,-59
2.963,Bluetooth,-54
2.964,Bluetooth,-55
2.994,Bluetooth,-56
2.995,Bluetooth,-56
3.092,Bluetooth,-54
3.093,Bluetooth,-53
3.122,Bluetooth,-54
3.123,Bluetooth,-56
3.152,Bluetooth,-61
3.153,Bluetooth,-62
3.184,Bluetooth,-54
3.185,Bluetooth,-54
3.248,Bluetooth,-55
3.249,Bluetooth,-55
3.282,Bluetooth,-60
3.283,Bluetooth,-60
3.317,Bluetooth,-54
3.318,Bluetooth,-54
3.348,Bluetooth,-55
3.349,Bluetooth,-55
3.411,Bluetooth,-60
3.412,Bluetooth,-60
3.440,Bluetooth,-55
3.441,Bluetooth,-54
3.472,Bluetooth,-55
3.473,Bluetooth,-56
3.506,Bluetooth,-62
3.507,Bluetooth,-61
3.565,Bluetooth,-55
3.566,Bluetooth,-55
3.599,Bluetooth,-55
3.600,Bluetooth,-56
3.692,Bluetooth,-56
3.693,Bluetooth,-55
3.755,Bluetooth,-62
3.756,Bluetooth,-62
3.786,Bluetooth,-56
3.787,Bluetooth,-54
3.823,Bluetooth,-56
3.853,Bluetooth,-54
3.854,Bluetooth,-54
3.884,Bluetooth,-62
3.886,Bluetooth,-62
3.915,Bluetooth,-55
3.915,Bluetooth,-56
78.588,Bluetooth,-75
78.589,Bluetooth,-73
78.649,Bluetooth,-72
78.650,Bluetooth,-71
78.678,Bluetooth,-73
78.679,Bluetooth,-72
78.708,Bluetooth,-72
78.709,Bluetooth,-72
78.773,Bluetooth,-72
78.774,Bluetooth,-72
78.805,Bluetooth,-73
78.806,Bluetooth,-73
78.838,Bluetooth,-71
78.840,Bluetooth,-71
78.871,Bluetooth,-72
78.872,Bluetooth,-71
78.902,Bluetooth,-73
78.903,Bluetooth,-74
78.973,Bluetooth,-71
78.973,Bluetooth,-72
79.005,Bluetooth,-71
79.006,Bluetooth,-71
79.036,Bluetooth,-73
79.037,Bluetooth,-73
79.065,Bluetooth,-70
79.066,Bluetooth,-71
79.163,Bluetooth,-72
79.163,Bluetooth,-72
79.197,Bluetooth,-70
79.198,Bluetooth,-70
79.228,Bluetooth,-71
79.229,Bluetooth,-71
79.293,Bluetooth,-72
79.294,Bluetooth,-72
79.327,Bluetooth,-70
79.328,Bluetooth,-70
79.361,Bluetooth,-71
79.363,Bluetooth,-71
79.393,Bluetooth,-72
79.394,Bluetooth,-72
79.424,Bluetooth,-69
79.425,Bluetooth,-70
79.491,Bluetooth,-71
79.492,Bluetooth,-71
79.522,Bluetooth,-72
79.523,Bluetooth,-71
79.552,Bluetooth,-70
79.553,Bluetooth,-69
79.582,Bluetooth,-71
79.584,Bluetooth,-70
79.677,Bluetooth,-71
79.678,Bluetooth,-72
79.712,Bluetooth,-69
79.713,Bluetooth,-68
79.810,Bluetooth,-72
79.810,Bluetooth,-71
79.839,Bluetooth,-69
79.841,Bluetooth,-69
79.873,Bluetooth,-72
79.874,Bluetooth,-73
79.906,Bluetooth,-73
79.908,Bluetooth,-72
79.967,Bluetooth,-68
79.968,Bluetooth,-67
80.032,Bluetooth,-72
80.034,Bluetooth,-71
80.065,Bluetooth,-69
80.066,Bluetooth,-69
80.128,Bluetooth,-72
80.129,Bluetooth,-73
80.159,Bluetooth,-72
80.160,Bluetooth,-72
80.188,Bluetooth,-68
80.190,Bluetooth,-68
80.252,Bluetooth,-72
80.253,Bluetooth,-71
80.280,Bluetooth,-74
80.281,Bluetooth,-73
80.313,Bluetooth,-68
80.314,Bluetooth,-67
80.375,Bluetooth,-72
80.376,Bluetooth,-71
80.406,Bluetooth,-71
80.407,Bluetooth,-72
80.437,Bluetooth,-68
80.438,Bluetooth,-68
80.467,Bluetooth,-72
80.468,Bluetooth,-71
80.532,Bluetooth,-73
80.533,Bluetooth,-73
80.566,Bluetooth,-70
80.567,Bluetooth,-68
80.629,Bluetooth,-73
80.631,Bluetooth,-73
80.664,Bluetooth,-69
80.665,Bluetooth,-69
80.695,Bluetooth,-71
80.697,Bluetooth,-71
80.724,Bluetooth,-72
80.726,Bluetooth,-73
80.756,Bluetooth,-73
80.757,Bluetooth,-73
80.787,Bluetooth,-70
80.788,Bluetooth,-71
80.850,Bluetooth,-71
80.851,Bluetooth,-71
80.879,Bluetooth,-73
80.880,Bluetooth,-73
80.909,Bluetooth,-70
80.911,Bluetooth,-70
81.007,Bluetooth,-73
81.042,Bluetooth,-72
81.043,Bluetooth,-72
81.075,Bluetooth,-71
81.076,Bluetooth,-70
81.105,Bluetooth,-73
81.106,Bluetooth,-73
81.134,Bluetooth,-72
81.135,Bluetooth,-73
81.167,Bluetooth,-73
81.168,Bluetooth,-73
81.232,Bluetooth,-73
81.233,Bluetooth,-73
81.291,Bluetooth,-73
81.292,Bluetooth,-74
81.327,Bluetooth,-71
81.328,Bluetooth,-71
81.358,Bluetooth,-73
81.359,Bluetooth,-73
81.390,Bluetooth,-74
81.391,Bluetooth,-75
81.451,Bluetooth,-71
81.453,Bluetooth,-71
81.484,Bluetooth,-73
81.485,Bluetooth,-73
81.515,Bluetooth,-73
81.516,Bluetooth,-75
81.546,Bluetooth,-71
81.548,Bluetooth,-71
81.612,Bluetooth,-73
81.613,Bluetooth,-74
81.644,Bluetooth,-75
81.646,Bluetooth,-76
