Distance,6.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.000,Bluetooth,-71
0.000,Bluetooth,-72
0.031,Bluetooth,-63
0.032,Bluetooth,-65
0.095,Bluetooth,-60
0.096,Bluetooth,-60
0.126,Bluetooth,-71
0.127,Bluetooth,-71
0.189,Bluetooth,-62
0.190,Bluetooth,-63
0.224,Bluetooth,-59
0.225,Bluetooth,-60
0.256,Bluetooth,-70
0.257,Bluetooth,-71
0.289,Bluetooth,-63
0.290,Bluetooth,-63
0.323,Bluetooth,-59
0.324,Bluetooth,-59
0.351,Bluetooth,-59
0.354,Bluetooth,-59
0.384,Bluetooth,-71
0.386,Bluetooth,-68
0.418,Bluetooth,-64
0.419,Bluetooth,-63
0.509,Bluetooth,-68
0.510,Bluetooth,-69
0.539,Bluetooth,-62
0.540,Bluetooth,-62
0.570,Bluetooth,-58
0.571,Bluetooth,-58
0.667,Bluetooth,-64
0.667,Bluetooth,-63
0.697,Bluetooth,-57
0.698,Bluetooth,-58
0.729,Bluetooth,-69
0.730,Bluetooth,-68
0.763,Bluetooth,-62
0.764,Bluetooth,-63
0.797,Bluetooth,-62
0.798,Bluetooth,-63
0.824,Bluetooth,-59
0.825,Bluetooth,-57
0.854,Bluetooth,-71
0.855,Bluetooth,-72
0.979,Bluetooth,-67
0.980,Bluetooth,-66
1.011,Bluetooth,-61
1.013,Bluetooth,-63
1.074,Bluetooth,-58
1.075,Bluetooth,-58
1.105,Bluetooth,-69
1.106,Bluetooth,-68
1.139,Bluetooth,-62
1.140,Bluetooth,-62
1.173,Bluetooth,-57
1.173,Bluetooth,-59
1.206,Bluetooth,-68
1.207,Bluetooth,-68
1.271,Bluetooth,-60
1.272,Bluetooth,-62
1.303,Bluetooth,-59
1.304,Bluetooth,-59
1.370,Bluetooth,-69
1.371,Bluetooth,-69
1.504,Bluetooth,-70
1.505,Bluetooth,-70
1.536,Bluetooth,-62
1.538,Bluetooth,-62
1.567,Bluetooth,-58
1.568,Bluetooth,-58
1.626,Bluetooth,-72
1.655,Bluetooth,-62
1.719,Bluetooth,-71
1.720,Bluetooth,-71
1.748,Bluetooth,-70
1.749,Bluetooth,-70
1.786,Bluetooth,-63
1.787,Bluetooth,-63
1.814,Bluetooth,-57
1.815,Bluetooth,-58
1.848,Bluetooth,-70
1.849,Bluetooth,-70
1.881,Bluetooth,-63
1.882,Bluetooth,-63
1.942,Bluetooth,-58
1.944,Bluetooth,-58
1.975,Bluetooth,-71
1.976,Bluetooth,-71
2.008,Bluetooth,-63
2.009,Bluetooth,-64
2.067,Bluetooth,-59
2.069,Bluetooth,-58
2.100,Bluetooth,-71
2.101,Bluetooth,-71
2.137,Bluetooth,-64
2.138,Bluetooth,-64
2.166,Bluetooth,-59
2.167,Bluetooth,-59
2.228,Bluetooth,-74
2.229,Bluetooth,-72
2.258,Bluetooth,-64
2.259,Bluetooth,-64
2.323,Bluetooth,-75
2.325,Bluetooth,-74
2.389,Bluetooth,-63
2.390,Bluetooth,-64
2.451,Bluetooth,-73
2.452,Bluetooth,-73
2.486,Bluetooth,-64
2.488,Bluetooth,-64
2.521,Bluetooth,-59
2.522,Bluetooth,-59
2.580,Bluetooth,-72
2.581,Bluetooth,-73
2.616,Bluetooth,-65
2.647,Bluetooth,-65
2.648,Bluetooth,-65
2.709,Bluetooth,-61
2.710,Bluetooth,-60
2.739,Bluetooth,-75
2.739,Bluetooth,-75
2.771,Bluetooth,-64
2.773,Bluetooth,-64
2.804,Bluetooth,-60
2.805,Bluetooth,-60
2.869,Bluetooth,-76
2.870,Bluetooth,-77
2.900,Bluetooth,-65
2.902,Bluetooth,-65
2.961,Bluetooth,-76
2.962,Bluetooth,-77
2.995,Bluetooth,-77
2.995,Bluetooth,-79
3.028,Bluetooth,-63
3.058,Bluetooth,-61
3.059,Bluetooth,-60
3.088,Bluetooth,-78
3.089,Bluetooth,-78
3.122,Bluetooth,-64
3.123,Bluetooth,-63
3.186,Bluetooth,-60
3.187,Bluetooth,-59
3.223,Bluetooth,-74
3.224,Bluetooth,-74
3.254,Bluetooth,-64
3.255,Bluetooth,-65
3.284,Bluetooth,-60
3.286,Bluetooth,-59
3.377,Bluetooth,-64
3.378,Bluetooth,-65
3.446,Bluetooth,-70
3.447,Bluetooth,-69
3.513,Bluetooth,-57
3.514,Bluetooth,-58
3.546,Bluetooth,-58
3.547,Bluetooth,-59
3.581,Bluetooth,-65
3.582,Bluetooth,-65
3.612,Bluetooth,-68
3.613,Bluetooth,-68
3.673,Bluetooth,-59
3.674,Bluetooth,-58
3.704,Bluetooth,-65
3.705,Bluetooth,-63
3.735,Bluetooth,-67
3.737,Bluetooth,-68
3.801,Bluetooth,-58
3.802,Bluetooth,-58
3.831,Bluetooth,-65
3.832,Bluetooth,-66
3.869,Bluetooth,-68
3.870,Bluetooth,-67
3.898,Bluetooth,-58
3.898,Bluetooth,-59
3.927,Bluetooth,-59
3.928,Bluetooth,-59
