Distance,4.0
TXDevice,iPhone11
TXPower,8
RXDevice,iPhone11_Pro_max
0.000,Bluetooth,-54
0.001,Bluetooth,-53
0.038,Bluetooth,-52
0.039,Bluetooth,-53
0.070,Bluetooth,-51
0.071,Bluetooth,-51
0.142,Bluetooth,-55
0.212,Bluetooth,-54
0.213,Bluetooth,-53
0.247,Bluetooth,-52
0.248,Bluetooth,-52
0.391,Bluetooth,-50
0.391,Bluetooth,-51
0.428,Bluetooth,-54
0.429,Bluetooth,-54
0.600,Bluetooth,-53
0.601,Bluetooth,-52
0.641,Bluetooth,-52
0.641,Bluetooth,-52
0.675,Bluetooth,-51
0.676,Bluetooth,-52
0.705,Bluetooth,-52
0.706,Bluetooth,-53
0.738,Bluetooth,-51
0.838,Bluetooth,-51
0.839,Bluetooth,-52
0.877,Bluetooth,-51
0.878,Bluetooth,-51
0.917,Bluetooth,-53
0.919,Bluetooth,-53
0.951,Bluetooth,-50
0.952,Bluetooth,-51
1.023,Bluetooth,-52
1.024,Bluetooth,-50
1.093,Bluetooth,-53
1.094,Bluetooth,-53
1.128,Bluetooth,-51
1.129,Bluetooth,-50
1.165,Bluetooth,-49
1.166,Bluetooth,-50
1.201,Bluetooth,-53
1.202,Bluetooth,-53
1.232,Bluetooth,-50
1.233,Bluetooth,-53
1.296,Bluetooth,-51
1.297,Bluetooth,-51
1.372,Bluetooth,-52
1.373,Bluetooth,-51
1.477,Bluetooth,-51
1.478,Bluetooth,-52
1.513,Bluetooth,-52
1.514,Bluetooth,-52
1.546,Bluetooth,-53
1.547,Bluetooth,-52
1.584,Bluetooth,-53
1.585,Bluetooth,-51
1.623,Bluetooth,-53
1.624,Bluetooth,-53
1.686,Bluetooth,-53
1.687,Bluetooth,-53
1.720,Bluetooth,-51
1.721,Bluetooth,-51
1.754,Bluetooth,-50
1.755,Bluetooth,-51
1.788,Bluetooth,-52
1.789,Bluetooth,-52
1.852,Bluetooth,-50
1.853,Bluetooth,-50
1.883,Bluetooth,-49
1.884,Bluetooth,-50
1.920,Bluetooth,-50
1.921,Bluetooth,-51
1.956,Bluetooth,-50
1.988,Bluetooth,-51
1.989,Bluetooth,-51
2.029,Bluetooth,-50
2.030,Bluetooth,-50
2.058,Bluetooth,-49
2.058,Bluetooth,-48
2.167,Bluetooth,-50
2.167,Bluetooth,-50
2.202,Bluetooth,-49
2.203,Bluetooth,-49
2.243,Bluetooth,-54
2.282,Bluetooth,-52
2.282,Bluetooth,-51
2.321,Bluetooth,-51
2.323,Bluetooth,-51
2.357,Bluetooth,-52
2.358,Bluetooth,-50
2.393,Bluetooth,-53
2.394,Bluetooth,-52
2.430,Bluetooth,-52
2.430,Bluetooth,-52
2.468,Bluetooth,-51
2.469,Bluetooth,-51
2.542,Bluetooth,-53
2.575,Bluetooth,-51
2.576,Bluetooth,-51
2.609,Bluetooth,-53
2.610,Bluetooth,-53
2.710,Bluetooth,-52
2.710,Bluetooth,-52
2.746,Bluetooth,-53
2.747,Bluetooth,-54
2.815,Bluetooth,-53
2.816,Bluetooth,-53
2.915,Bluetooth,-55
2.915,Bluetooth,-54
3.014,Bluetooth,-53
3.015,Bluetooth,-53
3.044,Bluetooth,-52
3.045,Bluetooth,-53
3.081,Bluetooth,-49
3.082,Bluetooth,-49
3.119,Bluetooth,-53
3.120,Bluetooth,-52
3.154,Bluetooth,-53
3.223,Bluetooth,-52
3.224,Bluetooth,-53
3.254,Bluetooth,-49
3.255,Bluetooth,-50
3.329,Bluetooth,-51
3.329,Bluetooth,-52
3.447,Bluetooth,-53
3.486,Bluetooth,-52
3.487,Bluetooth,-52
3.518,Bluetooth,-52
3.519,Bluetooth,-53
3.589,Bluetooth,-52
3.590,Bluetooth,-53
3.692,Bluetooth,-47
3.693,Bluetooth,-49
3.728,Bluetooth,-53
3.729,Bluetooth,-53
3.807,Bluetooth,-54
3.808,Bluetooth,-52
3.944,Bluetooth,-53
