Distance,15.0
TXDevice,iPhone11_Pro
TXPower,7
RXDevice,iPhoneXR
0.000,Bluetooth,-56
0.002,Bluetooth,-54
0.039,Bluetooth,-54
0.042,Bluetooth,-54
0.070,Bluetooth,-58
0.072,Bluetooth,-58
0.111,Bluetooth,-55
0.114,Bluetooth,-53
0.144,Bluetooth,-54
0.147,Bluetooth,-54
0.218,Bluetooth,-51
0.219,Bluetooth,-52
0.258,Bluetooth,-52
0.260,Bluetooth,-54
0.353,Bluetooth,-51
0.355,Bluetooth,-51
0.388,Bluetooth,-52
0.390,Bluetooth,-51
0.423,Bluetooth,-53
0.424,Bluetooth,-53
0.457,Bluetooth,-55
0.459,Bluetooth,-53
0.495,Bluetooth,-51
0.498,Bluetooth,-52
0.532,Bluetooth,-54
0.534,Bluetooth,-55
0.564,Bluetooth,-58
0.567,Bluetooth,-58
0.633,Bluetooth,-52
0.635,Bluetooth,-52
0.710,Bluetooth,-53
0.712,Bluetooth,-53
0.750,Bluetooth,-49
0.752,Bluetooth,-50
0.789,Bluetooth,-59
0.791,Bluetooth,-58
0.822,Bluetooth,-55
0.824,Bluetooth,-55
0.854,Bluetooth,-48
0.856,Bluetooth,-50
0.891,Bluetooth,-57
0.893,Bluetooth,-56
0.921,Bluetooth,-57
0.923,Bluetooth,-56
0.955,Bluetooth,-55
0.957,Bluetooth,-56
0.990,Bluetooth,-48
0.992,Bluetooth,-48
1.022,Bluetooth,-54
1.024,Bluetooth,-54
1.053,Bluetooth,-54
1.055,Bluetooth,-55
1.201,Bluetooth,-55
1.202,Bluetooth,-56
1.267,Bluetooth,-57
1.269,Bluetooth,-57
1.471,Bluetooth,-49
1.473,Bluetooth,-48
1.501,Bluetooth,-55
1.502,Bluetooth,-55
1.582,Bluetooth,-49
1.584,Bluetooth,-49
1.616,Bluetooth,-55
1.617,Bluetooth,-55
1.684,Bluetooth,-54
1.686,Bluetooth,-55
1.714,Bluetooth,-49
1.716,Bluetooth,-49
1.744,Bluetooth,-54
1.747,Bluetooth,-53
1.779,Bluetooth,-54
1.781,Bluetooth,-52
1.819,Bluetooth,-49
1.821,Bluetooth,-49
1.964,Bluetooth,-48
1.967,Bluetooth,-48
1.991,Bluetooth,-55
1.993,Bluetooth,-54
2.032,Bluetooth,-53
2.034,Bluetooth,-54
2.103,Bluetooth,-53
2.231,Bluetooth,-54
2.234,Bluetooth,-54
2.264,Bluetooth,-52
2.266,Bluetooth,-53
2.294,Bluetooth,-49
2.296,Bluetooth,-50
2.333,Bluetooth,-56
2.335,Bluetooth,-56
2.370,Bluetooth,-54
2.372,Bluetooth,-53
2.439,Bluetooth,-53
2.441,Bluetooth,-53
2.471,Bluetooth,-54
2.473,Bluetooth,-54
2.508,Bluetooth,-53
2.510,Bluetooth,-53
2.540,Bluetooth,-52
2.542,Bluetooth,-52
2.577,Bluetooth,-57
2.651,Bluetooth,-50
2.653,Bluetooth,-50
2.681,Bluetooth,-50
2.683,Bluetooth,-51
2.718,Bluetooth,-56
2.720,Bluetooth,-56
2.791,Bluetooth,-52
2.793,Bluetooth,-52
2.821,Bluetooth,-56
2.823,Bluetooth,-57
2.855,Bluetooth,-60
2.856,Bluetooth,-60
2.952,Bluetooth,-52
2.993,Bluetooth,-52
2.995,Bluetooth,-52
3.179,Bluetooth,-48
3.181,Bluetooth,-48
3.213,Bluetooth,-50
3.214,Bluetooth,-50
3.316,Bluetooth,-48
3.318,Bluetooth,-47
3.351,Bluetooth,-52
3.353,Bluetooth,-51
3.383,Bluetooth,-64
3.385,Bluetooth,-65
3.417,Bluetooth,-49
3.419,Bluetooth,-48
3.455,Bluetooth,-50
3.457,Bluetooth,-53
3.601,Bluetooth,-52
3.602,Bluetooth,-52
3.666,Bluetooth,-48
3.668,Bluetooth,-49
3.698,Bluetooth,-53
3.699,Bluetooth,-52
3.736,Bluetooth,-60
3.737,Bluetooth,-60
3.805,Bluetooth,-49
3.807,Bluetooth,-49
3.909,Bluetooth,-50
3.911,Bluetooth,-48
3.941,Bluetooth,-53
3.943,Bluetooth,-53
3.973,Bluetooth,-57
3.974,Bluetooth,-57
89.623,Bluetooth,-54
89.624,Bluetooth,-54
89.656,Bluetooth,-53
89.657,Bluetooth,-53
89.688,Bluetooth,-56
89.689,Bluetooth,-57
89.725,Bluetooth,-54
89.726,Bluetooth,-54
89.757,Bluetooth,-54
89.759,Bluetooth,-54
89.863,Bluetooth,-54
89.865,Bluetooth,-54
89.897,Bluetooth,-52
89.899,Bluetooth,-52
89.932,Bluetooth,-58
89.934,Bluetooth,-58
89.963,Bluetooth,-57
89.965,Bluetooth,-57
90.037,Bluetooth,-54
90.038,Bluetooth,-56
90.077,Bluetooth,-56
90.079,Bluetooth,-57
90.114,Bluetooth,-53
90.116,Bluetooth,-55
90.146,Bluetooth,-54
90.148,Bluetooth,-55
90.223,Bluetooth,-53
90.225,Bluetooth,-53
90.253,Bluetooth,-53
90.254,Bluetooth,-54
90.393,Bluetooth,-57
90.395,Bluetooth,-60
90.430,Bluetooth,-57
90.432,Bluetooth,-57
90.471,Bluetooth,-58
90.472,Bluetooth,-59
90.500,Bluetooth,-63
90.502,Bluetooth,-63
90.535,Bluetooth,-56
90.536,Bluetooth,-56
90.573,Bluetooth,-58
90.574,Bluetooth,-57
90.606,Bluetooth,-65
90.607,Bluetooth,-65
90.638,Bluetooth,-61
90.640,Bluetooth,-61
90.675,Bluetooth,-54
90.676,Bluetooth,-54
90.711,Bluetooth,-56
90.713,Bluetooth,-55
90.747,Bluetooth,-64
90.749,Bluetooth,-62
90.779,Bluetooth,-54
90.781,Bluetooth,-54
90.818,Bluetooth,-54
90.819,Bluetooth,-56
90.855,Bluetooth,-62
90.857,Bluetooth,-64
90.895,Bluetooth,-52
90.897,Bluetooth,-53
90.929,Bluetooth,-54
90.930,Bluetooth,-54
90.966,Bluetooth,-64
90.968,Bluetooth,-64
90.997,Bluetooth,-64
90.998,Bluetooth,-65
91.031,Bluetooth,-53
91.033,Bluetooth,-53
91.062,Bluetooth,-53
91.064,Bluetooth,-54
91.100,Bluetooth,-64
91.102,Bluetooth,-63
91.136,Bluetooth,-52
91.138,Bluetooth,-52
91.169,Bluetooth,-53
91.171,Bluetooth,-53
91.199,Bluetooth,-55
91.200,Bluetooth,-54
