Distance,10.0
TXDevice,iPhone11
TXPower,8
RXDevice,iPhone11_Pro_max
0.069,Bluetooth,-60
0.071,Bluetooth,-60
0.103,Bluetooth,-61
0.104,Bluetooth,-61
0.131,Bluetooth,-61
0.132,Bluetooth,-60
0.172,Bluetooth,-58
0.173,Bluetooth,-58
0.241,Bluetooth,-61
0.242,Bluetooth,-62
0.283,Bluetooth,-60
0.320,Bluetooth,-61
0.321,Bluetooth,-61
0.389,Bluetooth,-54
0.390,Bluetooth,-55
0.429,Bluetooth,-61
0.429,Bluetooth,-60
0.459,Bluetooth,-57
0.460,Bluetooth,-57
0.490,Bluetooth,-52
0.491,Bluetooth,-53
0.596,Bluetooth,-60
0.630,Bluetooth,-58
0.631,Bluetooth,-60
0.671,Bluetooth,-57
0.672,Bluetooth,-58
0.735,Bluetooth,-61
0.736,Bluetooth,-60
0.843,Bluetooth,-60
0.844,Bluetooth,-60
0.874,Bluetooth,-57
0.951,Bluetooth,-57
0.952,Bluetooth,-56
0.989,Bluetooth,-57
0.990,Bluetooth,-57
1.027,Bluetooth,-62
1.028,Bluetooth,-61
1.173,Bluetooth,-57
1.205,Bluetooth,-60
1.206,Bluetooth,-60
1.270,Bluetooth,-55
1.271,Bluetooth,-55
1.333,Bluetooth,-61
1.334,Bluetooth,-60
1.363,Bluetooth,-56
1.364,Bluetooth,-56
1.467,Bluetooth,-62
1.503,Bluetooth,-62
1.504,Bluetooth,-61
1.542,Bluetooth,-55
1.543,Bluetooth,-55
1.615,Bluetooth,-57
1.616,Bluetooth,-56
1.786,Bluetooth,-55
1.823,Bluetooth,-62
1.823,Bluetooth,-61
1.860,Bluetooth,-55
1.861,Bluetooth,-55
1.899,Bluetooth,-58
1.900,Bluetooth,-56
1.933,Bluetooth,-61
1.934,Bluetooth,-61
1.968,Bluetooth,-54
1.969,Bluetooth,-54
2.072,Bluetooth,-58
2.106,Bluetooth,-61
2.185,Bluetooth,-59
2.187,Bluetooth,-58
2.318,Bluetooth,-58
2.319,Bluetooth,-58
2.356,Bluetooth,-61
2.357,Bluetooth,-61
2.385,Bluetooth,-60
2.417,Bluetooth,-61
2.418,Bluetooth,-61
2.493,Bluetooth,-58
2.494,Bluetooth,-58
2.522,Bluetooth,-61
2.523,Bluetooth,-62
2.695,Bluetooth,-55
2.765,Bluetooth,-56
2.765,Bluetooth,-55
2.795,Bluetooth,-57
2.795,Bluetooth,-57
2.868,Bluetooth,-55
2.869,Bluetooth,-55
2.933,Bluetooth,-56
2.934,Bluetooth,-56
2.994,Bluetooth,-57
3.028,Bluetooth,-64
3.029,Bluetooth,-63
3.096,Bluetooth,-64
3.097,Bluetooth,-64
3.130,Bluetooth,-63
3.131,Bluetooth,-63
3.171,Bluetooth,-55
3.172,Bluetooth,-55
3.279,Bluetooth,-63
3.317,Bluetooth,-56
3.318,Bluetooth,-55
3.386,Bluetooth,-64
3.387,Bluetooth,-64
3.426,Bluetooth,-55
3.427,Bluetooth,-56
3.491,Bluetooth,-58
3.492,Bluetooth,-58
3.520,Bluetooth,-65
3.521,Bluetooth,-65
3.554,Bluetooth,-55
3.555,Bluetooth,-55
3.590,Bluetooth,-58
3.620,Bluetooth,-56
3.620,Bluetooth,-55
3.655,Bluetooth,-57
3.656,Bluetooth,-58
3.694,Bluetooth,-65
3.695,Bluetooth,-65
3.761,Bluetooth,-58
3.762,Bluetooth,-57
3.831,Bluetooth,-67
3.832,Bluetooth,-66
3.866,Bluetooth,-55
3.867,Bluetooth,-56
3.943,Bluetooth,-67
3.944,Bluetooth,-66
107.564,Bluetooth,-56
107.565,Bluetooth,-56
107.604,Bluetooth,-53
107.604,Bluetooth,-53
107.673,Bluetooth,-54
107.746,Bluetooth,-55
107.747,Bluetooth,-56
107.781,Bluetooth,-54
107.782,Bluetooth,-53
107.813,Bluetooth,-51
107.814,Bluetooth,-51
107.848,Bluetooth,-54
107.849,Bluetooth,-53
107.914,Bluetooth,-55
107.977,Bluetooth,-51
108.014,Bluetooth,-53
108.015,Bluetooth,-54
108.046,Bluetooth,-54
108.046,Bluetooth,-55
108.084,Bluetooth,-51
108.084,Bluetooth,-52
108.120,Bluetooth,-53
108.121,Bluetooth,-53
108.230,Bluetooth,-51
108.231,Bluetooth,-51
108.269,Bluetooth,-53
108.329,Bluetooth,-53
108.330,Bluetooth,-53
108.362,Bluetooth,-56
108.363,Bluetooth,-56
108.401,Bluetooth,-52
108.402,Bluetooth,-52
108.442,Bluetooth,-54
108.443,Bluetooth,-54
108.480,Bluetooth,-56
108.480,Bluetooth,-57
108.514,Bluetooth,-52
108.515,Bluetooth,-52
108.546,Bluetooth,-54
108.584,Bluetooth,-56
108.620,Bluetooth,-53
108.620,Bluetooth,-53
108.655,Bluetooth,-56
108.656,Bluetooth,-55
108.695,Bluetooth,-53
108.696,Bluetooth,-53
108.765,Bluetooth,-56
108.766,Bluetooth,-56
108.834,Bluetooth,-54
108.835,Bluetooth,-53
108.907,Bluetooth,-54
108.908,Bluetooth,-54
108.981,Bluetooth,-53
108.982,Bluetooth,-53
109.011,Bluetooth,-53
109.012,Bluetooth,-54
109.112,Bluetooth,-52
109.112,Bluetooth,-53
