Distance,6.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhoneXR
0.000,Bluetooth,-73
0.002,Bluetooth,-74
0.102,Bluetooth,-66
0.103,Bluetooth,-66
0.132,Bluetooth,-72
0.133,Bluetooth,-73
0.166,Bluetooth,-66
0.199,Bluetooth,-66
0.201,Bluetooth,-66
0.263,Bluetooth,-72
0.265,Bluetooth,-71
0.296,Bluetooth,-66
0.298,Bluetooth,-65
0.330,Bluetooth,-65
0.332,Bluetooth,-66
0.358,Bluetooth,-73
0.359,Bluetooth,-74
0.388,Bluetooth,-73
0.389,Bluetooth,-73
0.419,Bluetooth,-67
0.421,Bluetooth,-66
0.450,Bluetooth,-65
0.452,Bluetooth,-65
0.479,Bluetooth,-72
0.481,Bluetooth,-73
0.608,Bluetooth,-72
0.609,Bluetooth,-73
0.643,Bluetooth,-65
0.645,Bluetooth,-66
0.674,Bluetooth,-67
0.704,Bluetooth,-65
0.705,Bluetooth,-65
0.735,Bluetooth,-72
0.737,Bluetooth,-72
0.766,Bluetooth,-65
0.768,Bluetooth,-65
0.800,Bluetooth,-65
0.802,Bluetooth,-65
0.864,Bluetooth,-73
0.866,Bluetooth,-71
0.895,Bluetooth,-65
0.896,Bluetooth,-66
0.928,Bluetooth,-66
0.930,Bluetooth,-65
0.960,Bluetooth,-72
0.962,Bluetooth,-73
0.995,Bluetooth,-66
0.996,Bluetooth,-66
1.029,Bluetooth,-66
1.031,Bluetooth,-65
1.060,Bluetooth,-64
1.062,Bluetooth,-66
1.089,Bluetooth,-71
1.091,Bluetooth,-70
1.122,Bluetooth,-65
1.123,Bluetooth,-66
1.155,Bluetooth,-65
1.157,Bluetooth,-65
1.218,Bluetooth,-72
1.219,Bluetooth,-73
1.252,Bluetooth,-65
1.253,Bluetooth,-66
1.283,Bluetooth,-66
1.284,Bluetooth,-66
1.314,Bluetooth,-72
1.315,Bluetooth,-72
1.347,Bluetooth,-73
1.348,Bluetooth,-72
1.379,Bluetooth,-66
1.381,Bluetooth,-66
1.409,Bluetooth,-66
1.410,Bluetooth,-67
1.469,Bluetooth,-72
1.471,Bluetooth,-73
1.501,Bluetooth,-66
1.502,Bluetooth,-66
1.535,Bluetooth,-66
1.537,Bluetooth,-66
1.564,Bluetooth,-73
1.566,Bluetooth,-73
1.595,Bluetooth,-64
1.625,Bluetooth,-65
1.626,Bluetooth,-67
1.657,Bluetooth,-66
1.658,Bluetooth,-66
1.690,Bluetooth,-75
1.692,Bluetooth,-76
1.726,Bluetooth,-65
1.727,Bluetooth,-66
1.757,Bluetooth,-65
1.758,Bluetooth,-66
1.786,Bluetooth,-66
1.788,Bluetooth,-66
1.849,Bluetooth,-66
1.850,Bluetooth,-66
1.883,Bluetooth,-66
1.885,Bluetooth,-66
1.943,Bluetooth,-76
1.944,Bluetooth,-75
1.973,Bluetooth,-65
1.975,Bluetooth,-65
2.005,Bluetooth,-66
2.064,Bluetooth,-76
2.066,Bluetooth,-77
2.099,Bluetooth,-65
2.160,Bluetooth,-74
2.162,Bluetooth,-74
2.195,Bluetooth,-65
2.197,Bluetooth,-66
2.229,Bluetooth,-64
2.259,Bluetooth,-64
2.260,Bluetooth,-64
2.288,Bluetooth,-74
2.289,Bluetooth,-75
2.318,Bluetooth,-66
2.320,Bluetooth,-67
2.349,Bluetooth,-66
2.350,Bluetooth,-66
2.380,Bluetooth,-64
2.382,Bluetooth,-63
