Distance,15.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhoneXR
0.000,Bluetooth,-70
0.003,Bluetooth,-69
0.063,Bluetooth,-81
0.132,Bluetooth,-70
0.133,Bluetooth,-70
0.160,Bluetooth,-81
0.162,Bluetooth,-81
0.226,Bluetooth,-76
0.227,Bluetooth,-75
0.358,Bluetooth,-70
0.359,Bluetooth,-69
0.423,Bluetooth,-81
0.424,Bluetooth,-81
0.457,Bluetooth,-75
0.491,Bluetooth,-69
0.493,Bluetooth,-69
0.524,Bluetooth,-82
0.526,Bluetooth,-81
0.560,Bluetooth,-75
0.561,Bluetooth,-75
0.627,Bluetooth,-70
0.628,Bluetooth,-70
0.655,Bluetooth,-80
0.657,Bluetooth,-81
0.686,Bluetooth,-74
0.688,Bluetooth,-75
0.722,Bluetooth,-70
0.724,Bluetooth,-70
0.756,Bluetooth,-81
0.757,Bluetooth,-82
0.787,Bluetooth,-82
0.789,Bluetooth,-81
0.820,Bluetooth,-75
0.822,Bluetooth,-76
0.856,Bluetooth,-72
0.857,Bluetooth,-71
0.919,Bluetooth,-75
0.921,Bluetooth,-76
1.010,Bluetooth,-81
1.042,Bluetooth,-77
1.044,Bluetooth,-77
1.110,Bluetooth,-71
1.112,Bluetooth,-70
1.268,Bluetooth,-83
1.270,Bluetooth,-81
1.367,Bluetooth,-83
1.369,Bluetooth,-81
1.397,Bluetooth,-80
1.398,Bluetooth,-79
1.464,Bluetooth,-71
1.466,Bluetooth,-71
1.495,Bluetooth,-82
1.497,Bluetooth,-82
1.528,Bluetooth,-79
1.530,Bluetooth,-79
1.564,Bluetooth,-71
1.566,Bluetooth,-71
1.628,Bluetooth,-82
1.629,Bluetooth,-82
1.668,Bluetooth,-78
1.669,Bluetooth,-79
1.693,Bluetooth,-71
1.694,Bluetooth,-71
1.723,Bluetooth,-81
1.724,Bluetooth,-82
1.786,Bluetooth,-79
1.787,Bluetooth,-80
1.817,Bluetooth,-71
1.819,Bluetooth,-72
1.845,Bluetooth,-80
1.847,Bluetooth,-81
1.881,Bluetooth,-78
1.882,Bluetooth,-78
1.943,Bluetooth,-72
1.944,Bluetooth,-71
1.974,Bluetooth,-82
1.975,Bluetooth,-80
2.009,Bluetooth,-79
2.011,Bluetooth,-79
2.044,Bluetooth,-71
2.046,Bluetooth,-72
2.075,Bluetooth,-81
2.077,Bluetooth,-81
2.109,Bluetooth,-81
2.111,Bluetooth,-83
2.141,Bluetooth,-79
2.142,Bluetooth,-78
2.172,Bluetooth,-71
2.174,Bluetooth,-71
2.200,Bluetooth,-82
2.202,Bluetooth,-82
2.238,Bluetooth,-78
2.239,Bluetooth,-79
2.268,Bluetooth,-79
2.269,Bluetooth,-79
2.299,Bluetooth,-71
2.301,Bluetooth,-71
2.330,Bluetooth,-82
2.332,Bluetooth,-81
2.363,Bluetooth,-78
2.365,Bluetooth,-78
2.398,Bluetooth,-70
2.399,Bluetooth,-71
2.463,Bluetooth,-81
2.464,Bluetooth,-81
2.533,Bluetooth,-71
2.535,Bluetooth,-71
2.563,Bluetooth,-81
2.564,Bluetooth,-81
2.623,Bluetooth,-77
2.625,Bluetooth,-78
2.656,Bluetooth,-72
2.657,Bluetooth,-71
2.684,Bluetooth,-81
2.686,Bluetooth,-81
2.776,Bluetooth,-71
2.778,Bluetooth,-71
2.806,Bluetooth,-81
2.808,Bluetooth,-81
2.842,Bluetooth,-77
2.844,Bluetooth,-78
2.903,Bluetooth,-71
2.905,Bluetooth,-71
2.931,Bluetooth,-81
2.933,Bluetooth,-81
2.963,Bluetooth,-80
2.965,Bluetooth,-79
2.998,Bluetooth,-71
2.999,Bluetooth,-72
3.060,Bluetooth,-81
3.062,Bluetooth,-81
3.091,Bluetooth,-78
3.092,Bluetooth,-78
3.124,Bluetooth,-71
3.125,Bluetooth,-71
3.189,Bluetooth,-82
3.190,Bluetooth,-81
3.221,Bluetooth,-78
3.223,Bluetooth,-78
3.253,Bluetooth,-72
3.255,Bluetooth,-71
3.287,Bluetooth,-81
3.289,Bluetooth,-82
3.380,Bluetooth,-72
3.382,Bluetooth,-71
3.418,Bluetooth,-82
3.420,Bluetooth,-81
3.479,Bluetooth,-72
3.480,Bluetooth,-71
3.542,Bluetooth,-80
3.543,Bluetooth,-81
3.572,Bluetooth,-76
3.574,Bluetooth,-76
3.608,Bluetooth,-70
3.609,Bluetooth,-71
3.639,Bluetooth,-81
3.641,Bluetooth,-80
3.705,Bluetooth,-76
3.706,Bluetooth,-76
3.737,Bluetooth,-71
3.739,Bluetooth,-73
3.767,Bluetooth,-80
3.769,Bluetooth,-80
3.802,Bluetooth,-76
3.804,Bluetooth,-76
3.870,Bluetooth,-71
3.871,Bluetooth,-72
3.903,Bluetooth,-80
3.905,Bluetooth,-79
3.935,Bluetooth,-76
3.965,Bluetooth,-71
3.967,Bluetooth,-70
135.028,Bluetooth,-70
135.030,Bluetooth,-70
135.057,Bluetooth,-67
135.058,Bluetooth,-68
135.087,Bluetooth,-68
135.089,Bluetooth,-69
135.122,Bluetooth,-69
135.123,Bluetooth,-70
135.185,Bluetooth,-70
135.187,Bluetooth,-69
135.220,Bluetooth,-70
135.221,Bluetooth,-71
135.250,Bluetooth,-73
135.252,Bluetooth,-74
135.279,Bluetooth,-68
135.281,Bluetooth,-67
135.340,Bluetooth,-68
135.341,Bluetooth,-69
135.373,Bluetooth,-71
135.374,Bluetooth,-71
135.404,Bluetooth,-70
135.406,Bluetooth,-70
135.435,Bluetooth,-73
135.468,Bluetooth,-73
135.469,Bluetooth,-71
135.500,Bluetooth,-72
135.502,Bluetooth,-71
135.530,Bluetooth,-71
135.531,Bluetooth,-69
135.560,Bluetooth,-71
135.562,Bluetooth,-70
135.624,Bluetooth,-72
135.626,Bluetooth,-69
135.653,Bluetooth,-68
135.654,Bluetooth,-67
135.683,Bluetooth,-69
135.685,Bluetooth,-69
135.717,Bluetooth,-70
135.718,Bluetooth,-70
135.747,Bluetooth,-71
135.748,Bluetooth,-70
135.836,Bluetooth,-69
135.837,Bluetooth,-69
135.961,Bluetooth,-69
135.962,Bluetooth,-70
136.022,Bluetooth,-68
136.023,Bluetooth,-68
136.056,Bluetooth,-69
136.057,Bluetooth,-69
136.087,Bluetooth,-70
136.088,Bluetooth,-69
136.115,Bluetooth,-68
136.117,Bluetooth,-68
136.146,Bluetooth,-68
136.147,Bluetooth,-67
136.181,Bluetooth,-69
136.183,Bluetooth,-70
136.212,Bluetooth,-71
136.214,Bluetooth,-70
136.242,Bluetooth,-69
136.244,Bluetooth,-68
136.276,Bluetooth,-69
136.279,Bluetooth,-69
136.307,Bluetooth,-69
136.309,Bluetooth,-69
136.342,Bluetooth,-69
136.344,Bluetooth,-70
136.376,Bluetooth,-68
136.377,Bluetooth,-69
136.406,Bluetooth,-69
136.407,Bluetooth,-69
136.440,Bluetooth,-71
136.441,Bluetooth,-70
136.506,Bluetooth,-68
136.507,Bluetooth,-68
136.536,Bluetooth,-69
136.538,Bluetooth,-68
136.567,Bluetooth,-69
136.568,Bluetooth,-70
136.597,Bluetooth,-68
136.599,Bluetooth,-67
136.628,Bluetooth,-68
136.631,Bluetooth,-68
136.659,Bluetooth,-69
136.660,Bluetooth,-68
136.693,Bluetooth,-70
136.695,Bluetooth,-70
136.722,Bluetooth,-68
136.723,Bluetooth,-68
136.754,Bluetooth,-69
136.755,Bluetooth,-69
136.783,Bluetooth,-69
136.881,Bluetooth,-71
136.882,Bluetooth,-69
136.910,Bluetooth,-69
136.912,Bluetooth,-71
136.944,Bluetooth,-71
136.946,Bluetooth,-71
137.034,Bluetooth,-70
137.036,Bluetooth,-70
137.064,Bluetooth,-70
137.066,Bluetooth,-70
137.094,Bluetooth,-68
137.096,Bluetooth,-68
137.125,Bluetooth,-69
137.127,Bluetooth,-69
137.161,Bluetooth,-71
137.162,Bluetooth,-70
137.190,Bluetooth,-70
137.192,Bluetooth,-69
137.221,Bluetooth,-68
137.222,Bluetooth,-68
137.252,Bluetooth,-69
137.254,Bluetooth,-69
137.285,Bluetooth,-69
137.287,Bluetooth,-69
137.319,Bluetooth,-68
137.321,Bluetooth,-68
137.382,Bluetooth,-68
137.384,Bluetooth,-69
137.414,Bluetooth,-70
137.415,Bluetooth,-69
137.442,Bluetooth,-69
137.444,Bluetooth,-67
137.473,Bluetooth,-69
137.475,Bluetooth,-69
137.504,Bluetooth,-69
137.505,Bluetooth,-69
137.538,Bluetooth,-70
137.540,Bluetooth,-70
137.568,Bluetooth,-68
137.569,Bluetooth,-68
137.598,Bluetooth,-69
137.600,Bluetooth,-69
137.627,Bluetooth,-69
137.629,Bluetooth,-68
137.662,Bluetooth,-70
137.664,Bluetooth,-69
137.693,Bluetooth,-67
137.695,Bluetooth,-68
137.726,Bluetooth,-69
137.729,Bluetooth,-69
137.761,Bluetooth,-69
137.762,Bluetooth,-70
137.823,Bluetooth,-68
137.824,Bluetooth,-68
137.854,Bluetooth,-69
137.855,Bluetooth,-69
137.886,Bluetooth,-70
137.887,Bluetooth,-70
137.914,Bluetooth,-69
137.916,Bluetooth,-68
137.948,Bluetooth,-68
137.950,Bluetooth,-69
137.981,Bluetooth,-68
137.983,Bluetooth,-69
138.015,Bluetooth,-69
138.016,Bluetooth,-69
138.048,Bluetooth,-68
138.049,Bluetooth,-68
138.086,Bluetooth,-69
138.087,Bluetooth,-70
138.204,Bluetooth,-69
138.206,Bluetooth,-69
138.269,Bluetooth,-69
138.271,Bluetooth,-69
138.364,Bluetooth,-70
138.366,Bluetooth,-70
138.461,Bluetooth,-69
138.463,Bluetooth,-69
138.496,Bluetooth,-69
138.498,Bluetooth,-69
138.556,Bluetooth,-69
138.557,Bluetooth,-69
138.587,Bluetooth,-69
138.589,Bluetooth,-69
138.622,Bluetooth,-69
138.623,Bluetooth,-69
138.654,Bluetooth,-68
138.656,Bluetooth,-69
138.688,Bluetooth,-69
138.690,Bluetooth,-69
138.719,Bluetooth,-70
138.721,Bluetooth,-70
138.783,Bluetooth,-69
138.784,Bluetooth,-69
138.817,Bluetooth,-70
138.819,Bluetooth,-70
138.852,Bluetooth,-69
138.853,Bluetooth,-70
138.885,Bluetooth,-68
138.887,Bluetooth,-70
138.919,Bluetooth,-69
138.920,Bluetooth,-70
138.950,Bluetooth,-70
138.951,Bluetooth,-69
138.981,Bluetooth,-69
