Distance,10.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
0.000,Bluetooth,-74
0.001,Bluetooth,-75
0.030,Bluetooth,-75
0.032,Bluetooth,-75
0.061,Bluetooth,-72
0.062,Bluetooth,-73
0.096,Bluetooth,-73
0.100,Bluetooth,-74
0.127,Bluetooth,-75
0.128,Bluetooth,-75
0.157,Bluetooth,-76
0.157,Bluetooth,-76
0.188,Bluetooth,-73
0.189,Bluetooth,-73
0.219,Bluetooth,-75
0.220,Bluetooth,-75
0.250,Bluetooth,-77
0.251,Bluetooth,-77
0.280,Bluetooth,-75
0.282,Bluetooth,-77
0.311,Bluetooth,-72
0.312,Bluetooth,-72
0.343,Bluetooth,-75
0.344,Bluetooth,-74
0.373,Bluetooth,-77
0.375,Bluetooth,-77
0.406,Bluetooth,-72
0.406,Bluetooth,-71
0.436,Bluetooth,-74
0.437,Bluetooth,-75
0.467,Bluetooth,-74
0.469,Bluetooth,-75
0.498,Bluetooth,-77
0.500,Bluetooth,-77
0.529,Bluetooth,-74
0.530,Bluetooth,-75
0.564,Bluetooth,-75
0.566,Bluetooth,-76
0.596,Bluetooth,-75
0.598,Bluetooth,-75
0.624,Bluetooth,-76
0.625,Bluetooth,-78
0.658,Bluetooth,-73
0.659,Bluetooth,-74
0.694,Bluetooth,-75
0.695,Bluetooth,-76
0.755,Bluetooth,-77
0.756,Bluetooth,-76
0.788,Bluetooth,-76
0.789,Bluetooth,-74
0.820,Bluetooth,-75
0.822,Bluetooth,-74
0.852,Bluetooth,-76
0.853,Bluetooth,-78
0.885,Bluetooth,-72
0.886,Bluetooth,-72
0.915,Bluetooth,-73
0.916,Bluetooth,-74
0.946,Bluetooth,-76
0.948,Bluetooth,-76
0.978,Bluetooth,-78
0.979,Bluetooth,-78
1.008,Bluetooth,-73
1.009,Bluetooth,-73
1.041,Bluetooth,-76
1.042,Bluetooth,-75
1.076,Bluetooth,-78
1.077,Bluetooth,-78
1.105,Bluetooth,-79
1.106,Bluetooth,-79
1.136,Bluetooth,-73
1.138,Bluetooth,-74
1.167,Bluetooth,-78
1.169,Bluetooth,-79
1.200,Bluetooth,-77
1.201,Bluetooth,-77
1.228,Bluetooth,-78
1.229,Bluetooth,-78
1.259,Bluetooth,-75
1.260,Bluetooth,-75
1.290,Bluetooth,-77
1.291,Bluetooth,-77
1.352,Bluetooth,-79
1.353,Bluetooth,-78
1.387,Bluetooth,-76
1.388,Bluetooth,-76
1.417,Bluetooth,-77
1.417,Bluetooth,-77
1.447,Bluetooth,-80
1.448,Bluetooth,-80
1.477,Bluetooth,-80
1.478,Bluetooth,-80
1.511,Bluetooth,-77
1.512,Bluetooth,-77
1.545,Bluetooth,-76
1.547,Bluetooth,-76
1.574,Bluetooth,-80
1.575,Bluetooth,-81
1.606,Bluetooth,-78
1.607,Bluetooth,-77
1.637,Bluetooth,-77
1.672,Bluetooth,-78
1.672,Bluetooth,-78
1.705,Bluetooth,-80
1.706,Bluetooth,-80
1.737,Bluetooth,-76
1.738,Bluetooth,-75
1.770,Bluetooth,-79
1.771,Bluetooth,-78
1.800,Bluetooth,-78
1.801,Bluetooth,-80
1.830,Bluetooth,-79
1.832,Bluetooth,-81
1.861,Bluetooth,-75
1.863,Bluetooth,-76
1.896,Bluetooth,-78
1.898,Bluetooth,-80
1.925,Bluetooth,-79
1.926,Bluetooth,-79
1.958,Bluetooth,-79
1.960,Bluetooth,-79
1.991,Bluetooth,-76
1.992,Bluetooth,-77
2.027,Bluetooth,-77
2.028,Bluetooth,-77
2.056,Bluetooth,-78
2.057,Bluetooth,-77
2.087,Bluetooth,-76
2.088,Bluetooth,-75
2.120,Bluetooth,-75
2.121,Bluetooth,-75
2.150,Bluetooth,-74
2.152,Bluetooth,-75
2.181,Bluetooth,-79
2.183,Bluetooth,-79
2.212,Bluetooth,-74
2.213,Bluetooth,-74
2.242,Bluetooth,-75
2.243,Bluetooth,-74
2.272,Bluetooth,-76
2.273,Bluetooth,-76
2.301,Bluetooth,-78
2.302,Bluetooth,-79
2.332,Bluetooth,-72
2.333,Bluetooth,-74
2.362,Bluetooth,-73
2.363,Bluetooth,-72
2.393,Bluetooth,-77
2.394,Bluetooth,-77
2.423,Bluetooth,-75
2.425,Bluetooth,-77
2.457,Bluetooth,-71
2.458,Bluetooth,-72
2.489,Bluetooth,-75
2.490,Bluetooth,-76
2.519,Bluetooth,-74
2.520,Bluetooth,-75
2.551,Bluetooth,-76
2.553,Bluetooth,-76
2.582,Bluetooth,-73
2.583,Bluetooth,-72
2.617,Bluetooth,-74
2.618,Bluetooth,-73
2.648,Bluetooth,-76
2.650,Bluetooth,-76
2.678,Bluetooth,-78
2.682,Bluetooth,-76
2.710,Bluetooth,-72
2.711,Bluetooth,-72
2.745,Bluetooth,-75
2.746,Bluetooth,-75
2.773,Bluetooth,-76
2.775,Bluetooth,-76
2.805,Bluetooth,-72
2.806,Bluetooth,-72
2.841,Bluetooth,-71
2.842,Bluetooth,-72
2.872,Bluetooth,-74
2.873,Bluetooth,-74
2.905,Bluetooth,-76
2.906,Bluetooth,-77
2.937,Bluetooth,-72
2.938,Bluetooth,-72
2.967,Bluetooth,-73
2.969,Bluetooth,-74
2.998,Bluetooth,-73
3.000,Bluetooth,-73
3.028,Bluetooth,-76
3.029,Bluetooth,-76
3.064,Bluetooth,-72
3.067,Bluetooth,-72
3.099,Bluetooth,-74
3.100,Bluetooth,-74
3.132,Bluetooth,-76
3.133,Bluetooth,-78
3.162,Bluetooth,-72
3.164,Bluetooth,-72
3.193,Bluetooth,-72
3.194,Bluetooth,-72
3.225,Bluetooth,-74
3.226,Bluetooth,-74
3.257,Bluetooth,-77
3.258,Bluetooth,-77
3.289,Bluetooth,-72
3.290,Bluetooth,-72
3.319,Bluetooth,-73
3.320,Bluetooth,-71
3.350,Bluetooth,-75
3.352,Bluetooth,-74
3.378,Bluetooth,-74
3.379,Bluetooth,-77
3.412,Bluetooth,-73
3.413,Bluetooth,-73
3.445,Bluetooth,-75
3.446,Bluetooth,-76
3.475,Bluetooth,-75
3.476,Bluetooth,-74
3.503,Bluetooth,-77
3.504,Bluetooth,-77
3.535,Bluetooth,-71
3.536,Bluetooth,-72
3.567,Bluetooth,-74
3.569,Bluetooth,-76
3.598,Bluetooth,-76
3.600,Bluetooth,-76
3.627,Bluetooth,-77
3.628,Bluetooth,-77
3.659,Bluetooth,-73
3.660,Bluetooth,-73
3.692,Bluetooth,-76
3.693,Bluetooth,-76
3.724,Bluetooth,-78
3.725,Bluetooth,-77
3.755,Bluetooth,-76
3.756,Bluetooth,-77
3.788,Bluetooth,-72
3.789,Bluetooth,-72
3.822,Bluetooth,-76
3.823,Bluetooth,-75
3.856,Bluetooth,-77
3.857,Bluetooth,-77
3.889,Bluetooth,-72
3.890,Bluetooth,-74
3.921,Bluetooth,-73
3.922,Bluetooth,-73
3.951,Bluetooth,-76
3.953,Bluetooth,-77
89.273,Bluetooth,-79
89.275,Bluetooth,-78
89.304,Bluetooth,-76
89.306,Bluetooth,-75
89.334,Bluetooth,-76
89.335,Bluetooth,-73
89.364,Bluetooth,126
89.396,Bluetooth,-80
89.397,Bluetooth,-80
89.428,Bluetooth,127
89.463,Bluetooth,-73
89.464,Bluetooth,-75
89.559,Bluetooth,127
89.590,Bluetooth,-74
89.592,Bluetooth,-75
89.622,Bluetooth,128
89.653,Bluetooth,127
89.685,Bluetooth,-75
89.687,Bluetooth,-74
89.720,Bluetooth,-75
89.722,Bluetooth,-74
89.751,Bluetooth,-81
89.752,Bluetooth,-80
89.783,Bluetooth,-76
89.783,Bluetooth,-75
89.814,Bluetooth,-73
89.815,Bluetooth,-76
89.847,Bluetooth,-79
89.848,Bluetooth,-80
89.877,Bluetooth,-80
89.878,Bluetooth,-80
89.909,Bluetooth,-78
89.910,Bluetooth,-76
89.938,Bluetooth,-75
89.939,Bluetooth,-75
89.971,Bluetooth,127
90.032,Bluetooth,-77
90.033,Bluetooth,-77
90.067,Bluetooth,-74
90.068,Bluetooth,-74
90.099,Bluetooth,-79
90.100,Bluetooth,-79
90.131,Bluetooth,-77
90.132,Bluetooth,-76
90.161,Bluetooth,127
90.194,Bluetooth,-74
90.195,Bluetooth,-75
90.225,Bluetooth,-78
90.226,Bluetooth,-78
90.259,Bluetooth,-77
90.260,Bluetooth,-74
90.291,Bluetooth,-74
90.292,Bluetooth,-73
90.325,Bluetooth,127
90.355,Bluetooth,-77
90.356,Bluetooth,-77
90.417,Bluetooth,-73
90.419,Bluetooth,-75
90.447,Bluetooth,-79
90.448,Bluetooth,-77
90.478,Bluetooth,-77
90.479,Bluetooth,-76
90.507,Bluetooth,126
90.540,Bluetooth,-74
90.541,Bluetooth,-72
90.573,Bluetooth,-76
90.574,Bluetooth,-78
90.632,Bluetooth,-77
90.633,Bluetooth,-76
90.665,Bluetooth,-72
90.666,Bluetooth,-72
90.695,Bluetooth,126
90.728,Bluetooth,-76
90.729,Bluetooth,-75
90.758,Bluetooth,-75
90.759,Bluetooth,-76
90.789,Bluetooth,-73
90.790,Bluetooth,-72
90.823,Bluetooth,-77
90.825,Bluetooth,-74
90.851,Bluetooth,127
90.885,Bluetooth,-73
90.886,Bluetooth,-73
90.916,Bluetooth,-74
90.917,Bluetooth,-73
90.949,Bluetooth,-76
90.951,Bluetooth,-75
90.979,Bluetooth,-75
90.980,Bluetooth,-76
91.014,Bluetooth,128
91.047,Bluetooth,-76
91.048,Bluetooth,-74
91.081,Bluetooth,-76
91.082,Bluetooth,-75
91.112,Bluetooth,-75
91.113,Bluetooth,-75
91.143,Bluetooth,-73
91.144,Bluetooth,-73
91.177,Bluetooth,-75
91.178,Bluetooth,-75
91.207,Bluetooth,127
91.239,Bluetooth,-76
91.241,Bluetooth,-76
91.272,Bluetooth,-73
91.274,Bluetooth,-73
91.304,Bluetooth,-75
91.305,Bluetooth,-74
91.333,Bluetooth,-76
91.334,Bluetooth,-75
91.498,Bluetooth,-71
91.499,Bluetooth,-74
91.560,Bluetooth,-76
91.561,Bluetooth,-74
91.652,Bluetooth,-73
91.654,Bluetooth,-74
91.755,Bluetooth,-73
91.756,Bluetooth,-73
91.786,Bluetooth,-74
91.788,Bluetooth,-75
91.879,Bluetooth,127
91.912,Bluetooth,-74
91.913,Bluetooth,-74
91.941,Bluetooth,-75
91.942,Bluetooth,-75
91.976,Bluetooth,-74
91.977,Bluetooth,-74
92.007,Bluetooth,-73
92.008,Bluetooth,-75
92.096,Bluetooth,-74
92.098,Bluetooth,-75
92.127,Bluetooth,-75
92.128,Bluetooth,-75
92.159,Bluetooth,-74
92.187,Bluetooth,-75
92.189,Bluetooth,-76
92.218,Bluetooth,-72
92.219,Bluetooth,-74
92.250,Bluetooth,127
92.312,Bluetooth,127
92.345,Bluetooth,-73
92.346,Bluetooth,-73
92.376,Bluetooth,-77
92.378,Bluetooth,-76
92.434,Bluetooth,-73
92.435,Bluetooth,-75
92.470,Bluetooth,-72
92.472,Bluetooth,-74
92.501,Bluetooth,-76
92.502,Bluetooth,-76
92.533,Bluetooth,-75
92.534,Bluetooth,-76
92.567,Bluetooth,-73
92.568,Bluetooth,-73
92.600,Bluetooth,-74
92.601,Bluetooth,-74
92.634,Bluetooth,-77
92.636,Bluetooth,-77
92.726,Bluetooth,-78
92.727,Bluetooth,-78
92.757,Bluetooth,-78
92.758,Bluetooth,-79
92.789,Bluetooth,-74
92.790,Bluetooth,-75
92.818,Bluetooth,-76
92.819,Bluetooth,-74
92.852,Bluetooth,-80
92.855,Bluetooth,-79
92.953,Bluetooth,-74
92.955,Bluetooth,-75
92.986,Bluetooth,127
93.017,Bluetooth,-75
93.018,Bluetooth,-77
93.052,Bluetooth,-73
93.053,Bluetooth,-73
93.117,Bluetooth,-80
93.118,Bluetooth,-79
93.147,Bluetooth,-76
93.148,Bluetooth,-78
93.180,Bluetooth,-70
93.181,Bluetooth,-73
93.211,Bluetooth,-82
93.212,Bluetooth,-79
93.238,Bluetooth,-81
93.239,Bluetooth,-81
182.700,Bluetooth,-79
182.701,Bluetooth,-79
182.731,Bluetooth,-79
182.732,Bluetooth,-80
182.762,Bluetooth,-77
182.764,Bluetooth,-77
182.792,Bluetooth,-78
182.794,Bluetooth,-78
182.824,Bluetooth,-78
182.825,Bluetooth,-79
182.859,Bluetooth,-76
182.861,Bluetooth,-78
182.890,Bluetooth,-78
182.891,Bluetooth,-76
182.920,Bluetooth,-78
182.921,Bluetooth,-77
182.951,Bluetooth,-78
182.952,Bluetooth,-79
182.983,Bluetooth,-76
182.985,Bluetooth,-77
183.019,Bluetooth,-77
183.020,Bluetooth,-77
183.050,Bluetooth,-77
