Distance,6.0
TXDevice,iPhone11
TXPower,8
RXDevice,iPhone11_Pro_max
0.000,Bluetooth,-66
0.000,Bluetooth,-65
0.142,Bluetooth,-66
0.171,Bluetooth,-65
0.238,Bluetooth,-62
0.239,Bluetooth,-61
0.273,Bluetooth,-59
0.274,Bluetooth,-58
0.305,Bluetooth,-65
0.306,Bluetooth,-65
0.374,Bluetooth,-59
0.375,Bluetooth,-59
0.450,Bluetooth,-61
0.483,Bluetooth,-65
0.484,Bluetooth,-65
0.516,Bluetooth,-61
0.517,Bluetooth,-61
0.623,Bluetooth,-64
0.623,Bluetooth,-65
0.653,Bluetooth,-61
0.654,Bluetooth,-60
0.689,Bluetooth,-58
0.690,Bluetooth,-59
0.725,Bluetooth,-63
0.726,Bluetooth,-63
0.763,Bluetooth,-58
0.797,Bluetooth,-64
0.798,Bluetooth,-63
0.831,Bluetooth,-60
0.976,Bluetooth,-61
0.976,Bluetooth,-60
1.007,Bluetooth,-59
1.008,Bluetooth,-60
1.049,Bluetooth,-63
1.184,Bluetooth,-60
1.185,Bluetooth,-59
1.254,Bluetooth,-58
1.254,Bluetooth,-59
1.327,Bluetooth,-61
1.328,Bluetooth,-62
1.369,Bluetooth,-60
1.401,Bluetooth,-61
1.402,Bluetooth,-61
1.474,Bluetooth,-61
1.475,Bluetooth,-60
1.514,Bluetooth,-62
1.515,Bluetooth,-62
1.546,Bluetooth,-61
1.547,Bluetooth,-60
1.584,Bluetooth,-59
1.585,Bluetooth,-59
1.614,Bluetooth,-63
1.615,Bluetooth,-63
1.653,Bluetooth,-59
1.692,Bluetooth,-63
1.693,Bluetooth,-63
1.731,Bluetooth,-60
1.732,Bluetooth,-59
1.766,Bluetooth,-59
1.767,Bluetooth,-59
1.836,Bluetooth,-59
1.837,Bluetooth,-58
1.903,Bluetooth,-60
1.904,Bluetooth,-59
2.081,Bluetooth,-60
2.082,Bluetooth,-60
2.121,Bluetooth,-65
2.122,Bluetooth,-65
2.197,Bluetooth,-60
2.199,Bluetooth,-60
2.268,Bluetooth,-58
2.304,Bluetooth,-63
2.305,Bluetooth,-62
2.380,Bluetooth,-60
2.381,Bluetooth,-59
2.481,Bluetooth,-61
2.482,Bluetooth,-58
2.518,Bluetooth,-63
2.554,Bluetooth,-59
2.593,Bluetooth,-62
2.593,Bluetooth,-62
2.632,Bluetooth,-59
2.633,Bluetooth,-59
2.660,Bluetooth,-59
2.662,Bluetooth,-59
2.698,Bluetooth,-64
2.699,Bluetooth,-63
2.764,Bluetooth,-59
2.765,Bluetooth,-60
2.801,Bluetooth,-60
2.802,Bluetooth,-59
2.875,Bluetooth,-64
2.875,Bluetooth,-63
2.938,Bluetooth,-59
2.939,Bluetooth,-61
2.970,Bluetooth,-59
2.971,Bluetooth,-59
3.087,Bluetooth,-59
3.125,Bluetooth,-62
3.126,Bluetooth,-62
3.162,Bluetooth,-59
3.193,Bluetooth,-63
3.194,Bluetooth,-63
3.228,Bluetooth,-59
3.229,Bluetooth,-58
3.260,Bluetooth,-60
3.261,Bluetooth,-60
3.294,Bluetooth,-63
3.295,Bluetooth,-63
3.361,Bluetooth,-60
3.395,Bluetooth,-58
3.396,Bluetooth,-60
3.434,Bluetooth,-63
3.435,Bluetooth,-63
3.573,Bluetooth,-58
3.574,Bluetooth,-58
3.609,Bluetooth,-59
3.610,Bluetooth,-59
3.647,Bluetooth,-63
3.647,Bluetooth,-64
3.827,Bluetooth,-59
3.828,Bluetooth,-59
3.931,Bluetooth,-59
3.932,Bluetooth,-59
3.970,Bluetooth,-59
3.971,Bluetooth,-60
49.006,Bluetooth,-70
49.007,Bluetooth,-71
49.044,Bluetooth,-72
49.145,Bluetooth,-61
49.146,Bluetooth,-61
49.181,Bluetooth,-69
49.181,Bluetooth,-70
49.210,Bluetooth,-68
49.211,Bluetooth,-68
49.243,Bluetooth,-61
49.244,Bluetooth,-62
