Distance,10.0
TXDevice,iPhoneXS
TXPower,12
RXDevice,iPhone8
0.000,Bluetooth,-59
0.001,Bluetooth,-60
0.030,Bluetooth,-49
0.031,Bluetooth,-50
0.060,Bluetooth,-66
0.062,Bluetooth,-65
0.104,Bluetooth,-64
0.105,Bluetooth,-64
0.210,Bluetooth,-65
0.211,Bluetooth,-64
0.241,Bluetooth,-57
0.242,Bluetooth,-57
0.275,Bluetooth,-51
0.277,Bluetooth,-51
0.304,Bluetooth,-59
0.306,Bluetooth,-62
0.341,Bluetooth,-58
0.342,Bluetooth,-57
0.438,Bluetooth,-61
0.439,Bluetooth,-61
0.503,Bluetooth,-53
0.505,Bluetooth,-53
0.535,Bluetooth,-61
0.536,Bluetooth,-62
0.575,Bluetooth,-56
0.576,Bluetooth,-56
0.606,Bluetooth,-56
0.607,Bluetooth,-56
0.638,Bluetooth,-54
0.639,Bluetooth,-55
0.667,Bluetooth,-61
0.707,Bluetooth,-53
0.709,Bluetooth,-55
0.783,Bluetooth,-54
0.784,Bluetooth,-55
0.820,Bluetooth,-52
0.822,Bluetooth,-53
0.887,Bluetooth,-66
0.888,Bluetooth,-66
0.915,Bluetooth,-54
0.917,Bluetooth,-54
0.955,Bluetooth,-55
0.956,Bluetooth,-55
0.990,Bluetooth,-60
0.991,Bluetooth,-59
1.028,Bluetooth,-55
1.029,Bluetooth,-55
1.066,Bluetooth,-57
1.068,Bluetooth,-58
1.168,Bluetooth,-57
1.169,Bluetooth,-57
1.198,Bluetooth,-57
1.199,Bluetooth,-57
1.234,Bluetooth,-60
1.235,Bluetooth,-60
1.270,Bluetooth,-57
1.271,Bluetooth,-56
1.309,Bluetooth,-56
1.310,Bluetooth,-57
1.343,Bluetooth,-61
1.344,Bluetooth,-62
1.378,Bluetooth,-56
1.379,Bluetooth,-56
1.410,Bluetooth,-56
1.412,Bluetooth,-56
1.451,Bluetooth,-56
1.453,Bluetooth,-56
1.482,Bluetooth,-59
1.484,Bluetooth,-62
1.517,Bluetooth,-55
1.518,Bluetooth,-56
1.558,Bluetooth,-56
1.559,Bluetooth,-57
1.589,Bluetooth,-59
1.591,Bluetooth,-60
1.619,Bluetooth,-55
1.620,Bluetooth,-55
1.700,Bluetooth,-60
1.701,Bluetooth,-61
1.737,Bluetooth,-56
1.738,Bluetooth,-55
1.804,Bluetooth,-56
1.806,Bluetooth,-56
1.841,Bluetooth,-62
1.843,Bluetooth,-61
1.873,Bluetooth,-55
2.021,Bluetooth,-55
2.023,Bluetooth,-57
2.061,Bluetooth,-62
2.062,Bluetooth,-62
2.094,Bluetooth,-56
2.095,Bluetooth,-54
2.128,Bluetooth,-56
2.129,Bluetooth,-56
