Distance,4.0
TXDevice,iPhoneXS
TXPower,12
RXDevice,iPhone8
0.000,Bluetooth,-46
0.001,Bluetooth,-47
0.073,Bluetooth,-45
0.074,Bluetooth,-47
0.143,Bluetooth,-45
0.145,Bluetooth,-46
0.181,Bluetooth,-45
0.182,Bluetooth,-46
0.211,Bluetooth,-44
0.212,Bluetooth,-44
0.250,Bluetooth,-46
0.251,Bluetooth,-45
0.319,Bluetooth,-44
0.320,Bluetooth,-44
0.354,Bluetooth,-45
0.356,Bluetooth,-44
0.422,Bluetooth,-44
0.424,Bluetooth,-44
0.495,Bluetooth,-47
0.496,Bluetooth,-46
0.567,Bluetooth,-44
0.568,Bluetooth,-44
0.598,Bluetooth,-45
0.599,Bluetooth,-45
0.634,Bluetooth,-47
0.635,Bluetooth,-46
0.665,Bluetooth,-44
0.666,Bluetooth,-45
0.700,Bluetooth,-45
0.701,Bluetooth,-46
0.735,Bluetooth,-47
0.736,Bluetooth,-46
0.810,Bluetooth,-43
0.811,Bluetooth,-45
0.843,Bluetooth,-44
0.844,Bluetooth,-44
0.875,Bluetooth,-44
0.876,Bluetooth,-44
0.913,Bluetooth,-44
0.914,Bluetooth,-43
0.986,Bluetooth,-44
0.987,Bluetooth,-43
1.015,Bluetooth,-42
1.016,Bluetooth,-43
1.053,Bluetooth,-43
1.054,Bluetooth,-43
1.092,Bluetooth,-45
1.093,Bluetooth,-44
1.160,Bluetooth,-46
1.198,Bluetooth,-44
1.200,Bluetooth,-45
1.238,Bluetooth,-45
1.239,Bluetooth,-44
1.274,Bluetooth,-46
1.275,Bluetooth,-45
1.311,Bluetooth,-45
1.312,Bluetooth,-44
1.342,Bluetooth,-45
1.342,Bluetooth,-45
1.371,Bluetooth,-46
1.373,Bluetooth,-46
1.409,Bluetooth,-44
1.410,Bluetooth,-45
1.444,Bluetooth,-45
1.446,Bluetooth,-45
1.485,Bluetooth,-43
1.487,Bluetooth,-43
1.515,Bluetooth,-43
1.517,Bluetooth,-44
1.556,Bluetooth,-46
1.557,Bluetooth,-45
1.590,Bluetooth,-43
1.591,Bluetooth,-42
1.625,Bluetooth,-42
1.626,Bluetooth,-43
1.664,Bluetooth,-45
1.666,Bluetooth,-44
1.696,Bluetooth,-43
1.697,Bluetooth,-44
1.759,Bluetooth,-43
1.760,Bluetooth,-44
1.868,Bluetooth,-42
1.869,Bluetooth,-41
1.906,Bluetooth,-42
1.907,Bluetooth,-43
1.941,Bluetooth,-45
1.942,Bluetooth,-43
1.971,Bluetooth,-45
1.972,Bluetooth,-45
1.999,Bluetooth,-46
2.001,Bluetooth,-46
2.037,Bluetooth,-45
2.038,Bluetooth,-48
2.157,Bluetooth,-46
2.158,Bluetooth,-48
2.196,Bluetooth,-46
2.197,Bluetooth,-46
2.234,Bluetooth,-46
2.235,Bluetooth,-46
2.307,Bluetooth,-45
2.308,Bluetooth,-45
2.338,Bluetooth,-45
2.339,Bluetooth,-46
2.371,Bluetooth,-46
2.372,Bluetooth,-45
2.408,Bluetooth,-46
2.410,Bluetooth,-46
2.446,Bluetooth,-45
2.447,Bluetooth,-46
2.479,Bluetooth,-46
2.480,Bluetooth,-46
2.510,Bluetooth,-46
2.511,Bluetooth,-46
2.545,Bluetooth,-41
2.546,Bluetooth,-43
2.617,Bluetooth,-42
2.618,Bluetooth,-43
2.656,Bluetooth,-39
2.657,Bluetooth,-40
2.721,Bluetooth,-40
2.722,Bluetooth,-39
2.759,Bluetooth,-40
2.761,Bluetooth,-41
2.822,Bluetooth,-39
2.824,Bluetooth,-38
2.863,Bluetooth,-37
2.865,Bluetooth,-36
2.896,Bluetooth,-35
2.898,Bluetooth,-35
2.965,Bluetooth,-33
2.967,Bluetooth,-35
2.997,Bluetooth,-34
2.999,Bluetooth,-34
3.107,Bluetooth,-41
3.148,Bluetooth,-44
3.149,Bluetooth,-44
3.218,Bluetooth,-43
3.220,Bluetooth,-43
3.295,Bluetooth,-43
3.296,Bluetooth,-45
3.330,Bluetooth,-40
3.332,Bluetooth,-41
3.371,Bluetooth,-64
3.372,Bluetooth,-62
3.437,Bluetooth,-46
3.439,Bluetooth,-45
3.471,Bluetooth,-46
3.472,Bluetooth,-45
3.511,Bluetooth,-43
3.512,Bluetooth,-42
3.539,Bluetooth,-48
3.540,Bluetooth,-48
3.572,Bluetooth,-49
3.573,Bluetooth,-49
3.605,Bluetooth,-51
3.605,Bluetooth,-52
3.638,Bluetooth,-66
3.639,Bluetooth,-66
3.669,Bluetooth,-55
3.670,Bluetooth,-54
3.809,Bluetooth,-48
3.810,Bluetooth,-48
3.885,Bluetooth,-45
3.886,Bluetooth,-46
3.923,Bluetooth,-46
3.924,Bluetooth,-45
3.957,Bluetooth,-46
3.958,Bluetooth,-48
3.988,Bluetooth,-45
3.989,Bluetooth,-46
45.055,Bluetooth,-77
45.057,Bluetooth,-77
45.121,Bluetooth,-71
45.123,Bluetooth,-70
45.159,Bluetooth,-69
45.160,Bluetooth,-69
45.195,Bluetooth,-75
45.266,Bluetooth,-70
45.267,Bluetooth,-70
45.298,Bluetooth,-73
45.299,Bluetooth,-73
45.334,Bluetooth,-71
45.335,Bluetooth,-71
45.474,Bluetooth,-72
45.475,Bluetooth,-72
45.509,Bluetooth,-76
45.510,Bluetooth,-76
45.587,Bluetooth,-72
45.588,Bluetooth,-72
45.653,Bluetooth,-71
45.654,Bluetooth,-70
45.686,Bluetooth,-71
45.688,Bluetooth,-73
45.719,Bluetooth,-73
45.721,Bluetooth,-72
45.756,Bluetooth,-72
45.757,Bluetooth,-72
45.787,Bluetooth,-73
45.789,Bluetooth,-73
45.829,Bluetooth,-72
45.830,Bluetooth,-72
45.857,Bluetooth,-70
45.975,Bluetooth,-70
45.976,Bluetooth,-70
46.010,Bluetooth,-70
46.011,Bluetooth,-70
46.048,Bluetooth,-72
46.050,Bluetooth,-71
46.083,Bluetooth,-73
46.084,Bluetooth,-74
46.121,Bluetooth,-71
46.122,Bluetooth,-69
46.157,Bluetooth,-71
46.158,Bluetooth,-71
46.221,Bluetooth,-71
46.222,Bluetooth,-71
46.251,Bluetooth,-71
46.252,Bluetooth,-72
46.362,Bluetooth,-70
46.363,Bluetooth,-71
46.394,Bluetooth,-71
46.395,Bluetooth,-71
46.512,Bluetooth,-74
46.513,Bluetooth,-74
46.554,Bluetooth,-72
46.555,Bluetooth,-73
46.585,Bluetooth,-69
46.587,Bluetooth,-70
46.667,Bluetooth,-70
46.669,Bluetooth,-72
46.697,Bluetooth,-70
46.698,Bluetooth,-71
46.797,Bluetooth,-70
46.798,Bluetooth,-71
46.831,Bluetooth,-69
46.832,Bluetooth,-69
46.871,Bluetooth,-77
46.872,Bluetooth,-77
46.905,Bluetooth,-71
46.906,Bluetooth,-70
46.936,Bluetooth,-68
46.937,Bluetooth,-69
47.011,Bluetooth,-79
47.012,Bluetooth,-79
47.081,Bluetooth,-68
47.112,Bluetooth,-78
47.144,Bluetooth,-70
47.145,Bluetooth,-70
47.288,Bluetooth,-69
47.290,Bluetooth,-69
47.422,Bluetooth,-82
47.423,Bluetooth,-82
47.462,Bluetooth,-70
47.463,Bluetooth,-69
47.494,Bluetooth,-70
47.495,Bluetooth,-70
47.530,Bluetooth,-71
47.531,Bluetooth,-69
47.594,Bluetooth,-69
47.595,Bluetooth,-69
47.697,Bluetooth,-69
47.699,Bluetooth,-69
47.729,Bluetooth,-69
47.729,Bluetooth,-69
47.805,Bluetooth,-62
47.807,Bluetooth,-62
47.946,Bluetooth,-72
47.947,Bluetooth,-73
47.981,Bluetooth,-74
47.982,Bluetooth,-72
48.016,Bluetooth,-64
48.017,Bluetooth,-64
48.051,Bluetooth,-65
48.052,Bluetooth,-65
48.084,Bluetooth,-70
