Distance,4.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhoneXR
0.000,Bluetooth,-74
0.002,Bluetooth,-75
0.031,Bluetooth,-72
0.033,Bluetooth,-71
0.061,Bluetooth,-72
0.063,Bluetooth,-73
0.130,Bluetooth,-74
0.131,Bluetooth,-74
0.153,Bluetooth,-72
0.220,Bluetooth,-71
0.221,Bluetooth,-73
0.255,Bluetooth,-71
0.256,Bluetooth,-70
0.319,Bluetooth,-71
0.320,Bluetooth,-70
0.353,Bluetooth,-69
0.355,Bluetooth,-70
0.415,Bluetooth,-75
0.416,Bluetooth,-75
0.451,Bluetooth,-74
0.453,Bluetooth,-75
0.485,Bluetooth,-70
0.486,Bluetooth,-71
0.514,Bluetooth,-79
0.515,Bluetooth,-78
0.577,Bluetooth,-75
0.578,Bluetooth,-74
0.636,Bluetooth,-81
0.638,Bluetooth,-81
0.669,Bluetooth,-76
0.700,Bluetooth,-76
0.702,Bluetooth,-76
0.731,Bluetooth,-70
0.733,Bluetooth,-71
0.760,Bluetooth,-79
0.761,Bluetooth,-81
0.794,Bluetooth,-75
0.797,Bluetooth,-76
0.889,Bluetooth,-81
0.890,Bluetooth,-82
0.919,Bluetooth,-77
0.921,Bluetooth,-77
1.014,Bluetooth,-80
1.016,Bluetooth,-81
1.046,Bluetooth,-78
1.047,Bluetooth,-78
1.077,Bluetooth,-72
1.079,Bluetooth,-72
1.137,Bluetooth,-82
1.139,Bluetooth,-81
1.168,Bluetooth,-77
1.170,Bluetooth,-77
1.204,Bluetooth,-71
1.205,Bluetooth,-71
1.233,Bluetooth,-83
1.235,Bluetooth,-81
1.296,Bluetooth,-77
1.298,Bluetooth,-77
1.330,Bluetooth,-71
1.332,Bluetooth,-71
1.358,Bluetooth,-81
1.360,Bluetooth,-80
1.392,Bluetooth,-76
1.393,Bluetooth,-76
1.483,Bluetooth,-81
1.484,Bluetooth,-81
1.517,Bluetooth,-76
1.518,Bluetooth,-75
1.551,Bluetooth,-71
