Distance,4.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
0.000,Bluetooth,-73
0.001,Bluetooth,-75
0.030,Bluetooth,-72
0.031,Bluetooth,-73
0.061,Bluetooth,-75
0.062,Bluetooth,-77
0.091,Bluetooth,-76
0.093,Bluetooth,-77
0.125,Bluetooth,-71
0.126,Bluetooth,-72
0.157,Bluetooth,-76
0.158,Bluetooth,-76
0.187,Bluetooth,-75
0.188,Bluetooth,-76
0.219,Bluetooth,-76
0.221,Bluetooth,-76
0.250,Bluetooth,-72
0.251,Bluetooth,-71
0.285,Bluetooth,-74
0.286,Bluetooth,-74
0.316,Bluetooth,-77
0.318,Bluetooth,-77
0.346,Bluetooth,-78
0.350,Bluetooth,-77
0.378,Bluetooth,-73
0.379,Bluetooth,-71
0.413,Bluetooth,-75
0.414,Bluetooth,-74
0.441,Bluetooth,-75
0.443,Bluetooth,-76
0.473,Bluetooth,-72
0.474,Bluetooth,-72
0.509,Bluetooth,-72
0.510,Bluetooth,-72
0.540,Bluetooth,-74
0.541,Bluetooth,-74
0.573,Bluetooth,-75
0.574,Bluetooth,-78
0.605,Bluetooth,-72
0.606,Bluetooth,-72
0.635,Bluetooth,-72
0.637,Bluetooth,-74
0.666,Bluetooth,-74
0.668,Bluetooth,-74
0.696,Bluetooth,-76
0.697,Bluetooth,-76
0.732,Bluetooth,-72
0.735,Bluetooth,-72
0.767,Bluetooth,-74
0.768,Bluetooth,-74
0.800,Bluetooth,-76
0.801,Bluetooth,-76
0.830,Bluetooth,-72
0.832,Bluetooth,-72
0.861,Bluetooth,-72
0.862,Bluetooth,-72
0.893,Bluetooth,-74
0.894,Bluetooth,-74
0.925,Bluetooth,-77
0.926,Bluetooth,-76
0.957,Bluetooth,-72
0.958,Bluetooth,-71
0.987,Bluetooth,-72
0.988,Bluetooth,-72
1.018,Bluetooth,-74
1.020,Bluetooth,-73
1.046,Bluetooth,-74
1.047,Bluetooth,-76
1.080,Bluetooth,-72
1.081,Bluetooth,-72
1.113,Bluetooth,-75
1.114,Bluetooth,-75
1.143,Bluetooth,-75
1.144,Bluetooth,-74
1.171,Bluetooth,-76
1.172,Bluetooth,-77
1.203,Bluetooth,-73
1.204,Bluetooth,-72
1.235,Bluetooth,-75
1.237,Bluetooth,-77
1.266,Bluetooth,-75
1.268,Bluetooth,-76
1.295,Bluetooth,-78
1.296,Bluetooth,-77
1.327,Bluetooth,-72
1.328,Bluetooth,-72
1.360,Bluetooth,-75
1.361,Bluetooth,-75
1.392,Bluetooth,-77
1.393,Bluetooth,-78
1.423,Bluetooth,-77
1.424,Bluetooth,-78
1.456,Bluetooth,-72
1.457,Bluetooth,-72
1.490,Bluetooth,-76
1.491,Bluetooth,-75
1.524,Bluetooth,-77
1.525,Bluetooth,-76
1.557,Bluetooth,-71
1.558,Bluetooth,-74
1.589,Bluetooth,-73
1.590,Bluetooth,-72
1.619,Bluetooth,-76
1.621,Bluetooth,-76
1.651,Bluetooth,-77
1.652,Bluetooth,-77
1.681,Bluetooth,-73
1.682,Bluetooth,-74
1.714,Bluetooth,-76
1.716,Bluetooth,-76
1.748,Bluetooth,-75
1.750,Bluetooth,-77
1.779,Bluetooth,-77
1.780,Bluetooth,-78
1.813,Bluetooth,-73
1.814,Bluetooth,-74
1.847,Bluetooth,-75
1.848,Bluetooth,-75
1.875,Bluetooth,-76
1.876,Bluetooth,-77
1.908,Bluetooth,-78
1.909,Bluetooth,-76
1.938,Bluetooth,-72
1.939,Bluetooth,-73
1.972,Bluetooth,-74
1.973,Bluetooth,-74
2.001,Bluetooth,-76
2.004,Bluetooth,-77
2.035,Bluetooth,-74
2.036,Bluetooth,-73
2.065,Bluetooth,-73
2.067,Bluetooth,-73
2.100,Bluetooth,-75
2.101,Bluetooth,-75
2.133,Bluetooth,-76
2.135,Bluetooth,-77
2.166,Bluetooth,-74
2.168,Bluetooth,-72
2.198,Bluetooth,-74
2.201,Bluetooth,-74
2.229,Bluetooth,-75
