Distance,6.0
TXDevice,iPhone11
TXPower,8
RXDevice,iPhone11_Pro_max
0.000,Bluetooth,-50
0.038,Bluetooth,-48
0.039,Bluetooth,-48
0.074,Bluetooth,-50
0.075,Bluetooth,-49
0.147,Bluetooth,-48
0.148,Bluetooth,-48
0.229,Bluetooth,-50
0.230,Bluetooth,-50
0.266,Bluetooth,-48
0.266,Bluetooth,-49
0.355,Bluetooth,-48
0.356,Bluetooth,-48
0.396,Bluetooth,-49
0.397,Bluetooth,-48
0.429,Bluetooth,-49
0.431,Bluetooth,-50
0.499,Bluetooth,-48
0.500,Bluetooth,-49
0.536,Bluetooth,-50
0.537,Bluetooth,-50
0.566,Bluetooth,-48
0.567,Bluetooth,-48
0.601,Bluetooth,-49
0.639,Bluetooth,-48
0.640,Bluetooth,-48
0.676,Bluetooth,-50
0.677,Bluetooth,-49
0.746,Bluetooth,-48
0.747,Bluetooth,-48
0.787,Bluetooth,-49
0.788,Bluetooth,-50
0.899,Bluetooth,-50
1.144,Bluetooth,-49
1.145,Bluetooth,-49
1.173,Bluetooth,-50
1.174,Bluetooth,-50
1.249,Bluetooth,-50
1.250,Bluetooth,-50
1.329,Bluetooth,-50
1.330,Bluetooth,-49
1.401,Bluetooth,-51
1.402,Bluetooth,-51
1.434,Bluetooth,-51
1.434,Bluetooth,-50
1.512,Bluetooth,-52
1.619,Bluetooth,-51
1.619,Bluetooth,-50
1.652,Bluetooth,-50
1.653,Bluetooth,-48
1.692,Bluetooth,-49
1.693,Bluetooth,-48
1.732,Bluetooth,-50
1.733,Bluetooth,-50
1.867,Bluetooth,-49
1.867,Bluetooth,-49
1.939,Bluetooth,-49
1.940,Bluetooth,-49
2.001,Bluetooth,-49
2.002,Bluetooth,-48
2.039,Bluetooth,-49
2.040,Bluetooth,-49
2.076,Bluetooth,-47
2.077,Bluetooth,-48
2.107,Bluetooth,-48
2.251,Bluetooth,-49
2.253,Bluetooth,-48
2.329,Bluetooth,-48
2.330,Bluetooth,-48
2.366,Bluetooth,-48
2.367,Bluetooth,-48
2.407,Bluetooth,-48
2.443,Bluetooth,-48
2.444,Bluetooth,-47
2.515,Bluetooth,-49
2.515,Bluetooth,-48
2.552,Bluetooth,-47
2.554,Bluetooth,-48
2.659,Bluetooth,-48
2.660,Bluetooth,-48
2.690,Bluetooth,-49
2.691,Bluetooth,-48
2.766,Bluetooth,-49
2.766,Bluetooth,-48
2.838,Bluetooth,-48
2.839,Bluetooth,-48
2.872,Bluetooth,-47
2.872,Bluetooth,-48
2.911,Bluetooth,-47
2.913,Bluetooth,-48
2.951,Bluetooth,-49
2.952,Bluetooth,-47
2.991,Bluetooth,-46
2.992,Bluetooth,-47
3.199,Bluetooth,-49
3.200,Bluetooth,-48
3.235,Bluetooth,-48
3.236,Bluetooth,-47
3.268,Bluetooth,-47
3.269,Bluetooth,-48
3.307,Bluetooth,-47
3.420,Bluetooth,-48
3.422,Bluetooth,-48
3.458,Bluetooth,-48
3.459,Bluetooth,-48
3.489,Bluetooth,-48
3.490,Bluetooth,-48
3.558,Bluetooth,-49
3.558,Bluetooth,-47
3.738,Bluetooth,-48
3.739,Bluetooth,-48
3.772,Bluetooth,-48
3.772,Bluetooth,-48
3.807,Bluetooth,-49
3.808,Bluetooth,-48
3.848,Bluetooth,-49
3.850,Bluetooth,-48
3.885,Bluetooth,-48
3.887,Bluetooth,-48
3.919,Bluetooth,-48
78.122,Bluetooth,-53
78.123,Bluetooth,-53
78.158,Bluetooth,-53
78.159,Bluetooth,-53
78.193,Bluetooth,-55
78.194,Bluetooth,-55
78.295,Bluetooth,-53
78.393,Bluetooth,-56
78.394,Bluetooth,-56
78.465,Bluetooth,-54
78.466,Bluetooth,-54
78.607,Bluetooth,-57
78.723,Bluetooth,-54
