Distance,10.0
TXDevice,iPhoneXS
TXPower,12
RXDevice,iPhone8
0.014,Bluetooth,-75
0.015,Bluetooth,-75
0.148,Bluetooth,-74
0.149,Bluetooth,-74
0.185,Bluetooth,-81
0.219,Bluetooth,-83
0.220,Bluetooth,-82
0.259,Bluetooth,-74
0.261,Bluetooth,-74
0.292,Bluetooth,-75
0.324,Bluetooth,-88
0.393,Bluetooth,-79
0.394,Bluetooth,-79
0.425,Bluetooth,-84
0.465,Bluetooth,-72
0.466,Bluetooth,-72
0.496,Bluetooth,-72
0.497,Bluetooth,-72
0.531,Bluetooth,-80
0.532,Bluetooth,-81
0.562,Bluetooth,-76
0.563,Bluetooth,-77
0.600,Bluetooth,-84
0.668,Bluetooth,-79
0.670,Bluetooth,-80
0.706,Bluetooth,-76
0.812,Bluetooth,-82
0.813,Bluetooth,-82
0.843,Bluetooth,-75
0.844,Bluetooth,-75
0.880,Bluetooth,-76
0.881,Bluetooth,-76
0.914,Bluetooth,-78
0.915,Bluetooth,-78
0.955,Bluetooth,-76
0.986,Bluetooth,-74
0.987,Bluetooth,-73
1.017,Bluetooth,-75
1.018,Bluetooth,-74
1.046,Bluetooth,-78
1.047,Bluetooth,-77
1.124,Bluetooth,-75
1.125,Bluetooth,-75
1.159,Bluetooth,-76
1.193,Bluetooth,-76
1.194,Bluetooth,-75
1.296,Bluetooth,-74
1.369,Bluetooth,-78
1.370,Bluetooth,-78
1.406,Bluetooth,-78
1.407,Bluetooth,-79
1.446,Bluetooth,-78
1.509,Bluetooth,-77
1.510,Bluetooth,-77
1.548,Bluetooth,-79
1.580,Bluetooth,-79
1.581,Bluetooth,-79
1.612,Bluetooth,-75
1.640,Bluetooth,-75
1.641,Bluetooth,-75
1.706,Bluetooth,-75
1.707,Bluetooth,-75
1.775,Bluetooth,-77
1.814,Bluetooth,-80
1.852,Bluetooth,-77
1.853,Bluetooth,-76
1.885,Bluetooth,-77
1.886,Bluetooth,-76
1.925,Bluetooth,-79
1.961,Bluetooth,-77
2.006,Bluetooth,-79
2.031,Bluetooth,-75
2.032,Bluetooth,-75
2.100,Bluetooth,-82
2.101,Bluetooth,-80
2.162,Bluetooth,-74
2.195,Bluetooth,-80
2.196,Bluetooth,-81
2.260,Bluetooth,-78
2.294,Bluetooth,-72
2.295,Bluetooth,-72
2.326,Bluetooth,-80
2.327,Bluetooth,-80
2.363,Bluetooth,-79
2.402,Bluetooth,-74
2.403,Bluetooth,-74
2.434,Bluetooth,-78
2.506,Bluetooth,-75
2.507,Bluetooth,-75
2.546,Bluetooth,-78
2.547,Bluetooth,-77
2.613,Bluetooth,-79
2.614,Bluetooth,-78
2.644,Bluetooth,-75
2.645,Bluetooth,-76
2.681,Bluetooth,-80
2.682,Bluetooth,-79
2.714,Bluetooth,-80
2.716,Bluetooth,-80
2.755,Bluetooth,-74
2.789,Bluetooth,-78
2.790,Bluetooth,-78
2.823,Bluetooth,-79
2.858,Bluetooth,-80
2.891,Bluetooth,-73
2.892,Bluetooth,-74
2.932,Bluetooth,-77
2.933,Bluetooth,-77
2.970,Bluetooth,-76
3.012,Bluetooth,-72
3.014,Bluetooth,-73
3.088,Bluetooth,-75
3.089,Bluetooth,-75
3.122,Bluetooth,-73
3.124,Bluetooth,-73
3.161,Bluetooth,-75
3.163,Bluetooth,-74
3.226,Bluetooth,-72
3.227,Bluetooth,-73
3.365,Bluetooth,-71
3.405,Bluetooth,-74
3.406,Bluetooth,-73
3.440,Bluetooth,-75
3.441,Bluetooth,-75
3.512,Bluetooth,-74
3.573,Bluetooth,-74
3.574,Bluetooth,-75
3.646,Bluetooth,-74
3.647,Bluetooth,-74
3.675,Bluetooth,-74
3.676,Bluetooth,-73
3.746,Bluetooth,-75
3.748,Bluetooth,-76
3.781,Bluetooth,-76
3.782,Bluetooth,-74
3.885,Bluetooth,-76
3.886,Bluetooth,-76
3.917,Bluetooth,-73
3.918,Bluetooth,-73
