Distance,15.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.000,Bluetooth,-55
0.001,Bluetooth,-55
0.063,Bluetooth,-63
0.064,Bluetooth,-63
0.123,Bluetooth,-56
0.125,Bluetooth,-56
0.186,Bluetooth,-62
0.186,Bluetooth,-61
0.218,Bluetooth,-62
0.219,Bluetooth,-63
0.249,Bluetooth,-58
0.250,Bluetooth,-58
0.282,Bluetooth,-65
0.284,Bluetooth,-65
0.342,Bluetooth,-68
0.344,Bluetooth,-68
0.375,Bluetooth,-74
0.376,Bluetooth,-73
0.406,Bluetooth,-70
0.407,Bluetooth,-70
0.497,Bluetooth,-68
0.498,Bluetooth,-68
0.532,Bluetooth,-59
0.533,Bluetooth,-60
0.561,Bluetooth,-59
0.562,Bluetooth,-59
0.626,Bluetooth,-68
0.627,Bluetooth,-67
0.657,Bluetooth,-57
0.659,Bluetooth,-57
0.689,Bluetooth,-60
0.690,Bluetooth,-61
0.723,Bluetooth,-60
0.724,Bluetooth,-60
0.780,Bluetooth,-57
0.783,Bluetooth,-57
0.817,Bluetooth,-59
0.818,Bluetooth,-61
0.848,Bluetooth,-59
0.849,Bluetooth,-59
0.878,Bluetooth,-53
0.879,Bluetooth,-54
0.973,Bluetooth,-61
0.975,Bluetooth,-61
1.006,Bluetooth,-60
1.008,Bluetooth,-61
1.062,Bluetooth,-62
1.063,Bluetooth,-61
1.092,Bluetooth,-61
1.094,Bluetooth,-60
1.126,Bluetooth,-57
1.127,Bluetooth,-56
1.184,Bluetooth,-62
1.185,Bluetooth,-62
1.218,Bluetooth,-62
1.219,Bluetooth,-61
1.249,Bluetooth,-62
1.250,Bluetooth,-62
1.280,Bluetooth,-67
1.281,Bluetooth,-67
1.347,Bluetooth,-57
1.348,Bluetooth,-58
1.406,Bluetooth,-64
1.407,Bluetooth,-65
1.439,Bluetooth,-55
1.439,Bluetooth,-56
1.531,Bluetooth,-61
1.532,Bluetooth,-61
1.564,Bluetooth,-55
1.565,Bluetooth,-55
1.595,Bluetooth,-61
1.596,Bluetooth,-61
1.628,Bluetooth,-59
1.629,Bluetooth,-60
1.657,Bluetooth,-57
1.658,Bluetooth,-57
1.688,Bluetooth,-55
1.689,Bluetooth,-56
1.721,Bluetooth,-60
1.722,Bluetooth,-59
1.782,Bluetooth,-56
1.783,Bluetooth,-57
1.815,Bluetooth,-55
1.817,Bluetooth,-53
1.852,Bluetooth,-57
1.853,Bluetooth,-57
1.945,Bluetooth,-55
1.946,Bluetooth,-55
1.979,Bluetooth,-57
1.980,Bluetooth,-57
2.010,Bluetooth,-58
2.011,Bluetooth,-58
2.046,Bluetooth,-55
2.047,Bluetooth,-55
2.078,Bluetooth,-57
2.079,Bluetooth,-58
2.176,Bluetooth,-55
2.176,Bluetooth,-55
2.209,Bluetooth,-58
2.210,Bluetooth,-57
2.240,Bluetooth,-57
2.241,Bluetooth,-58
2.306,Bluetooth,-56
2.307,Bluetooth,-57
2.368,Bluetooth,-60
2.429,Bluetooth,-56
2.431,Bluetooth,-55
2.469,Bluetooth,-59
2.470,Bluetooth,-59
2.531,Bluetooth,-60
2.532,Bluetooth,-60
2.566,Bluetooth,-55
2.569,Bluetooth,-55
2.598,Bluetooth,-57
2.598,Bluetooth,-58
2.628,Bluetooth,-61
2.630,Bluetooth,-59
2.696,Bluetooth,-61
2.697,Bluetooth,-60
2.728,Bluetooth,-55
2.729,Bluetooth,-56
2.760,Bluetooth,-57
2.761,Bluetooth,-58
2.827,Bluetooth,-60
2.828,Bluetooth,-59
2.856,Bluetooth,-56
2.857,Bluetooth,-54
2.889,Bluetooth,-58
2.890,Bluetooth,-58
2.921,Bluetooth,-60
2.922,Bluetooth,-60
2.982,Bluetooth,-55
2.983,Bluetooth,-56
3.015,Bluetooth,-57
3.017,Bluetooth,-57
3.049,Bluetooth,-59
3.050,Bluetooth,-60
3.081,Bluetooth,-56
3.082,Bluetooth,-55
3.144,Bluetooth,-58
3.145,Bluetooth,-57
3.205,Bluetooth,-55
3.207,Bluetooth,-55
3.241,Bluetooth,-58
3.241,Bluetooth,-58
3.299,Bluetooth,-60
3.300,Bluetooth,-60
3.334,Bluetooth,-55
3.334,Bluetooth,-55
3.365,Bluetooth,-58
3.367,Bluetooth,-57
3.397,Bluetooth,-62
3.397,Bluetooth,-61
3.460,Bluetooth,-55
3.461,Bluetooth,-55
3.493,Bluetooth,-58
3.495,Bluetooth,-58
3.524,Bluetooth,-61
3.524,Bluetooth,-61
3.555,Bluetooth,-55
3.556,Bluetooth,-54
3.617,Bluetooth,-59
3.618,Bluetooth,-58
3.650,Bluetooth,-62
3.683,Bluetooth,-55
3.684,Bluetooth,-55
3.718,Bluetooth,-59
3.719,Bluetooth,-57
3.776,Bluetooth,-62
3.778,Bluetooth,-61
3.808,Bluetooth,-56
3.809,Bluetooth,-55
3.843,Bluetooth,-58
3.844,Bluetooth,-58
3.964,Bluetooth,-56
3.965,Bluetooth,-55
47.815,Bluetooth,-64
47.816,Bluetooth,-64
47.906,Bluetooth,-63
47.907,Bluetooth,-62
47.937,Bluetooth,-64
47.938,Bluetooth,-65
47.969,Bluetooth,-62
47.970,Bluetooth,-64
47.998,Bluetooth,-61
48.000,Bluetooth,-62
48.062,Bluetooth,-64
48.063,Bluetooth,-63
48.092,Bluetooth,-62
48.093,Bluetooth,-62
48.119,Bluetooth,-61
48.119,Bluetooth,-62
48.182,Bluetooth,-64
48.183,Bluetooth,-64
48.214,Bluetooth,-62
48.215,Bluetooth,-62
48.307,Bluetooth,-64
48.308,Bluetooth,-65
48.342,Bluetooth,-62
48.342,Bluetooth,-62
48.370,Bluetooth,-62
48.371,Bluetooth,-62
48.403,Bluetooth,-65
48.404,Bluetooth,-65
48.438,Bluetooth,-62
48.439,Bluetooth,-63
48.469,Bluetooth,-62
48.470,Bluetooth,-61
48.501,Bluetooth,-61
48.502,Bluetooth,-63
48.534,Bluetooth,-65
48.535,Bluetooth,-65
48.596,Bluetooth,-62
48.598,Bluetooth,-61
48.628,Bluetooth,-62
48.629,Bluetooth,-62
48.658,Bluetooth,-64
48.660,Bluetooth,-65
48.690,Bluetooth,-62
48.691,Bluetooth,-62
48.720,Bluetooth,-61
48.722,Bluetooth,-62
48.784,Bluetooth,-62
48.785,Bluetooth,-62
48.817,Bluetooth,-66
48.818,Bluetooth,-66
48.850,Bluetooth,-63
48.851,Bluetooth,-62
