Distance,15.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.125,Bluetooth,-61
0.193,Bluetooth,-63
0.195,Bluetooth,-62
0.230,Bluetooth,-63
0.232,Bluetooth,-62
0.335,Bluetooth,-61
0.337,Bluetooth,-61
0.373,Bluetooth,-59
0.375,Bluetooth,-59
0.449,Bluetooth,-58
0.451,Bluetooth,-58
0.555,Bluetooth,-61
0.557,Bluetooth,-60
0.589,Bluetooth,-61
0.591,Bluetooth,-61
0.618,Bluetooth,-68
0.658,Bluetooth,-61
0.660,Bluetooth,-60
0.691,Bluetooth,-61
0.693,Bluetooth,-60
0.726,Bluetooth,-59
0.802,Bluetooth,-61
0.804,Bluetooth,-61
0.836,Bluetooth,-60
0.838,Bluetooth,-61
0.866,Bluetooth,-69
0.868,Bluetooth,-68
0.900,Bluetooth,-86
0.902,Bluetooth,-84
1.074,Bluetooth,-64
1.076,Bluetooth,-63
1.142,Bluetooth,-66
1.144,Bluetooth,-67
1.176,Bluetooth,-68
1.178,Bluetooth,-69
1.237,Bluetooth,-67
1.239,Bluetooth,-66
1.342,Bluetooth,-70
1.416,Bluetooth,-68
1.455,Bluetooth,-86
1.457,Bluetooth,-85
1.631,Bluetooth,-73
1.662,Bluetooth,-71
1.664,Bluetooth,-73
1.691,Bluetooth,-64
1.730,Bluetooth,-72
1.732,Bluetooth,-72
1.830,Bluetooth,-62
1.900,Bluetooth,-63
1.902,Bluetooth,-63
1.938,Bluetooth,-62
2.006,Bluetooth,-61
2.008,Bluetooth,-62
2.046,Bluetooth,-61
2.048,Bluetooth,-61
2.082,Bluetooth,-73
2.085,Bluetooth,-72
2.148,Bluetooth,-61
2.150,Bluetooth,-60
2.178,Bluetooth,-61
2.180,Bluetooth,-61
2.258,Bluetooth,-66
2.260,Bluetooth,-66
2.329,Bluetooth,-62
2.331,Bluetooth,-61
2.357,Bluetooth,-62
2.359,Bluetooth,-62
2.391,Bluetooth,-61
2.393,Bluetooth,-62
2.429,Bluetooth,-60
2.431,Bluetooth,-61
2.456,Bluetooth,-62
2.499,Bluetooth,-60
2.501,Bluetooth,-60
2.538,Bluetooth,-61
2.574,Bluetooth,-58
2.576,Bluetooth,-57
2.612,Bluetooth,-60
2.613,Bluetooth,-60
2.646,Bluetooth,-66
2.648,Bluetooth,-65
2.686,Bluetooth,-57
2.688,Bluetooth,-58
2.756,Bluetooth,-69
2.832,Bluetooth,-60
2.867,Bluetooth,-55
2.869,Bluetooth,-55
2.969,Bluetooth,-57
2.971,Bluetooth,-58
3.033,Bluetooth,-62
3.035,Bluetooth,-63
