Distance,6.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
0.000,Bluetooth,-76
0.001,Bluetooth,-76
0.030,Bluetooth,-77
0.030,Bluetooth,-77
0.060,Bluetooth,-81
0.061,Bluetooth,-80
0.090,Bluetooth,-79
0.091,Bluetooth,-79
0.124,Bluetooth,-78
0.125,Bluetooth,-77
0.158,Bluetooth,-76
0.160,Bluetooth,-76
0.187,Bluetooth,-80
0.188,Bluetooth,-82
0.219,Bluetooth,-78
0.220,Bluetooth,-78
0.250,Bluetooth,-77
0.285,Bluetooth,-78
0.285,Bluetooth,-78
0.318,Bluetooth,-80
0.319,Bluetooth,-80
0.350,Bluetooth,-76
0.351,Bluetooth,-76
0.383,Bluetooth,-79
0.384,Bluetooth,-79
0.413,Bluetooth,-79
0.414,Bluetooth,-79
0.443,Bluetooth,-80
0.445,Bluetooth,-80
0.474,Bluetooth,-75
0.476,Bluetooth,-76
0.509,Bluetooth,-78
0.511,Bluetooth,-80
0.538,Bluetooth,-79
0.539,Bluetooth,-79
0.571,Bluetooth,-79
0.573,Bluetooth,-80
0.604,Bluetooth,-75
0.605,Bluetooth,-76
0.640,Bluetooth,-77
0.641,Bluetooth,-77
0.669,Bluetooth,-78
0.670,Bluetooth,-78
0.700,Bluetooth,-76
0.701,Bluetooth,-74
0.733,Bluetooth,-75
0.734,Bluetooth,-75
0.763,Bluetooth,-76
0.765,Bluetooth,-74
0.794,Bluetooth,-79
0.796,Bluetooth,-79
0.825,Bluetooth,-74
0.826,Bluetooth,-74
0.855,Bluetooth,-74
0.856,Bluetooth,-73
0.885,Bluetooth,-77
0.886,Bluetooth,-76
0.914,Bluetooth,-79
0.915,Bluetooth,-77
0.945,Bluetooth,-73
0.946,Bluetooth,-74
0.975,Bluetooth,-71
0.976,Bluetooth,-72
1.006,Bluetooth,-76
1.007,Bluetooth,-76
1.036,Bluetooth,-76
1.038,Bluetooth,-77
1.070,Bluetooth,-73
1.071,Bluetooth,-72
1.102,Bluetooth,-75
1.103,Bluetooth,-76
1.132,Bluetooth,-75
1.133,Bluetooth,-76
1.164,Bluetooth,-76
1.166,Bluetooth,-76
1.195,Bluetooth,-72
1.196,Bluetooth,-73
1.230,Bluetooth,-73
1.231,Bluetooth,-73
1.261,Bluetooth,-76
1.263,Bluetooth,-77
1.291,Bluetooth,-77
1.295,Bluetooth,-77
1.323,Bluetooth,-72
1.324,Bluetooth,-71
1.358,Bluetooth,-75
1.359,Bluetooth,-75
1.386,Bluetooth,-76
1.388,Bluetooth,-76
1.418,Bluetooth,-71
1.419,Bluetooth,-73
1.454,Bluetooth,-72
1.455,Bluetooth,-72
1.485,Bluetooth,-73
1.486,Bluetooth,-74
