Distance,6.0
TXDevice,iPhoneXS
TXPower,12
RXDevice,iPhone8
0.000,Bluetooth,-53
0.002,Bluetooth,-53
0.032,Bluetooth,-62
0.033,Bluetooth,-61
0.072,Bluetooth,-56
0.073,Bluetooth,-56
0.103,Bluetooth,-56
0.104,Bluetooth,-56
0.135,Bluetooth,-54
0.136,Bluetooth,-54
0.164,Bluetooth,-59
0.204,Bluetooth,-54
0.206,Bluetooth,-55
0.280,Bluetooth,-56
0.281,Bluetooth,-56
0.317,Bluetooth,-54
0.319,Bluetooth,-53
0.384,Bluetooth,-66
0.385,Bluetooth,-66
0.412,Bluetooth,-54
0.414,Bluetooth,-55
0.452,Bluetooth,-55
0.453,Bluetooth,-55
0.487,Bluetooth,-61
0.488,Bluetooth,-60
0.525,Bluetooth,-54
0.526,Bluetooth,-55
0.563,Bluetooth,-57
0.565,Bluetooth,-58
0.665,Bluetooth,-57
0.666,Bluetooth,-58
0.695,Bluetooth,-56
0.696,Bluetooth,-58
0.731,Bluetooth,-60
0.732,Bluetooth,-60
0.767,Bluetooth,-56
0.768,Bluetooth,-57
0.806,Bluetooth,-57
0.807,Bluetooth,-57
0.840,Bluetooth,-61
0.841,Bluetooth,-61
0.875,Bluetooth,-56
0.876,Bluetooth,-56
0.907,Bluetooth,-57
0.909,Bluetooth,-55
0.948,Bluetooth,-55
0.950,Bluetooth,-55
0.979,Bluetooth,-60
0.981,Bluetooth,-61
1.014,Bluetooth,-55
1.015,Bluetooth,-56
1.055,Bluetooth,-55
1.056,Bluetooth,-57
1.086,Bluetooth,-59
1.088,Bluetooth,-60
1.116,Bluetooth,-55
1.117,Bluetooth,-55
1.197,Bluetooth,-60
1.198,Bluetooth,-59
1.234,Bluetooth,-55
1.235,Bluetooth,-55
1.301,Bluetooth,-56
1.303,Bluetooth,-56
1.338,Bluetooth,-60
1.340,Bluetooth,-60
1.370,Bluetooth,-55
1.518,Bluetooth,-55
1.520,Bluetooth,-57
1.558,Bluetooth,-62
1.559,Bluetooth,-62
1.591,Bluetooth,-56
1.592,Bluetooth,-55
1.625,Bluetooth,-56
1.626,Bluetooth,-56
1.659,Bluetooth,-55
1.660,Bluetooth,-55
1.697,Bluetooth,-62
1.698,Bluetooth,-63
1.726,Bluetooth,-55
1.727,Bluetooth,-56
1.802,Bluetooth,-64
1.804,Bluetooth,-64
1.867,Bluetooth,-56
1.868,Bluetooth,-56
1.898,Bluetooth,-55
1.900,Bluetooth,-57
1.931,Bluetooth,-65
1.932,Bluetooth,-64
1.961,Bluetooth,-56
1.963,Bluetooth,-55
1.999,Bluetooth,-55
2.001,Bluetooth,-56
2.030,Bluetooth,-64
2.064,Bluetooth,-64
2.065,Bluetooth,-65
2.138,Bluetooth,-54
2.139,Bluetooth,-55
2.170,Bluetooth,-63
2.171,Bluetooth,-63
2.280,Bluetooth,-65
2.280,Bluetooth,-65
2.312,Bluetooth,-55
2.354,Bluetooth,-56
2.355,Bluetooth,-55
2.387,Bluetooth,-54
2.388,Bluetooth,-58
2.420,Bluetooth,-64
2.455,Bluetooth,-54
2.485,Bluetooth,-57
2.519,Bluetooth,-66
2.520,Bluetooth,-65
2.581,Bluetooth,-54
2.621,Bluetooth,-55
2.622,Bluetooth,-54
2.657,Bluetooth,-63
2.658,Bluetooth,-63
2.723,Bluetooth,-56
2.724,Bluetooth,-55
2.755,Bluetooth,-63
2.757,Bluetooth,-63
2.821,Bluetooth,-56
2.823,Bluetooth,-56
2.852,Bluetooth,-56
2.853,Bluetooth,-57
2.928,Bluetooth,-56
2.929,Bluetooth,-56
2.964,Bluetooth,-56
2.965,Bluetooth,-57
3.001,Bluetooth,-65
3.002,Bluetooth,-65
3.070,Bluetooth,-56
3.072,Bluetooth,-56
3.104,Bluetooth,-55
3.104,Bluetooth,-55
3.175,Bluetooth,-56
3.176,Bluetooth,-56
3.215,Bluetooth,-55
3.215,Bluetooth,-55
3.247,Bluetooth,-67
3.248,Bluetooth,-67
3.280,Bluetooth,-56
3.281,Bluetooth,-56
3.380,Bluetooth,-65
3.418,Bluetooth,-54
3.419,Bluetooth,-57
3.455,Bluetooth,-55
3.456,Bluetooth,-55
3.495,Bluetooth,-67
3.496,Bluetooth,-65
3.523,Bluetooth,-56
3.524,Bluetooth,-56
3.599,Bluetooth,-66
3.625,Bluetooth,-66
3.655,Bluetooth,-56
