Distance,6.0
TXDevice,iPhoneXS
TXPower,12
RXDevice,iPhone8
0.000,Bluetooth,-65
0.001,Bluetooth,-64
0.067,Bluetooth,-62
0.068,Bluetooth,-62
0.141,Bluetooth,-53
0.142,Bluetooth,-54
0.169,Bluetooth,-53
0.206,Bluetooth,-56
0.207,Bluetooth,-56
0.275,Bluetooth,-53
0.276,Bluetooth,-53
0.312,Bluetooth,-52
0.313,Bluetooth,-52
0.345,Bluetooth,-53
0.346,Bluetooth,-52
0.381,Bluetooth,-56
0.383,Bluetooth,-56
0.417,Bluetooth,-53
0.418,Bluetooth,-53
0.452,Bluetooth,-52
0.453,Bluetooth,-53
0.487,Bluetooth,-54
0.488,Bluetooth,-55
0.713,Bluetooth,-58
0.714,Bluetooth,-50
0.747,Bluetooth,-77
0.748,Bluetooth,-76
0.786,Bluetooth,-59
0.787,Bluetooth,-60
0.816,Bluetooth,-50
0.817,Bluetooth,-49
0.846,Bluetooth,-66
0.848,Bluetooth,-66
0.890,Bluetooth,-64
0.891,Bluetooth,-64
0.996,Bluetooth,-65
0.997,Bluetooth,-65
1.027,Bluetooth,-57
1.028,Bluetooth,-57
1.061,Bluetooth,-50
1.063,Bluetooth,-51
1.090,Bluetooth,-60
1.092,Bluetooth,-61
1.127,Bluetooth,-57
1.128,Bluetooth,-56
1.224,Bluetooth,-62
1.225,Bluetooth,-60
1.289,Bluetooth,-53
1.291,Bluetooth,-53
1.321,Bluetooth,-61
1.322,Bluetooth,-62
1.361,Bluetooth,-56
1.362,Bluetooth,-56
1.392,Bluetooth,-55
1.393,Bluetooth,-56
1.424,Bluetooth,-54
1.425,Bluetooth,-54
1.453,Bluetooth,-61
1.493,Bluetooth,-54
1.495,Bluetooth,-55
1.569,Bluetooth,-55
1.570,Bluetooth,-54
1.606,Bluetooth,-53
1.608,Bluetooth,-53
1.673,Bluetooth,-66
1.674,Bluetooth,-66
1.701,Bluetooth,-53
1.703,Bluetooth,-55
1.741,Bluetooth,-55
1.742,Bluetooth,-55
1.776,Bluetooth,-61
1.777,Bluetooth,-60
1.814,Bluetooth,-55
1.815,Bluetooth,-55
1.852,Bluetooth,-57
1.854,Bluetooth,-59
1.954,Bluetooth,-58
1.955,Bluetooth,-56
1.984,Bluetooth,-57
1.985,Bluetooth,-58
2.020,Bluetooth,-60
2.021,Bluetooth,-60
2.056,Bluetooth,-56
2.057,Bluetooth,-57
2.095,Bluetooth,-56
2.096,Bluetooth,-57
2.129,Bluetooth,-62
2.130,Bluetooth,-63
2.164,Bluetooth,-56
2.165,Bluetooth,-56
2.196,Bluetooth,-55
2.198,Bluetooth,-57
2.237,Bluetooth,-56
2.239,Bluetooth,-57
2.268,Bluetooth,-60
2.270,Bluetooth,-60
2.303,Bluetooth,-55
2.304,Bluetooth,-56
2.344,Bluetooth,-55
2.345,Bluetooth,-56
2.375,Bluetooth,-60
2.377,Bluetooth,-60
2.405,Bluetooth,-55
2.406,Bluetooth,-55
2.486,Bluetooth,-60
2.487,Bluetooth,-60
2.523,Bluetooth,-55
2.524,Bluetooth,-55
2.590,Bluetooth,-57
2.592,Bluetooth,-55
2.627,Bluetooth,-61
2.629,Bluetooth,-61
2.659,Bluetooth,-56
2.807,Bluetooth,-54
2.809,Bluetooth,-57
2.847,Bluetooth,-63
2.848,Bluetooth,-61
2.880,Bluetooth,-55
2.881,Bluetooth,-55
2.914,Bluetooth,-56
2.915,Bluetooth,-56
2.948,Bluetooth,-55
2.949,Bluetooth,-56
2.986,Bluetooth,-61
2.987,Bluetooth,-63
3.015,Bluetooth,-56
3.016,Bluetooth,-56
3.091,Bluetooth,-65
3.093,Bluetooth,-64
3.156,Bluetooth,-56
3.157,Bluetooth,-56
3.187,Bluetooth,-55
3.189,Bluetooth,-56
3.220,Bluetooth,-64
3.221,Bluetooth,-64
3.250,Bluetooth,-56
3.252,Bluetooth,-55
3.288,Bluetooth,-54
3.290,Bluetooth,-56
3.319,Bluetooth,-64
3.353,Bluetooth,-64
3.354,Bluetooth,-63
3.427,Bluetooth,-54
3.428,Bluetooth,-54
3.459,Bluetooth,-64
3.460,Bluetooth,-64
3.569,Bluetooth,-64
3.569,Bluetooth,-65
3.601,Bluetooth,-54
3.643,Bluetooth,-56
3.644,Bluetooth,-56
3.676,Bluetooth,-55
3.677,Bluetooth,-56
3.709,Bluetooth,-65
3.744,Bluetooth,-54
3.774,Bluetooth,-56
3.808,Bluetooth,-65
3.809,Bluetooth,-65
3.870,Bluetooth,-53
3.910,Bluetooth,-54
3.911,Bluetooth,-56
3.946,Bluetooth,-63
3.947,Bluetooth,-64
104.483,Bluetooth,-63
104.484,Bluetooth,-62
104.513,Bluetooth,-62
104.514,Bluetooth,-62
104.553,Bluetooth,-62
104.554,Bluetooth,-61
104.620,Bluetooth,-62
104.621,Bluetooth,-61
104.652,Bluetooth,-61
104.653,Bluetooth,-60
104.685,Bluetooth,-60
104.686,Bluetooth,-59
104.748,Bluetooth,-62
104.749,Bluetooth,-61
104.855,Bluetooth,-62
104.856,Bluetooth,-62
104.889,Bluetooth,-62
104.891,Bluetooth,-63
104.922,Bluetooth,-60
104.923,Bluetooth,-60
104.959,Bluetooth,-61
104.993,Bluetooth,-61
104.994,Bluetooth,-62
105.056,Bluetooth,-60
105.057,Bluetooth,-59
105.086,Bluetooth,-61
105.087,Bluetooth,-60
105.118,Bluetooth,-62
105.120,Bluetooth,-62
105.151,Bluetooth,-62
105.153,Bluetooth,-61
105.180,Bluetooth,-61
105.181,Bluetooth,-61
105.218,Bluetooth,-61
105.219,Bluetooth,-60
105.294,Bluetooth,-62
105.295,Bluetooth,-61
105.394,Bluetooth,-62
105.395,Bluetooth,-62
105.547,Bluetooth,-60
105.548,Bluetooth,-60
105.583,Bluetooth,-62
105.584,Bluetooth,-62
105.654,Bluetooth,-59
105.655,Bluetooth,-59
105.683,Bluetooth,-62
105.684,Bluetooth,-62
105.719,Bluetooth,-62
105.720,Bluetooth,-62
105.756,Bluetooth,-62
105.797,Bluetooth,-60
105.798,Bluetooth,-60
105.824,Bluetooth,-62
105.825,Bluetooth,-62
105.858,Bluetooth,-63
105.860,Bluetooth,-63
105.901,Bluetooth,-59
105.902,Bluetooth,-60
105.931,Bluetooth,-63
105.932,Bluetooth,-63
105.963,Bluetooth,-62
105.964,Bluetooth,-63
106.004,Bluetooth,-60
106.005,Bluetooth,-60
106.073,Bluetooth,-63
106.074,Bluetooth,-62
106.109,Bluetooth,-63
106.110,Bluetooth,-63
106.152,Bluetooth,-60
106.153,Bluetooth,-60
106.182,Bluetooth,-62
106.183,Bluetooth,-63
106.223,Bluetooth,-62
106.224,Bluetooth,-63
106.256,Bluetooth,-60
106.257,Bluetooth,-61
106.323,Bluetooth,-63
106.324,Bluetooth,-64
106.388,Bluetooth,-59
106.390,Bluetooth,-60
106.450,Bluetooth,-61
106.451,Bluetooth,-62
106.490,Bluetooth,-59
106.524,Bluetooth,-61
106.525,Bluetooth,-62
106.591,Bluetooth,-61
106.592,Bluetooth,-61
106.630,Bluetooth,-59
106.632,Bluetooth,-58
106.658,Bluetooth,-62
106.659,Bluetooth,-62
106.689,Bluetooth,-62
106.690,Bluetooth,-62
106.799,Bluetooth,-62
106.800,Bluetooth,-63
106.834,Bluetooth,-63
106.835,Bluetooth,-61
106.869,Bluetooth,-59
106.871,Bluetooth,-59
106.901,Bluetooth,-63
106.934,Bluetooth,-61
106.935,Bluetooth,-61
106.969,Bluetooth,-59
106.970,Bluetooth,-60
107.048,Bluetooth,-62
107.049,Bluetooth,-63
107.081,Bluetooth,-59
107.082,Bluetooth,-58
