Distance,6.0
TXDevice,iPhoneXS
TXPower,12
RXDevice,iPhone8
0.000,Bluetooth,-56
0.001,Bluetooth,-57
0.130,Bluetooth,-57
0.132,Bluetooth,-58
0.162,Bluetooth,-58
0.200,Bluetooth,-59
0.201,Bluetooth,-59
0.231,Bluetooth,-58
0.232,Bluetooth,-58
0.267,Bluetooth,-64
0.268,Bluetooth,-64
0.302,Bluetooth,-56
0.304,Bluetooth,-54
0.341,Bluetooth,-55
0.342,Bluetooth,-55
0.377,Bluetooth,-54
0.378,Bluetooth,-54
0.459,Bluetooth,-54
0.461,Bluetooth,-56
0.498,Bluetooth,-51
0.499,Bluetooth,-53
0.602,Bluetooth,-56
0.603,Bluetooth,-55
0.677,Bluetooth,-57
0.678,Bluetooth,-56
0.713,Bluetooth,-53
0.714,Bluetooth,-53
0.749,Bluetooth,-57
0.750,Bluetooth,-55
0.790,Bluetooth,-57
0.792,Bluetooth,-57
0.859,Bluetooth,-56
0.860,Bluetooth,-55
0.892,Bluetooth,-56
0.893,Bluetooth,-56
0.925,Bluetooth,-57
0.926,Bluetooth,-56
1.023,Bluetooth,-61
1.024,Bluetooth,-60
1.094,Bluetooth,-52
1.096,Bluetooth,-53
1.224,Bluetooth,-61
1.226,Bluetooth,-61
1.297,Bluetooth,-54
1.298,Bluetooth,-53
1.331,Bluetooth,-54
1.332,Bluetooth,-56
1.370,Bluetooth,-60
1.371,Bluetooth,-59
1.410,Bluetooth,-61
1.411,Bluetooth,-60
1.447,Bluetooth,-65
1.448,Bluetooth,-66
1.479,Bluetooth,-64
1.480,Bluetooth,-64
1.592,Bluetooth,-66
1.594,Bluetooth,-67
1.664,Bluetooth,-58
1.665,Bluetooth,-59
1.701,Bluetooth,-63
1.702,Bluetooth,-64
1.738,Bluetooth,-57
1.739,Bluetooth,-56
1.769,Bluetooth,-55
1.771,Bluetooth,-55
1.846,Bluetooth,-63
1.847,Bluetooth,-63
1.888,Bluetooth,-56
1.889,Bluetooth,-54
1.924,Bluetooth,-58
1.925,Bluetooth,-58
1.960,Bluetooth,-64
1.961,Bluetooth,-63
1.999,Bluetooth,-53
2.000,Bluetooth,-54
2.031,Bluetooth,-59
2.032,Bluetooth,-60
2.067,Bluetooth,-63
2.068,Bluetooth,-63
2.102,Bluetooth,-54
2.103,Bluetooth,-54
2.133,Bluetooth,-53
2.134,Bluetooth,-54
2.166,Bluetooth,-58
2.167,Bluetooth,-58
2.197,Bluetooth,-63
2.198,Bluetooth,-63
2.230,Bluetooth,-54
2.231,Bluetooth,-52
2.267,Bluetooth,-57
2.269,Bluetooth,-58
2.330,Bluetooth,-64
2.331,Bluetooth,-63
2.362,Bluetooth,-53
2.363,Bluetooth,-53
2.394,Bluetooth,-56
2.395,Bluetooth,-59
2.433,Bluetooth,-64
2.434,Bluetooth,-64
2.507,Bluetooth,-57
2.508,Bluetooth,-59
2.568,Bluetooth,-63
2.569,Bluetooth,-63
2.609,Bluetooth,-54
2.610,Bluetooth,-54
2.645,Bluetooth,-58
2.646,Bluetooth,-59
2.682,Bluetooth,-62
2.683,Bluetooth,-63
2.713,Bluetooth,-54
2.714,Bluetooth,-53
2.748,Bluetooth,-58
2.749,Bluetooth,-58
2.777,Bluetooth,-61
2.778,Bluetooth,-63
2.811,Bluetooth,-59
2.812,Bluetooth,-63
2.848,Bluetooth,-56
2.849,Bluetooth,-55
2.882,Bluetooth,-58
2.883,Bluetooth,-58
2.916,Bluetooth,-61
2.917,Bluetooth,-62
3.028,Bluetooth,-61
3.029,Bluetooth,-61
3.063,Bluetooth,-54
3.064,Bluetooth,-54
3.103,Bluetooth,-58
3.104,Bluetooth,-58
3.139,Bluetooth,-61
3.140,Bluetooth,-61
3.173,Bluetooth,-60
3.173,Bluetooth,-61
3.273,Bluetooth,-59
3.275,Bluetooth,-60
3.308,Bluetooth,-54
3.309,Bluetooth,-54
3.374,Bluetooth,-57
3.375,Bluetooth,-58
3.412,Bluetooth,-59
3.414,Bluetooth,-59
3.449,Bluetooth,-55
3.450,Bluetooth,-55
3.481,Bluetooth,-59
3.482,Bluetooth,-60
3.519,Bluetooth,-59
3.521,Bluetooth,-60
3.554,Bluetooth,-54
3.624,Bluetooth,-58
3.625,Bluetooth,-58
3.660,Bluetooth,-54
3.661,Bluetooth,-54
3.698,Bluetooth,-57
3.699,Bluetooth,-57
3.737,Bluetooth,-57
3.738,Bluetooth,-58
3.772,Bluetooth,-57
3.773,Bluetooth,-58
3.809,Bluetooth,-53
3.810,Bluetooth,-52
3.851,Bluetooth,-58
3.852,Bluetooth,-57
3.984,Bluetooth,-58
3.985,Bluetooth,-59
107.925,Bluetooth,-65
107.926,Bluetooth,-66
107.959,Bluetooth,-55
107.961,Bluetooth,-55
107.990,Bluetooth,-65
108.066,Bluetooth,-55
108.067,Bluetooth,-55
108.097,Bluetooth,-64
108.099,Bluetooth,-66
108.160,Bluetooth,-68
108.162,Bluetooth,-67
108.190,Bluetooth,-55
108.191,Bluetooth,-55
108.261,Bluetooth,-66
108.262,Bluetooth,-67
108.299,Bluetooth,-55
108.300,Bluetooth,-56
108.340,Bluetooth,-64
108.341,Bluetooth,-64
108.376,Bluetooth,-67
108.377,Bluetooth,-67
108.411,Bluetooth,-67
108.412,Bluetooth,-68
108.439,Bluetooth,-56
108.441,Bluetooth,-55
108.470,Bluetooth,-64
108.472,Bluetooth,-63
108.509,Bluetooth,-66
108.510,Bluetooth,-66
108.540,Bluetooth,-55
108.541,Bluetooth,-57
108.573,Bluetooth,-57
108.574,Bluetooth,-56
108.649,Bluetooth,-66
108.650,Bluetooth,-66
108.679,Bluetooth,-56
108.681,Bluetooth,-57
108.712,Bluetooth,-63
108.713,Bluetooth,-64
108.817,Bluetooth,-63
108.818,Bluetooth,-64
108.887,Bluetooth,-66
108.888,Bluetooth,-65
109.029,Bluetooth,-56
109.030,Bluetooth,-56
109.067,Bluetooth,-63
109.068,Bluetooth,-63
109.104,Bluetooth,-66
109.106,Bluetooth,-65
109.163,Bluetooth,-56
109.164,Bluetooth,-55
109.204,Bluetooth,-62
109.205,Bluetooth,-62
109.244,Bluetooth,-69
109.245,Bluetooth,-68
109.280,Bluetooth,-56
109.281,Bluetooth,-55
109.319,Bluetooth,-63
109.355,Bluetooth,-69
109.356,Bluetooth,-69
109.419,Bluetooth,-64
109.420,Bluetooth,-63
109.450,Bluetooth,-63
109.452,Bluetooth,-63
109.491,Bluetooth,-68
109.492,Bluetooth,-67
109.529,Bluetooth,-56
109.530,Bluetooth,-56
109.592,Bluetooth,-71
109.593,Bluetooth,-70
109.628,Bluetooth,-56
109.629,Bluetooth,-58
109.664,Bluetooth,-66
109.697,Bluetooth,-72
109.698,Bluetooth,-72
109.732,Bluetooth,-71
109.732,Bluetooth,-71
109.873,Bluetooth,-60
109.875,Bluetooth,-60
109.912,Bluetooth,-59
109.913,Bluetooth,-59
109.944,Bluetooth,-63
109.945,Bluetooth,-63
109.978,Bluetooth,-60
109.979,Bluetooth,-61
110.009,Bluetooth,-61
110.011,Bluetooth,-61
110.046,Bluetooth,-55
110.047,Bluetooth,-56
110.080,Bluetooth,-64
110.081,Bluetooth,-64
110.116,Bluetooth,-60
110.152,Bluetooth,-55
110.154,Bluetooth,-55
110.218,Bluetooth,-60
110.219,Bluetooth,-60
110.289,Bluetooth,-54
110.290,Bluetooth,-54
110.330,Bluetooth,-62
110.331,Bluetooth,-62
110.362,Bluetooth,-67
110.364,Bluetooth,-67
110.400,Bluetooth,-52
110.402,Bluetooth,-53
110.431,Bluetooth,-62
110.432,Bluetooth,-62
110.462,Bluetooth,-62
110.463,Bluetooth,-63
110.495,Bluetooth,-53
110.496,Bluetooth,-54
110.536,Bluetooth,-63
110.537,Bluetooth,-62
110.566,Bluetooth,-62
110.567,Bluetooth,-63
110.603,Bluetooth,-61
110.604,Bluetooth,-61
110.674,Bluetooth,-63
110.675,Bluetooth,-63
110.771,Bluetooth,-54
110.772,Bluetooth,-54
110.864,Bluetooth,-54
110.864,Bluetooth,-54
110.968,Bluetooth,-59
110.970,Bluetooth,-59
111.000,Bluetooth,-54
111.001,Bluetooth,-54
111.038,Bluetooth,-65
111.039,Bluetooth,-65
111.072,Bluetooth,-59
111.073,Bluetooth,-59
111.104,Bluetooth,-54
111.105,Bluetooth,-54
111.172,Bluetooth,-63
111.173,Bluetooth,-64
111.249,Bluetooth,-55
111.287,Bluetooth,-63
111.288,Bluetooth,-63
111.325,Bluetooth,-58
111.397,Bluetooth,-62
111.398,Bluetooth,-62
111.427,Bluetooth,-57
111.428,Bluetooth,-58
111.459,Bluetooth,-55
111.461,Bluetooth,-54
111.498,Bluetooth,-63
111.499,Bluetooth,-63
111.570,Bluetooth,-57
111.571,Bluetooth,-57
111.602,Bluetooth,-56
111.603,Bluetooth,-55
111.637,Bluetooth,-64
111.638,Bluetooth,-64
111.674,Bluetooth,-57
111.675,Bluetooth,-56
111.749,Bluetooth,-63
111.750,Bluetooth,-63
111.783,Bluetooth,-55
111.784,Bluetooth,-56
111.821,Bluetooth,-56
111.822,Bluetooth,-56
204.990,Bluetooth,-49
204.991,Bluetooth,-50
205.020,Bluetooth,-63
205.021,Bluetooth,-63
205.057,Bluetooth,-52
205.058,Bluetooth,-52
205.094,Bluetooth,-50
205.095,Bluetooth,-50
205.162,Bluetooth,-63
205.163,Bluetooth,-62
205.201,Bluetooth,-55
205.202,Bluetooth,-56
205.266,Bluetooth,-62
205.267,Bluetooth,-63
205.308,Bluetooth,-55
205.309,Bluetooth,-56
205.376,Bluetooth,-64
205.406,Bluetooth,-63
205.480,Bluetooth,-50
205.481,Bluetooth,-50
205.517,Bluetooth,-62
205.518,Bluetooth,-62
205.552,Bluetooth,-55
205.553,Bluetooth,-54
205.590,Bluetooth,-49
205.592,Bluetooth,-50
205.626,Bluetooth,-62
205.627,Bluetooth,-61
205.664,Bluetooth,-55
205.665,Bluetooth,-54
205.697,Bluetooth,-50
205.699,Bluetooth,-50
205.728,Bluetooth,-50
205.729,Bluetooth,-50
205.762,Bluetooth,-62
205.763,Bluetooth,-64
205.803,Bluetooth,-55
205.804,Bluetooth,-54
205.835,Bluetooth,-50
205.836,Bluetooth,-50
205.865,Bluetooth,-62
205.866,Bluetooth,-62
205.901,Bluetooth,-53
205.902,Bluetooth,-52
205.938,Bluetooth,-51
205.940,Bluetooth,-51
205.974,Bluetooth,-63
205.975,Bluetooth,-62
206.086,Bluetooth,-50
206.087,Bluetooth,-49
206.119,Bluetooth,-61
206.121,Bluetooth,-60
206.153,Bluetooth,-53
206.154,Bluetooth,-53
206.186,Bluetooth,-50
206.334,Bluetooth,-59
206.335,Bluetooth,-60
206.373,Bluetooth,-53
206.374,Bluetooth,-53
206.407,Bluetooth,-53
206.408,Bluetooth,-53
206.446,Bluetooth,-50
206.447,Bluetooth,-50
206.478,Bluetooth,-60
206.479,Bluetooth,-60
206.509,Bluetooth,-53
206.510,Bluetooth,-53
206.622,Bluetooth,-53
206.623,Bluetooth,-52
206.658,Bluetooth,-50
206.659,Bluetooth,-50
206.695,Bluetooth,-59
206.696,Bluetooth,-60
206.728,Bluetooth,-59
206.806,Bluetooth,-49
206.807,Bluetooth,-50
206.875,Bluetooth,-53
206.876,Bluetooth,-52
206.912,Bluetooth,-50
206.913,Bluetooth,-50
206.946,Bluetooth,-57
206.947,Bluetooth,-58
206.978,Bluetooth,-53
206.979,Bluetooth,-52
207.008,Bluetooth,-53
207.009,Bluetooth,-52
207.083,Bluetooth,-58
207.084,Bluetooth,-58
207.119,Bluetooth,-53
207.153,Bluetooth,-49
207.154,Bluetooth,-51
207.182,Bluetooth,-58
207.183,Bluetooth,-58
207.221,Bluetooth,-53
207.222,Bluetooth,-53
207.257,Bluetooth,-50
207.258,Bluetooth,-50
207.287,Bluetooth,-50
207.288,Bluetooth,-49
207.320,Bluetooth,-59
207.321,Bluetooth,-59
207.355,Bluetooth,-53
207.356,Bluetooth,-52
207.418,Bluetooth,-60
207.419,Bluetooth,-58
207.453,Bluetooth,-54
207.454,Bluetooth,-53
207.484,Bluetooth,-53
207.486,Bluetooth,-54
207.516,Bluetooth,-50
207.517,Bluetooth,-50
207.551,Bluetooth,-57
207.552,Bluetooth,-58
207.586,Bluetooth,-52
207.587,Bluetooth,-52
207.617,Bluetooth,-50
207.618,Bluetooth,-50
207.646,Bluetooth,-49
207.647,Bluetooth,-50
207.681,Bluetooth,-57
207.682,Bluetooth,-58
207.712,Bluetooth,-53
207.713,Bluetooth,-52
207.742,Bluetooth,-50
207.743,Bluetooth,-49
207.771,Bluetooth,-58
207.772,Bluetooth,-57
207.808,Bluetooth,-59
207.810,Bluetooth,-58
207.839,Bluetooth,-53
207.841,Bluetooth,-54
207.880,Bluetooth,-49
207.881,Bluetooth,-49
207.908,Bluetooth,-58
207.909,Bluetooth,-56
207.949,Bluetooth,-53
207.951,Bluetooth,-54
207.982,Bluetooth,-51
207.983,Bluetooth,-50
208.018,Bluetooth,-58
208.020,Bluetooth,-58
208.096,Bluetooth,-50
208.097,Bluetooth,-50
208.135,Bluetooth,-57
208.136,Bluetooth,-57
208.378,Bluetooth,-57
208.379,Bluetooth,-58
208.415,Bluetooth,-53
208.417,Bluetooth,-53
208.448,Bluetooth,-53
208.449,Bluetooth,-52
208.486,Bluetooth,-50
208.487,Bluetooth,-50
208.516,Bluetooth,-57
208.517,Bluetooth,-57
208.554,Bluetooth,-55
208.556,Bluetooth,-53
208.593,Bluetooth,-50
208.594,Bluetooth,-51
208.659,Bluetooth,-54
208.660,Bluetooth,-53
208.696,Bluetooth,-49
208.697,Bluetooth,-50
208.735,Bluetooth,-57
208.736,Bluetooth,-57
208.766,Bluetooth,-58
208.804,Bluetooth,-53
208.806,Bluetooth,-55
316.581,Bluetooth,-60
316.582,Bluetooth,-59
316.609,Bluetooth,-60
316.642,Bluetooth,-60
316.643,Bluetooth,-60
316.680,Bluetooth,-62
316.681,Bluetooth,-63
316.713,Bluetooth,-59
316.714,Bluetooth,-60
316.743,Bluetooth,-59
316.744,Bluetooth,-60
316.784,Bluetooth,-63
316.785,Bluetooth,-62
316.822,Bluetooth,-60
316.823,Bluetooth,-59
316.854,Bluetooth,-59
316.856,Bluetooth,-60
316.884,Bluetooth,-61
316.886,Bluetooth,-60
316.920,Bluetooth,-63
316.922,Bluetooth,-62
316.989,Bluetooth,-60
316.991,Bluetooth,-59
317.029,Bluetooth,-63
317.030,Bluetooth,-64
317.065,Bluetooth,-59
317.066,Bluetooth,-59
317.099,Bluetooth,-61
317.100,Bluetooth,-60
317.135,Bluetooth,-62
317.135,Bluetooth,-63
317.164,Bluetooth,-63
317.165,Bluetooth,-64
317.200,Bluetooth,-59
317.201,Bluetooth,-59
317.228,Bluetooth,-61
317.229,Bluetooth,-60
317.259,Bluetooth,-63
317.260,Bluetooth,-63
317.296,Bluetooth,-60
317.298,Bluetooth,-61
317.326,Bluetooth,-59
317.327,Bluetooth,-59
317.357,Bluetooth,-61
317.358,Bluetooth,-60
317.426,Bluetooth,-61
317.427,Bluetooth,-60
317.456,Bluetooth,-60
317.490,Bluetooth,-62
317.531,Bluetooth,-61
317.532,Bluetooth,-59
317.599,Bluetooth,-61
317.600,Bluetooth,-61
317.631,Bluetooth,-64
317.632,Bluetooth,-64
317.701,Bluetooth,-60
317.702,Bluetooth,-58
317.737,Bluetooth,-63
317.738,Bluetooth,-64
317.778,Bluetooth,-60
317.779,Bluetooth,-60
317.816,Bluetooth,-59
317.854,Bluetooth,-63
317.855,Bluetooth,-62
317.893,Bluetooth,-61
317.894,Bluetooth,-60
318.002,Bluetooth,-63
318.003,Bluetooth,-63
318.033,Bluetooth,-59
318.034,Bluetooth,-59
318.138,Bluetooth,-58
318.139,Bluetooth,-59
318.206,Bluetooth,-59
318.207,Bluetooth,-59
318.241,Bluetooth,-63
318.243,Bluetooth,-63
318.276,Bluetooth,-59
318.277,Bluetooth,-60
318.306,Bluetooth,-59
