Distance,4.0
TXDevice,iPhoneXS
TXPower,12
RXDevice,iPhone8
0.000,Bluetooth,-47
0.001,Bluetooth,-48
0.113,Bluetooth,-48
0.114,Bluetooth,-47
0.147,Bluetooth,-46
0.148,Bluetooth,-46
0.180,Bluetooth,-46
0.181,Bluetooth,-45
0.249,Bluetooth,-46
0.250,Bluetooth,-47
0.283,Bluetooth,-45
0.284,Bluetooth,-47
0.315,Bluetooth,-43
0.316,Bluetooth,-43
0.352,Bluetooth,-43
0.392,Bluetooth,-47
0.394,Bluetooth,-47
0.469,Bluetooth,-48
0.470,Bluetooth,-47
0.540,Bluetooth,-49
0.542,Bluetooth,-50
0.569,Bluetooth,-45
0.571,Bluetooth,-44
0.598,Bluetooth,-51
0.599,Bluetooth,-51
0.629,Bluetooth,-52
0.630,Bluetooth,-53
0.664,Bluetooth,-51
0.666,Bluetooth,-51
0.693,Bluetooth,-46
0.694,Bluetooth,-46
0.731,Bluetooth,-49
0.732,Bluetooth,-49
0.804,Bluetooth,-44
0.805,Bluetooth,-45
0.833,Bluetooth,-43
0.834,Bluetooth,-44
0.864,Bluetooth,-46
0.866,Bluetooth,-46
0.901,Bluetooth,-45
0.902,Bluetooth,-44
0.939,Bluetooth,-44
0.941,Bluetooth,-44
0.977,Bluetooth,-46
0.978,Bluetooth,-47
1.044,Bluetooth,-46
1.045,Bluetooth,-47
1.081,Bluetooth,-44
1.153,Bluetooth,-45
1.155,Bluetooth,-46
1.187,Bluetooth,-44
1.188,Bluetooth,-44
1.229,Bluetooth,-45
1.230,Bluetooth,-46
1.261,Bluetooth,-45
1.262,Bluetooth,-46
1.296,Bluetooth,-45
1.297,Bluetooth,-44
1.326,Bluetooth,-44
1.327,Bluetooth,-45
1.358,Bluetooth,-46
1.359,Bluetooth,-46
1.431,Bluetooth,-45
1.432,Bluetooth,-46
1.501,Bluetooth,-46
1.503,Bluetooth,-46
1.539,Bluetooth,-44
1.540,Bluetooth,-45
1.569,Bluetooth,-44
1.570,Bluetooth,-45
1.608,Bluetooth,-46
1.609,Bluetooth,-44
1.677,Bluetooth,-44
1.678,Bluetooth,-44
1.712,Bluetooth,-44
1.714,Bluetooth,-45
1.780,Bluetooth,-44
1.782,Bluetooth,-44
1.853,Bluetooth,-47
1.854,Bluetooth,-46
1.925,Bluetooth,-44
1.926,Bluetooth,-44
1.956,Bluetooth,-45
1.957,Bluetooth,-45
1.992,Bluetooth,-46
1.993,Bluetooth,-45
2.023,Bluetooth,-44
2.024,Bluetooth,-44
2.058,Bluetooth,-45
2.059,Bluetooth,-45
2.093,Bluetooth,-47
2.094,Bluetooth,-46
2.168,Bluetooth,-44
2.169,Bluetooth,-44
2.201,Bluetooth,-44
2.202,Bluetooth,-44
2.233,Bluetooth,-44
2.234,Bluetooth,-44
2.271,Bluetooth,-43
2.272,Bluetooth,-43
2.344,Bluetooth,-44
2.345,Bluetooth,-44
2.373,Bluetooth,-44
2.374,Bluetooth,-44
2.411,Bluetooth,-43
2.412,Bluetooth,-42
2.450,Bluetooth,-45
2.451,Bluetooth,-44
2.518,Bluetooth,-45
2.556,Bluetooth,-45
2.558,Bluetooth,-45
2.596,Bluetooth,-45
2.597,Bluetooth,-45
2.632,Bluetooth,-46
2.633,Bluetooth,-45
2.669,Bluetooth,-45
2.670,Bluetooth,-46
2.700,Bluetooth,-46
2.700,Bluetooth,-44
2.729,Bluetooth,-46
2.731,Bluetooth,-48
2.767,Bluetooth,-45
2.768,Bluetooth,-45
2.802,Bluetooth,-45
2.804,Bluetooth,-44
2.843,Bluetooth,-42
2.845,Bluetooth,-43
2.873,Bluetooth,-44
2.875,Bluetooth,-44
2.914,Bluetooth,-45
2.915,Bluetooth,-45
2.948,Bluetooth,-43
2.949,Bluetooth,-44
2.983,Bluetooth,-43
2.984,Bluetooth,-43
3.022,Bluetooth,-43
3.024,Bluetooth,-45
3.054,Bluetooth,-43
3.055,Bluetooth,-43
3.117,Bluetooth,-43
3.118,Bluetooth,-44
3.226,Bluetooth,-42
3.227,Bluetooth,-42
3.264,Bluetooth,-42
3.265,Bluetooth,-43
3.299,Bluetooth,-45
3.300,Bluetooth,-44
3.329,Bluetooth,-45
3.330,Bluetooth,-44
3.357,Bluetooth,-46
3.359,Bluetooth,-46
3.395,Bluetooth,-46
3.396,Bluetooth,-46
3.515,Bluetooth,-46
3.516,Bluetooth,-47
3.554,Bluetooth,-46
3.555,Bluetooth,-46
3.592,Bluetooth,-46
3.593,Bluetooth,-46
3.665,Bluetooth,-45
3.666,Bluetooth,-45
3.696,Bluetooth,-45
3.697,Bluetooth,-46
3.729,Bluetooth,-45
3.730,Bluetooth,-46
3.766,Bluetooth,-46
3.768,Bluetooth,-45
3.804,Bluetooth,-45
3.805,Bluetooth,-45
3.837,Bluetooth,-46
3.838,Bluetooth,-47
3.868,Bluetooth,-46
3.869,Bluetooth,-46
3.903,Bluetooth,-42
3.904,Bluetooth,-44
3.975,Bluetooth,-43
3.976,Bluetooth,-43
51.300,Bluetooth,-66
51.337,Bluetooth,-70
51.338,Bluetooth,-70
51.371,Bluetooth,-66
51.372,Bluetooth,-67
51.403,Bluetooth,-64
51.404,Bluetooth,-67
51.434,Bluetooth,-64
51.465,Bluetooth,-71
51.466,Bluetooth,-72
51.532,Bluetooth,-64
51.533,Bluetooth,-65
51.674,Bluetooth,-65
51.675,Bluetooth,-65
51.713,Bluetooth,-72
51.714,Bluetooth,-72
51.750,Bluetooth,-65
51.751,Bluetooth,-65
