Distance,6.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.000,Bluetooth,-60
0.001,Bluetooth,-60
0.034,Bluetooth,-67
0.035,Bluetooth,-69
0.094,Bluetooth,-65
0.095,Bluetooth,-64
0.129,Bluetooth,-63
0.130,Bluetooth,-62
0.222,Bluetooth,-65
0.223,Bluetooth,-66
0.253,Bluetooth,-64
0.255,Bluetooth,-64
0.313,Bluetooth,-62
0.314,Bluetooth,-61
0.343,Bluetooth,-61
0.344,Bluetooth,-61
0.413,Bluetooth,-65
0.414,Bluetooth,-66
0.445,Bluetooth,-63
0.511,Bluetooth,-62
0.512,Bluetooth,-61
0.542,Bluetooth,-64
0.543,Bluetooth,-65
0.609,Bluetooth,-61
0.610,Bluetooth,-61
0.644,Bluetooth,-62
0.645,Bluetooth,-64
0.736,Bluetooth,-63
0.737,Bluetooth,-61
0.830,Bluetooth,-63
0.831,Bluetooth,-62
0.893,Bluetooth,-60
0.894,Bluetooth,-60
0.956,Bluetooth,-62
0.957,Bluetooth,-62
1.051,Bluetooth,-63
1.115,Bluetooth,-58
1.116,Bluetooth,-58
1.212,Bluetooth,-57
1.213,Bluetooth,-57
1.248,Bluetooth,-63
1.249,Bluetooth,-62
1.306,Bluetooth,-57
1.307,Bluetooth,-58
1.342,Bluetooth,-63
1.343,Bluetooth,-63
1.372,Bluetooth,-57
1.373,Bluetooth,-58
1.406,Bluetooth,-59
1.406,Bluetooth,-59
1.436,Bluetooth,-63
1.467,Bluetooth,-56
1.468,Bluetooth,-57
1.501,Bluetooth,-59
1.502,Bluetooth,-59
1.562,Bluetooth,-65
1.563,Bluetooth,-65
1.591,Bluetooth,-59
1.592,Bluetooth,-61
1.717,Bluetooth,-60
1.717,Bluetooth,-60
1.747,Bluetooth,-70
1.748,Bluetooth,-70
1.815,Bluetooth,-60
1.816,Bluetooth,-60
1.909,Bluetooth,-61
1.910,Bluetooth,-61
1.940,Bluetooth,-66
1.941,Bluetooth,-66
1.978,Bluetooth,-59
1.978,Bluetooth,-58
2.003,Bluetooth,-62
2.032,Bluetooth,-69
2.033,Bluetooth,-67
2.064,Bluetooth,-65
2.065,Bluetooth,-65
2.095,Bluetooth,-62
2.096,Bluetooth,-61
2.126,Bluetooth,-65
2.127,Bluetooth,-64
2.193,Bluetooth,-63
2.195,Bluetooth,-62
2.254,Bluetooth,-64
2.255,Bluetooth,-66
2.347,Bluetooth,-65
2.348,Bluetooth,-65
2.413,Bluetooth,-62
2.414,Bluetooth,-62
2.445,Bluetooth,-65
2.447,Bluetooth,-65
