Distance,6.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
0.000,Bluetooth,-70
0.001,Bluetooth,-70
0.034,Bluetooth,127
0.069,Bluetooth,-69
0.070,Bluetooth,-70
0.103,Bluetooth,-70
0.104,Bluetooth,-72
0.301,Bluetooth,-72
0.302,Bluetooth,-70
0.333,Bluetooth,-71
0.334,Bluetooth,-71
0.365,Bluetooth,-70
0.367,Bluetooth,-72
0.396,Bluetooth,-70
0.398,Bluetooth,-71
0.427,Bluetooth,-70
0.428,Bluetooth,-69
0.457,Bluetooth,-70
0.458,Bluetooth,-71
0.519,Bluetooth,127
0.555,Bluetooth,127
0.619,Bluetooth,-66
0.620,Bluetooth,-65
0.685,Bluetooth,-70
0.686,Bluetooth,-69
0.714,Bluetooth,128
0.750,Bluetooth,-66
0.751,Bluetooth,-67
0.782,Bluetooth,127
0.907,Bluetooth,-68
0.909,Bluetooth,-67
0.940,Bluetooth,127
0.972,Bluetooth,126
1.003,Bluetooth,-65
1.003,Bluetooth,-65
1.034,Bluetooth,-70
1.035,Bluetooth,-69
1.063,Bluetooth,-64
1.064,Bluetooth,-66
1.093,Bluetooth,-65
1.094,Bluetooth,-67
1.125,Bluetooth,-65
1.126,Bluetooth,-66
1.160,Bluetooth,-71
1.161,Bluetooth,-70
1.189,Bluetooth,-66
1.189,Bluetooth,-66
1.221,Bluetooth,-67
1.222,Bluetooth,-67
1.251,Bluetooth,-69
1.252,Bluetooth,-67
1.282,Bluetooth,-72
1.283,Bluetooth,-70
1.312,Bluetooth,-67
1.314,Bluetooth,-69
1.345,Bluetooth,-68
1.347,Bluetooth,-69
1.379,Bluetooth,-74
1.382,Bluetooth,-73
1.408,Bluetooth,-70
1.409,Bluetooth,-71
1.438,Bluetooth,-69
1.439,Bluetooth,-70
1.470,Bluetooth,-69
1.471,Bluetooth,-71
1.503,Bluetooth,-70
1.504,Bluetooth,-68
1.570,Bluetooth,-70
1.570,Bluetooth,-70
1.597,Bluetooth,-71
1.598,Bluetooth,-71
1.632,Bluetooth,-70
1.632,Bluetooth,-70
1.662,Bluetooth,-71
1.662,Bluetooth,-71
1.692,Bluetooth,-70
1.692,Bluetooth,-71
1.725,Bluetooth,-71
1.725,Bluetooth,-70
1.758,Bluetooth,-69
1.759,Bluetooth,-70
1.851,Bluetooth,-69
1.852,Bluetooth,-67
1.947,Bluetooth,-67
1.949,Bluetooth,-67
1.981,Bluetooth,-72
1.982,Bluetooth,-74
2.010,Bluetooth,-71
2.011,Bluetooth,-73
2.168,Bluetooth,-69
2.169,Bluetooth,-71
2.326,Bluetooth,-69
2.327,Bluetooth,-70
2.551,Bluetooth,126
2.585,Bluetooth,-71
2.586,Bluetooth,-72
2.644,Bluetooth,-67
2.645,Bluetooth,-69
2.679,Bluetooth,126
2.712,Bluetooth,-71
2.714,Bluetooth,-71
2.809,Bluetooth,-70
2.810,Bluetooth,-70
2.843,Bluetooth,-70
2.844,Bluetooth,-71
2.875,Bluetooth,-70
2.876,Bluetooth,-70
2.911,Bluetooth,-70
2.912,Bluetooth,-69
2.942,Bluetooth,-70
2.943,Bluetooth,-70
2.972,Bluetooth,-71
2.973,Bluetooth,-71
3.001,Bluetooth,-69
3.002,Bluetooth,-70
3.036,Bluetooth,-70
3.037,Bluetooth,-68
3.067,Bluetooth,-69
3.068,Bluetooth,-71
3.098,Bluetooth,-69
3.099,Bluetooth,-70
3.130,Bluetooth,-69
3.132,Bluetooth,-70
3.259,Bluetooth,-72
3.260,Bluetooth,-73
3.571,Bluetooth,-68
3.572,Bluetooth,-66
3.599,Bluetooth,-71
3.601,Bluetooth,-71
3.634,Bluetooth,-70
3.635,Bluetooth,-72
3.766,Bluetooth,-71
3.768,Bluetooth,-71
3.796,Bluetooth,-68
3.798,Bluetooth,-68
3.829,Bluetooth,-69
3.832,Bluetooth,-71
3.862,Bluetooth,-68
3.864,Bluetooth,-69
3.897,Bluetooth,-70
3.899,Bluetooth,-72
3.928,Bluetooth,-71
3.929,Bluetooth,-71
3.957,Bluetooth,-68
3.958,Bluetooth,-68
79.436,Bluetooth,-79
79.438,Bluetooth,-79
79.467,Bluetooth,-91
79.470,Bluetooth,-91
79.498,Bluetooth,-82
79.499,Bluetooth,-81
79.530,Bluetooth,-79
79.531,Bluetooth,-80
79.561,Bluetooth,-80
79.562,Bluetooth,-81
79.591,Bluetooth,-93
79.592,Bluetooth,-94
79.622,Bluetooth,-82
79.623,Bluetooth,-82
79.656,Bluetooth,-82
79.658,Bluetooth,-81
79.720,Bluetooth,-94
79.721,Bluetooth,-94
79.754,Bluetooth,-82
79.756,Bluetooth,-81
79.785,Bluetooth,-82
79.787,Bluetooth,-82
79.816,Bluetooth,-92
79.817,Bluetooth,-93
79.845,Bluetooth,-92
79.846,Bluetooth,-91
79.877,Bluetooth,-83
