Distance,6.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
0.000,Bluetooth,-73
0.001,Bluetooth,-74
0.031,Bluetooth,-76
0.032,Bluetooth,-76
0.062,Bluetooth,-76
0.063,Bluetooth,-75
0.097,Bluetooth,-74
0.098,Bluetooth,-72
0.131,Bluetooth,-74
0.131,Bluetooth,-74
0.165,Bluetooth,-74
0.167,Bluetooth,-76
0.325,Bluetooth,-75
0.327,Bluetooth,-76
0.358,Bluetooth,-73
0.359,Bluetooth,-73
0.420,Bluetooth,-74
0.421,Bluetooth,-75
0.514,Bluetooth,-76
0.515,Bluetooth,-75
0.544,Bluetooth,-74
0.545,Bluetooth,-75
0.579,Bluetooth,-73
0.581,Bluetooth,-73
0.611,Bluetooth,-75
0.612,Bluetooth,-75
0.645,Bluetooth,-74
0.646,Bluetooth,-75
0.675,Bluetooth,-75
0.677,Bluetooth,-75
0.706,Bluetooth,-71
0.707,Bluetooth,-73
0.741,Bluetooth,-74
0.745,Bluetooth,-74
0.772,Bluetooth,-75
0.773,Bluetooth,-75
0.802,Bluetooth,-75
0.802,Bluetooth,-75
0.833,Bluetooth,-73
0.834,Bluetooth,-73
0.864,Bluetooth,-75
0.865,Bluetooth,-75
0.895,Bluetooth,-77
0.896,Bluetooth,-76
0.925,Bluetooth,-76
0.927,Bluetooth,-77
0.956,Bluetooth,-72
0.957,Bluetooth,-72
0.988,Bluetooth,-75
0.989,Bluetooth,-75
1.018,Bluetooth,-77
1.020,Bluetooth,-77
1.051,Bluetooth,-72
1.051,Bluetooth,-73
1.081,Bluetooth,-73
1.082,Bluetooth,-74
1.112,Bluetooth,-75
1.114,Bluetooth,-75
1.143,Bluetooth,-77
1.145,Bluetooth,-76
1.174,Bluetooth,-74
1.175,Bluetooth,-74
1.209,Bluetooth,-75
1.211,Bluetooth,-76
1.241,Bluetooth,-75
1.243,Bluetooth,-75
1.269,Bluetooth,-77
1.270,Bluetooth,-77
1.303,Bluetooth,-72
1.304,Bluetooth,-74
1.339,Bluetooth,-76
1.340,Bluetooth,-76
1.400,Bluetooth,-78
1.401,Bluetooth,-77
1.433,Bluetooth,-76
1.434,Bluetooth,-74
1.465,Bluetooth,-74
1.467,Bluetooth,-74
1.497,Bluetooth,-77
1.498,Bluetooth,-76
1.530,Bluetooth,-73
1.531,Bluetooth,-73
1.560,Bluetooth,-73
1.561,Bluetooth,-72
1.591,Bluetooth,-76
1.593,Bluetooth,-77
1.623,Bluetooth,-78
1.624,Bluetooth,-78
1.653,Bluetooth,-74
1.654,Bluetooth,-74
1.686,Bluetooth,-75
1.687,Bluetooth,-76
1.721,Bluetooth,-77
1.722,Bluetooth,-78
1.750,Bluetooth,-78
1.751,Bluetooth,-79
1.781,Bluetooth,-74
1.783,Bluetooth,-74
1.812,Bluetooth,-78
1.814,Bluetooth,-78
1.845,Bluetooth,-76
1.846,Bluetooth,-76
1.873,Bluetooth,-78
1.874,Bluetooth,-78
1.904,Bluetooth,-74
1.905,Bluetooth,-75
1.935,Bluetooth,-77
1.936,Bluetooth,-77
1.997,Bluetooth,-80
1.998,Bluetooth,-80
2.032,Bluetooth,-77
2.033,Bluetooth,-77
2.062,Bluetooth,-76
2.062,Bluetooth,-76
2.092,Bluetooth,-81
2.093,Bluetooth,-80
2.122,Bluetooth,-80
2.123,Bluetooth,-81
2.156,Bluetooth,-77
2.157,Bluetooth,-77
2.190,Bluetooth,-76
2.192,Bluetooth,-76
2.219,Bluetooth,-80
2.220,Bluetooth,-82
2.251,Bluetooth,-78
2.252,Bluetooth,-76
2.282,Bluetooth,-77
2.317,Bluetooth,-78
2.317,Bluetooth,-78
2.350,Bluetooth,-79
2.351,Bluetooth,-80
2.382,Bluetooth,-77
2.383,Bluetooth,-77
2.415,Bluetooth,-79
2.416,Bluetooth,-78
2.445,Bluetooth,-78
2.446,Bluetooth,-79
2.475,Bluetooth,-80
2.477,Bluetooth,-81
2.506,Bluetooth,-76
2.508,Bluetooth,-76
2.541,Bluetooth,-78
2.543,Bluetooth,-79
2.570,Bluetooth,-79
2.571,Bluetooth,-79
2.603,Bluetooth,-79
2.605,Bluetooth,-79
2.636,Bluetooth,-76
2.637,Bluetooth,-76
2.672,Bluetooth,-77
2.673,Bluetooth,-77
2.701,Bluetooth,-78
2.702,Bluetooth,-78
2.732,Bluetooth,-76
2.733,Bluetooth,-74
2.765,Bluetooth,-75
2.766,Bluetooth,-75
2.795,Bluetooth,-76
2.797,Bluetooth,-75
2.826,Bluetooth,-78
2.828,Bluetooth,-79
2.857,Bluetooth,-74
2.858,Bluetooth,-74
2.887,Bluetooth,-74
2.888,Bluetooth,-74
2.917,Bluetooth,-76
2.918,Bluetooth,-76
2.946,Bluetooth,-77
2.947,Bluetooth,-78
2.977,Bluetooth,-73
2.978,Bluetooth,-75
3.007,Bluetooth,-72
3.008,Bluetooth,-72
3.038,Bluetooth,-77
3.039,Bluetooth,-76
3.068,Bluetooth,-76
3.070,Bluetooth,-76
3.102,Bluetooth,-72
3.103,Bluetooth,-72
3.134,Bluetooth,-74
3.135,Bluetooth,-76
3.164,Bluetooth,-74
3.165,Bluetooth,-76
3.196,Bluetooth,-75
3.198,Bluetooth,-76
3.227,Bluetooth,-73
3.228,Bluetooth,-72
3.262,Bluetooth,-75
3.263,Bluetooth,-74
3.293,Bluetooth,-77
3.295,Bluetooth,-77
3.323,Bluetooth,-77
3.327,Bluetooth,-78
3.355,Bluetooth,-72
3.356,Bluetooth,-72
3.390,Bluetooth,-75
3.391,Bluetooth,-75
3.418,Bluetooth,-75
3.420,Bluetooth,-76
3.450,Bluetooth,-71
3.451,Bluetooth,-71
3.486,Bluetooth,-72
3.487,Bluetooth,-72
3.517,Bluetooth,-74
3.518,Bluetooth,-74
3.550,Bluetooth,-76
3.551,Bluetooth,-77
3.582,Bluetooth,-73
3.583,Bluetooth,-72
3.612,Bluetooth,-74
3.614,Bluetooth,-73
3.643,Bluetooth,-73
3.645,Bluetooth,-74
3.673,Bluetooth,-77
3.674,Bluetooth,-76
3.709,Bluetooth,-72
3.712,Bluetooth,-72
3.744,Bluetooth,-74
3.745,Bluetooth,-74
3.777,Bluetooth,-75
3.778,Bluetooth,-77
3.807,Bluetooth,-72
3.809,Bluetooth,-73
3.838,Bluetooth,-72
3.839,Bluetooth,-73
3.870,Bluetooth,-73
3.871,Bluetooth,-75
3.902,Bluetooth,-76
3.903,Bluetooth,-77
3.934,Bluetooth,-73
3.935,Bluetooth,-72
3.964,Bluetooth,-72
3.965,Bluetooth,-72
59.333,Bluetooth,-77
59.335,Bluetooth,-77
59.368,Bluetooth,-75
59.369,Bluetooth,-76
59.402,Bluetooth,-85
59.403,Bluetooth,-84
59.430,Bluetooth,-85
59.432,Bluetooth,-85
59.463,Bluetooth,-76
59.465,Bluetooth,-77
59.496,Bluetooth,-74
59.498,Bluetooth,-76
59.529,Bluetooth,-84
59.531,Bluetooth,-84
59.559,Bluetooth,-76
59.560,Bluetooth,-77
59.591,Bluetooth,-77
59.592,Bluetooth,-75
59.622,Bluetooth,-74
59.682,Bluetooth,-76
59.683,Bluetooth,-76
59.714,Bluetooth,-75
59.715,Bluetooth,-77
59.745,Bluetooth,-74
59.746,Bluetooth,-73
59.885,Bluetooth,-85
59.886,Bluetooth,-85
60.010,Bluetooth,-84
60.011,Bluetooth,-84
60.068,Bluetooth,-77
60.069,Bluetooth,-77
60.138,Bluetooth,-81
60.170,Bluetooth,-76
60.171,Bluetooth,-76
60.201,Bluetooth,-75
60.202,Bluetooth,-74
60.265,Bluetooth,-82
60.266,Bluetooth,-83
60.291,Bluetooth,-78
60.292,Bluetooth,-77
60.322,Bluetooth,-74
60.323,Bluetooth,-73
60.357,Bluetooth,-84
60.358,Bluetooth,-84
60.387,Bluetooth,-84
60.388,Bluetooth,-84
60.416,Bluetooth,-77
60.418,Bluetooth,-77
60.449,Bluetooth,-73
60.450,Bluetooth,-74
60.481,Bluetooth,-84
60.482,Bluetooth,-84
60.510,Bluetooth,-84
60.511,Bluetooth,-84
60.542,Bluetooth,-77
60.543,Bluetooth,-77
60.574,Bluetooth,-76
60.576,Bluetooth,-74
60.605,Bluetooth,-83
60.607,Bluetooth,-84
60.669,Bluetooth,-75
60.670,Bluetooth,-76
60.703,Bluetooth,-75
60.704,Bluetooth,-74
60.735,Bluetooth,-83
60.736,Bluetooth,-83
60.767,Bluetooth,-78
60.768,Bluetooth,-76
60.889,Bluetooth,-78
60.890,Bluetooth,-77
60.918,Bluetooth,-75
60.919,Bluetooth,-75
60.949,Bluetooth,-75
60.950,Bluetooth,-74
60.984,Bluetooth,-83
60.985,Bluetooth,-84
61.015,Bluetooth,-78
61.016,Bluetooth,-77
61.082,Bluetooth,-83
61.083,Bluetooth,-83
61.112,Bluetooth,-82
61.115,Bluetooth,-84
61.141,Bluetooth,-78
61.142,Bluetooth,-77
61.176,Bluetooth,-74
61.177,Bluetooth,-74
61.211,Bluetooth,-83
61.212,Bluetooth,-84
61.239,Bluetooth,-78
61.240,Bluetooth,-78
61.269,Bluetooth,-77
61.270,Bluetooth,-78
61.300,Bluetooth,-75
61.301,Bluetooth,-73
61.335,Bluetooth,-83
61.336,Bluetooth,-84
61.363,Bluetooth,-77
61.364,Bluetooth,-76
61.397,Bluetooth,-76
61.399,Bluetooth,-77
61.426,Bluetooth,-76
61.427,Bluetooth,-74
61.460,Bluetooth,-83
61.461,Bluetooth,-83
61.489,Bluetooth,-80
61.490,Bluetooth,-79
61.520,Bluetooth,-75
61.520,Bluetooth,-74
61.552,Bluetooth,-75
61.553,Bluetooth,-75
61.651,Bluetooth,-75
61.652,Bluetooth,-76
61.685,Bluetooth,-82
61.687,Bluetooth,-83
61.714,Bluetooth,-83
