Distance,6.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.000,Bluetooth,-51
0.001,Bluetooth,-51
0.032,Bluetooth,-51
0.034,Bluetooth,-51
0.066,Bluetooth,-53
0.067,Bluetooth,-53
0.096,Bluetooth,-49
0.096,Bluetooth,-51
0.126,Bluetooth,-50
0.127,Bluetooth,-51
0.160,Bluetooth,-51
0.161,Bluetooth,-52
0.192,Bluetooth,-52
0.193,Bluetooth,-54
0.224,Bluetooth,-50
0.225,Bluetooth,-50
0.259,Bluetooth,-51
0.260,Bluetooth,-51
0.323,Bluetooth,-52
0.323,Bluetooth,-53
0.354,Bluetooth,-52
0.356,Bluetooth,-51
0.384,Bluetooth,-51
0.386,Bluetooth,-51
0.474,Bluetooth,-53
0.475,Bluetooth,-53
0.508,Bluetooth,-50
0.509,Bluetooth,-52
0.539,Bluetooth,-52
0.541,Bluetooth,-51
0.602,Bluetooth,-53
0.603,Bluetooth,-52
0.634,Bluetooth,-52
0.635,Bluetooth,-51
0.670,Bluetooth,-51
0.671,Bluetooth,-52
0.702,Bluetooth,-53
0.703,Bluetooth,-53
0.764,Bluetooth,-51
0.765,Bluetooth,-51
0.794,Bluetooth,-51
0.795,Bluetooth,-51
0.827,Bluetooth,-52
0.828,Bluetooth,-54
0.889,Bluetooth,-52
0.889,Bluetooth,-51
0.921,Bluetooth,-52
0.922,Bluetooth,-51
0.983,Bluetooth,-52
0.984,Bluetooth,-51
1.048,Bluetooth,-51
1.078,Bluetooth,-54
1.079,Bluetooth,-53
1.109,Bluetooth,-51
1.110,Bluetooth,-51
1.170,Bluetooth,-52
1.171,Bluetooth,-51
1.204,Bluetooth,-53
1.204,Bluetooth,-54
1.232,Bluetooth,-51
1.233,Bluetooth,-51
1.265,Bluetooth,-51
1.266,Bluetooth,-52
1.328,Bluetooth,-54
1.329,Bluetooth,-54
1.362,Bluetooth,-51
1.363,Bluetooth,-50
1.490,Bluetooth,-51
1.491,Bluetooth,-51
1.521,Bluetooth,-51
1.522,Bluetooth,-52
1.553,Bluetooth,-52
1.554,Bluetooth,-53
1.588,Bluetooth,-51
1.589,Bluetooth,-51
1.618,Bluetooth,-51
1.619,Bluetooth,-52
1.650,Bluetooth,-51
1.651,Bluetooth,-51
1.679,Bluetooth,-53
1.681,Bluetooth,-53
1.712,Bluetooth,-51
1.712,Bluetooth,-51
1.745,Bluetooth,-51
1.746,Bluetooth,-51
1.809,Bluetooth,-53
1.810,Bluetooth,-53
1.839,Bluetooth,-51
1.840,Bluetooth,-51
1.869,Bluetooth,-50
1.870,Bluetooth,-50
1.903,Bluetooth,-53
1.904,Bluetooth,-54
1.960,Bluetooth,-51
1.961,Bluetooth,-50
1.996,Bluetooth,-52
1.997,Bluetooth,-51
2.126,Bluetooth,-50
2.127,Bluetooth,-51
2.161,Bluetooth,-53
2.161,Bluetooth,-54
2.189,Bluetooth,-52
2.190,Bluetooth,-52
2.220,Bluetooth,-52
2.221,Bluetooth,-51
2.249,Bluetooth,-52
2.250,Bluetooth,-51
2.280,Bluetooth,-54
2.281,Bluetooth,-53
2.408,Bluetooth,-52
2.409,Bluetooth,-54
2.435,Bluetooth,-52
2.436,Bluetooth,-52
2.472,Bluetooth,-52
2.473,Bluetooth,-52
2.503,Bluetooth,-53
2.504,Bluetooth,-53
2.567,Bluetooth,-52
2.568,Bluetooth,-52
2.598,Bluetooth,-51
2.600,Bluetooth,-52
2.630,Bluetooth,-53
2.631,Bluetooth,-53
2.661,Bluetooth,-52
2.662,Bluetooth,-52
2.726,Bluetooth,-50
2.728,Bluetooth,-51
2.758,Bluetooth,-53
2.759,Bluetooth,-53
2.787,Bluetooth,-51
2.787,Bluetooth,-51
2.824,Bluetooth,-50
2.825,Bluetooth,-50
2.885,Bluetooth,-53
2.887,Bluetooth,-52
2.916,Bluetooth,-51
2.945,Bluetooth,-50
2.947,Bluetooth,-51
2.982,Bluetooth,-52
3.046,Bluetooth,-53
3.047,Bluetooth,-52
3.075,Bluetooth,-50
3.076,Bluetooth,-51
3.110,Bluetooth,-51
3.111,Bluetooth,-53
3.143,Bluetooth,-53
3.144,Bluetooth,-53
3.177,Bluetooth,-51
3.178,Bluetooth,-51
3.235,Bluetooth,-52
3.236,Bluetooth,-53
3.272,Bluetooth,-52
3.273,Bluetooth,-53
3.304,Bluetooth,-51
3.305,Bluetooth,-51
3.334,Bluetooth,-52
3.336,Bluetooth,-52
3.366,Bluetooth,-52
