Distance,10.0
TXDevice,iPhone11
TXPower,8
RXDevice,iPhone11_Pro_max
0.000,Bluetooth,-58
0.001,Bluetooth,-59
0.033,Bluetooth,-54
0.034,Bluetooth,-55
0.072,Bluetooth,-57
0.073,Bluetooth,-57
0.106,Bluetooth,-56
0.141,Bluetooth,-58
0.142,Bluetooth,-58
0.180,Bluetooth,-59
0.181,Bluetooth,-58
0.210,Bluetooth,-58
0.211,Bluetooth,-57
0.276,Bluetooth,-61
0.277,Bluetooth,-60
0.315,Bluetooth,-59
0.316,Bluetooth,-59
0.352,Bluetooth,-64
0.353,Bluetooth,-62
0.388,Bluetooth,-59
0.389,Bluetooth,-58
0.424,Bluetooth,-60
0.537,Bluetooth,-57
0.537,Bluetooth,-57
0.577,Bluetooth,-63
0.578,Bluetooth,-63
0.652,Bluetooth,-60
0.653,Bluetooth,-60
0.718,Bluetooth,-63
0.782,Bluetooth,-60
0.783,Bluetooth,-61
0.949,Bluetooth,-58
0.950,Bluetooth,-58
1.048,Bluetooth,-57
1.049,Bluetooth,-58
1.086,Bluetooth,-59
1.087,Bluetooth,-60
1.122,Bluetooth,-61
1.123,Bluetooth,-63
1.155,Bluetooth,-58
1.156,Bluetooth,-57
1.197,Bluetooth,-63
1.198,Bluetooth,-64
1.336,Bluetooth,-60
1.337,Bluetooth,-60
1.380,Bluetooth,-58
1.381,Bluetooth,-58
1.410,Bluetooth,-67
1.411,Bluetooth,-67
1.475,Bluetooth,-64
1.475,Bluetooth,-64
1.511,Bluetooth,-58
1.512,Bluetooth,-58
1.551,Bluetooth,-61
1.552,Bluetooth,-62
1.586,Bluetooth,-63
1.587,Bluetooth,-63
1.620,Bluetooth,-59
1.697,Bluetooth,-59
1.699,Bluetooth,-60
1.731,Bluetooth,-62
1.732,Bluetooth,-61
1.759,Bluetooth,-61
1.760,Bluetooth,-61
1.800,Bluetooth,-57
1.801,Bluetooth,-58
1.869,Bluetooth,-60
1.870,Bluetooth,-61
1.911,Bluetooth,-59
1.948,Bluetooth,-61
1.949,Bluetooth,-62
2.017,Bluetooth,-54
2.018,Bluetooth,-54
2.057,Bluetooth,-60
2.057,Bluetooth,-60
2.087,Bluetooth,-58
2.088,Bluetooth,-58
2.118,Bluetooth,-53
2.119,Bluetooth,-53
2.224,Bluetooth,-60
2.258,Bluetooth,-57
2.259,Bluetooth,-61
2.299,Bluetooth,-57
2.300,Bluetooth,-58
2.363,Bluetooth,-61
2.364,Bluetooth,-61
2.471,Bluetooth,-60
2.472,Bluetooth,-60
2.502,Bluetooth,-57
2.579,Bluetooth,-57
2.580,Bluetooth,-57
2.617,Bluetooth,-58
2.618,Bluetooth,-58
2.655,Bluetooth,-62
2.656,Bluetooth,-62
2.801,Bluetooth,-57
2.833,Bluetooth,-60
2.834,Bluetooth,-60
2.898,Bluetooth,-55
2.899,Bluetooth,-56
2.961,Bluetooth,-60
2.962,Bluetooth,-60
2.991,Bluetooth,-54
2.992,Bluetooth,-56
3.095,Bluetooth,-61
3.131,Bluetooth,-60
3.132,Bluetooth,-61
3.170,Bluetooth,-55
3.171,Bluetooth,-55
3.243,Bluetooth,-56
3.244,Bluetooth,-56
3.414,Bluetooth,-55
3.451,Bluetooth,-62
3.451,Bluetooth,-61
3.488,Bluetooth,-55
3.489,Bluetooth,-55
3.527,Bluetooth,-57
3.528,Bluetooth,-57
3.561,Bluetooth,-62
3.562,Bluetooth,-61
3.596,Bluetooth,-55
3.597,Bluetooth,-54
3.700,Bluetooth,-56
3.734,Bluetooth,-60
3.813,Bluetooth,-58
3.815,Bluetooth,-58
93.049,Bluetooth,-60
93.050,Bluetooth,-59
93.087,Bluetooth,-55
93.089,Bluetooth,-55
93.121,Bluetooth,-54
93.157,Bluetooth,-56
93.158,Bluetooth,-56
93.187,Bluetooth,-54
93.189,Bluetooth,-54
93.257,Bluetooth,-55
93.258,Bluetooth,-55
93.289,Bluetooth,-58
93.290,Bluetooth,-59
93.357,Bluetooth,-56
93.358,Bluetooth,-56
93.393,Bluetooth,-56
93.394,Bluetooth,-56
93.433,Bluetooth,-55
93.434,Bluetooth,-55
93.495,Bluetooth,-59
93.496,Bluetooth,-59
93.535,Bluetooth,-53
93.536,Bluetooth,-52
93.565,Bluetooth,-54
93.566,Bluetooth,-54
93.604,Bluetooth,-60
93.605,Bluetooth,-60
93.636,Bluetooth,-54
93.637,Bluetooth,-55
93.698,Bluetooth,-58
93.734,Bluetooth,-57
93.735,Bluetooth,-57
93.840,Bluetooth,-53
93.840,Bluetooth,-52
93.880,Bluetooth,-57
93.881,Bluetooth,-56
93.916,Bluetooth,-57
93.917,Bluetooth,-56
93.983,Bluetooth,-56
93.984,Bluetooth,-56
94.020,Bluetooth,-57
94.089,Bluetooth,-58
94.090,Bluetooth,-57
94.163,Bluetooth,-56
94.163,Bluetooth,-57
94.202,Bluetooth,-57
94.202,Bluetooth,-57
94.240,Bluetooth,-66
94.241,Bluetooth,-65
94.304,Bluetooth,-58
94.339,Bluetooth,-57
94.341,Bluetooth,-57
94.557,Bluetooth,-65
94.558,Bluetooth,-64
94.589,Bluetooth,-56
94.590,Bluetooth,-55
94.621,Bluetooth,-55
94.622,Bluetooth,-55
94.677,Bluetooth,-58
94.678,Bluetooth,-57
94.734,Bluetooth,-54
94.735,Bluetooth,-55
94.771,Bluetooth,-55
94.772,Bluetooth,-54
94.809,Bluetooth,-55
94.810,Bluetooth,-55
94.841,Bluetooth,-56
94.842,Bluetooth,-57
94.875,Bluetooth,-59
94.876,Bluetooth,-61
94.910,Bluetooth,-61
94.975,Bluetooth,-61
94.976,Bluetooth,-61
95.015,Bluetooth,-51
95.016,Bluetooth,-52
95.054,Bluetooth,-57
95.055,Bluetooth,-57
95.155,Bluetooth,-51
95.156,Bluetooth,-51
95.196,Bluetooth,-50
95.230,Bluetooth,-53
95.231,Bluetooth,-54
95.268,Bluetooth,-55
95.269,Bluetooth,-55
95.378,Bluetooth,-53
95.379,Bluetooth,-53
95.451,Bluetooth,-57
95.452,Bluetooth,-57
95.526,Bluetooth,-53
95.562,Bluetooth,-51
95.563,Bluetooth,-52
95.641,Bluetooth,-56
95.642,Bluetooth,-57
95.710,Bluetooth,-53
95.711,Bluetooth,-53
95.740,Bluetooth,-56
95.742,Bluetooth,-55
95.776,Bluetooth,-51
95.777,Bluetooth,-51
95.817,Bluetooth,-58
95.847,Bluetooth,-50
95.848,Bluetooth,-52
95.883,Bluetooth,-52
95.884,Bluetooth,-52
95.913,Bluetooth,-60
95.913,Bluetooth,-59
96.045,Bluetooth,-60
96.046,Bluetooth,-60
96.114,Bluetooth,-52
96.174,Bluetooth,-52
96.175,Bluetooth,-51
96.280,Bluetooth,-51
96.281,Bluetooth,-51
96.318,Bluetooth,-52
96.319,Bluetooth,-52
96.416,Bluetooth,-52
96.456,Bluetooth,-49
96.457,Bluetooth,-49
96.522,Bluetooth,-58
96.523,Bluetooth,-57
96.560,Bluetooth,-49
96.560,Bluetooth,-49
96.597,Bluetooth,-52
96.598,Bluetooth,-52
96.702,Bluetooth,-59
96.769,Bluetooth,-50
96.770,Bluetooth,-50
96.809,Bluetooth,-52
96.810,Bluetooth,-52
96.842,Bluetooth,-58
96.843,Bluetooth,-59
172.795,Bluetooth,-63
172.796,Bluetooth,-64
172.830,Bluetooth,-61
172.831,Bluetooth,-61
172.972,Bluetooth,-63
173.036,Bluetooth,-59
