Distance,15.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
0.000,Bluetooth,-77
0.000,Bluetooth,-75
0.030,Bluetooth,-77
0.031,Bluetooth,-76
0.061,Bluetooth,-75
0.062,Bluetooth,-74
0.095,Bluetooth,-75
0.095,Bluetooth,-75
0.125,Bluetooth,-75
0.126,Bluetooth,-76
0.158,Bluetooth,-74
0.158,Bluetooth,-75
0.190,Bluetooth,-74
0.191,Bluetooth,-74
0.219,Bluetooth,-74
0.219,Bluetooth,-73
0.252,Bluetooth,-76
0.252,Bluetooth,-75
0.284,Bluetooth,-75
0.285,Bluetooth,-77
0.316,Bluetooth,-74
0.317,Bluetooth,-72
0.349,Bluetooth,-75
0.350,Bluetooth,-75
0.379,Bluetooth,-75
0.380,Bluetooth,-77
0.408,Bluetooth,-74
0.409,Bluetooth,-73
0.439,Bluetooth,-74
0.439,Bluetooth,-74
0.468,Bluetooth,127
0.505,Bluetooth,-75
0.506,Bluetooth,-75
0.533,Bluetooth,-76
0.534,Bluetooth,-75
0.596,Bluetooth,-74
0.597,Bluetooth,-74
0.658,Bluetooth,-75
0.660,Bluetooth,-76
0.688,Bluetooth,-74
0.689,Bluetooth,-73
0.719,Bluetooth,-75
0.720,Bluetooth,-76
0.783,Bluetooth,-75
0.785,Bluetooth,-76
0.813,Bluetooth,-75
0.814,Bluetooth,-74
0.848,Bluetooth,-75
0.849,Bluetooth,-75
0.877,Bluetooth,-75
0.878,Bluetooth,-75
0.907,Bluetooth,-74
0.909,Bluetooth,-75
0.970,Bluetooth,-75
0.971,Bluetooth,-75
1.002,Bluetooth,-74
1.004,Bluetooth,-75
1.160,Bluetooth,-74
1.163,Bluetooth,-74
1.254,Bluetooth,-77
1.255,Bluetooth,-75
1.353,Bluetooth,-77
1.354,Bluetooth,-77
1.477,Bluetooth,-77
1.478,Bluetooth,-77
1.575,Bluetooth,-75
1.577,Bluetooth,-75
1.605,Bluetooth,-77
1.606,Bluetooth,-77
1.640,Bluetooth,-76
1.642,Bluetooth,-75
1.670,Bluetooth,-74
1.671,Bluetooth,-74
1.700,Bluetooth,-74
1.701,Bluetooth,-74
1.729,Bluetooth,-77
1.729,Bluetooth,-76
1.763,Bluetooth,-75
1.764,Bluetooth,-74
1.800,Bluetooth,-75
1.801,Bluetooth,-74
1.830,Bluetooth,-77
1.831,Bluetooth,-78
1.860,Bluetooth,-78
1.862,Bluetooth,-77
1.891,Bluetooth,-76
1.893,Bluetooth,-75
1.925,Bluetooth,-75
1.926,Bluetooth,-74
1.954,Bluetooth,-77
1.955,Bluetooth,-75
2.017,Bluetooth,-75
2.018,Bluetooth,-75
2.080,Bluetooth,-77
2.081,Bluetooth,-77
2.113,Bluetooth,127
2.147,Bluetooth,-74
2.148,Bluetooth,-75
2.178,Bluetooth,-75
2.179,Bluetooth,-74
2.210,Bluetooth,-77
2.211,Bluetooth,-75
2.241,Bluetooth,-75
2.244,Bluetooth,-75
2.271,Bluetooth,-74
2.272,Bluetooth,-75
2.305,Bluetooth,-76
2.307,Bluetooth,-73
2.339,Bluetooth,-78
2.340,Bluetooth,-77
2.370,Bluetooth,-76
2.371,Bluetooth,-75
2.402,Bluetooth,-76
2.403,Bluetooth,-76
2.430,Bluetooth,-77
2.431,Bluetooth,-77
2.460,Bluetooth,-77
2.461,Bluetooth,-76
2.491,Bluetooth,-75
2.493,Bluetooth,-74
2.523,Bluetooth,-73
2.524,Bluetooth,-74
2.554,Bluetooth,-77
2.555,Bluetooth,-76
2.622,Bluetooth,-75
2.624,Bluetooth,-73
2.660,Bluetooth,-75
2.661,Bluetooth,-75
2.688,Bluetooth,-76
2.689,Bluetooth,-76
2.720,Bluetooth,-76
2.721,Bluetooth,-74
2.751,Bluetooth,-76
2.753,Bluetooth,-78
2.780,Bluetooth,-76
2.781,Bluetooth,-77
2.814,Bluetooth,-78
2.815,Bluetooth,-77
2.845,Bluetooth,-77
2.846,Bluetooth,-77
2.875,Bluetooth,-76
2.877,Bluetooth,-77
2.905,Bluetooth,-76
2.907,Bluetooth,-74
2.934,Bluetooth,-78
2.935,Bluetooth,-77
2.970,Bluetooth,-77
2.971,Bluetooth,-76
3.005,Bluetooth,-76
3.006,Bluetooth,-76
3.038,Bluetooth,-77
3.039,Bluetooth,-76
3.098,Bluetooth,-78
3.099,Bluetooth,-76
3.133,Bluetooth,-74
3.134,Bluetooth,-75
3.163,Bluetooth,-78
3.164,Bluetooth,-76
3.193,Bluetooth,-76
3.194,Bluetooth,-75
3.230,Bluetooth,-74
3.231,Bluetooth,-74
3.263,Bluetooth,-74
3.264,Bluetooth,-75
3.292,Bluetooth,-76
3.293,Bluetooth,-75
3.326,Bluetooth,-77
3.327,Bluetooth,-77
3.356,Bluetooth,-75
3.358,Bluetooth,-75
