Distance,15.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.000,Bluetooth,-60
0.002,Bluetooth,-62
0.091,Bluetooth,-58
0.093,Bluetooth,-58
0.123,Bluetooth,-58
0.219,Bluetooth,-58
0.220,Bluetooth,-58
0.254,Bluetooth,-59
0.255,Bluetooth,-60
0.289,Bluetooth,-62
0.290,Bluetooth,-63
0.319,Bluetooth,-58
0.321,Bluetooth,-58
0.352,Bluetooth,-58
0.353,Bluetooth,-58
0.384,Bluetooth,-58
0.385,Bluetooth,-59
0.418,Bluetooth,-62
0.419,Bluetooth,-62
0.447,Bluetooth,-58
0.448,Bluetooth,-57
0.508,Bluetooth,-58
0.510,Bluetooth,-59
0.539,Bluetooth,-60
0.541,Bluetooth,-61
0.573,Bluetooth,-58
0.574,Bluetooth,-59
0.603,Bluetooth,-59
0.605,Bluetooth,-58
0.668,Bluetooth,-60
0.669,Bluetooth,-60
0.702,Bluetooth,-58
0.702,Bluetooth,-60
0.731,Bluetooth,-59
0.732,Bluetooth,-59
0.830,Bluetooth,-57
0.832,Bluetooth,-58
0.863,Bluetooth,-59
0.864,Bluetooth,-59
0.898,Bluetooth,-61
0.899,Bluetooth,-61
0.926,Bluetooth,-58
0.927,Bluetooth,-58
0.991,Bluetooth,-61
0.992,Bluetooth,-61
1.021,Bluetooth,-62
1.023,Bluetooth,-62
1.053,Bluetooth,-59
1.054,Bluetooth,-59
1.084,Bluetooth,-63
1.085,Bluetooth,-62
1.148,Bluetooth,-63
1.149,Bluetooth,-64
1.181,Bluetooth,-60
1.182,Bluetooth,-61
1.213,Bluetooth,-61
1.214,Bluetooth,-62
1.244,Bluetooth,-63
1.245,Bluetooth,-63
1.313,Bluetooth,-61
1.314,Bluetooth,-61
1.377,Bluetooth,-61
1.378,Bluetooth,-62
1.412,Bluetooth,-63
1.413,Bluetooth,-63
1.514,Bluetooth,-59
1.514,Bluetooth,-59
1.547,Bluetooth,-64
1.548,Bluetooth,-64
1.576,Bluetooth,-61
1.577,Bluetooth,-61
1.609,Bluetooth,-59
1.610,Bluetooth,-58
1.646,Bluetooth,-62
1.647,Bluetooth,-63
1.704,Bluetooth,-59
1.705,Bluetooth,-60
1.733,Bluetooth,-59
1.734,Bluetooth,-59
1.768,Bluetooth,-60
1.769,Bluetooth,-61
1.831,Bluetooth,-57
1.832,Bluetooth,-57
1.861,Bluetooth,-61
1.862,Bluetooth,-62
1.895,Bluetooth,-60
1.897,Bluetooth,-61
1.927,Bluetooth,-58
1.928,Bluetooth,-59
2.056,Bluetooth,-60
2.057,Bluetooth,-60
2.087,Bluetooth,-62
2.087,Bluetooth,-61
2.183,Bluetooth,-60
2.184,Bluetooth,-59
2.218,Bluetooth,-61
2.219,Bluetooth,-60
2.253,Bluetooth,-61
2.254,Bluetooth,-61
2.285,Bluetooth,-59
2.286,Bluetooth,-60
2.350,Bluetooth,-58
2.351,Bluetooth,-59
2.383,Bluetooth,-61
2.384,Bluetooth,-61
2.412,Bluetooth,-59
2.413,Bluetooth,-59
2.443,Bluetooth,-59
2.444,Bluetooth,-59
2.503,Bluetooth,-59
2.505,Bluetooth,-60
2.534,Bluetooth,-57
2.535,Bluetooth,-60
2.567,Bluetooth,-60
2.569,Bluetooth,-59
2.662,Bluetooth,-59
2.663,Bluetooth,-57
2.695,Bluetooth,-59
2.696,Bluetooth,-58
2.726,Bluetooth,-60
2.727,Bluetooth,-60
2.823,Bluetooth,-58
2.824,Bluetooth,-61
2.855,Bluetooth,-60
2.856,Bluetooth,-60
2.884,Bluetooth,-60
2.885,Bluetooth,-60
2.949,Bluetooth,-60
2.950,Bluetooth,-59
2.980,Bluetooth,-61
2.981,Bluetooth,-60
3.008,Bluetooth,-60
3.009,Bluetooth,-60
3.042,Bluetooth,-61
3.047,Bluetooth,-62
3.112,Bluetooth,-60
3.113,Bluetooth,-60
3.140,Bluetooth,-59
3.141,Bluetooth,-59
3.264,Bluetooth,-58
3.265,Bluetooth,-59
3.297,Bluetooth,-60
3.298,Bluetooth,-60
3.326,Bluetooth,-61
3.327,Bluetooth,-60
3.387,Bluetooth,-58
3.388,Bluetooth,-59
3.418,Bluetooth,-60
3.419,Bluetooth,-60
3.454,Bluetooth,-61
3.455,Bluetooth,-61
3.485,Bluetooth,-59
3.486,Bluetooth,-59
3.548,Bluetooth,-61
3.548,Bluetooth,-60
3.575,Bluetooth,-61
3.577,Bluetooth,-62
3.606,Bluetooth,-60
3.607,Bluetooth,-59
3.703,Bluetooth,-61
3.705,Bluetooth,-60
3.736,Bluetooth,-59
3.737,Bluetooth,-60
3.799,Bluetooth,-60
3.801,Bluetooth,-60
3.831,Bluetooth,-60
3.832,Bluetooth,-61
3.858,Bluetooth,-61
3.859,Bluetooth,-58
3.894,Bluetooth,-59
3.895,Bluetooth,-60
3.924,Bluetooth,-59
3.926,Bluetooth,-60
3.963,Bluetooth,-60
3.964,Bluetooth,-60
74.268,Bluetooth,-82
74.269,Bluetooth,-82
74.328,Bluetooth,-76
74.330,Bluetooth,-77
74.362,Bluetooth,-74
74.363,Bluetooth,-74
74.426,Bluetooth,-86
74.427,Bluetooth,-87
74.458,Bluetooth,-76
74.459,Bluetooth,-76
74.492,Bluetooth,-76
74.493,Bluetooth,-76
74.522,Bluetooth,-85
74.523,Bluetooth,-85
74.585,Bluetooth,-76
74.586,Bluetooth,-76
