Distance,10.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhoneXR
0.000,Bluetooth,-77
0.002,Bluetooth,-78
0.034,Bluetooth,-71
0.036,Bluetooth,-71
0.062,Bluetooth,-81
0.064,Bluetooth,-81
0.096,Bluetooth,-76
0.097,Bluetooth,-76
0.187,Bluetooth,-81
0.188,Bluetooth,-80
0.221,Bluetooth,-76
0.222,Bluetooth,-76
0.255,Bluetooth,-72
0.257,Bluetooth,-71
0.315,Bluetooth,-81
0.346,Bluetooth,-76
0.347,Bluetooth,-76
0.376,Bluetooth,-70
0.378,Bluetooth,-71
0.439,Bluetooth,-80
0.440,Bluetooth,-81
0.474,Bluetooth,-76
0.476,Bluetooth,-75
0.504,Bluetooth,-72
0.505,Bluetooth,-71
0.537,Bluetooth,-81
0.538,Bluetooth,-82
0.637,Bluetooth,-71
0.639,Bluetooth,-72
0.669,Bluetooth,-81
0.672,Bluetooth,-81
0.704,Bluetooth,-76
0.705,Bluetooth,-75
0.738,Bluetooth,-71
0.740,Bluetooth,-71
0.772,Bluetooth,-80
0.773,Bluetooth,-81
0.800,Bluetooth,-81
0.802,Bluetooth,-81
0.833,Bluetooth,-75
0.834,Bluetooth,-77
0.866,Bluetooth,-71
0.869,Bluetooth,-71
0.895,Bluetooth,-81
0.896,Bluetooth,-80
0.926,Bluetooth,-81
0.959,Bluetooth,-76
0.961,Bluetooth,-76
0.990,Bluetooth,-71
0.991,Bluetooth,-71
1.024,Bluetooth,-81
1.025,Bluetooth,-81
1.058,Bluetooth,-75
1.060,Bluetooth,-76
1.120,Bluetooth,-71
1.122,Bluetooth,-71
1.149,Bluetooth,-81
1.151,Bluetooth,-81
1.179,Bluetooth,-76
1.181,Bluetooth,-75
1.244,Bluetooth,-71
1.245,Bluetooth,-71
1.274,Bluetooth,-81
1.275,Bluetooth,-82
1.338,Bluetooth,-71
1.340,Bluetooth,-71
1.400,Bluetooth,-81
1.402,Bluetooth,-81
1.464,Bluetooth,-71
1.466,Bluetooth,-71
1.498,Bluetooth,-81
1.500,Bluetooth,-81
1.527,Bluetooth,-81
1.558,Bluetooth,-76
1.560,Bluetooth,-75
1.618,Bluetooth,-81
1.653,Bluetooth,-76
1.654,Bluetooth,-77
1.683,Bluetooth,-77
1.685,Bluetooth,-77
1.715,Bluetooth,-72
1.717,Bluetooth,-70
1.746,Bluetooth,-81
1.777,Bluetooth,-76
1.778,Bluetooth,-75
1.869,Bluetooth,-83
1.901,Bluetooth,-76
1.903,Bluetooth,-76
1.931,Bluetooth,-71
1.933,Bluetooth,-70
1.965,Bluetooth,-70
1.967,Bluetooth,-71
1.993,Bluetooth,-82
1.994,Bluetooth,-82
2.026,Bluetooth,-78
2.028,Bluetooth,-78
2.060,Bluetooth,-71
2.061,Bluetooth,-71
2.094,Bluetooth,-81
2.095,Bluetooth,-81
2.193,Bluetooth,-71
2.194,Bluetooth,-69
2.222,Bluetooth,-81
2.323,Bluetooth,-71
2.324,Bluetooth,-72
2.352,Bluetooth,-81
2.353,Bluetooth,-81
2.383,Bluetooth,-74
2.385,Bluetooth,-75
2.416,Bluetooth,-71
2.419,Bluetooth,-68
2.479,Bluetooth,-81
2.548,Bluetooth,-70
2.549,Bluetooth,-70
2.576,Bluetooth,-82
2.578,Bluetooth,-81
2.642,Bluetooth,-76
2.643,Bluetooth,-75
2.774,Bluetooth,-70
2.775,Bluetooth,-70
2.839,Bluetooth,-80
2.840,Bluetooth,-81
2.873,Bluetooth,-75
2.907,Bluetooth,-70
2.909,Bluetooth,-70
2.940,Bluetooth,-81
2.942,Bluetooth,-81
2.976,Bluetooth,-75
2.977,Bluetooth,-74
3.043,Bluetooth,-70
3.044,Bluetooth,-70
3.071,Bluetooth,-80
3.073,Bluetooth,-81
3.102,Bluetooth,-76
3.104,Bluetooth,-75
3.138,Bluetooth,-70
3.140,Bluetooth,-71
3.172,Bluetooth,-81
3.173,Bluetooth,-81
3.203,Bluetooth,-82
3.205,Bluetooth,-82
3.236,Bluetooth,-76
3.238,Bluetooth,-76
3.272,Bluetooth,-70
3.273,Bluetooth,-72
3.335,Bluetooth,-76
3.337,Bluetooth,-76
3.426,Bluetooth,-82
3.458,Bluetooth,-78
3.460,Bluetooth,-76
3.526,Bluetooth,-71
3.528,Bluetooth,-70
3.684,Bluetooth,-83
3.686,Bluetooth,-82
3.783,Bluetooth,-83
3.785,Bluetooth,-83
3.813,Bluetooth,-80
3.814,Bluetooth,-79
3.880,Bluetooth,-71
3.882,Bluetooth,-70
3.911,Bluetooth,-81
3.913,Bluetooth,-82
3.944,Bluetooth,-79
3.946,Bluetooth,-79
3.980,Bluetooth,-71
3.982,Bluetooth,-71
63.153,Bluetooth,-83
63.155,Bluetooth,-83
63.187,Bluetooth,-82
63.189,Bluetooth,-81
63.217,Bluetooth,-73
63.218,Bluetooth,-73
63.248,Bluetooth,-82
63.249,Bluetooth,-82
63.314,Bluetooth,-81
63.316,Bluetooth,-81
63.347,Bluetooth,-74
63.348,Bluetooth,-73
63.377,Bluetooth,-83
63.379,Bluetooth,-83
63.408,Bluetooth,-81
63.409,Bluetooth,-81
63.471,Bluetooth,-74
63.473,Bluetooth,-74
63.506,Bluetooth,-84
63.507,Bluetooth,-83
63.536,Bluetooth,-81
63.538,Bluetooth,-81
63.567,Bluetooth,-73
63.568,Bluetooth,-74
63.599,Bluetooth,-72
63.601,Bluetooth,-73
63.635,Bluetooth,-83
63.636,Bluetooth,-83
63.669,Bluetooth,-81
63.670,Bluetooth,-81
63.698,Bluetooth,-74
63.700,Bluetooth,-73
63.732,Bluetooth,-84
63.734,Bluetooth,-84
63.764,Bluetooth,-81
63.766,Bluetooth,-81
63.796,Bluetooth,-82
63.798,Bluetooth,-80
63.831,Bluetooth,-73
63.833,Bluetooth,-73
63.861,Bluetooth,-85
63.863,Bluetooth,-84
63.923,Bluetooth,-73
63.924,Bluetooth,-74
63.955,Bluetooth,-74
64.024,Bluetooth,-81
64.026,Bluetooth,-81
64.055,Bluetooth,-73
64.057,Bluetooth,-74
64.187,Bluetooth,-74
64.188,Bluetooth,-75
64.310,Bluetooth,-74
64.312,Bluetooth,-74
64.342,Bluetooth,-85
64.344,Bluetooth,-85
64.378,Bluetooth,-81
64.380,Bluetooth,-80
64.408,Bluetooth,-74
64.409,Bluetooth,-75
64.508,Bluetooth,-80
64.509,Bluetooth,-80
64.604,Bluetooth,-81
64.605,Bluetooth,-81
64.634,Bluetooth,-81
64.636,Bluetooth,-81
64.667,Bluetooth,-73
64.668,Bluetooth,-74
64.699,Bluetooth,-83
64.701,Bluetooth,-83
64.733,Bluetooth,-81
64.734,Bluetooth,-82
64.793,Bluetooth,-73
64.794,Bluetooth,-74
64.827,Bluetooth,-82
64.829,Bluetooth,-83
64.859,Bluetooth,-81
64.860,Bluetooth,-81
64.891,Bluetooth,-73
64.893,Bluetooth,-73
64.988,Bluetooth,-81
64.989,Bluetooth,-82
65.020,Bluetooth,-74
65.022,Bluetooth,-73
65.053,Bluetooth,-83
65.055,Bluetooth,-82
65.084,Bluetooth,-81
65.086,Bluetooth,-80
65.114,Bluetooth,-82
65.116,Bluetooth,-81
65.143,Bluetooth,-73
65.144,Bluetooth,-75
65.175,Bluetooth,-82
65.208,Bluetooth,-81
65.209,Bluetooth,-81
65.239,Bluetooth,-81
65.241,Bluetooth,-80
65.268,Bluetooth,-73
65.269,Bluetooth,-74
65.302,Bluetooth,-83
65.303,Bluetooth,-83
65.426,Bluetooth,-83
65.427,Bluetooth,-83
65.456,Bluetooth,-82
65.458,Bluetooth,-82
65.489,Bluetooth,-74
65.490,Bluetooth,-74
65.588,Bluetooth,-81
65.589,Bluetooth,-81
65.617,Bluetooth,-75
65.618,Bluetooth,-73
65.648,Bluetooth,-83
65.650,Bluetooth,-84
65.686,Bluetooth,-80
65.687,Bluetooth,-81
65.717,Bluetooth,-81
65.718,Bluetooth,-81
65.745,Bluetooth,-73
65.748,Bluetooth,-72
65.847,Bluetooth,-73
65.942,Bluetooth,-81
65.943,Bluetooth,-81
65.975,Bluetooth,-73
66.104,Bluetooth,-75
66.105,Bluetooth,-76
66.135,Bluetooth,-82
66.136,Bluetooth,-82
66.168,Bluetooth,-81
66.169,Bluetooth,-81
66.228,Bluetooth,-74
66.229,Bluetooth,-74
66.261,Bluetooth,-82
66.263,Bluetooth,-83
66.293,Bluetooth,-81
66.294,Bluetooth,-81
66.354,Bluetooth,-73
66.355,Bluetooth,-73
66.390,Bluetooth,-83
66.391,Bluetooth,-83
66.422,Bluetooth,-80
66.423,Bluetooth,-81
66.450,Bluetooth,-74
66.452,Bluetooth,-74
66.484,Bluetooth,-84
66.485,Bluetooth,-83
66.547,Bluetooth,-81
66.549,Bluetooth,-81
66.576,Bluetooth,-74
66.578,Bluetooth,-74
66.608,Bluetooth,-83
66.699,Bluetooth,-75
66.701,Bluetooth,-73
66.731,Bluetooth,-82
66.733,Bluetooth,-83
66.763,Bluetooth,-82
66.765,Bluetooth,-81
66.797,Bluetooth,-81
66.799,Bluetooth,-82
66.826,Bluetooth,-74
66.828,Bluetooth,-74
66.862,Bluetooth,-83
66.864,Bluetooth,-83
66.898,Bluetooth,-81
66.900,Bluetooth,-82
66.926,Bluetooth,-74
66.928,Bluetooth,-74
66.994,Bluetooth,-82
66.995,Bluetooth,-83
67.025,Bluetooth,-81
67.027,Bluetooth,-81
67.054,Bluetooth,-74
67.055,Bluetooth,-73
67.085,Bluetooth,-82
67.087,Bluetooth,-82
136.865,Bluetooth,-69
136.866,Bluetooth,-69
136.899,Bluetooth,-69
136.901,Bluetooth,-69
136.931,Bluetooth,-72
136.933,Bluetooth,-72
136.962,Bluetooth,-73
136.964,Bluetooth,-73
137.025,Bluetooth,-71
137.026,Bluetooth,-71
137.055,Bluetooth,-72
137.057,Bluetooth,-72
137.121,Bluetooth,-65
137.123,Bluetooth,-64
137.154,Bluetooth,-68
137.156,Bluetooth,-69
137.189,Bluetooth,-71
137.191,Bluetooth,-72
137.221,Bluetooth,-66
137.223,Bluetooth,-66
137.256,Bluetooth,-69
137.257,Bluetooth,-69
137.286,Bluetooth,-69
137.287,Bluetooth,-69
137.319,Bluetooth,-70
137.321,Bluetooth,-72
137.348,Bluetooth,-65
137.349,Bluetooth,-66
137.381,Bluetooth,-69
137.382,Bluetooth,-69
137.412,Bluetooth,-71
137.414,Bluetooth,-72
137.444,Bluetooth,-70
137.446,Bluetooth,-70
137.473,Bluetooth,-68
137.474,Bluetooth,-67
137.503,Bluetooth,-68
137.505,Bluetooth,-68
137.538,Bluetooth,-70
137.539,Bluetooth,-70
137.601,Bluetooth,-70
137.603,Bluetooth,-69
137.636,Bluetooth,-71
137.637,Bluetooth,-71
137.666,Bluetooth,-74
137.668,Bluetooth,-73
137.695,Bluetooth,-67
137.697,Bluetooth,-67
137.756,Bluetooth,-68
137.757,Bluetooth,-69
137.789,Bluetooth,-70
137.790,Bluetooth,-70
137.820,Bluetooth,-69
137.822,Bluetooth,-70
137.851,Bluetooth,-73
137.884,Bluetooth,-72
137.885,Bluetooth,-71
137.916,Bluetooth,-72
137.918,Bluetooth,-72
137.946,Bluetooth,-71
137.947,Bluetooth,-70
137.976,Bluetooth,-70
137.978,Bluetooth,-70
138.040,Bluetooth,-71
138.042,Bluetooth,-70
138.069,Bluetooth,-69
138.070,Bluetooth,-69
138.099,Bluetooth,-69
138.101,Bluetooth,-69
138.133,Bluetooth,-70
138.134,Bluetooth,-69
138.163,Bluetooth,-71
138.164,Bluetooth,-70
138.252,Bluetooth,-68
138.253,Bluetooth,-68
138.377,Bluetooth,-69
138.378,Bluetooth,-70
138.438,Bluetooth,-67
138.439,Bluetooth,-68
138.472,Bluetooth,-69
138.473,Bluetooth,-69
138.503,Bluetooth,-69
138.504,Bluetooth,-69
138.531,Bluetooth,-69
138.533,Bluetooth,-68
138.562,Bluetooth,-67
138.563,Bluetooth,-67
138.597,Bluetooth,-69
138.599,Bluetooth,-70
138.628,Bluetooth,-70
138.630,Bluetooth,-69
138.658,Bluetooth,-68
138.660,Bluetooth,-68
138.692,Bluetooth,-69
138.695,Bluetooth,-69
138.723,Bluetooth,-69
138.725,Bluetooth,-69
138.758,Bluetooth,-68
138.760,Bluetooth,-70
138.792,Bluetooth,-68
138.793,Bluetooth,-68
138.822,Bluetooth,-70
138.823,Bluetooth,-69
138.856,Bluetooth,-71
138.857,Bluetooth,-69
138.922,Bluetooth,-68
138.923,Bluetooth,-68
138.952,Bluetooth,-69
138.954,Bluetooth,-69
138.983,Bluetooth,-70
138.984,Bluetooth,-69
139.013,Bluetooth,-68
139.015,Bluetooth,-68
139.044,Bluetooth,-68
139.047,Bluetooth,-68
139.075,Bluetooth,-68
139.076,Bluetooth,-69
139.109,Bluetooth,-70
139.111,Bluetooth,-71
139.138,Bluetooth,-68
