Distance,10.0
TXDevice,iPhone11_Pro
TXPower,7
RXDevice,iPhoneXR
0.000,Bluetooth,-61
0.001,Bluetooth,-60
0.030,Bluetooth,-63
0.031,Bluetooth,-65
0.060,Bluetooth,-73
0.062,Bluetooth,-72
0.099,Bluetooth,-61
0.100,Bluetooth,-60
0.165,Bluetooth,-62
0.166,Bluetooth,-61
0.203,Bluetooth,-66
0.204,Bluetooth,-65
0.240,Bluetooth,-61
0.241,Bluetooth,-61
0.268,Bluetooth,-66
0.269,Bluetooth,-64
0.299,Bluetooth,-65
0.300,Bluetooth,-65
0.332,Bluetooth,-62
0.334,Bluetooth,-63
0.368,Bluetooth,-66
0.370,Bluetooth,-66
0.401,Bluetooth,-62
0.402,Bluetooth,-62
0.433,Bluetooth,-68
0.434,Bluetooth,-68
0.468,Bluetooth,-63
0.470,Bluetooth,-61
0.504,Bluetooth,-61
0.506,Bluetooth,-61
0.544,Bluetooth,-72
0.546,Bluetooth,-71
0.581,Bluetooth,-65
0.583,Bluetooth,-65
0.610,Bluetooth,-63
0.612,Bluetooth,-63
0.645,Bluetooth,-60
0.646,Bluetooth,-60
0.677,Bluetooth,-63
0.678,Bluetooth,-65
0.707,Bluetooth,-64
0.709,Bluetooth,-64
0.738,Bluetooth,-60
0.740,Bluetooth,-59
0.777,Bluetooth,-65
0.778,Bluetooth,-64
0.813,Bluetooth,-72
0.815,Bluetooth,-72
0.881,Bluetooth,-71
0.882,Bluetooth,-70
0.957,Bluetooth,-80
0.959,Bluetooth,-81
0.993,Bluetooth,-60
0.994,Bluetooth,-60
1.027,Bluetooth,-62
1.029,Bluetooth,-63
1.067,Bluetooth,-68
1.069,Bluetooth,-69
1.111,Bluetooth,-60
1.112,Bluetooth,-61
1.175,Bluetooth,-72
1.177,Bluetooth,-73
1.240,Bluetooth,-58
1.242,Bluetooth,-56
1.275,Bluetooth,-61
1.276,Bluetooth,-61
1.314,Bluetooth,-72
1.315,Bluetooth,-73
1.352,Bluetooth,-58
1.353,Bluetooth,-59
1.458,Bluetooth,-57
1.460,Bluetooth,-58
1.490,Bluetooth,-62
1.491,Bluetooth,-62
1.531,Bluetooth,-67
1.532,Bluetooth,-65
1.562,Bluetooth,-66
1.563,Bluetooth,-68
1.592,Bluetooth,-59
1.593,Bluetooth,-58
1.627,Bluetooth,-66
1.629,Bluetooth,-66
1.667,Bluetooth,-71
1.669,Bluetooth,-71
1.697,Bluetooth,-58
1.698,Bluetooth,-60
1.731,Bluetooth,-67
1.732,Bluetooth,-68
1.769,Bluetooth,-77
1.770,Bluetooth,-77
1.802,Bluetooth,-75
1.803,Bluetooth,-74
1.877,Bluetooth,-68
1.879,Bluetooth,-67
1.912,Bluetooth,-69
1.914,Bluetooth,-70
1.948,Bluetooth,-72
1.949,Bluetooth,-72
1.988,Bluetooth,-65
1.990,Bluetooth,-65
2.024,Bluetooth,-69
2.026,Bluetooth,-70
2.102,Bluetooth,-70
2.104,Bluetooth,-71
2.140,Bluetooth,-68
2.142,Bluetooth,-68
2.175,Bluetooth,-75
2.177,Bluetooth,-74
2.213,Bluetooth,-71
2.213,Bluetooth,-72
2.316,Bluetooth,-71
2.318,Bluetooth,-72
2.351,Bluetooth,-70
2.383,Bluetooth,-72
2.384,Bluetooth,-72
2.414,Bluetooth,-72
2.416,Bluetooth,-71
2.453,Bluetooth,-63
2.455,Bluetooth,-64
2.483,Bluetooth,-63
2.485,Bluetooth,-63
2.521,Bluetooth,-75
2.523,Bluetooth,-77
2.552,Bluetooth,-62
2.553,Bluetooth,-62
2.586,Bluetooth,-60
2.588,Bluetooth,-60
2.619,Bluetooth,-67
2.620,Bluetooth,-68
2.657,Bluetooth,-56
2.659,Bluetooth,-57
2.694,Bluetooth,-56
2.696,Bluetooth,-57
2.735,Bluetooth,-60
2.736,Bluetooth,-61
2.914,Bluetooth,-68
2.915,Bluetooth,-67
2.950,Bluetooth,-61
2.986,Bluetooth,-61
2.988,Bluetooth,-60
3.019,Bluetooth,-75
3.060,Bluetooth,-61
3.101,Bluetooth,-60
