Distance,6.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.000,Bluetooth,-85
0.002,Bluetooth,-84
0.176,Bluetooth,-73
0.207,Bluetooth,-72
0.209,Bluetooth,-73
0.236,Bluetooth,-63
0.275,Bluetooth,-72
0.277,Bluetooth,-72
0.375,Bluetooth,-63
0.445,Bluetooth,-64
0.447,Bluetooth,-63
0.483,Bluetooth,-62
0.551,Bluetooth,-60
0.553,Bluetooth,-62
0.591,Bluetooth,-60
0.593,Bluetooth,-61
0.627,Bluetooth,-73
0.630,Bluetooth,-71
0.693,Bluetooth,-61
0.695,Bluetooth,-61
0.723,Bluetooth,-61
0.725,Bluetooth,-62
0.803,Bluetooth,-66
0.805,Bluetooth,-66
0.874,Bluetooth,-61
0.876,Bluetooth,-62
0.902,Bluetooth,-61
0.904,Bluetooth,-62
0.936,Bluetooth,-62
0.938,Bluetooth,-61
0.974,Bluetooth,-61
0.976,Bluetooth,-62
1.001,Bluetooth,-62
1.044,Bluetooth,-60
1.046,Bluetooth,-60
1.083,Bluetooth,-60
1.119,Bluetooth,-58
1.121,Bluetooth,-58
1.157,Bluetooth,-60
1.158,Bluetooth,-60
1.191,Bluetooth,-66
1.193,Bluetooth,-66
1.231,Bluetooth,-57
1.233,Bluetooth,-57
1.301,Bluetooth,-68
1.377,Bluetooth,-62
1.412,Bluetooth,-56
1.414,Bluetooth,-57
1.514,Bluetooth,-58
1.516,Bluetooth,-58
1.578,Bluetooth,-64
1.580,Bluetooth,-63
1.610,Bluetooth,-64
1.612,Bluetooth,-64
1.646,Bluetooth,-60
1.648,Bluetooth,-60
1.683,Bluetooth,-64
1.750,Bluetooth,-61
1.789,Bluetooth,-62
1.790,Bluetooth,-62
1.888,Bluetooth,-61
1.890,Bluetooth,-62
1.919,Bluetooth,-58
1.921,Bluetooth,-58
1.948,Bluetooth,-61
1.950,Bluetooth,-61
1.987,Bluetooth,-63
2.018,Bluetooth,-63
2.020,Bluetooth,-61
2.054,Bluetooth,-63
2.055,Bluetooth,-63
2.115,Bluetooth,-62
2.117,Bluetooth,-62
2.223,Bluetooth,-57
2.256,Bluetooth,-66
2.259,Bluetooth,-63
2.320,Bluetooth,-63
2.322,Bluetooth,-63
2.392,Bluetooth,-55
2.395,Bluetooth,-55
2.424,Bluetooth,-62
2.426,Bluetooth,-62
2.462,Bluetooth,-62
2.465,Bluetooth,-61
2.568,Bluetooth,-62
2.605,Bluetooth,-62
2.608,Bluetooth,-61
2.639,Bluetooth,-60
2.641,Bluetooth,-60
2.778,Bluetooth,-59
2.780,Bluetooth,-59
2.818,Bluetooth,-55
2.820,Bluetooth,-56
2.850,Bluetooth,-63
2.852,Bluetooth,-61
2.891,Bluetooth,-60
3.079,Bluetooth,-57
3.118,Bluetooth,-55
3.120,Bluetooth,-57
3.151,Bluetooth,-56
3.153,Bluetooth,-57
3.187,Bluetooth,-55
3.226,Bluetooth,-57
3.228,Bluetooth,-56
3.264,Bluetooth,-64
3.266,Bluetooth,-64
3.297,Bluetooth,-60
3.298,Bluetooth,-59
3.363,Bluetooth,-63
3.365,Bluetooth,-63
3.402,Bluetooth,-61
3.404,Bluetooth,-60
3.442,Bluetooth,-58
3.444,Bluetooth,-58
3.478,Bluetooth,-69
3.516,Bluetooth,-59
3.518,Bluetooth,-58
3.551,Bluetooth,-68
3.553,Bluetooth,-68
3.648,Bluetooth,-61
3.650,Bluetooth,-61
3.681,Bluetooth,-70
3.683,Bluetooth,-69
3.713,Bluetooth,-60
3.786,Bluetooth,-60
3.852,Bluetooth,-69
3.855,Bluetooth,-70
3.886,Bluetooth,-60
3.888,Bluetooth,-60
3.919,Bluetooth,-57
3.922,Bluetooth,-57
3.957,Bluetooth,-67
3.959,Bluetooth,-67
56.269,Bluetooth,-63
56.309,Bluetooth,-67
56.311,Bluetooth,-67
56.342,Bluetooth,-64
56.345,Bluetooth,-64
56.377,Bluetooth,-81
56.447,Bluetooth,-67
56.517,Bluetooth,-80
56.519,Bluetooth,-81
56.555,Bluetooth,-67
56.590,Bluetooth,-78
56.658,Bluetooth,-63
56.661,Bluetooth,-63
56.731,Bluetooth,-65
56.733,Bluetooth,-65
56.767,Bluetooth,-62
56.769,Bluetooth,-63
56.796,Bluetooth,-69
56.798,Bluetooth,-71
56.861,Bluetooth,-64
56.972,Bluetooth,-61
56.975,Bluetooth,-61
57.009,Bluetooth,-70
57.011,Bluetooth,-70
57.042,Bluetooth,-62
57.044,Bluetooth,-62
57.077,Bluetooth,-60
57.108,Bluetooth,-60
57.111,Bluetooth,-60
57.206,Bluetooth,-68
57.208,Bluetooth,-68
57.237,Bluetooth,-61
57.297,Bluetooth,-60
57.299,Bluetooth,-60
57.334,Bluetooth,-71
57.478,Bluetooth,-71
57.550,Bluetooth,-65
57.552,Bluetooth,-64
57.588,Bluetooth,-63
57.591,Bluetooth,-62
57.625,Bluetooth,-69
57.627,Bluetooth,-69
57.655,Bluetooth,-67
57.657,Bluetooth,-65
57.687,Bluetooth,-66
57.723,Bluetooth,-63
57.725,Bluetooth,-64
57.761,Bluetooth,-67
57.800,Bluetooth,-70
57.802,Bluetooth,-70
57.840,Bluetooth,-68
57.842,Bluetooth,-68
57.906,Bluetooth,-64
57.908,Bluetooth,-63
57.937,Bluetooth,-70
57.939,Bluetooth,-70
58.001,Bluetooth,-63
58.004,Bluetooth,-64
58.038,Bluetooth,-70
58.040,Bluetooth,-70
58.074,Bluetooth,-64
58.110,Bluetooth,-70
58.112,Bluetooth,-70
58.212,Bluetooth,-75
58.214,Bluetooth,-75
58.283,Bluetooth,-70
58.285,Bluetooth,-71
58.436,Bluetooth,-70
58.574,Bluetooth,-69
58.576,Bluetooth,-69
58.630,Bluetooth,-74
58.716,Bluetooth,-68
58.717,Bluetooth,-68
58.784,Bluetooth,-60
58.786,Bluetooth,-60
58.815,Bluetooth,-67
58.817,Bluetooth,-67
58.883,Bluetooth,-73
58.885,Bluetooth,-72
58.919,Bluetooth,-61
58.921,Bluetooth,-60
58.953,Bluetooth,-66
58.955,Bluetooth,-66
58.986,Bluetooth,-61
59.021,Bluetooth,-66
59.023,Bluetooth,-67
59.127,Bluetooth,-66
59.128,Bluetooth,-66
59.159,Bluetooth,-72
59.161,Bluetooth,-71
59.195,Bluetooth,-61
59.197,Bluetooth,-60
59.289,Bluetooth,-66
59.352,Bluetooth,-71
59.353,Bluetooth,-71
59.392,Bluetooth,-61
59.394,Bluetooth,-61
59.496,Bluetooth,-67
59.498,Bluetooth,-66
59.536,Bluetooth,-69
59.538,Bluetooth,-72
59.568,Bluetooth,-71
59.604,Bluetooth,-60
59.606,Bluetooth,-60
59.640,Bluetooth,-67
59.642,Bluetooth,-67
59.679,Bluetooth,-72
59.680,Bluetooth,-71
59.814,Bluetooth,-72
59.816,Bluetooth,-70
59.845,Bluetooth,-61
59.847,Bluetooth,-61
59.881,Bluetooth,-62
59.909,Bluetooth,-60
59.911,Bluetooth,-61
59.939,Bluetooth,-68
59.942,Bluetooth,-67
60.082,Bluetooth,-67
60.084,Bluetooth,-67
60.111,Bluetooth,-71
60.113,Bluetooth,-71
60.182,Bluetooth,-67
111.784,Bluetooth,-66
111.819,Bluetooth,-66
111.822,Bluetooth,-67
111.886,Bluetooth,-65
111.889,Bluetooth,-65
112.008,Bluetooth,-63
112.010,Bluetooth,-63
112.038,Bluetooth,-65
112.040,Bluetooth,-66
112.071,Bluetooth,-63
112.102,Bluetooth,-67
112.104,Bluetooth,-67
112.142,Bluetooth,-65
112.145,Bluetooth,-65
112.207,Bluetooth,-68
112.247,Bluetooth,-66
112.249,Bluetooth,-64
112.278,Bluetooth,-69
112.306,Bluetooth,-69
112.308,Bluetooth,-68
112.341,Bluetooth,-65
112.343,Bluetooth,-65
112.405,Bluetooth,-66
112.407,Bluetooth,-65
112.438,Bluetooth,-74
112.440,Bluetooth,-74
112.546,Bluetooth,-64
112.548,Bluetooth,-64
112.583,Bluetooth,-71
112.585,Bluetooth,-71
112.648,Bluetooth,-66
112.650,Bluetooth,-65
112.688,Bluetooth,-68
112.724,Bluetooth,-68
112.725,Bluetooth,-68
112.756,Bluetooth,-66
112.758,Bluetooth,-66
112.789,Bluetooth,-72
112.791,Bluetooth,-72
112.822,Bluetooth,-69
112.824,Bluetooth,-70
112.858,Bluetooth,-66
112.860,Bluetooth,-66
112.958,Bluetooth,-70
112.960,Bluetooth,-69
113.033,Bluetooth,-66
113.036,Bluetooth,-68
113.064,Bluetooth,-67
113.066,Bluetooth,-67
113.098,Bluetooth,-69
113.101,Bluetooth,-68
113.138,Bluetooth,-66
113.140,Bluetooth,-66
113.269,Bluetooth,-66
113.303,Bluetooth,-64
113.304,Bluetooth,-64
113.377,Bluetooth,-67
113.379,Bluetooth,-67
113.417,Bluetooth,-64
113.820,Bluetooth,-75
113.822,Bluetooth,-76
113.852,Bluetooth,-68
113.854,Bluetooth,-68
113.918,Bluetooth,-69
113.920,Bluetooth,-69
113.957,Bluetooth,-63
113.959,Bluetooth,-64
113.994,Bluetooth,-80
113.997,Bluetooth,-80
114.165,Bluetooth,-76
114.198,Bluetooth,-73
114.200,Bluetooth,-71
114.239,Bluetooth,-63
114.241,Bluetooth,-63
114.348,Bluetooth,-72
114.348,Bluetooth,-72
114.385,Bluetooth,-64
114.387,Bluetooth,-64
114.412,Bluetooth,-70
114.415,Bluetooth,-70
114.444,Bluetooth,-74
114.447,Bluetooth,-74
114.661,Bluetooth,-73
114.663,Bluetooth,-73
114.700,Bluetooth,-64
114.702,Bluetooth,-65
114.728,Bluetooth,-68
114.730,Bluetooth,-67
114.758,Bluetooth,-75
114.761,Bluetooth,-73
114.873,Bluetooth,-67
114.900,Bluetooth,-75
114.902,Bluetooth,-74
114.940,Bluetooth,-64
114.941,Bluetooth,-62
114.979,Bluetooth,-68
115.012,Bluetooth,-73
115.014,Bluetooth,-73
115.043,Bluetooth,-63
115.115,Bluetooth,-63
115.117,Bluetooth,-64
115.151,Bluetooth,-68
115.154,Bluetooth,-68
115.219,Bluetooth,-62
115.221,Bluetooth,-63
115.258,Bluetooth,-68
115.260,Bluetooth,-69
115.374,Bluetooth,-67
115.407,Bluetooth,-65
115.510,Bluetooth,-77
115.512,Bluetooth,-78
115.542,Bluetooth,-79
115.544,Bluetooth,-78
115.612,Bluetooth,-82
115.614,Bluetooth,-81
115.685,Bluetooth,-80
115.713,Bluetooth,-74
115.715,Bluetooth,-74
115.748,Bluetooth,-70
115.749,Bluetooth,-70
172.827,Bluetooth,-56
172.829,Bluetooth,-56
172.860,Bluetooth,-61
172.862,Bluetooth,-61
172.898,Bluetooth,-60
172.940,Bluetooth,-58
172.942,Bluetooth,-57
172.975,Bluetooth,-60
173.006,Bluetooth,-57
173.008,Bluetooth,-57
173.082,Bluetooth,-61
173.084,Bluetooth,-60
173.180,Bluetooth,-62
173.182,Bluetooth,-61
173.212,Bluetooth,-62
173.215,Bluetooth,-62
173.252,Bluetooth,-58
173.254,Bluetooth,-58
173.285,Bluetooth,-58
173.320,Bluetooth,-58
173.322,Bluetooth,-58
173.354,Bluetooth,-62
173.356,Bluetooth,-61
173.391,Bluetooth,-62
173.393,Bluetooth,-61
173.429,Bluetooth,-63
173.467,Bluetooth,-58
173.469,Bluetooth,-59
