Distance,15.0
TXDevice,iPhone11
TXPower,8
RXDevice,iPhone11_Pro_max
0.082,Bluetooth,-50
0.082,Bluetooth,-49
0.154,Bluetooth,-49
0.155,Bluetooth,-49
0.216,Bluetooth,-48
0.217,Bluetooth,-48
0.254,Bluetooth,-48
0.255,Bluetooth,-49
0.291,Bluetooth,-48
0.292,Bluetooth,-48
0.322,Bluetooth,-48
0.466,Bluetooth,-49
0.468,Bluetooth,-48
0.544,Bluetooth,-48
0.545,Bluetooth,-48
0.581,Bluetooth,-48
0.582,Bluetooth,-48
0.622,Bluetooth,-47
0.658,Bluetooth,-48
0.659,Bluetooth,-49
0.730,Bluetooth,-48
0.730,Bluetooth,-48
0.767,Bluetooth,-48
0.769,Bluetooth,-48
0.874,Bluetooth,-48
0.875,Bluetooth,-47
0.905,Bluetooth,-48
0.906,Bluetooth,-48
0.981,Bluetooth,-48
0.981,Bluetooth,-47
1.053,Bluetooth,-47
1.054,Bluetooth,-48
1.087,Bluetooth,-47
1.087,Bluetooth,-48
1.126,Bluetooth,-48
1.128,Bluetooth,-47
1.166,Bluetooth,-47
1.167,Bluetooth,-48
1.206,Bluetooth,-46
1.207,Bluetooth,-47
1.414,Bluetooth,-48
1.415,Bluetooth,-48
1.450,Bluetooth,-47
1.451,Bluetooth,-48
1.483,Bluetooth,-47
1.484,Bluetooth,-48
1.522,Bluetooth,-47
1.635,Bluetooth,-48
1.637,Bluetooth,-47
1.673,Bluetooth,-47
1.674,Bluetooth,-48
1.704,Bluetooth,-49
1.705,Bluetooth,-48
1.773,Bluetooth,-48
1.773,Bluetooth,-48
1.953,Bluetooth,-48
1.954,Bluetooth,-48
1.987,Bluetooth,-47
1.987,Bluetooth,-47
2.022,Bluetooth,-48
2.023,Bluetooth,-47
2.063,Bluetooth,-48
2.065,Bluetooth,-48
2.100,Bluetooth,-48
2.102,Bluetooth,-48
2.134,Bluetooth,-47
2.208,Bluetooth,-47
2.209,Bluetooth,-48
2.243,Bluetooth,-48
2.244,Bluetooth,-48
2.274,Bluetooth,-48
2.311,Bluetooth,-48
2.312,Bluetooth,-49
2.351,Bluetooth,-49
2.352,Bluetooth,-48
2.390,Bluetooth,-48
2.390,Bluetooth,-48
2.426,Bluetooth,-48
2.457,Bluetooth,-48
2.458,Bluetooth,-48
2.495,Bluetooth,-48
2.496,Bluetooth,-48
2.573,Bluetooth,-48
2.573,Bluetooth,-48
2.602,Bluetooth,-49
2.604,Bluetooth,-48
2.642,Bluetooth,-48
2.643,Bluetooth,-48
2.671,Bluetooth,-49
2.672,Bluetooth,-48
2.702,Bluetooth,-47
2.703,Bluetooth,-48
2.884,Bluetooth,-47
2.885,Bluetooth,-48
2.950,Bluetooth,-48
2.950,Bluetooth,-48
2.980,Bluetooth,-48
