Distance,15.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhoneXR
0.007,Bluetooth,-76
0.009,Bluetooth,-78
0.038,Bluetooth,-76
0.040,Bluetooth,-77
0.071,Bluetooth,-75
0.072,Bluetooth,-74
0.129,Bluetooth,-71
0.131,Bluetooth,-73
0.160,Bluetooth,-81
0.161,Bluetooth,-82
0.194,Bluetooth,-71
0.195,Bluetooth,-71
0.224,Bluetooth,-70
0.225,Bluetooth,-69
0.253,Bluetooth,-68
0.255,Bluetooth,-68
0.314,Bluetooth,-72
0.348,Bluetooth,-70
0.411,Bluetooth,-75
0.412,Bluetooth,-74
0.442,Bluetooth,-83
0.443,Bluetooth,-84
0.470,Bluetooth,-73
0.472,Bluetooth,-73
0.504,Bluetooth,-70
0.505,Bluetooth,-70
0.568,Bluetooth,-79
0.570,Bluetooth,-78
0.596,Bluetooth,-73
0.598,Bluetooth,-72
0.661,Bluetooth,-76
0.663,Bluetooth,-76
0.693,Bluetooth,-74
0.694,Bluetooth,-74
0.722,Bluetooth,-72
0.724,Bluetooth,-73
0.753,Bluetooth,-69
0.754,Bluetooth,-70
0.815,Bluetooth,-73
0.817,Bluetooth,-72
0.848,Bluetooth,-73
0.849,Bluetooth,-73
0.914,Bluetooth,-72
0.915,Bluetooth,-73
1.005,Bluetooth,-72
1.006,Bluetooth,-72
1.035,Bluetooth,-71
1.037,Bluetooth,-71
1.133,Bluetooth,-78
1.135,Bluetooth,-79
1.165,Bluetooth,-78
1.166,Bluetooth,-77
1.196,Bluetooth,-81
1.198,Bluetooth,-80
1.263,Bluetooth,-80
1.264,Bluetooth,-80
1.326,Bluetooth,-74
1.328,Bluetooth,-74
1.358,Bluetooth,-75
1.360,Bluetooth,-76
1.388,Bluetooth,-74
1.389,Bluetooth,-75
1.451,Bluetooth,-80
1.453,Bluetooth,-78
1.485,Bluetooth,-82
1.487,Bluetooth,-81
1.515,Bluetooth,-74
1.517,Bluetooth,-73
1.547,Bluetooth,-73
1.549,Bluetooth,-74
1.581,Bluetooth,-81
1.582,Bluetooth,-81
1.650,Bluetooth,-75
1.652,Bluetooth,-77
1.683,Bluetooth,-74
1.684,Bluetooth,-74
1.717,Bluetooth,-80
1.719,Bluetooth,-80
1.751,Bluetooth,-76
1.753,Bluetooth,-76
1.780,Bluetooth,-76
1.782,Bluetooth,-76
1.810,Bluetooth,-76
1.812,Bluetooth,-76
1.841,Bluetooth,-76
1.843,Bluetooth,-76
1.873,Bluetooth,-75
1.875,Bluetooth,-75
1.904,Bluetooth,-72
1.906,Bluetooth,-72
1.934,Bluetooth,-71
1.936,Bluetooth,-73
2.003,Bluetooth,-74
2.004,Bluetooth,-74
2.026,Bluetooth,-72
2.093,Bluetooth,-72
2.094,Bluetooth,-72
2.128,Bluetooth,-70
2.129,Bluetooth,-70
2.192,Bluetooth,-71
2.193,Bluetooth,-71
2.226,Bluetooth,-69
2.228,Bluetooth,-69
2.288,Bluetooth,-75
2.289,Bluetooth,-74
2.324,Bluetooth,-73
2.326,Bluetooth,-74
2.358,Bluetooth,-70
2.359,Bluetooth,-71
2.387,Bluetooth,-80
2.388,Bluetooth,-78
2.450,Bluetooth,-76
2.451,Bluetooth,-75
2.509,Bluetooth,-81
2.511,Bluetooth,-81
2.542,Bluetooth,-77
2.573,Bluetooth,-76
2.575,Bluetooth,-75
2.604,Bluetooth,-70
2.606,Bluetooth,-71
2.633,Bluetooth,-80
2.634,Bluetooth,-80
2.667,Bluetooth,-76
2.670,Bluetooth,-77
2.762,Bluetooth,-80
2.763,Bluetooth,-81
2.792,Bluetooth,-77
2.794,Bluetooth,-77
2.887,Bluetooth,-80
2.889,Bluetooth,-81
2.919,Bluetooth,-77
2.920,Bluetooth,-78
2.950,Bluetooth,-71
2.952,Bluetooth,-71
3.010,Bluetooth,-82
3.012,Bluetooth,-81
3.041,Bluetooth,-78
3.043,Bluetooth,-77
3.077,Bluetooth,-71
3.078,Bluetooth,-70
3.106,Bluetooth,-82
3.108,Bluetooth,-81
3.169,Bluetooth,-77
3.171,Bluetooth,-77
3.203,Bluetooth,-71
3.205,Bluetooth,-71
3.231,Bluetooth,-81
3.233,Bluetooth,-80
3.265,Bluetooth,-77
3.266,Bluetooth,-76
3.356,Bluetooth,-81
3.357,Bluetooth,-79
3.390,Bluetooth,-76
3.391,Bluetooth,-76
3.424,Bluetooth,-73
3.426,Bluetooth,-71
3.484,Bluetooth,-81
3.515,Bluetooth,-76
3.516,Bluetooth,-76
3.545,Bluetooth,-71
3.547,Bluetooth,-71
3.608,Bluetooth,-80
3.609,Bluetooth,-81
3.643,Bluetooth,-76
3.645,Bluetooth,-77
3.673,Bluetooth,-71
3.674,Bluetooth,-70
3.706,Bluetooth,-83
3.707,Bluetooth,-82
3.806,Bluetooth,-71
3.808,Bluetooth,-71
3.838,Bluetooth,-81
3.841,Bluetooth,-80
3.873,Bluetooth,-76
3.874,Bluetooth,-75
3.907,Bluetooth,-71
3.909,Bluetooth,-70
3.941,Bluetooth,-82
3.942,Bluetooth,-81
3.969,Bluetooth,-81
3.971,Bluetooth,-81
152.553,Bluetooth,-67
152.555,Bluetooth,-69
152.583,Bluetooth,-68
152.584,Bluetooth,-68
152.615,Bluetooth,-71
152.617,Bluetooth,-71
152.646,Bluetooth,-71
152.648,Bluetooth,-70
152.677,Bluetooth,-69
152.679,Bluetooth,-69
152.706,Bluetooth,-68
152.707,Bluetooth,-69
152.736,Bluetooth,-70
152.738,Bluetooth,-70
152.767,Bluetooth,-72
152.769,Bluetooth,-72
152.798,Bluetooth,-68
152.800,Bluetooth,-69
152.829,Bluetooth,-67
152.831,Bluetooth,-68
152.862,Bluetooth,-71
152.864,Bluetooth,-72
152.927,Bluetooth,-69
152.929,Bluetooth,-68
152.989,Bluetooth,-70
153.023,Bluetooth,-67
153.024,Bluetooth,-67
153.056,Bluetooth,-69
153.057,Bluetooth,-67
153.086,Bluetooth,-68
153.087,Bluetooth,-67
153.120,Bluetooth,-70
153.121,Bluetooth,-72
153.150,Bluetooth,-69
153.152,Bluetooth,-68
153.181,Bluetooth,-68
153.182,Bluetooth,-68
153.211,Bluetooth,-68
153.213,Bluetooth,-68
153.241,Bluetooth,-71
153.243,Bluetooth,-72
153.276,Bluetooth,-67
153.278,Bluetooth,-67
153.304,Bluetooth,-68
153.306,Bluetooth,-69
153.403,Bluetooth,-68
153.404,Bluetooth,-68
153.431,Bluetooth,-68
153.432,Bluetooth,-68
153.465,Bluetooth,-70
153.467,Bluetooth,-71
153.496,Bluetooth,-68
153.499,Bluetooth,-68
153.525,Bluetooth,-67
153.528,Bluetooth,-68
153.554,Bluetooth,-68
153.556,Bluetooth,-68
153.585,Bluetooth,-71
153.586,Bluetooth,-71
153.619,Bluetooth,-68
153.621,Bluetooth,-68
153.649,Bluetooth,-68
153.651,Bluetooth,-69
153.683,Bluetooth,-68
153.684,Bluetooth,-68
153.716,Bluetooth,-70
153.718,Bluetooth,-70
153.750,Bluetooth,-67
153.752,Bluetooth,-68
153.782,Bluetooth,-68
153.784,Bluetooth,-69
153.847,Bluetooth,-72
153.849,Bluetooth,-71
153.880,Bluetooth,-67
153.881,Bluetooth,-68
153.909,Bluetooth,-68
153.911,Bluetooth,-69
153.944,Bluetooth,-72
153.946,Bluetooth,-71
153.979,Bluetooth,-68
153.981,Bluetooth,-68
154.008,Bluetooth,-68
154.010,Bluetooth,-68
154.037,Bluetooth,-70
154.038,Bluetooth,-70
154.070,Bluetooth,-70
154.072,Bluetooth,-70
154.101,Bluetooth,-68
154.102,Bluetooth,-68
154.131,Bluetooth,-68
154.133,Bluetooth,-68
154.161,Bluetooth,-69
154.163,Bluetooth,-69
154.195,Bluetooth,-71
154.198,Bluetooth,-71
154.290,Bluetooth,-70
154.292,Bluetooth,-67
154.324,Bluetooth,-71
154.325,Bluetooth,-71
154.360,Bluetooth,-68
154.362,Bluetooth,-69
154.386,Bluetooth,-68
154.387,Bluetooth,-70
154.417,Bluetooth,-73
154.419,Bluetooth,-71
154.450,Bluetooth,-70
154.451,Bluetooth,-71
154.483,Bluetooth,-67
154.484,Bluetooth,-69
154.513,Bluetooth,-68
154.515,Bluetooth,-68
154.544,Bluetooth,-70
154.546,Bluetooth,-70
154.576,Bluetooth,-68
154.578,Bluetooth,-67
154.609,Bluetooth,-68
154.610,Bluetooth,-69
154.634,Bluetooth,-68
154.636,Bluetooth,-69
154.665,Bluetooth,-71
154.667,Bluetooth,-72
154.698,Bluetooth,-68
154.700,Bluetooth,-68
154.729,Bluetooth,-68
154.730,Bluetooth,-70
154.757,Bluetooth,-68
154.758,Bluetooth,-68
154.789,Bluetooth,-71
154.790,Bluetooth,-71
154.819,Bluetooth,-68
154.821,Bluetooth,-69
154.849,Bluetooth,-68
154.851,Bluetooth,-68
154.879,Bluetooth,-68
154.908,Bluetooth,-69
154.910,Bluetooth,-70
154.941,Bluetooth,-68
154.942,Bluetooth,-68
155.008,Bluetooth,-68
155.009,Bluetooth,-68
155.039,Bluetooth,-71
155.040,Bluetooth,-71
155.070,Bluetooth,-69
155.072,Bluetooth,-68
155.109,Bluetooth,-69
155.111,Bluetooth,-68
155.135,Bluetooth,-69
155.136,Bluetooth,-70
155.166,Bluetooth,-70
155.168,Bluetooth,-70
155.199,Bluetooth,-67
155.201,Bluetooth,-68
155.233,Bluetooth,-68
155.235,Bluetooth,-69
155.267,Bluetooth,-69
155.269,Bluetooth,-70
155.301,Bluetooth,-67
155.302,Bluetooth,-68
155.361,Bluetooth,-69
155.363,Bluetooth,-68
155.391,Bluetooth,-71
155.393,Bluetooth,-71
155.425,Bluetooth,-68
155.427,Bluetooth,-67
155.486,Bluetooth,-68
155.487,Bluetooth,-68
155.553,Bluetooth,-68
155.555,Bluetooth,-68
155.615,Bluetooth,-71
155.617,Bluetooth,-71
155.648,Bluetooth,-71
155.650,Bluetooth,-71
155.679,Bluetooth,-68
155.680,Bluetooth,-68
155.707,Bluetooth,-69
155.708,Bluetooth,-69
155.739,Bluetooth,-74
155.740,Bluetooth,-74
155.770,Bluetooth,-71
155.771,Bluetooth,-71
155.803,Bluetooth,-66
155.805,Bluetooth,-65
155.833,Bluetooth,-68
155.834,Bluetooth,-69
155.867,Bluetooth,-69
155.869,Bluetooth,-70
155.901,Bluetooth,-68
155.902,Bluetooth,-67
155.931,Bluetooth,-70
155.932,Bluetooth,-71
155.961,Bluetooth,-69
155.962,Bluetooth,-69
155.991,Bluetooth,-70
155.993,Bluetooth,-70
156.022,Bluetooth,-68
156.023,Bluetooth,-68
156.081,Bluetooth,-68
156.082,Bluetooth,-69
156.114,Bluetooth,-69
156.115,Bluetooth,-69
156.146,Bluetooth,-67
156.148,Bluetooth,-66
156.180,Bluetooth,-67
156.181,Bluetooth,-67
156.242,Bluetooth,-69
156.245,Bluetooth,-69
156.279,Bluetooth,-68
156.280,Bluetooth,-68
156.307,Bluetooth,-68
156.308,Bluetooth,-68
156.339,Bluetooth,-69
156.340,Bluetooth,-69
156.369,Bluetooth,-68
156.402,Bluetooth,-68
156.404,Bluetooth,-68
156.432,Bluetooth,-67
156.433,Bluetooth,-67
156.466,Bluetooth,-69
156.466,Bluetooth,-68
156.498,Bluetooth,-68
156.500,Bluetooth,-68
156.531,Bluetooth,-67
156.532,Bluetooth,-68
