Distance,10.0
TXDevice,iPhone11_Pro
TXPower,7
RXDevice,iPhoneXR
0.000,Bluetooth,-51
0.001,Bluetooth,-51
0.033,Bluetooth,-51
0.034,Bluetooth,-49
0.072,Bluetooth,-49
0.074,Bluetooth,-49
0.113,Bluetooth,-52
0.114,Bluetooth,-51
0.147,Bluetooth,-50
0.149,Bluetooth,-51
0.182,Bluetooth,-50
0.184,Bluetooth,-49
0.215,Bluetooth,-49
0.217,Bluetooth,-49
0.250,Bluetooth,-52
0.252,Bluetooth,-52
0.284,Bluetooth,-50
0.286,Bluetooth,-52
0.316,Bluetooth,-49
0.318,Bluetooth,-50
0.353,Bluetooth,-53
0.355,Bluetooth,-52
0.421,Bluetooth,-51
0.423,Bluetooth,-51
0.456,Bluetooth,-48
0.457,Bluetooth,-49
0.489,Bluetooth,-53
0.491,Bluetooth,-52
0.527,Bluetooth,-51
0.528,Bluetooth,-51
0.569,Bluetooth,-49
0.570,Bluetooth,-49
0.599,Bluetooth,-52
0.600,Bluetooth,-52
0.635,Bluetooth,-51
0.637,Bluetooth,-52
0.673,Bluetooth,-49
0.675,Bluetooth,-50
0.711,Bluetooth,-52
0.713,Bluetooth,-51
0.743,Bluetooth,-52
0.744,Bluetooth,-51
0.775,Bluetooth,-51
0.776,Bluetooth,-51
0.820,Bluetooth,-49
0.822,Bluetooth,-49
0.855,Bluetooth,-51
0.857,Bluetooth,-51
0.887,Bluetooth,-51
0.888,Bluetooth,-51
0.960,Bluetooth,-51
0.996,Bluetooth,-50
0.997,Bluetooth,-50
1.038,Bluetooth,-49
1.040,Bluetooth,-49
1.070,Bluetooth,-50
1.072,Bluetooth,-51
1.101,Bluetooth,-50
1.103,Bluetooth,-51
1.131,Bluetooth,-52
1.132,Bluetooth,-51
1.170,Bluetooth,-49
1.171,Bluetooth,-49
1.196,Bluetooth,-51
1.198,Bluetooth,-51
1.235,Bluetooth,-51
1.237,Bluetooth,-51
1.312,Bluetooth,-50
1.314,Bluetooth,-52
1.382,Bluetooth,-51
1.383,Bluetooth,-49
1.499,Bluetooth,-51
1.502,Bluetooth,-51
1.535,Bluetooth,-49
1.536,Bluetooth,-48
1.612,Bluetooth,-51
1.614,Bluetooth,-52
1.648,Bluetooth,-50
1.649,Bluetooth,-50
1.683,Bluetooth,-51
1.686,Bluetooth,-51
1.712,Bluetooth,-51
1.713,Bluetooth,-51
1.753,Bluetooth,-49
1.755,Bluetooth,-49
1.783,Bluetooth,-49
1.785,Bluetooth,-49
1.816,Bluetooth,-51
1.818,Bluetooth,-52
1.851,Bluetooth,-51
1.853,Bluetooth,-50
1.891,Bluetooth,-50
1.892,Bluetooth,-49
1.926,Bluetooth,-51
1.927,Bluetooth,-51
1.964,Bluetooth,-51
1.965,Bluetooth,-52
2.000,Bluetooth,-49
2.001,Bluetooth,-48
2.034,Bluetooth,-50
2.036,Bluetooth,-52
2.177,Bluetooth,-51
2.178,Bluetooth,-51
2.243,Bluetooth,-49
2.244,Bluetooth,-49
2.277,Bluetooth,-51
2.279,Bluetooth,-51
2.314,Bluetooth,-51
2.316,Bluetooth,-51
2.348,Bluetooth,-49
2.349,Bluetooth,-48
2.379,Bluetooth,-49
2.380,Bluetooth,-49
2.420,Bluetooth,-51
2.422,Bluetooth,-52
2.445,Bluetooth,-51
2.446,Bluetooth,-51
2.480,Bluetooth,-50
2.482,Bluetooth,-49
2.516,Bluetooth,-51
2.517,Bluetooth,-53
2.583,Bluetooth,-51
2.585,Bluetooth,-51
2.615,Bluetooth,-50
2.617,Bluetooth,-48
2.652,Bluetooth,-52
2.654,Bluetooth,-52
2.724,Bluetooth,-50
2.726,Bluetooth,-49
2.758,Bluetooth,-52
2.760,Bluetooth,-52
2.794,Bluetooth,-51
2.796,Bluetooth,-51
2.834,Bluetooth,-49
2.836,Bluetooth,-48
2.873,Bluetooth,-53
2.875,Bluetooth,-51
2.911,Bluetooth,-52
2.912,Bluetooth,-51
2.947,Bluetooth,-49
2.949,Bluetooth,-49
2.989,Bluetooth,-52
2.990,Bluetooth,-52
3.019,Bluetooth,-51
3.020,Bluetooth,-52
3.058,Bluetooth,-51
3.059,Bluetooth,-51
3.098,Bluetooth,-49
3.099,Bluetooth,-48
3.133,Bluetooth,-52
3.135,Bluetooth,-52
3.209,Bluetooth,-50
3.211,Bluetooth,-49
3.243,Bluetooth,-52
3.245,Bluetooth,-52
3.278,Bluetooth,-51
3.280,Bluetooth,-50
3.316,Bluetooth,-50
3.318,Bluetooth,-48
3.347,Bluetooth,-51
3.349,Bluetooth,-53
3.420,Bluetooth,-51
3.422,Bluetooth,-52
3.458,Bluetooth,-49
3.459,Bluetooth,-49
3.493,Bluetooth,-51
3.494,Bluetooth,-51
3.520,Bluetooth,-51
3.521,Bluetooth,-51
3.557,Bluetooth,-49
3.559,Bluetooth,-49
3.596,Bluetooth,-51
3.597,Bluetooth,-52
3.703,Bluetooth,-49
3.705,Bluetooth,-50
3.737,Bluetooth,-52
3.739,Bluetooth,-51
3.772,Bluetooth,-50
3.774,Bluetooth,-51
3.853,Bluetooth,-51
3.855,Bluetooth,-52
3.891,Bluetooth,-52
3.892,Bluetooth,-52
3.927,Bluetooth,-50
3.928,Bluetooth,-49
3.959,Bluetooth,-51
3.960,Bluetooth,-51
