Distance,15.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhoneXR
0.000,Bluetooth,-66
0.002,Bluetooth,-67
0.062,Bluetooth,-69
0.063,Bluetooth,-70
0.094,Bluetooth,-69
0.224,Bluetooth,-67
0.225,Bluetooth,-67
0.287,Bluetooth,-67
0.288,Bluetooth,-65
0.346,Bluetooth,-67
0.348,Bluetooth,-67
0.375,Bluetooth,-75
0.376,Bluetooth,-75
0.405,Bluetooth,-66
0.407,Bluetooth,-65
0.437,Bluetooth,-65
0.438,Bluetooth,-65
0.468,Bluetooth,-67
0.470,Bluetooth,-67
0.500,Bluetooth,-73
0.502,Bluetooth,-73
0.540,Bluetooth,-66
0.597,Bluetooth,-66
0.598,Bluetooth,-67
0.630,Bluetooth,-73
0.632,Bluetooth,-74
0.666,Bluetooth,-66
0.668,Bluetooth,-67
0.697,Bluetooth,-66
0.699,Bluetooth,-66
0.728,Bluetooth,-75
0.730,Bluetooth,-74
0.760,Bluetooth,-74
0.761,Bluetooth,-75
0.790,Bluetooth,-66
0.792,Bluetooth,-66
0.821,Bluetooth,-67
0.822,Bluetooth,-66
0.852,Bluetooth,-74
0.854,Bluetooth,-74
0.954,Bluetooth,-66
0.955,Bluetooth,-66
0.984,Bluetooth,-73
0.985,Bluetooth,-72
1.018,Bluetooth,-66
1.051,Bluetooth,-66
1.053,Bluetooth,-65
1.115,Bluetooth,-72
1.117,Bluetooth,-72
1.148,Bluetooth,-65
1.150,Bluetooth,-65
1.182,Bluetooth,-66
1.184,Bluetooth,-66
1.210,Bluetooth,-74
1.211,Bluetooth,-73
1.240,Bluetooth,-74
1.241,Bluetooth,-73
1.271,Bluetooth,-66
1.273,Bluetooth,-66
1.302,Bluetooth,-65
1.304,Bluetooth,-64
1.331,Bluetooth,-73
1.333,Bluetooth,-73
1.460,Bluetooth,-72
1.461,Bluetooth,-71
1.495,Bluetooth,-65
1.497,Bluetooth,-65
1.526,Bluetooth,-65
1.556,Bluetooth,-65
1.557,Bluetooth,-66
1.587,Bluetooth,-72
1.589,Bluetooth,-72
1.618,Bluetooth,-65
1.620,Bluetooth,-65
1.652,Bluetooth,-65
1.654,Bluetooth,-66
1.716,Bluetooth,-73
1.718,Bluetooth,-71
1.747,Bluetooth,-65
1.748,Bluetooth,-65
