Distance,15.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.000,Bluetooth,-63
0.000,Bluetooth,-63
0.035,Bluetooth,-63
0.036,Bluetooth,-64
0.068,Bluetooth,-66
0.069,Bluetooth,-67
0.100,Bluetooth,-63
0.101,Bluetooth,-63
0.166,Bluetooth,-64
0.167,Bluetooth,-64
0.194,Bluetooth,-67
0.195,Bluetooth,-66
0.227,Bluetooth,-63
0.228,Bluetooth,-62
0.259,Bluetooth,-64
0.260,Bluetooth,-64
0.318,Bluetooth,-68
0.320,Bluetooth,-67
0.350,Bluetooth,-62
0.351,Bluetooth,-62
0.383,Bluetooth,-65
0.384,Bluetooth,-64
0.415,Bluetooth,-67
0.416,Bluetooth,-67
0.479,Bluetooth,-63
0.513,Bluetooth,-63
0.514,Bluetooth,-64
0.545,Bluetooth,-67
0.546,Bluetooth,-67
0.579,Bluetooth,-64
0.580,Bluetooth,-64
0.640,Bluetooth,-65
0.641,Bluetooth,-64
0.674,Bluetooth,-66
0.675,Bluetooth,-67
0.706,Bluetooth,-64
0.707,Bluetooth,-64
0.742,Bluetooth,-64
0.743,Bluetooth,-65
0.803,Bluetooth,-67
0.804,Bluetooth,-66
0.835,Bluetooth,-64
0.836,Bluetooth,-64
0.866,Bluetooth,-64
0.867,Bluetooth,-64
0.926,Bluetooth,-66
0.927,Bluetooth,-68
1.021,Bluetooth,-64
1.023,Bluetooth,-65
1.052,Bluetooth,-69
1.055,Bluetooth,-67
1.126,Bluetooth,-64
1.127,Bluetooth,-64
1.183,Bluetooth,-68
1.185,Bluetooth,-67
1.215,Bluetooth,-65
1.216,Bluetooth,-65
1.245,Bluetooth,-64
1.246,Bluetooth,-64
1.311,Bluetooth,-66
1.312,Bluetooth,-67
1.345,Bluetooth,-66
1.345,Bluetooth,-65
1.404,Bluetooth,-67
1.405,Bluetooth,-67
1.468,Bluetooth,-66
1.469,Bluetooth,-65
1.499,Bluetooth,-64
1.500,Bluetooth,-65
1.526,Bluetooth,-67
1.527,Bluetooth,-67
1.588,Bluetooth,-64
1.589,Bluetooth,-64
1.621,Bluetooth,-65
1.622,Bluetooth,-64
1.654,Bluetooth,-66
1.655,Bluetooth,-65
1.690,Bluetooth,-62
1.691,Bluetooth,-63
1.752,Bluetooth,-65
1.753,Bluetooth,-65
1.782,Bluetooth,-66
1.783,Bluetooth,-65
1.813,Bluetooth,-63
1.815,Bluetooth,-62
1.845,Bluetooth,-66
1.845,Bluetooth,-65
1.906,Bluetooth,-66
1.907,Bluetooth,-65
1.941,Bluetooth,-63
1.942,Bluetooth,-63
1.973,Bluetooth,-66
1.974,Bluetooth,-66
2.001,Bluetooth,-66
2.002,Bluetooth,-66
2.067,Bluetooth,-62
2.068,Bluetooth,-62
2.098,Bluetooth,-65
2.099,Bluetooth,-65
2.128,Bluetooth,-66
2.130,Bluetooth,-66
2.164,Bluetooth,-62
2.164,Bluetooth,-62
2.227,Bluetooth,-62
2.228,Bluetooth,-62
2.290,Bluetooth,-65
2.291,Bluetooth,-66
2.324,Bluetooth,-62
2.325,Bluetooth,-63
2.386,Bluetooth,-68
2.387,Bluetooth,-69
2.449,Bluetooth,-63
2.450,Bluetooth,-64
2.485,Bluetooth,-68
2.486,Bluetooth,-68
2.546,Bluetooth,-65
2.547,Bluetooth,-64
2.582,Bluetooth,-64
2.583,Bluetooth,-64
2.618,Bluetooth,-69
2.618,Bluetooth,-69
2.648,Bluetooth,-66
2.649,Bluetooth,-65
2.714,Bluetooth,-65
2.715,Bluetooth,-65
2.749,Bluetooth,-70
2.750,Bluetooth,-69
2.778,Bluetooth,-66
2.779,Bluetooth,-65
2.810,Bluetooth,-65
2.812,Bluetooth,-66
2.845,Bluetooth,-70
2.846,Bluetooth,-70
2.912,Bluetooth,-66
2.913,Bluetooth,-67
2.943,Bluetooth,-67
2.945,Bluetooth,-67
2.976,Bluetooth,-71
2.978,Bluetooth,-71
3.006,Bluetooth,-66
3.007,Bluetooth,-67
3.037,Bluetooth,-66
3.037,Bluetooth,-67
3.067,Bluetooth,-68
3.068,Bluetooth,-69
3.099,Bluetooth,-71
3.100,Bluetooth,-71
3.129,Bluetooth,-65
3.130,Bluetooth,-67
3.189,Bluetooth,-68
3.190,Bluetooth,-69
3.313,Bluetooth,-68
3.314,Bluetooth,-68
3.345,Bluetooth,-70
3.345,Bluetooth,-71
3.373,Bluetooth,-66
3.374,Bluetooth,-66
3.403,Bluetooth,-70
3.501,Bluetooth,-66
3.502,Bluetooth,-66
3.536,Bluetooth,-69
3.537,Bluetooth,-68
3.565,Bluetooth,-69
3.566,Bluetooth,-70
3.625,Bluetooth,-66
3.626,Bluetooth,-66
3.656,Bluetooth,-68
3.658,Bluetooth,-68
3.690,Bluetooth,-71
3.692,Bluetooth,-71
3.751,Bluetooth,-66
3.752,Bluetooth,-66
3.785,Bluetooth,-69
3.785,Bluetooth,-69
3.817,Bluetooth,-69
3.819,Bluetooth,-70
3.912,Bluetooth,-72
3.913,Bluetooth,-71
3.944,Bluetooth,-72
3.945,Bluetooth,-72
