Distance,4.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhoneXR
0.000,Bluetooth,-79
0.001,Bluetooth,-80
0.068,Bluetooth,-84
0.069,Bluetooth,-85
0.099,Bluetooth,-80
0.100,Bluetooth,-79
0.164,Bluetooth,-84
0.165,Bluetooth,-85
0.195,Bluetooth,-85
0.197,Bluetooth,-84
0.225,Bluetooth,-80
0.226,Bluetooth,-80
0.257,Bluetooth,-86
0.293,Bluetooth,-85
0.294,Bluetooth,-85
0.322,Bluetooth,-85
0.324,Bluetooth,-85
0.412,Bluetooth,-85
0.414,Bluetooth,-85
0.515,Bluetooth,-85
0.516,Bluetooth,-85
0.577,Bluetooth,-82
0.579,Bluetooth,-80
0.639,Bluetooth,-84
0.641,Bluetooth,-84
0.705,Bluetooth,-80
0.706,Bluetooth,-79
0.737,Bluetooth,-85
0.738,Bluetooth,-85
0.767,Bluetooth,-85
0.798,Bluetooth,-85
0.799,Bluetooth,-86
0.830,Bluetooth,-79
0.832,Bluetooth,-81
0.862,Bluetooth,-86
0.864,Bluetooth,-87
0.894,Bluetooth,-84
0.895,Bluetooth,-86
0.924,Bluetooth,-87
0.925,Bluetooth,-87
0.955,Bluetooth,-80
0.956,Bluetooth,-79
0.989,Bluetooth,-86
0.991,Bluetooth,-87
1.021,Bluetooth,-85
1.023,Bluetooth,-86
1.082,Bluetooth,-80
1.083,Bluetooth,-80
1.114,Bluetooth,-86
1.115,Bluetooth,-85
1.179,Bluetooth,-80
1.302,Bluetooth,-80
1.303,Bluetooth,-80
1.333,Bluetooth,-85
1.335,Bluetooth,-85
1.364,Bluetooth,-84
1.365,Bluetooth,-85
1.426,Bluetooth,-80
1.427,Bluetooth,-80
1.456,Bluetooth,-85
1.457,Bluetooth,-86
1.520,Bluetooth,-86
1.521,Bluetooth,-87
1.551,Bluetooth,-79
1.553,Bluetooth,-81
1.585,Bluetooth,-86
1.586,Bluetooth,-86
1.618,Bluetooth,-86
1.619,Bluetooth,-87
1.679,Bluetooth,-80
1.681,Bluetooth,-80
1.710,Bluetooth,-87
1.711,Bluetooth,-84
1.743,Bluetooth,-86
1.744,Bluetooth,-86
1.775,Bluetooth,-80
1.777,Bluetooth,-79
1.805,Bluetooth,-80
1.806,Bluetooth,-80
1.837,Bluetooth,-86
1.838,Bluetooth,-86
1.870,Bluetooth,-86
1.872,Bluetooth,-86
1.904,Bluetooth,-79
1.905,Bluetooth,-78
1.933,Bluetooth,-85
1.935,Bluetooth,-86
1.964,Bluetooth,-87
1.965,Bluetooth,-85
1.998,Bluetooth,-86
2.000,Bluetooth,-88
2.025,Bluetooth,-80
2.026,Bluetooth,-80
2.058,Bluetooth,-84
2.060,Bluetooth,-85
2.121,Bluetooth,-86
2.123,Bluetooth,-87
2.154,Bluetooth,-79
2.155,Bluetooth,-79
2.218,Bluetooth,-86
2.220,Bluetooth,-86
2.276,Bluetooth,-78
2.278,Bluetooth,-78
2.308,Bluetooth,-83
2.310,Bluetooth,-85
2.374,Bluetooth,-79
2.375,Bluetooth,-79
2.404,Bluetooth,-78
2.405,Bluetooth,-78
2.439,Bluetooth,-84
2.441,Bluetooth,-85
2.470,Bluetooth,-86
2.472,Bluetooth,-88
2.499,Bluetooth,-80
2.501,Bluetooth,-79
2.565,Bluetooth,-83
2.566,Bluetooth,-85
2.595,Bluetooth,-87
2.597,Bluetooth,-87
2.627,Bluetooth,-79
2.629,Bluetooth,-80
2.692,Bluetooth,-86
2.694,Bluetooth,-88
2.756,Bluetooth,-78
2.758,Bluetooth,-80
2.787,Bluetooth,-84
2.788,Bluetooth,-84
2.818,Bluetooth,-87
2.819,Bluetooth,-87
2.876,Bluetooth,-78
2.878,Bluetooth,-78
2.909,Bluetooth,-85
2.911,Bluetooth,-85
2.944,Bluetooth,-86
2.945,Bluetooth,-86
2.977,Bluetooth,-79
2.979,Bluetooth,-80
3.041,Bluetooth,-84
3.042,Bluetooth,-84
3.071,Bluetooth,-87
3.073,Bluetooth,-85
3.104,Bluetooth,-78
3.105,Bluetooth,-79
3.135,Bluetooth,-84
3.136,Bluetooth,-84
3.198,Bluetooth,-85
3.200,Bluetooth,-85
3.232,Bluetooth,-78
3.234,Bluetooth,-78
3.266,Bluetooth,-84
3.267,Bluetooth,-85
3.298,Bluetooth,-86
3.300,Bluetooth,-86
3.356,Bluetooth,-79
3.358,Bluetooth,-79
3.387,Bluetooth,-84
3.388,Bluetooth,-84
3.419,Bluetooth,-85
3.420,Bluetooth,-85
3.453,Bluetooth,-79
3.454,Bluetooth,-79
3.520,Bluetooth,-84
3.521,Bluetooth,-84
3.549,Bluetooth,-84
3.551,Bluetooth,-86
3.583,Bluetooth,-79
3.584,Bluetooth,-79
3.683,Bluetooth,-85
3.685,Bluetooth,-86
3.778,Bluetooth,-84
3.780,Bluetooth,-85
3.807,Bluetooth,-85
3.809,Bluetooth,-84
3.933,Bluetooth,-80
3.967,Bluetooth,-80
3.968,Bluetooth,-80
