Distance,6.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.048,Bluetooth,-61
0.083,Bluetooth,-56
0.085,Bluetooth,-55
0.185,Bluetooth,-58
0.187,Bluetooth,-57
0.249,Bluetooth,-63
0.251,Bluetooth,-64
0.281,Bluetooth,-65
0.283,Bluetooth,-63
0.317,Bluetooth,-59
0.319,Bluetooth,-59
0.354,Bluetooth,-62
0.421,Bluetooth,-60
0.460,Bluetooth,-62
0.461,Bluetooth,-62
0.559,Bluetooth,-60
0.561,Bluetooth,-62
0.590,Bluetooth,-58
0.592,Bluetooth,-58
0.619,Bluetooth,-62
0.621,Bluetooth,-61
0.658,Bluetooth,-63
0.689,Bluetooth,-63
0.691,Bluetooth,-62
0.725,Bluetooth,-64
0.726,Bluetooth,-63
0.786,Bluetooth,-63
0.788,Bluetooth,-62
0.894,Bluetooth,-57
0.927,Bluetooth,-65
0.930,Bluetooth,-64
0.991,Bluetooth,-63
0.993,Bluetooth,-63
1.063,Bluetooth,-56
1.066,Bluetooth,-56
1.095,Bluetooth,-62
1.097,Bluetooth,-62
1.133,Bluetooth,-61
1.136,Bluetooth,-60
1.239,Bluetooth,-60
1.276,Bluetooth,-61
1.279,Bluetooth,-60
1.310,Bluetooth,-60
1.312,Bluetooth,-59
1.449,Bluetooth,-59
1.451,Bluetooth,-59
1.489,Bluetooth,-56
1.491,Bluetooth,-56
1.521,Bluetooth,-62
1.523,Bluetooth,-62
1.562,Bluetooth,-59
1.750,Bluetooth,-58
1.789,Bluetooth,-56
1.791,Bluetooth,-56
1.822,Bluetooth,-56
1.824,Bluetooth,-56
1.858,Bluetooth,-55
1.897,Bluetooth,-57
1.899,Bluetooth,-57
1.935,Bluetooth,-64
1.937,Bluetooth,-63
1.968,Bluetooth,-60
1.969,Bluetooth,-60
2.034,Bluetooth,-63
2.036,Bluetooth,-63
2.073,Bluetooth,-59
2.075,Bluetooth,-60
2.113,Bluetooth,-58
2.115,Bluetooth,-59
2.149,Bluetooth,-68
2.187,Bluetooth,-58
2.189,Bluetooth,-58
2.222,Bluetooth,-69
2.224,Bluetooth,-68
2.319,Bluetooth,-61
2.321,Bluetooth,-60
2.352,Bluetooth,-70
2.354,Bluetooth,-71
2.384,Bluetooth,-60
2.457,Bluetooth,-61
2.523,Bluetooth,-70
2.526,Bluetooth,-70
2.557,Bluetooth,-60
2.559,Bluetooth,-60
2.590,Bluetooth,-56
2.593,Bluetooth,-58
2.628,Bluetooth,-67
2.630,Bluetooth,-66
2.734,Bluetooth,-58
2.771,Bluetooth,-57
2.774,Bluetooth,-57
2.808,Bluetooth,-64
2.810,Bluetooth,-65
2.847,Bluetooth,-60
