Distance,10.0
TXDevice,iPhone11
TXPower,8
RXDevice,iPhone11_Pro_max
0.000,Bluetooth,-53
0.001,Bluetooth,-54
0.030,Bluetooth,-60
0.031,Bluetooth,-60
0.064,Bluetooth,-62
0.065,Bluetooth,-62
0.125,Bluetooth,-62
0.126,Bluetooth,-62
0.160,Bluetooth,-54
0.161,Bluetooth,-53
0.194,Bluetooth,-58
0.195,Bluetooth,-59
0.270,Bluetooth,-57
0.307,Bluetooth,-61
0.307,Bluetooth,-59
0.347,Bluetooth,-53
0.348,Bluetooth,-53
0.381,Bluetooth,-59
0.382,Bluetooth,-57
0.412,Bluetooth,-60
0.412,Bluetooth,-60
0.445,Bluetooth,-54
0.446,Bluetooth,-53
0.550,Bluetooth,-59
0.587,Bluetooth,-60
0.588,Bluetooth,-59
0.626,Bluetooth,-53
0.627,Bluetooth,-53
0.946,Bluetooth,-54
0.946,Bluetooth,-53
0.982,Bluetooth,-58
0.983,Bluetooth,-56
1.016,Bluetooth,-59
1.016,Bluetooth,-60
1.054,Bluetooth,-55
1.055,Bluetooth,-54
1.094,Bluetooth,-57
1.095,Bluetooth,-57
1.131,Bluetooth,-59
1.132,Bluetooth,-59
1.166,Bluetooth,-57
1.236,Bluetooth,-57
1.237,Bluetooth,-56
1.271,Bluetooth,-56
1.272,Bluetooth,-57
1.302,Bluetooth,-59
1.303,Bluetooth,-60
1.408,Bluetooth,-54
1.409,Bluetooth,-55
1.445,Bluetooth,-56
1.446,Bluetooth,-57
1.476,Bluetooth,-59
1.549,Bluetooth,-59
1.550,Bluetooth,-58
1.585,Bluetooth,-54
1.586,Bluetooth,-54
1.616,Bluetooth,-56
1.617,Bluetooth,-57
1.652,Bluetooth,-61
1.653,Bluetooth,-60
1.684,Bluetooth,-55
1.685,Bluetooth,-55
1.757,Bluetooth,-54
1.792,Bluetooth,-55
1.792,Bluetooth,-56
1.828,Bluetooth,-59
1.829,Bluetooth,-60
1.954,Bluetooth,-59
1.955,Bluetooth,-60
1.987,Bluetooth,-55
1.988,Bluetooth,-54
2.026,Bluetooth,-57
2.027,Bluetooth,-57
2.060,Bluetooth,-57
2.095,Bluetooth,-59
2.096,Bluetooth,-59
2.134,Bluetooth,-59
2.135,Bluetooth,-59
2.164,Bluetooth,-58
2.165,Bluetooth,-57
2.230,Bluetooth,-61
2.231,Bluetooth,-60
2.269,Bluetooth,-58
2.270,Bluetooth,-60
2.306,Bluetooth,-63
2.307,Bluetooth,-63
2.342,Bluetooth,-58
2.343,Bluetooth,-58
2.378,Bluetooth,-61
2.491,Bluetooth,-57
2.491,Bluetooth,-57
2.531,Bluetooth,-62
2.532,Bluetooth,-64
2.606,Bluetooth,-62
2.607,Bluetooth,-61
2.672,Bluetooth,-63
2.736,Bluetooth,-61
2.737,Bluetooth,-61
2.903,Bluetooth,-59
2.904,Bluetooth,-58
3.002,Bluetooth,-57
3.003,Bluetooth,-57
3.040,Bluetooth,-59
3.041,Bluetooth,-61
3.076,Bluetooth,-60
3.077,Bluetooth,-62
3.109,Bluetooth,-58
3.110,Bluetooth,-57
3.151,Bluetooth,-63
3.152,Bluetooth,-62
3.290,Bluetooth,-60
3.291,Bluetooth,-60
3.334,Bluetooth,-58
3.335,Bluetooth,-58
3.364,Bluetooth,-67
3.365,Bluetooth,-66
3.429,Bluetooth,-63
3.429,Bluetooth,-64
3.465,Bluetooth,-59
3.466,Bluetooth,-57
3.505,Bluetooth,-61
3.506,Bluetooth,-62
3.540,Bluetooth,-63
3.541,Bluetooth,-64
3.574,Bluetooth,-60
3.651,Bluetooth,-60
3.653,Bluetooth,-60
3.685,Bluetooth,-61
3.686,Bluetooth,-61
3.713,Bluetooth,-61
3.714,Bluetooth,-61
3.754,Bluetooth,-58
3.755,Bluetooth,-58
3.823,Bluetooth,-62
3.824,Bluetooth,-61
3.865,Bluetooth,-59
3.902,Bluetooth,-62
3.903,Bluetooth,-61
3.971,Bluetooth,-54
3.972,Bluetooth,-53
106.427,Bluetooth,-56
106.428,Bluetooth,-56
106.532,Bluetooth,-53
106.532,Bluetooth,-54
106.668,Bluetooth,-51
106.668,Bluetooth,-51
106.705,Bluetooth,-51
106.707,Bluetooth,-52
106.744,Bluetooth,-51
106.745,Bluetooth,-51
106.775,Bluetooth,-51
106.851,Bluetooth,-51
106.852,Bluetooth,-51
106.922,Bluetooth,-52
106.923,Bluetooth,-53
107.031,Bluetooth,-55
107.032,Bluetooth,-55
107.107,Bluetooth,-54
107.108,Bluetooth,-53
107.140,Bluetooth,-54
107.141,Bluetooth,-54
107.180,Bluetooth,-51
107.181,Bluetooth,-52
107.217,Bluetooth,-51
107.218,Bluetooth,-51
107.283,Bluetooth,-51
107.284,Bluetooth,-51
107.325,Bluetooth,-52
107.326,Bluetooth,-51
107.359,Bluetooth,-53
107.436,Bluetooth,-53
