Distance,6.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.000,Bluetooth,-63
0.001,Bluetooth,-63
0.095,Bluetooth,-63
0.159,Bluetooth,-58
0.160,Bluetooth,-58
0.256,Bluetooth,-59
0.257,Bluetooth,-58
0.292,Bluetooth,-62
0.293,Bluetooth,-63
0.350,Bluetooth,-58
0.351,Bluetooth,-58
0.386,Bluetooth,-64
0.387,Bluetooth,-63
0.416,Bluetooth,-57
0.417,Bluetooth,-57
0.450,Bluetooth,-58
0.450,Bluetooth,-59
0.480,Bluetooth,-63
0.511,Bluetooth,-57
0.512,Bluetooth,-57
0.545,Bluetooth,-59
0.546,Bluetooth,-60
0.606,Bluetooth,-66
0.607,Bluetooth,-64
0.635,Bluetooth,-59
0.636,Bluetooth,-60
0.761,Bluetooth,-59
0.761,Bluetooth,-60
0.791,Bluetooth,-70
0.792,Bluetooth,-70
0.859,Bluetooth,-60
0.860,Bluetooth,-59
0.953,Bluetooth,-62
0.954,Bluetooth,-61
0.984,Bluetooth,-67
0.985,Bluetooth,-66
1.022,Bluetooth,-59
1.022,Bluetooth,-59
1.047,Bluetooth,-62
1.076,Bluetooth,-68
1.077,Bluetooth,-68
1.108,Bluetooth,-65
1.109,Bluetooth,-65
1.139,Bluetooth,-61
1.140,Bluetooth,-63
1.170,Bluetooth,-65
1.171,Bluetooth,-65
1.237,Bluetooth,-61
1.239,Bluetooth,-62
1.298,Bluetooth,-65
1.299,Bluetooth,-65
1.391,Bluetooth,-65
1.392,Bluetooth,-65
1.457,Bluetooth,-62
1.458,Bluetooth,-63
1.489,Bluetooth,-65
1.491,Bluetooth,-65
1.556,Bluetooth,-62
1.557,Bluetooth,-62
1.588,Bluetooth,-66
1.590,Bluetooth,-65
1.649,Bluetooth,-63
1.650,Bluetooth,-62
1.684,Bluetooth,-66
1.685,Bluetooth,-66
1.783,Bluetooth,-65
1.783,Bluetooth,-65
1.822,Bluetooth,-58
1.823,Bluetooth,-57
1.849,Bluetooth,-61
1.850,Bluetooth,-62
1.902,Bluetooth,-62
1.998,Bluetooth,-69
1.999,Bluetooth,-68
2.062,Bluetooth,-61
2.063,Bluetooth,-63
2.094,Bluetooth,-65
2.095,Bluetooth,-65
2.155,Bluetooth,-62
2.156,Bluetooth,-62
2.249,Bluetooth,-62
2.250,Bluetooth,-62
2.282,Bluetooth,-67
2.283,Bluetooth,-67
2.343,Bluetooth,-62
2.344,Bluetooth,-62
2.377,Bluetooth,-68
2.378,Bluetooth,-68
2.408,Bluetooth,-57
2.410,Bluetooth,-58
2.441,Bluetooth,-62
2.442,Bluetooth,-62
2.505,Bluetooth,-70
2.506,Bluetooth,-68
2.572,Bluetooth,-69
2.573,Bluetooth,-69
2.663,Bluetooth,-62
2.664,Bluetooth,-61
2.696,Bluetooth,-69
2.698,Bluetooth,-68
2.756,Bluetooth,-61
2.761,Bluetooth,-61
2.792,Bluetooth,-69
2.793,Bluetooth,-68
2.855,Bluetooth,-60
2.856,Bluetooth,-61
2.950,Bluetooth,-61
2.979,Bluetooth,-69
3.040,Bluetooth,-60
3.041,Bluetooth,-61
3.108,Bluetooth,-69
3.109,Bluetooth,-70
3.137,Bluetooth,-62
3.138,Bluetooth,-63
3.167,Bluetooth,-69
3.168,Bluetooth,-71
