Distance,15.0
TXDevice,iPhoneXS
TXPower,12
RXDevice,iPhone8
0.034,Bluetooth,-67
0.035,Bluetooth,-68
0.067,Bluetooth,-70
0.068,Bluetooth,-70
0.107,Bluetooth,-70
0.108,Bluetooth,-72
0.139,Bluetooth,-65
0.141,Bluetooth,-66
0.209,Bluetooth,-78
0.210,Bluetooth,-77
0.248,Bluetooth,-67
0.250,Bluetooth,-66
0.284,Bluetooth,-60
0.285,Bluetooth,-60
0.318,Bluetooth,-67
0.319,Bluetooth,-67
0.379,Bluetooth,-61
0.419,Bluetooth,-70
0.486,Bluetooth,-65
0.487,Bluetooth,-63
0.518,Bluetooth,-62
0.519,Bluetooth,-63
0.551,Bluetooth,-71
0.552,Bluetooth,-72
0.590,Bluetooth,-65
0.591,Bluetooth,-64
0.619,Bluetooth,-62
0.620,Bluetooth,-62
0.732,Bluetooth,-70
0.733,Bluetooth,-70
0.764,Bluetooth,-61
0.765,Bluetooth,-61
0.832,Bluetooth,-76
0.833,Bluetooth,-76
0.860,Bluetooth,-60
0.861,Bluetooth,-61
0.893,Bluetooth,-61
0.894,Bluetooth,-62
0.925,Bluetooth,-63
0.926,Bluetooth,-63
0.958,Bluetooth,-74
1.029,Bluetooth,-64
1.030,Bluetooth,-64
1.062,Bluetooth,-72
1.098,Bluetooth,-59
1.099,Bluetooth,-60
1.161,Bluetooth,-66
1.162,Bluetooth,-65
1.235,Bluetooth,-61
1.236,Bluetooth,-60
1.370,Bluetooth,-61
1.372,Bluetooth,-60
1.403,Bluetooth,-65
1.404,Bluetooth,-64
1.436,Bluetooth,-71
1.436,Bluetooth,-71
1.468,Bluetooth,-60
1.470,Bluetooth,-61
1.508,Bluetooth,-65
1.508,Bluetooth,-65
1.531,Bluetooth,-64
1.532,Bluetooth,-64
1.568,Bluetooth,-70
1.603,Bluetooth,-59
1.604,Bluetooth,-60
1.639,Bluetooth,-64
1.640,Bluetooth,-65
1.679,Bluetooth,-70
1.680,Bluetooth,-69
1.715,Bluetooth,-61
1.716,Bluetooth,-59
1.749,Bluetooth,-65
1.751,Bluetooth,-66
1.779,Bluetooth,-70
1.780,Bluetooth,-70
1.811,Bluetooth,-70
1.811,Bluetooth,-69
1.842,Bluetooth,-61
1.843,Bluetooth,-60
1.876,Bluetooth,-65
1.877,Bluetooth,-64
1.907,Bluetooth,-70
1.908,Bluetooth,-69
1.942,Bluetooth,-60
1.943,Bluetooth,-60
1.972,Bluetooth,-61
1.974,Bluetooth,-60
2.161,Bluetooth,-68
2.162,Bluetooth,-67
2.195,Bluetooth,-60
2.196,Bluetooth,-61
2.265,Bluetooth,-68
2.266,Bluetooth,-68
2.438,Bluetooth,-62
2.439,Bluetooth,-61
2.479,Bluetooth,-67
2.480,Bluetooth,-65
2.515,Bluetooth,-67
2.516,Bluetooth,-67
2.550,Bluetooth,-61
2.551,Bluetooth,-61
2.585,Bluetooth,-65
2.586,Bluetooth,-66
2.616,Bluetooth,-66
2.617,Bluetooth,-67
2.687,Bluetooth,-60
2.688,Bluetooth,-61
2.799,Bluetooth,-61
2.800,Bluetooth,-61
2.838,Bluetooth,-81
2.839,Bluetooth,-79
2.871,Bluetooth,-64
2.872,Bluetooth,-64
2.940,Bluetooth,-77
2.970,Bluetooth,-81
3.075,Bluetooth,-76
3.076,Bluetooth,-76
3.109,Bluetooth,-63
3.111,Bluetooth,-62
3.138,Bluetooth,-61
3.139,Bluetooth,-60
3.173,Bluetooth,-59
3.174,Bluetooth,-59
3.204,Bluetooth,-74
3.205,Bluetooth,-73
3.242,Bluetooth,-66
3.271,Bluetooth,-63
3.273,Bluetooth,-63
3.307,Bluetooth,-86
3.308,Bluetooth,-87
3.345,Bluetooth,-69
3.346,Bluetooth,-67
3.381,Bluetooth,-59
3.382,Bluetooth,-59
3.456,Bluetooth,-73
3.491,Bluetooth,-72
3.493,Bluetooth,-72
3.525,Bluetooth,-61
3.526,Bluetooth,-60
3.556,Bluetooth,-69
3.557,Bluetooth,-69
3.594,Bluetooth,-69
3.595,Bluetooth,-70
3.624,Bluetooth,-62
3.625,Bluetooth,-63
3.691,Bluetooth,-63
3.692,Bluetooth,-62
3.722,Bluetooth,-63
3.723,Bluetooth,-64
3.759,Bluetooth,-61
3.760,Bluetooth,-61
3.793,Bluetooth,-61
3.794,Bluetooth,-61
3.833,Bluetooth,-61
3.834,Bluetooth,-62
3.864,Bluetooth,-61
3.897,Bluetooth,-60
3.898,Bluetooth,-60
3.973,Bluetooth,-61
3.974,Bluetooth,-62
49.590,Bluetooth,-72
49.591,Bluetooth,-73
49.737,Bluetooth,-72
49.738,Bluetooth,-71
49.766,Bluetooth,-71
49.768,Bluetooth,-71
49.829,Bluetooth,-72
49.830,Bluetooth,-72
49.861,Bluetooth,-71
49.935,Bluetooth,-72
49.967,Bluetooth,-72
50.076,Bluetooth,-73
50.078,Bluetooth,-72
50.115,Bluetooth,-71
50.116,Bluetooth,-72
50.146,Bluetooth,-90
50.147,Bluetooth,-91
50.177,Bluetooth,-73
50.178,Bluetooth,-73
50.211,Bluetooth,-72
50.212,Bluetooth,-72
50.247,Bluetooth,-71
50.282,Bluetooth,-90
50.318,Bluetooth,-74
50.319,Bluetooth,-73
50.386,Bluetooth,-88
50.387,Bluetooth,-88
50.425,Bluetooth,-74
50.466,Bluetooth,-71
50.501,Bluetooth,-86
50.502,Bluetooth,-86
50.606,Bluetooth,-71
50.642,Bluetooth,-85
50.706,Bluetooth,-72
50.707,Bluetooth,-70
50.770,Bluetooth,-83
50.771,Bluetooth,-85
50.806,Bluetooth,-74
50.916,Bluetooth,-74
50.917,Bluetooth,-74
50.950,Bluetooth,-72
50.951,Bluetooth,-72
51.025,Bluetooth,-74
51.056,Bluetooth,-71
51.058,Bluetooth,-72
51.086,Bluetooth,-72
51.087,Bluetooth,-72
51.117,Bluetooth,-84
51.118,Bluetooth,-83
51.189,Bluetooth,-71
51.190,Bluetooth,-72
51.301,Bluetooth,-70
51.302,Bluetooth,-71
51.339,Bluetooth,-82
51.340,Bluetooth,-82
51.375,Bluetooth,-74
51.410,Bluetooth,-74
51.448,Bluetooth,-72
51.518,Bluetooth,-74
51.617,Bluetooth,-74
51.618,Bluetooth,-73
51.658,Bluetooth,-71
51.659,Bluetooth,-72
51.722,Bluetooth,-81
51.760,Bluetooth,-73
51.762,Bluetooth,-74
51.791,Bluetooth,-72
51.792,Bluetooth,-72
51.818,Bluetooth,-79
51.819,Bluetooth,-79
51.926,Bluetooth,-73
51.960,Bluetooth,-77
51.961,Bluetooth,-78
52.034,Bluetooth,-72
52.066,Bluetooth,-78
52.067,Bluetooth,-78
52.098,Bluetooth,-74
52.099,Bluetooth,-76
52.211,Bluetooth,-78
52.212,Bluetooth,-77
52.244,Bluetooth,-77
52.278,Bluetooth,-73
52.280,Bluetooth,-73
52.313,Bluetooth,-79
52.314,Bluetooth,-78
52.345,Bluetooth,-75
52.346,Bluetooth,-75
52.441,Bluetooth,-78
52.442,Bluetooth,-78
52.580,Bluetooth,-74
52.581,Bluetooth,-75
52.620,Bluetooth,-73
52.621,Bluetooth,-73
52.657,Bluetooth,-78
52.695,Bluetooth,-75
52.837,Bluetooth,-75
52.838,Bluetooth,-76
52.878,Bluetooth,-72
52.879,Bluetooth,-72
52.911,Bluetooth,-80
52.952,Bluetooth,-75
52.953,Bluetooth,-75
52.986,Bluetooth,-73
52.987,Bluetooth,-72
53.059,Bluetooth,-75
53.132,Bluetooth,-71
53.133,Bluetooth,-72
53.196,Bluetooth,-76
53.197,Bluetooth,-75
53.256,Bluetooth,-81
53.258,Bluetooth,-82
53.404,Bluetooth,-80
53.405,Bluetooth,-81
53.442,Bluetooth,-75
53.443,Bluetooth,-75
53.544,Bluetooth,-76
53.546,Bluetooth,-75
53.587,Bluetooth,-70
53.588,Bluetooth,-71
92.662,Bluetooth,-64
92.663,Bluetooth,-63
92.692,Bluetooth,-62
92.694,Bluetooth,-63
92.727,Bluetooth,-64
92.728,Bluetooth,-65
92.755,Bluetooth,-71
92.756,Bluetooth,-71
92.786,Bluetooth,-62
92.787,Bluetooth,-64
92.827,Bluetooth,-64
92.828,Bluetooth,-64
92.861,Bluetooth,-73
92.902,Bluetooth,-64
93.046,Bluetooth,-65
93.047,Bluetooth,-65
93.082,Bluetooth,-65
93.083,Bluetooth,-64
93.113,Bluetooth,-71
93.114,Bluetooth,-70
93.155,Bluetooth,-64
93.188,Bluetooth,-63
93.190,Bluetooth,-64
93.223,Bluetooth,-70
93.224,Bluetooth,-71
93.352,Bluetooth,-71
93.384,Bluetooth,-66
93.385,Bluetooth,-64
93.463,Bluetooth,-73
93.497,Bluetooth,-65
93.498,Bluetooth,-66
93.537,Bluetooth,-64
93.538,Bluetooth,-64
93.605,Bluetooth,-73
93.606,Bluetooth,-72
93.645,Bluetooth,-64
93.646,Bluetooth,-63
93.683,Bluetooth,-63
93.684,Bluetooth,-64
93.725,Bluetooth,-74
93.725,Bluetooth,-74
93.755,Bluetooth,-64
93.788,Bluetooth,-64
93.789,Bluetooth,-64
93.817,Bluetooth,-73
93.850,Bluetooth,-73
93.851,Bluetooth,-73
93.887,Bluetooth,-62
93.888,Bluetooth,-63
93.917,Bluetooth,-65
93.918,Bluetooth,-64
93.955,Bluetooth,-72
93.956,Bluetooth,-73
93.985,Bluetooth,-64
93.986,Bluetooth,-64
94.021,Bluetooth,-62
94.022,Bluetooth,-64
94.160,Bluetooth,-63
94.161,Bluetooth,-62
94.197,Bluetooth,-75
94.198,Bluetooth,-75
94.266,Bluetooth,-61
94.267,Bluetooth,-62
94.303,Bluetooth,-80
94.304,Bluetooth,-80
94.337,Bluetooth,-65
94.338,Bluetooth,-65
94.409,Bluetooth,-61
94.410,Bluetooth,-63
94.441,Bluetooth,-80
94.443,Bluetooth,-80
94.475,Bluetooth,-64
94.477,Bluetooth,-64
94.547,Bluetooth,-79
94.548,Bluetooth,-81
94.655,Bluetooth,-78
94.656,Bluetooth,-77
94.727,Bluetooth,-63
94.728,Bluetooth,-63
94.766,Bluetooth,-62
94.767,Bluetooth,-62
94.795,Bluetooth,-78
94.796,Bluetooth,-77
94.869,Bluetooth,-63
94.870,Bluetooth,-62
94.902,Bluetooth,-78
94.903,Bluetooth,-79
94.941,Bluetooth,-62
94.942,Bluetooth,-64
95.012,Bluetooth,-81
95.045,Bluetooth,-81
95.046,Bluetooth,-81
95.075,Bluetooth,-64
95.077,Bluetooth,-64
95.112,Bluetooth,-62
95.113,Bluetooth,-63
95.223,Bluetooth,-62
95.224,Bluetooth,-62
95.255,Bluetooth,-91
95.256,Bluetooth,-89
95.285,Bluetooth,-90
95.286,Bluetooth,-89
95.321,Bluetooth,-64
95.322,Bluetooth,-63
95.353,Bluetooth,-63
95.354,Bluetooth,-62
95.387,Bluetooth,-82
95.502,Bluetooth,-82
95.607,Bluetooth,-62
95.608,Bluetooth,-62
95.645,Bluetooth,-85
95.646,Bluetooth,-84
95.679,Bluetooth,-63
95.680,Bluetooth,-63
95.714,Bluetooth,-61
95.715,Bluetooth,-61
95.752,Bluetooth,-86
95.753,Bluetooth,-86
95.886,Bluetooth,-82
95.927,Bluetooth,-63
95.929,Bluetooth,-63
95.974,Bluetooth,-63
95.975,Bluetooth,-62
96.001,Bluetooth,-83
96.002,Bluetooth,-83
96.040,Bluetooth,-64
96.041,Bluetooth,-64
96.082,Bluetooth,-62
96.083,Bluetooth,-63
96.115,Bluetooth,-81
96.116,Bluetooth,-80
96.149,Bluetooth,-63
96.150,Bluetooth,-63
96.181,Bluetooth,-63
96.182,Bluetooth,-62
96.215,Bluetooth,-82
96.216,Bluetooth,-82
96.282,Bluetooth,-63
96.283,Bluetooth,-64
96.317,Bluetooth,-61
96.318,Bluetooth,-62
96.352,Bluetooth,-83
96.353,Bluetooth,-83
96.490,Bluetooth,-82
96.491,Bluetooth,-83
96.557,Bluetooth,-62
96.558,Bluetooth,-63
96.589,Bluetooth,-83
96.590,Bluetooth,-83
96.627,Bluetooth,-64
96.628,Bluetooth,-63
135.353,Bluetooth,-60
135.354,Bluetooth,-60
135.385,Bluetooth,-66
135.386,Bluetooth,-65
135.458,Bluetooth,-68
135.459,Bluetooth,-68
135.490,Bluetooth,-64
135.491,Bluetooth,-66
135.528,Bluetooth,-65
135.529,Bluetooth,-65
