Distance,6.0
TXDevice,iPhone11
TXPower,8
RXDevice,iPhone11_Pro_max
0.031,Bluetooth,-53
0.032,Bluetooth,-52
0.168,Bluetooth,-53
0.169,Bluetooth,-54
0.200,Bluetooth,-49
0.200,Bluetooth,-49
0.237,Bluetooth,-53
0.238,Bluetooth,-53
0.276,Bluetooth,-53
0.346,Bluetooth,-53
0.347,Bluetooth,-54
0.421,Bluetooth,-53
0.422,Bluetooth,-53
0.451,Bluetooth,-55
0.452,Bluetooth,-55
0.490,Bluetooth,-50
0.491,Bluetooth,-49
0.562,Bluetooth,-55
0.597,Bluetooth,-54
0.598,Bluetooth,-55
0.872,Bluetooth,-49
0.904,Bluetooth,-54
0.905,Bluetooth,-54
0.936,Bluetooth,-54
0.937,Bluetooth,-54
1.082,Bluetooth,-54
1.083,Bluetooth,-54
1.114,Bluetooth,-53
1.114,Bluetooth,-53
1.152,Bluetooth,-49
1.153,Bluetooth,-49
1.185,Bluetooth,-55
1.216,Bluetooth,-49
1.217,Bluetooth,-49
1.259,Bluetooth,-54
1.260,Bluetooth,-54
1.289,Bluetooth,-52
1.290,Bluetooth,-51
1.326,Bluetooth,-49
1.327,Bluetooth,-50
1.392,Bluetooth,-51
1.393,Bluetooth,-51
1.421,Bluetooth,-51
1.424,Bluetooth,-51
1.493,Bluetooth,-49
1.494,Bluetooth,-49
1.641,Bluetooth,-49
1.642,Bluetooth,-49
1.678,Bluetooth,-53
1.679,Bluetooth,-53
1.714,Bluetooth,-50
1.715,Bluetooth,-51
1.754,Bluetooth,-49
1.755,Bluetooth,-48
1.782,Bluetooth,-49
1.813,Bluetooth,-49
1.813,Bluetooth,-49
1.851,Bluetooth,-53
1.852,Bluetooth,-53
1.923,Bluetooth,-49
1.924,Bluetooth,-48
1.997,Bluetooth,-51
1.998,Bluetooth,-50
2.031,Bluetooth,-49
2.032,Bluetooth,-49
2.065,Bluetooth,-53
2.098,Bluetooth,-49
2.098,Bluetooth,-49
2.136,Bluetooth,-52
2.137,Bluetooth,-52
2.173,Bluetooth,-51
2.174,Bluetooth,-49
2.245,Bluetooth,-51
2.246,Bluetooth,-50
2.280,Bluetooth,-49
2.281,Bluetooth,-49
2.321,Bluetooth,-52
2.323,Bluetooth,-52
2.357,Bluetooth,-51
2.395,Bluetooth,-52
2.396,Bluetooth,-50
2.456,Bluetooth,-49
2.456,Bluetooth,-49
2.494,Bluetooth,-52
2.495,Bluetooth,-52
2.532,Bluetooth,-50
2.533,Bluetooth,-52
2.632,Bluetooth,-51
2.633,Bluetooth,-52
2.661,Bluetooth,-50
2.822,Bluetooth,-51
2.823,Bluetooth,-49
2.859,Bluetooth,-48
2.859,Bluetooth,-50
2.890,Bluetooth,-53
2.891,Bluetooth,-54
2.920,Bluetooth,-53
2.921,Bluetooth,-53
3.059,Bluetooth,-49
3.060,Bluetooth,-48
3.097,Bluetooth,-53
3.098,Bluetooth,-52
3.132,Bluetooth,-50
3.133,Bluetooth,-51
3.239,Bluetooth,-51
3.240,Bluetooth,-50
3.310,Bluetooth,-51
3.311,Bluetooth,-51
3.341,Bluetooth,-49
3.341,Bluetooth,-49
3.380,Bluetooth,-53
3.381,Bluetooth,-52
3.412,Bluetooth,-50
3.469,Bluetooth,-49
3.498,Bluetooth,-49
3.504,Bluetooth,-49
3.562,Bluetooth,-49
3.693,Bluetooth,-48
3.694,Bluetooth,-49
3.819,Bluetooth,-49
3.820,Bluetooth,-50
3.853,Bluetooth,-52
3.854,Bluetooth,-53
88.709,Bluetooth,-53
88.710,Bluetooth,-53
88.741,Bluetooth,-55
88.742,Bluetooth,-55
88.781,Bluetooth,-55
88.818,Bluetooth,-55
88.819,Bluetooth,-56
88.886,Bluetooth,-55
88.887,Bluetooth,-55
88.921,Bluetooth,-55
88.922,Bluetooth,-55
88.954,Bluetooth,-53
88.955,Bluetooth,-55
89.160,Bluetooth,-53
89.161,Bluetooth,-53
89.193,Bluetooth,-53
89.194,Bluetooth,-53
89.232,Bluetooth,-54
89.267,Bluetooth,-52
89.269,Bluetooth,-51
89.375,Bluetooth,-52
89.404,Bluetooth,-53
89.405,Bluetooth,-53
89.434,Bluetooth,-52
89.435,Bluetooth,-53
89.499,Bluetooth,-51
89.616,Bluetooth,-50
89.654,Bluetooth,-51
89.654,Bluetooth,-51
89.723,Bluetooth,-51
89.723,Bluetooth,-50
89.761,Bluetooth,-51
89.762,Bluetooth,-51
89.794,Bluetooth,-51
89.795,Bluetooth,-51
89.856,Bluetooth,-51
89.857,Bluetooth,-50
89.956,Bluetooth,-50
89.957,Bluetooth,-50
89.985,Bluetooth,-51
90.023,Bluetooth,-48
90.024,Bluetooth,-50
90.060,Bluetooth,-51
90.061,Bluetooth,-51
90.135,Bluetooth,-49
90.135,Bluetooth,-50
90.171,Bluetooth,-51
90.171,Bluetooth,-51
90.204,Bluetooth,-51
90.205,Bluetooth,-51
90.276,Bluetooth,-50
90.306,Bluetooth,-50
90.307,Bluetooth,-50
90.344,Bluetooth,-50
90.345,Bluetooth,-50
90.384,Bluetooth,-49
90.384,Bluetooth,-49
90.417,Bluetooth,-50
90.418,Bluetooth,-50
90.483,Bluetooth,-51
90.484,Bluetooth,-50
90.563,Bluetooth,-50
90.634,Bluetooth,-51
90.635,Bluetooth,-51
90.698,Bluetooth,-51
90.699,Bluetooth,-52
90.736,Bluetooth,-50
90.737,Bluetooth,-51
90.809,Bluetooth,-51
90.810,Bluetooth,-50
90.874,Bluetooth,-52
90.912,Bluetooth,-51
90.913,Bluetooth,-50
90.948,Bluetooth,-51
90.949,Bluetooth,-51
91.019,Bluetooth,-50
91.020,Bluetooth,-50
91.055,Bluetooth,-49
91.056,Bluetooth,-50
91.091,Bluetooth,-50
91.092,Bluetooth,-50
91.123,Bluetooth,-51
91.124,Bluetooth,-51
91.160,Bluetooth,-52
91.401,Bluetooth,-50
91.401,Bluetooth,-51
91.435,Bluetooth,-52
91.436,Bluetooth,-52
91.469,Bluetooth,-50
91.500,Bluetooth,-53
91.501,Bluetooth,-52
91.540,Bluetooth,-49
91.541,Bluetooth,-50
91.573,Bluetooth,-51
91.574,Bluetooth,-51
91.639,Bluetooth,-52
91.640,Bluetooth,-52
91.710,Bluetooth,-51
91.711,Bluetooth,-50
91.746,Bluetooth,-52
91.747,Bluetooth,-51
91.781,Bluetooth,-51
91.922,Bluetooth,-51
91.923,Bluetooth,-51
91.952,Bluetooth,-53
91.953,Bluetooth,-52
91.992,Bluetooth,-50
91.993,Bluetooth,-51
92.021,Bluetooth,-51
92.022,Bluetooth,-50
92.060,Bluetooth,-53
92.136,Bluetooth,-50
92.137,Bluetooth,-50
92.203,Bluetooth,-53
92.204,Bluetooth,-53
92.242,Bluetooth,-51
92.244,Bluetooth,-50
92.278,Bluetooth,-50
92.279,Bluetooth,-50
92.309,Bluetooth,-53
92.310,Bluetooth,-53
92.347,Bluetooth,-51
92.347,Bluetooth,-51
92.386,Bluetooth,-53
92.415,Bluetooth,-51
92.416,Bluetooth,-51
92.450,Bluetooth,-49
92.451,Bluetooth,-51
92.488,Bluetooth,-52
92.489,Bluetooth,-52
92.528,Bluetooth,-51
92.529,Bluetooth,-51
92.562,Bluetooth,-48
183.039,Bluetooth,-57
183.075,Bluetooth,-56
183.076,Bluetooth,-55
183.144,Bluetooth,-62
183.145,Bluetooth,-61
183.210,Bluetooth,-55
183.211,Bluetooth,-55
183.245,Bluetooth,-60
183.247,Bluetooth,-60
183.277,Bluetooth,-55
183.314,Bluetooth,-60
183.315,Bluetooth,-59
183.348,Bluetooth,-56
183.348,Bluetooth,-57
183.382,Bluetooth,-55
183.383,Bluetooth,-55
183.453,Bluetooth,-57
183.454,Bluetooth,-56
183.522,Bluetooth,-55
183.523,Bluetooth,-55
183.585,Bluetooth,-59
183.615,Bluetooth,-60
183.616,Bluetooth,-60
183.651,Bluetooth,-56
183.652,Bluetooth,-55
183.689,Bluetooth,-54
183.690,Bluetooth,-56
183.758,Bluetooth,-57
183.760,Bluetooth,-55
183.795,Bluetooth,-55
183.865,Bluetooth,-57
183.940,Bluetooth,-56
183.941,Bluetooth,-56
184.078,Bluetooth,-60
184.078,Bluetooth,-60
184.190,Bluetooth,-55
184.191,Bluetooth,-54
184.303,Bluetooth,-56
184.304,Bluetooth,-56
184.365,Bluetooth,-61
184.366,Bluetooth,-61
184.429,Bluetooth,-55
184.430,Bluetooth,-55
184.461,Bluetooth,-62
184.499,Bluetooth,-55
184.500,Bluetooth,-55
184.559,Bluetooth,-62
184.560,Bluetooth,-62
184.622,Bluetooth,-55
184.623,Bluetooth,-55
184.658,Bluetooth,-61
184.658,Bluetooth,-61
184.768,Bluetooth,-55
184.805,Bluetooth,-56
