Distance,4.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhoneXR
0.011,Bluetooth,-73
0.012,Bluetooth,-73
0.102,Bluetooth,-72
0.103,Bluetooth,-72
0.132,Bluetooth,-71
0.134,Bluetooth,-71
0.230,Bluetooth,-78
0.232,Bluetooth,-78
0.262,Bluetooth,-78
0.263,Bluetooth,-77
0.293,Bluetooth,-80
0.295,Bluetooth,-81
0.360,Bluetooth,-80
0.361,Bluetooth,-80
0.423,Bluetooth,-75
0.425,Bluetooth,-74
0.455,Bluetooth,-76
0.457,Bluetooth,-75
0.485,Bluetooth,-75
0.486,Bluetooth,-75
0.548,Bluetooth,-80
0.550,Bluetooth,-79
0.582,Bluetooth,-80
0.584,Bluetooth,-82
0.612,Bluetooth,-74
0.614,Bluetooth,-73
0.644,Bluetooth,-73
0.646,Bluetooth,-73
0.678,Bluetooth,-82
0.679,Bluetooth,-81
0.747,Bluetooth,-75
0.749,Bluetooth,-77
0.780,Bluetooth,-75
0.781,Bluetooth,-74
0.814,Bluetooth,-81
0.816,Bluetooth,-80
0.848,Bluetooth,-76
0.850,Bluetooth,-76
0.877,Bluetooth,-76
0.879,Bluetooth,-76
0.907,Bluetooth,-76
0.909,Bluetooth,-77
0.938,Bluetooth,-76
0.940,Bluetooth,-76
0.970,Bluetooth,-76
0.972,Bluetooth,-75
1.001,Bluetooth,-71
1.003,Bluetooth,-72
1.031,Bluetooth,-72
1.033,Bluetooth,-72
1.100,Bluetooth,-75
1.101,Bluetooth,-74
1.123,Bluetooth,-71
1.190,Bluetooth,-72
1.191,Bluetooth,-72
1.225,Bluetooth,-70
1.226,Bluetooth,-69
1.289,Bluetooth,-71
1.290,Bluetooth,-71
1.323,Bluetooth,-69
1.325,Bluetooth,-68
1.385,Bluetooth,-76
1.386,Bluetooth,-75
1.421,Bluetooth,-74
1.423,Bluetooth,-74
1.455,Bluetooth,-70
1.456,Bluetooth,-71
1.484,Bluetooth,-79
1.485,Bluetooth,-77
1.547,Bluetooth,-74
1.548,Bluetooth,-75
1.606,Bluetooth,-81
1.608,Bluetooth,-80
1.639,Bluetooth,-76
1.670,Bluetooth,-76
1.672,Bluetooth,-76
1.701,Bluetooth,-69
1.703,Bluetooth,-70
1.730,Bluetooth,-79
1.731,Bluetooth,-81
1.764,Bluetooth,-76
1.767,Bluetooth,-75
1.859,Bluetooth,-81
1.860,Bluetooth,-82
1.889,Bluetooth,-77
1.891,Bluetooth,-76
1.984,Bluetooth,-81
1.986,Bluetooth,-82
2.016,Bluetooth,-78
2.017,Bluetooth,-78
2.047,Bluetooth,-72
2.049,Bluetooth,-72
2.107,Bluetooth,-81
2.109,Bluetooth,-81
2.138,Bluetooth,-77
2.140,Bluetooth,-78
2.174,Bluetooth,-70
2.175,Bluetooth,-72
2.203,Bluetooth,-82
2.205,Bluetooth,-82
2.266,Bluetooth,-77
2.268,Bluetooth,-78
2.300,Bluetooth,-71
2.302,Bluetooth,-71
2.328,Bluetooth,-81
2.330,Bluetooth,-80
2.362,Bluetooth,-76
2.363,Bluetooth,-76
2.453,Bluetooth,-81
2.454,Bluetooth,-80
2.487,Bluetooth,-76
2.488,Bluetooth,-76
2.521,Bluetooth,-72
2.523,Bluetooth,-71
