Distance,10.0
TXDevice,iPhoneXS
TXPower,12
RXDevice,iPhone8
0.000,Bluetooth,-61
0.001,Bluetooth,-62
0.031,Bluetooth,-60
0.032,Bluetooth,-61
0.279,Bluetooth,-60
0.280,Bluetooth,-60
0.313,Bluetooth,-54
0.315,Bluetooth,-54
0.347,Bluetooth,-54
0.348,Bluetooth,-54
0.377,Bluetooth,-59
0.379,Bluetooth,-59
0.409,Bluetooth,-58
0.411,Bluetooth,-58
0.440,Bluetooth,-52
0.441,Bluetooth,-53
0.475,Bluetooth,-58
0.476,Bluetooth,-60
0.513,Bluetooth,-59
0.514,Bluetooth,-59
0.553,Bluetooth,-54
0.555,Bluetooth,-53
0.592,Bluetooth,-59
0.594,Bluetooth,-59
0.626,Bluetooth,-60
0.627,Bluetooth,-60
0.660,Bluetooth,-60
0.662,Bluetooth,-60
0.727,Bluetooth,-59
0.729,Bluetooth,-57
0.764,Bluetooth,-60
0.766,Bluetooth,-61
0.803,Bluetooth,-55
0.804,Bluetooth,-54
1.043,Bluetooth,-54
1.044,Bluetooth,-55
1.073,Bluetooth,-59
1.074,Bluetooth,-59
1.103,Bluetooth,-59
1.104,Bluetooth,-60
1.142,Bluetooth,-61
1.143,Bluetooth,-62
1.210,Bluetooth,-58
1.212,Bluetooth,-59
1.247,Bluetooth,-61
1.277,Bluetooth,-54
1.278,Bluetooth,-54
1.349,Bluetooth,-58
1.350,Bluetooth,-60
1.424,Bluetooth,-55
1.425,Bluetooth,-54
1.453,Bluetooth,-60
1.454,Bluetooth,-61
1.490,Bluetooth,-61
1.491,Bluetooth,-61
1.525,Bluetooth,-54
1.526,Bluetooth,-54
1.557,Bluetooth,-61
1.558,Bluetooth,-59
1.592,Bluetooth,-61
1.593,Bluetooth,-62
1.669,Bluetooth,-54
1.670,Bluetooth,-54
1.736,Bluetooth,-61
1.737,Bluetooth,-63
1.807,Bluetooth,-59
1.808,Bluetooth,-59
1.840,Bluetooth,-61
1.841,Bluetooth,-62
1.872,Bluetooth,-54
1.873,Bluetooth,-54
1.944,Bluetooth,-59
1.946,Bluetooth,-59
1.976,Bluetooth,-61
1.977,Bluetooth,-62
2.013,Bluetooth,-55
2.014,Bluetooth,-55
2.044,Bluetooth,-59
2.045,Bluetooth,-58
2.109,Bluetooth,-61
2.110,Bluetooth,-61
2.149,Bluetooth,-55
2.150,Bluetooth,-55
2.187,Bluetooth,-58
2.188,Bluetooth,-58
2.224,Bluetooth,-60
2.266,Bluetooth,-55
2.267,Bluetooth,-54
2.298,Bluetooth,-58
2.299,Bluetooth,-58
2.339,Bluetooth,-61
2.340,Bluetooth,-61
2.408,Bluetooth,-58
2.449,Bluetooth,-61
2.450,Bluetooth,-61
2.483,Bluetooth,-55
2.483,Bluetooth,-54
2.521,Bluetooth,-58
2.522,Bluetooth,-59
2.560,Bluetooth,-61
2.562,Bluetooth,-62
2.667,Bluetooth,-58
2.767,Bluetooth,-59
2.798,Bluetooth,-64
2.799,Bluetooth,-64
2.903,Bluetooth,-59
2.904,Bluetooth,-59
2.972,Bluetooth,-54
2.973,Bluetooth,-54
3.008,Bluetooth,-60
3.010,Bluetooth,-60
3.045,Bluetooth,-63
3.046,Bluetooth,-63
3.114,Bluetooth,-60
3.115,Bluetooth,-60
3.148,Bluetooth,-60
3.149,Bluetooth,-60
3.189,Bluetooth,-63
3.190,Bluetooth,-63
3.266,Bluetooth,-60
3.267,Bluetooth,-59
3.308,Bluetooth,-62
3.309,Bluetooth,-62
3.376,Bluetooth,-59
3.377,Bluetooth,-60
3.450,Bluetooth,-54
3.556,Bluetooth,-54
3.557,Bluetooth,-55
3.592,Bluetooth,-59
3.593,Bluetooth,-58
3.624,Bluetooth,-59
3.624,Bluetooth,-59
3.654,Bluetooth,-61
3.655,Bluetooth,-62
3.689,Bluetooth,-54
3.690,Bluetooth,-53
3.719,Bluetooth,-58
3.720,Bluetooth,-59
3.758,Bluetooth,-60
3.760,Bluetooth,-60
3.798,Bluetooth,-54
3.799,Bluetooth,-54
3.830,Bluetooth,-54
3.831,Bluetooth,-55
3.899,Bluetooth,-59
3.901,Bluetooth,-61
3.931,Bluetooth,-55
3.932,Bluetooth,-56
104.925,Bluetooth,-72
104.926,Bluetooth,-72
105.021,Bluetooth,-62
105.022,Bluetooth,-62
105.056,Bluetooth,-70
105.058,Bluetooth,-70
105.120,Bluetooth,-63
105.122,Bluetooth,-62
105.154,Bluetooth,-72
105.156,Bluetooth,-72
105.259,Bluetooth,-61
105.261,Bluetooth,-63
105.327,Bluetooth,-63
105.328,Bluetooth,-63
105.437,Bluetooth,-64
105.438,Bluetooth,-63
105.467,Bluetooth,-62
105.468,Bluetooth,-62
105.503,Bluetooth,-61
105.504,Bluetooth,-63
105.567,Bluetooth,-66
105.568,Bluetooth,-66
105.599,Bluetooth,-63
105.600,Bluetooth,-62
105.672,Bluetooth,-64
105.673,Bluetooth,-64
105.709,Bluetooth,-62
105.710,Bluetooth,-62
105.780,Bluetooth,-72
105.781,Bluetooth,-71
105.820,Bluetooth,-65
105.821,Bluetooth,-64
105.853,Bluetooth,-63
105.855,Bluetooth,-63
105.885,Bluetooth,-69
105.887,Bluetooth,-70
105.916,Bluetooth,-66
105.917,Bluetooth,-65
105.950,Bluetooth,-61
105.952,Bluetooth,-61
105.990,Bluetooth,-72
105.991,Bluetooth,-70
106.022,Bluetooth,-72
106.024,Bluetooth,-70
106.062,Bluetooth,-67
106.063,Bluetooth,-66
106.132,Bluetooth,-70
106.133,Bluetooth,-71
106.173,Bluetooth,-70
106.174,Bluetooth,-71
106.202,Bluetooth,-61
106.204,Bluetooth,-61
106.243,Bluetooth,-72
106.244,Bluetooth,-73
106.275,Bluetooth,-71
106.276,Bluetooth,-70
106.314,Bluetooth,-61
106.315,Bluetooth,-61
106.354,Bluetooth,-72
106.393,Bluetooth,-71
106.394,Bluetooth,-70
106.424,Bluetooth,-71
106.425,Bluetooth,-70
106.542,Bluetooth,-71
106.543,Bluetooth,-71
106.617,Bluetooth,-71
106.659,Bluetooth,-71
106.660,Bluetooth,-70
106.689,Bluetooth,-62
106.690,Bluetooth,-62
106.723,Bluetooth,-71
106.759,Bluetooth,-72
106.760,Bluetooth,-72
106.821,Bluetooth,-62
106.822,Bluetooth,-62
106.894,Bluetooth,-71
106.894,Bluetooth,-71
106.967,Bluetooth,-71
106.968,Bluetooth,-70
107.006,Bluetooth,-72
107.007,Bluetooth,-72
107.033,Bluetooth,-62
107.035,Bluetooth,-62
107.070,Bluetooth,-71
107.071,Bluetooth,-71
107.109,Bluetooth,-72
107.110,Bluetooth,-73
107.217,Bluetooth,-68
107.218,Bluetooth,-69
107.278,Bluetooth,-63
107.279,Bluetooth,-62
107.319,Bluetooth,-69
107.320,Bluetooth,-69
107.357,Bluetooth,-66
107.358,Bluetooth,-65
107.391,Bluetooth,-63
107.432,Bluetooth,-69
107.433,Bluetooth,-67
107.462,Bluetooth,-68
107.463,Bluetooth,-68
107.500,Bluetooth,-80
107.501,Bluetooth,-82
107.541,Bluetooth,-63
107.542,Bluetooth,-63
107.569,Bluetooth,-66
107.570,Bluetooth,-68
107.637,Bluetooth,-63
107.638,Bluetooth,-63
107.668,Bluetooth,-68
107.669,Bluetooth,-68
107.698,Bluetooth,-68
107.699,Bluetooth,-68
107.733,Bluetooth,-74
107.734,Bluetooth,-75
107.772,Bluetooth,-64
107.773,Bluetooth,-63
107.803,Bluetooth,-67
107.805,Bluetooth,-68
107.875,Bluetooth,-64
107.877,Bluetooth,-64
107.906,Bluetooth,-69
107.908,Bluetooth,-68
107.938,Bluetooth,-67
107.940,Bluetooth,-67
107.972,Bluetooth,-83
107.973,Bluetooth,-83
108.009,Bluetooth,-64
108.010,Bluetooth,-64
108.044,Bluetooth,-66
108.045,Bluetooth,-67
108.078,Bluetooth,-83
108.079,Bluetooth,-83
108.149,Bluetooth,-68
108.150,Bluetooth,-68
108.257,Bluetooth,-64
108.258,Bluetooth,-63
108.293,Bluetooth,-68
108.328,Bluetooth,-82
108.329,Bluetooth,-83
108.368,Bluetooth,-64
108.369,Bluetooth,-63
108.400,Bluetooth,-68
108.504,Bluetooth,-63
108.506,Bluetooth,-63
108.543,Bluetooth,-67
108.544,Bluetooth,-68
108.611,Bluetooth,-63
108.643,Bluetooth,-67
108.644,Bluetooth,-69
108.678,Bluetooth,-77
108.679,Bluetooth,-77
108.707,Bluetooth,-65
108.708,Bluetooth,-64
108.823,Bluetooth,-80
108.824,Bluetooth,-80
108.854,Bluetooth,-63
108.855,Bluetooth,-62
108.892,Bluetooth,-69
108.893,Bluetooth,-69
217.385,Bluetooth,-66
217.386,Bluetooth,-66
