Distance,10.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
0.000,Bluetooth,-69
0.000,Bluetooth,-69
0.032,Bluetooth,-77
0.032,Bluetooth,-76
0.063,Bluetooth,-78
0.064,Bluetooth,-78
0.093,Bluetooth,-69
0.094,Bluetooth,-70
0.129,Bluetooth,-77
0.131,Bluetooth,-76
0.194,Bluetooth,-79
0.195,Bluetooth,-78
0.228,Bluetooth,-68
0.228,Bluetooth,-68
0.262,Bluetooth,-77
0.263,Bluetooth,-76
0.292,Bluetooth,-78
0.292,Bluetooth,-79
0.325,Bluetooth,-69
0.325,Bluetooth,-70
0.356,Bluetooth,-69
0.356,Bluetooth,-69
0.387,Bluetooth,-77
0.387,Bluetooth,-76
0.419,Bluetooth,-78
0.419,Bluetooth,-79
0.451,Bluetooth,-69
0.451,Bluetooth,-68
0.484,Bluetooth,-76
0.485,Bluetooth,-74
0.515,Bluetooth,-76
0.516,Bluetooth,-75
0.548,Bluetooth,-77
0.549,Bluetooth,-78
0.579,Bluetooth,-69
0.580,Bluetooth,-69
0.610,Bluetooth,-77
0.611,Bluetooth,-74
0.674,Bluetooth,-79
0.675,Bluetooth,-80
0.703,Bluetooth,-68
0.704,Bluetooth,-69
0.734,Bluetooth,-75
0.735,Bluetooth,-73
0.795,Bluetooth,-78
0.797,Bluetooth,-78
0.826,Bluetooth,-68
0.827,Bluetooth,-68
0.860,Bluetooth,-75
0.861,Bluetooth,-75
0.890,Bluetooth,-78
0.891,Bluetooth,-78
0.952,Bluetooth,-69
0.953,Bluetooth,-68
0.983,Bluetooth,126
1.015,Bluetooth,-78
1.017,Bluetooth,-78
1.047,Bluetooth,-68
1.049,Bluetooth,-70
1.077,Bluetooth,-69
1.078,Bluetooth,-68
1.108,Bluetooth,-76
1.109,Bluetooth,-76
1.137,Bluetooth,-78
1.139,Bluetooth,-78
1.168,Bluetooth,-67
1.170,Bluetooth,-65
1.201,Bluetooth,128
1.232,Bluetooth,-77
1.233,Bluetooth,-77
1.264,Bluetooth,-78
1.266,Bluetooth,-79
1.294,Bluetooth,127
1.326,Bluetooth,-76
1.328,Bluetooth,-75
1.356,Bluetooth,127
1.386,Bluetooth,-78
1.387,Bluetooth,-78
1.417,Bluetooth,-68
1.419,Bluetooth,-68
1.450,Bluetooth,-76
1.451,Bluetooth,-76
1.478,Bluetooth,-77
1.479,Bluetooth,-77
1.573,Bluetooth,-77
1.574,Bluetooth,-75
1.605,Bluetooth,-75
1.606,Bluetooth,-75
1.666,Bluetooth,-67
1.668,Bluetooth,-66
1.729,Bluetooth,-73
1.732,Bluetooth,-74
1.759,Bluetooth,126
1.791,Bluetooth,-64
1.792,Bluetooth,-65
1.825,Bluetooth,128
1.855,Bluetooth,-74
1.857,Bluetooth,-74
1.887,Bluetooth,127
1.919,Bluetooth,-65
1.920,Bluetooth,-65
1.953,Bluetooth,127
1.982,Bluetooth,-75
1.984,Bluetooth,-73
2.014,Bluetooth,127
2.048,Bluetooth,-73
2.050,Bluetooth,-74
2.077,Bluetooth,126
2.110,Bluetooth,-74
2.110,Bluetooth,-75
2.145,Bluetooth,127
2.176,Bluetooth,-74
2.176,Bluetooth,-75
2.208,Bluetooth,126
2.239,Bluetooth,-75
2.240,Bluetooth,-74
2.274,Bluetooth,-64
2.275,Bluetooth,-65
2.308,Bluetooth,-75
2.309,Bluetooth,-74
2.340,Bluetooth,-76
2.341,Bluetooth,-75
2.373,Bluetooth,-66
2.374,Bluetooth,-66
2.408,Bluetooth,-75
2.410,Bluetooth,-74
2.439,Bluetooth,-74
2.440,Bluetooth,-74
2.470,Bluetooth,-74
2.471,Bluetooth,-74
2.506,Bluetooth,-66
2.507,Bluetooth,-67
2.536,Bluetooth,-75
2.537,Bluetooth,-74
2.565,Bluetooth,-76
2.567,Bluetooth,-76
2.598,Bluetooth,-76
2.599,Bluetooth,-75
2.632,Bluetooth,-68
2.633,Bluetooth,-68
2.666,Bluetooth,-76
2.667,Bluetooth,-74
2.697,Bluetooth,-75
2.699,Bluetooth,-75
2.730,Bluetooth,-67
2.732,Bluetooth,-67
2.760,Bluetooth,-67
2.761,Bluetooth,-66
2.793,Bluetooth,-77
2.794,Bluetooth,-75
2.822,Bluetooth,-75
2.823,Bluetooth,-75
2.857,Bluetooth,-66
2.858,Bluetooth,-65
2.888,Bluetooth,-82
2.889,Bluetooth,-81
2.919,Bluetooth,-78
2.920,Bluetooth,-78
2.952,Bluetooth,-71
2.952,Bluetooth,-71
2.983,Bluetooth,-62
2.985,Bluetooth,-64
3.015,Bluetooth,-74
3.015,Bluetooth,-74
3.044,Bluetooth,-73
3.045,Bluetooth,-73
3.107,Bluetooth,-70
3.108,Bluetooth,-69
3.138,Bluetooth,-73
3.139,Bluetooth,-72
3.169,Bluetooth,-85
3.170,Bluetooth,-84
3.200,Bluetooth,-88
3.202,Bluetooth,-87
3.232,Bluetooth,-74
3.233,Bluetooth,-72
3.263,Bluetooth,-73
3.264,Bluetooth,-72
3.327,Bluetooth,127
3.516,Bluetooth,-72
3.516,Bluetooth,-73
3.544,Bluetooth,127
3.580,Bluetooth,-79
3.581,Bluetooth,-78
3.612,Bluetooth,-74
3.612,Bluetooth,-73
3.644,Bluetooth,-87
3.645,Bluetooth,-86
3.678,Bluetooth,-90
3.678,Bluetooth,-88
3.778,Bluetooth,-88
3.779,Bluetooth,-90
